Kabupaten/Kota,Tahun,Garis Kemiskinan,Indeks Pembangunan Manusia,Jumlah Penduduk Miskin,Indeks Kedalaman Kemiskinan,Indeks Keparahan Kemiskinan,Pengeluaran Perkapita Bahan Makanan Lainnya,Pengeluaran Perkapita Bahan Minuman,Pengeluaran Perkapita Buah-Buahan,Pengeluaran Perkapita Daging,Pengeluaran Perkapita Kacang-Kacangan,Pengeluaran Perkapita Bahan Minyak dan Kelapa,Pengeluaran Perkapita Padi-Padian,Pengeluaran Perkapita Rokok dan Tembakau,Pengeluaran Perkapita Telur dan Susu,Pengeluaran Perkapita Umbi-Umbian,Persentase Penduduk Miskin,Prevalensi Konsumsi Pangan Tidak Cukup,Rata-rata Lama Sekolah_Laki-laki,Rata-rata Lama Sekolah_Perempuan,NCPR,Kemiskinan (%),Pengeluaran Pangan (%),Tanpa Listrik (%),Tanpa Air Bersih (%),Rasio Tenaga Kesehatan,Angka Harapan Hidup,Stunting (%),Kelompok IKP
Sarolangun,2021,472866.0,70.25,27.06,1.13,0.21,2374.2,3884.21,4298.0,6032.1,2118.0,4373.56,17375.4,20291.57,6605.37,1681.89,8.87,8.82,8.61,7.6,2.04,8.42,27.73,0.2,43.9,5.68,69.17,0.0,5
Sarolangun,2022,497951.0,70.89,26.23,1.32,0.38,2693.01,4031.62,5810.05,8208.82,2346.65,6726.05,17335.71,24824.7,6429.78,1690.2,8.48,11.15,8.62,7.82,2.87,8.87,21.43,0.0,50.42,5.3,69.21,21.4,4
Sarolangun,2023,545939.0,71.29,26.77,1.49,0.46,2902.51,3977.85,5719.34,7898.1,2502.83,5387.09,19814.32,30580.59,7813.95,2189.53,8.54,12.77,8.64,7.84,3.32,8.48,17.15,0.94,47.95,3.21,69.46,22.8,4
Sarolangun,2024,607306.0,72.01,26.54,1.09,0.21,3078.0,3822.0,13960.0,8017.0,2386.0,4941.0,22832.0,28544.0,6956.0,1495.0,8.36,9.89,8.65,8.09,3.1,8.54,19.54,0.56,49.63,4.47,69.7,4.8,4
Sekadau,2018,313930.0,63.69,12.29,0.53,0.08,2686.34,6437.97,2869.0,9662.59,1597.23,2770.56,22148.47,14526.99,6292.49,642.27,6.17,24.73,7.28,5.99,1.48,6.46,40.19,14.61,43.37,11.78,70.98,44.1,5
Sekadau,2019,329835.0,64.34,12.28,0.5,0.07,2622.04,5799.49,3089.0,9214.99,1336.41,2531.63,21133.77,15654.55,5749.89,487.36,6.11,24.41,7.29,6.01,1.34,6.17,43.89,17.85,57.47,8.45,71.24,28.67,5
Sekadau,2020,339456.0,64.76,11.92,0.58,0.1,3333.28,6826.33,4371.0,10054.33,2023.88,3262.24,22985.51,15093.69,7622.14,785.12,5.87,22.21,7.6,6.24,0.59,6.11,35.91,11.37,57.17,10.28,71.65,0.0,6
Sekadau,2021,351726.0,64.93,12.69,0.78,0.14,3219.2,6342.61,3209.0,9970.86,1893.91,2984.07,22209.3,14684.04,6649.67,851.24,6.26,23.77,7.62,6.26,1.07,5.87,28.7,11.62,61.27,8.85,71.84,0.0,5
Sekadau,2022,370836.0,65.58,11.91,0.72,0.13,3785.68,7254.73,4592.79,11906.77,2374.24,4692.42,22600.66,16938.61,6795.21,1148.93,5.85,23.51,7.63,6.56,0.98,6.26,38.3,10.5,61.07,7.02,72.05,26.5,5
Sekadau,2023,392195.0,66.33,12.09,0.91,0.19,3627.49,6773.06,5042.95,11588.5,2218.14,3746.19,22517.9,21203.94,7710.27,1243.83,5.9,20.1,7.64,6.59,1.25,5.85,32.63,5.57,65.6,1.29,72.39,27.8,5
Sekadau,2024,414782.0,67.25,11.69,0.55,0.1,4055.0,7358.0,12255.0,17844.0,2633.0,4061.0,24703.0,22922.0,8359.0,1668.0,5.66,16.14,7.83,6.6,1.26,5.9,35.61,4.31,67.93,7.16,72.74,12.2,5
Seluma,2018,377647.0,65.99,37.51,3.22,0.85,1733.11,3939.63,3366.0,4037.97,1988.99,4230.53,18159.59,17951.04,5364.44,920.47,19.6,9.46,8.39,7.39,0.56,20.73,41.19,3.35,64.0,2.78,66.85,23.3,5
Seluma,2019,386321.0,66.69,36.92,2.71,0.61,1766.68,3529.36,2732.0,3812.48,2103.86,3513.12,18594.27,19747.72,5078.95,998.64,19.1,9.73,8.4,7.4,0.81,19.6,32.95,3.67,66.46,2.92,67.14,35.9,4
Seluma,2020,400090.0,66.89,36.23,2.87,0.7,1819.05,3584.85,6733.0,4541.36,1868.87,3692.9,18860.83,20508.55,4554.7,1033.95,18.56,7.38,8.41,7.51,0.67,19.1,31.27,2.62,72.4,2.83,67.56,40.13,4
Seluma,2021,414446.0,67.03,37.05,2.7,0.61,2274.64,4068.4,3473.0,4644.48,2074.17,4196.28,17868.62,19676.42,4998.82,1178.49,18.72,7.97,8.42,7.52,0.76,18.56,29.86,0.76,72.23,2.63,67.75,0.0,4
Seluma,2022,444931.0,67.76,36.71,3.02,0.77,3306.89,4337.63,5999.79,5995.31,2784.35,5732.73,17426.4,26043.84,6532.45,1483.82,18.36,8.63,8.47,7.67,0.76,18.72,28.1,1.46,72.94,2.38,67.9,24.7,5
Seluma,2023,478617.0,68.27,36.32,4.04,1.15,2941.94,4973.73,5552.37,5785.36,2836.52,5367.99,20487.73,29506.91,6458.27,1743.66,18.0,9.06,8.55,7.68,0.82,18.36,33.45,0.94,58.55,1.18,68.13,14.0,5
Seluma,2024,502739.0,68.97,35.08,2.43,0.49,2759.0,4869.0,7522.0,6205.0,2396.0,5110.0,23810.0,29302.0,5996.0,1348.0,17.23,11.05,8.56,7.7,0.84,18.0,30.72,0.67,57.84,2.06,68.35,26.0,5
Semarang,2018,341576.0,73.61,75.67,1.51,0.45,2570.21,4705.05,8755.0,4564.0,3464.73,3154.39,12868.64,12066.59,7759.5,827.88,7.29,7.93,8.36,7.44,0.9,7.78,19.68,0.16,38.33,0.7,75.57,21.1,6
Semarang,2019,377674.0,74.14,73.9,0.63,0.08,2621.82,4469.33,8061.0,5303.22,3623.53,3057.51,11507.92,13601.09,8257.81,972.94,7.04,9.65,8.44,7.62,0.85,7.29,15.77,0.0,15.7,0.6,75.62,24.86,6
Semarang,2020,404455.0,74.1,79.88,0.96,0.16,2438.76,5043.78,6857.0,4825.75,3540.82,3227.6,11980.55,15072.22,8484.06,1008.16,7.51,9.68,8.45,7.63,0.9,7.04,14.27,0.16,12.33,0.45,75.63,0.0,6
Semarang,2021,416395.0,74.24,83.61,0.95,0.18,2609.79,5402.39,5717.0,5297.73,4423.72,3968.89,12519.48,14384.54,7358.82,1237.2,7.82,10.84,8.46,7.75,0.76,7.51,17.62,0.0,13.99,0.46,75.73,0.0,6
Semarang,2022,459151.0,74.67,78.6,1.03,0.22,3174.41,5585.43,7271.35,7480.88,4408.82,5205.59,12997.68,16182.05,8341.12,1468.87,7.27,10.61,8.48,7.76,1.03,7.82,15.86,0.0,10.25,0.4,75.79,16.4,6
Semarang,2023,498952.0,75.13,78.35,0.82,0.16,3476.79,5930.83,11061.23,7746.04,5318.14,4625.4,15302.91,19362.35,8890.32,1444.89,7.17,8.28,8.49,7.83,1.04,7.27,20.37,0.0,19.01,0.13,75.86,6.3,6
Semarang,2024,520639.0,75.67,76.87,0.91,0.18,3220.0,5859.0,10408.0,7581.0,4690.0,4368.0,17557.0,19596.0,8836.0,1114.0,6.96,7.71,8.58,7.94,1.02,7.17,16.64,0.0,21.7,0.38,75.95,18.8,6
Seram Bagian Barat,2018,359085.0,65.14,43.77,4.15,0.99,1124.63,4070.47,4247.0,1061.93,711.21,3370.85,14036.27,9607.77,3627.27,3352.05,25.62,47.4,9.05,8.66,1.51,25.49,38.68,12.62,65.58,7.19,60.96,29.1,3
Seram Bagian Barat,2019,394628.0,65.49,43.14,4.86,1.3,1488.5,4223.32,9264.0,1169.84,716.75,3415.54,16264.48,9580.88,4765.48,3417.41,25.16,42.7,9.06,8.67,2.06,25.62,22.21,10.04,38.3,6.67,61.2,33.6,4
Seram Bagian Barat,2020,419793.0,65.62,43.15,4.46,1.23,1408.63,5253.43,9135.0,1903.97,1015.55,3796.94,18680.36,10609.75,5558.82,4164.99,25.11,43.3,9.07,8.68,2.54,25.16,26.8,2.6,51.38,8.21,61.48,0.0,3
Seram Bagian Barat,2021,427355.0,65.83,43.72,4.34,1.26,1501.52,4826.09,3389.0,2273.83,870.08,3980.62,16849.43,11152.07,4646.02,6420.81,25.27,39.2,9.08,8.79,2.39,25.11,26.67,5.61,45.1,5.02,61.69,0.0,3
Seram Bagian Barat,2022,449297.0,66.67,38.57,5.09,1.77,1949.44,5596.38,4474.93,2261.78,1002.98,4606.87,18511.53,13439.36,4760.98,6446.24,22.25,37.77,9.33,9.2,2.18,25.27,12.57,2.69,39.56,4.58,61.85,28.7,4
Seram Bagian Barat,2023,486747.0,67.56,38.87,4.56,1.43,1932.68,5741.02,6703.93,1561.81,1347.79,5171.4,21939.68,14533.41,5470.54,6614.79,22.39,32.7,9.34,9.37,2.35,22.25,28.79,2.4,53.7,0.02,62.25,19.2,3
Seram Bagian Barat,2024,508517.0,68.39,38.78,3.38,0.81,1547.0,4746.0,10078.0,2836.0,1044.0,4653.0,21378.0,15310.0,5111.0,5393.0,22.31,32.71,9.64,9.53,2.3,22.39,19.9,2.66,45.87,4.36,62.61,31.4,4
Seram Bagian Timur,2018,341261.0,62.98,26.64,3.92,0.98,2049.71,6911.36,4739.0,835.73,707.21,3839.36,16934.78,13597.01,4054.18,2684.92,23.62,41.6,8.64,6.86,2.09,23.59,50.45,16.03,62.95,6.33,58.56,41.1,3
Seram Bagian Timur,2019,375040.0,63.74,26.44,4.35,1.18,1568.04,6094.69,5919.0,1747.27,956.88,3981.41,16664.75,16458.22,3751.09,3322.66,23.13,41.52,8.65,7.18,2.78,23.62,36.69,16.88,43.98,6.12,58.84,40.56,3
Seram Bagian Timur,2020,398430.0,64.12,26.69,4.44,1.22,1621.63,6669.95,9725.0,1701.65,820.23,4215.78,19815.42,19841.09,5627.42,2439.16,23.04,38.31,8.84,7.43,1.18,23.13,37.95,14.11,33.22,9.65,59.16,40.54,4
Seram Bagian Timur,2021,403573.0,64.3,26.41,3.79,0.98,1866.58,6144.6,3472.0,1857.34,802.24,4294.55,16373.54,14601.01,4273.61,4039.43,23.25,35.93,8.86,7.7,2.29,23.04,26.32,14.33,33.67,6.63,59.41,0.0,3
Seram Bagian Timur,2022,421902.0,65.05,23.71,3.14,0.7,2232.03,7190.59,7693.05,1805.57,906.99,5247.98,18146.26,16566.84,4855.15,3009.64,20.73,30.54,9.14,7.94,0.92,23.25,10.59,15.74,40.63,6.03,59.62,41.9,4
Seram Bagian Timur,2023,458176.0,65.82,24.26,3.29,0.78,2578.71,7818.72,7107.02,1769.77,1024.89,5412.94,18945.62,17673.78,5550.52,4215.99,21.08,31.79,9.18,8.13,0.92,20.73,23.45,14.92,43.04,0.02,60.06,18.7,5
Seram Bagian Timur,2024,478721.0,66.24,24.34,3.22,0.78,2281.0,7122.0,13984.0,882.0,622.0,5267.0,20940.0,15076.0,4334.0,3305.0,21.03,33.34,9.42,8.31,0.88,21.08,12.56,9.09,39.59,4.38,60.46,27.5,5
Serang,2018,294829.0,65.93,64.46,0.8,0.22,2778.69,3737.97,6812.0,3614.43,2671.18,3119.64,16961.39,24646.4,6010.16,567.89,4.3,2.56,7.78,6.62,0.78,4.63,44.41,0.0,37.32,1.57,64.02,34.3,5
Serang,2019,309036.0,66.38,61.54,0.65,0.16,2666.16,3736.18,6052.0,4827.29,2841.05,2996.44,16627.21,23182.31,6311.02,760.74,4.08,2.37,7.84,6.83,0.64,4.3,42.56,0.49,29.69,1.5,64.22,32.04,6
Serang,2020,341074.0,66.7,74.8,0.4,0.05,2618.5,3735.6,6070.0,4273.32,2600.02,2747.4,15902.73,25902.04,6562.03,738.23,4.94,2.44,8.03,6.97,0.79,4.08,43.67,0.0,26.96,0.78,64.47,39.43,6
Serang,2021,362102.0,66.82,83.09,0.61,0.12,2761.41,3744.5,4337.0,4902.81,2768.86,3167.18,16459.07,27175.07,5498.01,1060.35,5.49,3.03,8.04,6.98,0.75,4.94,32.21,0.25,28.07,0.75,64.64,0.0,6
Serang,2022,385864.0,67.75,75.45,0.56,0.11,3241.89,4277.23,6110.08,6748.25,3482.88,5129.67,16020.9,32332.65,6038.59,1275.36,4.96,2.9,8.24,7.29,0.77,5.49,33.0,0.0,24.53,0.63,64.76,27.2,6
Serang,2023,425751.0,68.39,73.83,0.67,0.15,3850.34,4527.65,6828.1,6401.17,3893.1,3873.57,18765.79,33633.64,6982.23,1702.72,4.85,3.23,8.25,7.41,0.69,4.96,43.3,0.12,28.72,8.39,65.18,31.6,6
Serang,2024,449291.0,69.03,68.86,0.79,0.2,3493.0,4123.0,9329.0,6304.0,3174.0,3422.0,22561.0,31448.0,6449.0,1066.0,4.51,2.13,8.32,7.51,0.69,4.85,27.42,0.0,27.36,0.5,65.6,23.9,6
Serdang Bedagai,2018,361623.0,69.69,50.49,1.1,0.22,1304.86,3890.44,5663.0,3060.15,1776.14,4392.4,15901.93,16463.84,7318.73,928.6,8.22,6.49,8.86,8.2,0.2,9.3,62.95,0.32,37.86,1.45,67.79,31.6,6
Serdang Bedagai,2019,382283.0,70.21,48.69,1.32,0.31,1297.31,3731.72,6062.0,3110.54,1918.0,4007.93,15832.71,17406.7,6996.87,914.6,7.9,5.3,8.87,8.22,0.26,8.22,40.16,0.51,31.46,1.43,68.08,35.99,6
Serdang Bedagai,2020,416991.0,70.24,49.18,0.98,0.2,1278.49,4199.89,5929.0,3126.62,1749.98,4294.14,15549.21,18756.44,7819.71,980.79,7.97,8.19,8.88,8.23,0.17,7.9,30.32,0.28,28.25,1.46,68.46,0.0,6
Serdang Bedagai,2021,448372.0,70.56,51.16,0.87,0.13,1487.48,4097.21,5939.0,3423.87,2050.73,4942.12,16938.05,19452.43,7738.4,1371.95,8.3,7.58,8.89,8.39,0.18,7.97,33.36,0.13,23.54,1.48,68.68,0.0,6
Serdang Bedagai,2022,478072.0,71.21,48.22,1.11,0.24,1769.7,4397.56,6966.07,3513.2,2185.81,6412.32,17300.03,20461.29,7696.99,1333.43,7.82,9.64,8.91,8.51,0.22,8.3,38.08,0.05,35.72,1.42,68.82,20.0,6
Serdang Bedagai,2023,503955.0,71.75,45.88,0.89,0.21,1805.53,4239.01,6297.94,5168.26,2560.59,5429.0,21463.29,23512.87,7928.05,1381.47,7.44,10.59,9.09,8.62,0.19,7.82,37.23,0.04,34.74,2.31,69.21,7.3,6
Serdang Bedagai,2024,518209.0,72.47,43.0,1.11,0.28,1761.0,4096.0,6076.0,5233.0,2356.0,4925.0,23001.0,19610.0,7773.0,1319.0,6.97,8.46,9.33,8.89,0.21,7.44,32.93,0.0,33.3,1.51,69.59,14.4,6
Seruyan,2018,428539.0,67.04,14.56,1.09,0.27,3690.26,5122.88,4633.0,7357.36,2505.63,4034.36,18807.72,21379.09,10087.35,821.38,7.43,7.68,8.08,7.4,1.76,7.46,28.76,2.08,36.19,26.18,69.23,33.5,5
Seruyan,2019,454971.0,67.57,14.66,1.26,0.31,4038.61,4805.99,5700.0,7923.51,2529.41,4040.89,15691.1,26014.25,11811.45,1182.3,7.19,8.35,8.28,7.51,3.15,7.43,20.78,1.46,20.83,24.3,69.24,21.85,4
Seruyan,2020,504264.0,67.58,14.53,0.87,0.16,3495.71,5271.89,6713.0,8993.5,2888.4,3948.53,18706.16,26092.23,11954.52,1343.52,6.85,7.9,8.29,7.52,3.41,7.19,18.76,0.81,22.72,22.34,69.25,0.0,4
Seruyan,2021,529892.0,67.67,15.07,1.12,0.25,4757.63,6364.62,4851.0,11641.47,3000.89,4384.91,21517.74,29886.88,12577.66,1948.3,7.22,7.18,8.33,7.53,2.67,6.85,13.81,1.12,18.8,21.22,69.26,0.0,5
Seruyan,2022,571049.0,68.24,15.96,1.25,0.36,4339.87,7075.55,6135.69,12865.54,3759.46,6878.48,24721.73,31156.02,11386.59,2310.15,7.43,10.74,8.42,7.55,3.43,7.22,23.13,0.4,31.78,20.69,69.26,29.3,4
Seruyan,2023,608186.0,68.68,15.71,0.6,0.1,5274.11,5668.75,6153.63,9348.64,2974.95,5545.84,24006.14,31294.75,10911.17,1954.59,7.12,7.11,8.43,7.56,3.99,7.43,24.5,0.11,31.69,0.86,69.46,31.3,3
Seruyan,2024,642281.0,69.05,16.06,0.92,0.19,4189.0,6714.0,11054.0,11961.0,3186.0,5533.0,24609.0,41963.0,11091.0,1435.0,7.08,6.37,8.44,7.64,3.23,7.12,23.48,2.22,30.94,18.29,69.63,25.8,4
Siak,2018,431814.0,73.73,25.81,0.65,0.15,2450.92,3751.54,5905.0,6132.8,2380.4,4592.15,15895.89,17144.44,9606.05,1734.39,5.44,8.94,9.82,9.44,2.79,5.8,53.97,0.79,12.7,8.84,70.64,23.0,5
Siak,2019,443868.0,74.07,24.49,0.64,0.13,2554.05,4086.17,7203.0,6383.6,2472.82,4690.75,17540.54,20961.98,9379.87,1541.28,5.03,7.4,9.83,9.45,2.26,5.44,14.86,1.55,16.05,7.7,70.79,20.96,6
Siak,2020,473128.0,73.68,25.38,1.27,0.45,2331.52,4356.7,9029.0,10829.8,2589.96,4457.74,17597.17,22202.77,8997.62,1676.61,5.09,7.02,9.84,9.59,2.36,5.03,12.28,0.81,14.05,6.82,71.03,0.0,6
Siak,2021,489467.0,73.98,25.77,0.61,0.12,2497.76,5012.66,6910.0,8884.97,2720.65,5435.73,16980.37,26416.06,10746.73,1586.69,5.18,8.75,10.01,9.81,2.18,5.09,21.75,0.64,16.89,6.72,71.11,0.0,6
Siak,2022,518768.0,74.5,25.71,0.77,0.18,2935.76,4835.12,7451.26,8503.73,2670.49,7345.76,16802.08,22045.67,8662.25,2148.13,5.07,13.07,10.02,9.82,2.43,5.18,13.31,0.0,13.02,5.74,71.13,19.0,6
Siak,2023,558867.0,74.98,26.99,0.66,0.14,3700.37,5537.27,8119.81,9772.71,3807.21,6507.3,19791.33,25880.49,10585.52,2939.61,5.23,10.33,10.09,9.83,2.82,5.07,14.76,0.31,14.71,1.46,71.37,19.1,5
Siak,2024,595659.0,75.45,26.72,0.56,0.08,3709.0,5306.0,8303.0,9357.0,3190.0,6279.0,22011.0,26643.0,10337.0,2474.0,5.08,10.75,10.1,9.89,2.8,5.23,14.74,0.0,9.9,4.77,71.64,10.4,6
Sidenreng Rappang,2018,299332.0,70.6,15.41,0.94,0.23,2324.38,3545.63,5832.0,3272.95,1957.33,2857.47,13280.87,15041.12,5998.43,546.84,5.16,5.9,8.12,7.49,0.14,5.32,29.3,0.45,35.09,3.44,68.82,31.3,6
Sidenreng Rappang,2019,312800.0,71.05,14.44,0.6,0.13,2815.17,3211.42,8486.0,3298.63,1903.23,2415.84,13373.39,17222.53,6511.96,583.08,4.79,5.53,8.13,7.6,0.1,5.16,27.12,0.24,30.55,2.42,69.15,31.7,6
Sidenreng Rappang,2020,349452.0,71.21,15.36,0.82,0.19,2373.01,3001.15,7182.0,4210.31,1973.81,2587.77,13615.55,16752.29,6548.07,559.73,5.05,9.62,8.14,7.61,0.1,4.79,22.01,0.24,22.46,2.22,69.59,0.0,6
Sidenreng Rappang,2021,360591.0,71.54,15.25,0.64,0.13,2881.24,3493.53,4085.0,3998.84,2402.06,3003.36,16806.28,20180.51,7028.06,682.04,5.04,6.33,8.16,7.74,0.12,5.05,22.71,0.1,35.39,1.26,69.83,0.0,6
Sidenreng Rappang,2022,383134.0,72.06,15.56,0.86,0.2,2849.83,3218.87,5327.58,4142.9,1976.31,3952.35,14007.6,20396.31,6751.81,604.54,5.11,8.71,8.17,8.04,0.11,5.04,19.51,0.66,28.9,1.26,70.01,25.4,6
Sidenreng Rappang,2023,421321.0,72.71,15.75,0.54,0.1,2488.28,3280.59,5392.82,4161.32,1967.15,4147.31,17676.14,23228.15,6513.25,404.86,5.14,6.81,8.33,8.16,0.11,5.11,15.97,0.7,27.72,24.03,70.41,38.2,6
Sidenreng Rappang,2024,458509.0,73.21,15.48,0.51,0.08,3288.0,3924.0,11245.0,5057.0,2059.0,4175.0,20977.0,24503.0,7077.0,620.0,5.02,4.58,8.34,8.17,0.12,5.14,19.71,0.0,24.51,0.99,70.74,26.4,6
Sidoarjo,2018,437899.0,79.5,125.75,1.03,0.31,2742.76,3979.8,11362.0,8501.6,4189.73,3237.02,13146.18,14060.46,13056.4,1355.55,5.69,3.98,10.78,9.71,2.84,6.23,16.5,0.0,27.61,0.17,73.71,19.0,5
Sidoarjo,2019,462738.0,80.05,119.29,1.22,0.42,2624.77,3937.28,10002.0,8989.32,4201.27,3292.26,12761.49,15793.04,10987.59,1501.55,5.32,3.38,10.79,9.72,1.68,5.69,14.03,0.09,13.59,0.09,73.82,27.05,6
Sidoarjo,2020,486421.0,80.29,127.05,0.96,0.26,3000.49,4810.5,8789.0,8701.03,4146.04,3503.8,13402.47,14854.63,12806.9,1580.15,5.59,4.09,10.8,10.03,1.77,5.32,14.23,0.0,9.97,0.12,73.98,8.96,6
Sidoarjo,2021,502524.0,80.65,137.15,0.95,0.25,3367.16,4972.22,9218.0,10919.4,4534.25,4101.27,14713.43,15584.98,12311.15,2010.85,5.93,4.84,10.95,10.27,1.81,5.59,10.48,0.26,10.16,0.11,74.04,0.0,6
Sidoarjo,2022,523213.0,81.02,125.69,0.84,0.18,3934.34,5177.32,9569.63,12092.57,4974.16,5783.97,15402.46,18814.64,11524.32,1801.36,5.36,6.34,10.97,10.56,1.88,5.93,10.64,0.0,10.47,0.09,74.06,14.8,6
Sidoarjo,2023,571696.0,81.55,119.15,0.72,0.16,4219.76,4953.27,9869.22,12956.63,5163.41,4914.2,16700.86,22304.45,12926.27,1754.38,5.0,4.03,10.98,10.58,2.03,5.36,9.49,0.0,7.5,0.96,74.36,35.3,6
Sidoarjo,2024,597284.0,82.31,109.39,0.64,0.18,3439.0,4999.0,11957.0,12654.0,5141.0,4749.0,21767.0,22819.0,11853.0,1805.0,4.53,3.07,11.11,10.79,1.95,5.0,5.86,0.0,12.26,0.09,74.69,8.4,6
Sigi,2018,316949.0,67.66,29.78,1.66,0.38,1864.3,3886.35,3832.0,2104.72,1708.87,3417.57,20842.36,14945.87,4564.12,1267.9,12.6,7.05,8.68,8.01,0.48,12.66,37.1,5.62,49.98,5.81,68.72,36.4,5
Sigi,2019,344631.0,68.16,30.82,2.17,0.6,1933.43,3738.79,4556.0,2863.15,1897.82,3337.23,18380.07,18287.22,5953.03,1137.31,12.91,9.7,8.73,8.17,0.26,12.6,31.51,7.93,47.56,5.69,69.15,43.0,6
Sigi,2020,370788.0,68.12,30.0,1.96,0.49,2075.6,4095.09,6164.0,2399.34,1873.64,3160.8,18812.67,15938.64,5178.5,1145.81,12.45,10.66,8.87,8.24,0.49,12.91,39.33,1.22,46.69,7.61,69.57,50.53,5
Sigi,2021,382579.0,68.49,31.51,1.7,0.38,2092.8,4202.18,4313.0,4125.79,2290.72,3491.69,20175.46,17383.75,5457.47,1302.69,13.05,12.56,8.95,8.48,0.37,12.45,29.03,3.64,48.13,6.77,69.99,0.0,5
Sigi,2022,409679.0,69.05,29.94,2.01,0.48,2374.43,4110.62,4807.28,3126.7,2380.06,5290.26,21399.53,20795.17,5479.74,1194.43,12.3,14.12,8.96,8.79,0.42,13.05,18.32,0.9,42.96,5.17,70.09,40.7,6
Sigi,2023,445106.0,69.93,31.47,2.4,0.64,2264.2,4734.09,5264.32,3042.21,2664.47,4625.38,23334.28,22937.79,6511.53,1321.18,12.83,14.11,8.98,9.08,0.47,12.3,21.46,1.3,47.82,7.68,70.15,45.2,6
Sigi,2024,463011.0,70.51,29.8,2.52,0.7,2368.0,4483.0,7488.0,2936.0,2704.0,4585.0,29121.0,22247.0,5725.0,1338.0,12.06,12.6,9.04,9.09,0.46,12.83,22.59,0.49,43.58,4.2,70.35,26.4,6
Sijunjung,2018,379046.0,66.97,16.55,0.88,0.17,1395.38,3248.8,4958.0,4404.57,1640.59,4749.01,17178.63,19947.17,6482.08,1664.59,7.11,5.97,8.04,7.6,0.72,7.35,58.36,2.15,41.46,5.69,65.44,38.7,5
Sijunjung,2019,400861.0,67.66,16.65,0.94,0.22,1436.65,2997.75,4695.0,4803.87,1661.16,4798.08,19055.46,18182.08,5528.23,1433.82,7.04,5.8,8.38,7.93,0.72,7.11,35.67,3.54,29.8,6.48,65.69,35.0,6
Sijunjung,2020,433147.0,67.74,16.28,0.97,0.27,1884.26,3392.12,6771.0,5236.24,1758.39,5225.14,19112.62,20486.43,6527.76,1565.15,6.78,5.68,8.39,7.94,0.83,7.04,29.45,0.87,32.3,5.44,66.02,0.0,6
Sijunjung,2021,455346.0,67.86,16.81,0.86,0.17,2037.26,3859.77,5136.0,5699.25,2014.47,5653.49,19433.54,22087.44,7635.41,1922.85,6.8,6.01,8.4,7.95,0.64,6.78,30.46,0.74,30.61,4.03,66.21,0.0,6
Sijunjung,2022,484572.0,68.69,15.07,0.96,0.25,2254.23,3696.23,5735.9,7802.26,2114.14,7772.58,18747.9,24375.54,7522.06,2035.99,6.0,6.69,8.42,8.21,0.79,6.8,22.66,2.06,35.55,3.83,66.36,30.1,6
Sijunjung,2023,529460.0,69.65,15.02,0.85,0.21,2455.49,3674.88,6449.96,7299.31,2522.01,6950.11,21504.36,27808.48,8696.59,2592.73,5.88,5.88,8.66,8.55,0.79,6.0,27.67,0.48,29.44,8.43,66.7,11.2,6
Sijunjung,2024,565067.0,70.23,14.99,0.71,0.13,2166.0,4008.0,8582.0,6117.0,2363.0,6629.0,24797.0,25455.0,8254.0,2108.0,5.78,8.67,8.67,8.62,0.65,5.88,23.02,0.86,27.3,3.62,67.02,28.5,6
Sikka,2018,298357.0,63.89,44.02,1.61,0.29,1131.48,3256.57,2657.0,1779.26,820.33,2296.36,23965.73,6766.08,2998.21,1521.0,13.82,14.74,7.01,6.5,0.89,14.2,54.11,24.88,44.63,2.03,66.3,29.1,5
Sikka,2019,301994.0,64.75,43.32,2.11,0.47,838.6,3094.53,2455.0,1834.43,702.88,2312.89,20996.68,10339.03,2740.9,1028.14,13.53,17.14,7.03,6.51,0.73,13.82,36.16,17.27,27.2,2.17,66.61,32.97,5
Sikka,2020,324775.0,65.11,42.18,1.89,0.38,1013.57,3202.15,3611.0,3176.98,937.1,2415.57,21494.52,8731.3,3666.43,1162.56,13.12,16.84,7.27,6.59,0.84,13.53,51.32,9.41,30.49,2.07,67.07,34.42,5
Sikka,2021,354234.0,65.41,43.09,1.26,0.21,912.75,3306.72,2476.0,4213.41,960.85,2107.66,21424.58,9406.3,3705.68,1229.63,13.35,15.18,7.28,6.6,0.89,13.12,39.3,14.42,24.43,1.16,67.24,0.0,5
Sikka,2022,389455.0,66.06,40.87,1.8,0.4,1398.46,3445.11,4031.69,3405.17,877.63,3219.55,22662.2,10715.87,3910.43,1774.4,12.61,13.97,7.29,6.61,0.84,13.35,35.28,9.74,22.3,1.06,67.45,26.6,6
Sikka,2023,428352.0,66.89,40.81,1.58,0.29,1261.2,3862.32,2575.14,1720.66,1009.31,3189.23,25919.78,13493.2,2958.13,1194.4,12.56,17.61,7.31,6.76,0.99,12.61,22.04,5.24,20.09,3.39,67.86,27.9,6
Sikka,2024,434074.0,67.41,38.73,1.57,0.31,1464.0,3915.0,4810.0,4302.0,834.0,2689.0,32100.0,13582.0,4458.0,1685.0,11.89,12.8,7.32,6.85,1.02,12.56,22.76,5.4,20.42,0.9,68.3,33.3,6
Simalungun,2018,342477.0,72.49,80.3,1.59,0.41,1228.03,4016.36,4911.0,4460.94,1932.89,4284.6,17725.23,17039.98,7695.63,1011.97,9.31,7.03,9.42,8.96,0.2,10.65,51.34,0.31,41.73,1.86,70.53,36.7,6
