Provinsi,Kabupaten/Kota,Tahun,Kelompok IKP
Jawa Tengah,Purworejo,2019,6
Jawa Tengah,Wonosobo,2019,6
Jawa Tengah,Magelang,2019,6
Jawa Tengah,Boyolali,2019,6
Jawa Tengah,Klaten,2019,6
Jawa Tengah,Sukoharjo,2019,6
Jawa Tengah,Wonogiri,2019,6
Jawa Tengah,Karanganyar,2019,6
Jawa Tengah,Sragen,2019,6
Jawa Tengah,Grobogan,2019,6
Jawa Tengah,Blora,2019,6
Jawa Tengah,Rembang,2019,6
Jawa Tengah,Pati,2019,6
Jawa Tengah,Kudus,2019,6
Jawa Tengah,Jepara,2019,6
Jawa Tengah,Demak,2019,6
Jawa Tengah,Semarang,2019,6
Jawa Tengah,Temanggung,2019,6
Jawa Tengah,Kendal,2019,6
Jawa Tengah,Batang,2019,6
Jawa Tengah,Pekalongan,2019,5
Jawa Tengah,Pemalang,2019,6
Jawa Tengah,Tegal,2019,6
Jawa Tengah,Brebes,2019,5
DI Yogyakarta,Kulon Progo,2019,6
DI Yogyakarta,Bantul,2019,6
DI Yogyakarta,Gunung Kidul,2019,6
DI Yogyakarta,Sleman,2019,6
Jawa Timur,Pacitan,2019,6
Jawa Timur,Ponorogo,2019,6
Jawa Timur,Trenggalek,2019,6
Jawa Timur,Tulungagung,2019,6
Jawa Timur,Blitar,2019,6
Jawa Timur,Kediri,2019,6
Jawa Timur,Malang,2019,6
Jawa Timur,Lumajang,2019,6
Jawa Timur,Jember,2019,5
Jawa Timur,Banyuwangi,2019,6
Jawa Timur,Bondowoso,2019,5
Jawa Timur,Situbondo,2019,5
Jawa Timur,Probolinggo,2019,5
Jawa Timur,Pasuruan,2019,6
Jawa Timur,Sidoarjo,2019,6
Jawa Timur,Mojokerto,2019,6
Jawa Timur,Jombang,2019,6
Jawa Timur,Nganjuk,2019,6
Jawa Timur,Madiun,2019,6
Jawa Timur,Magetan,2019,6
Jawa Timur,Ngawi,2019,6
Jawa Timur,Bojonegoro,2019,6
Jawa Timur,Tuban,2019,6
Jawa Timur,Lamongan,2019,6
Jawa Timur,Gresik,2019,6
Jawa Timur,Bangkalan,2019,5
Jawa Timur,Sampang,2019,5
Jawa Timur,Pamekasan,2019,5
Jawa Timur,Sumenep,2019,5
Banten,Pandeglang,2019,5
Banten,Lebak,2019,5
Banten,Tangerang,2019,5
Banten,Serang,2019,6
Bali,Jembrana,2019,6
Bali,Tabanan,2019,6
Bali,Badung,2019,6
Bali,Gianyar,2019,6
Bali,Klungkung,2019,6
Bali,Bangli,2019,5
Bali,Karangasem,2019,6
Bali,Buleleng,2019,6
Nusa Tenggara Barat,Lombok Barat,2019,5
Nusa Tenggara Barat,Lombok Tengah,2019,5
Nusa Tenggara Barat,Lombok Timur,2019,5
Nusa Tenggara Barat,Sumbawa,2019,6
Nusa Tenggara Barat,Dompu,2019,6
Nusa Tenggara Barat,Bima,2019,5
Nusa Tenggara Barat,Sumbawa Barat,2019,6
Nusa Tenggara Barat,Lombok Utara,2019,4
Nusa Tenggara Timur,Sumba Barat,2019,6
Nusa Tenggara Timur,Sumba Timur,2019,5
Nusa Tenggara Timur,Kupang,2019,4
Nusa Tenggara Timur,Timor Tengah Selatan,2019,4
Nusa Tenggara Timur,Timor Tengah Utara,2019,5
Nusa Tenggara Timur,Belu,2019,4
Nusa Tenggara Timur,Alor,2019,5
Nusa Tenggara Timur,Lembata,2019,5
Nusa Tenggara Timur,Flores Timur,2019,5
Nusa Tenggara Timur,Sikka,2019,4
Nusa Tenggara Timur,Ende,2019,4
Nusa Tenggara Timur,Ngada,2019,5
Nusa Tenggara Timur,Manggarai,2019,5
Nusa Tenggara Timur,Rote Ndao,2019,5
Nusa Tenggara Timur,Manggarai Barat,2019,5
Nusa Tenggara Timur,Sumba Tengah,2019,3
Nusa Tenggara Timur,Sumba Barat Daya,2019,6
Nusa Tenggara Timur,Nagekeo,2019,4
Nusa Tenggara Timur,Manggarai Timur,2019,4
Nusa Tenggara Timur,Sabu Raijua,2019,2
Nusa Tenggara Timur,Malaka,2019,5
Kalimantan Barat,Sambas,2019,5
Kalimantan Barat,Bengkayang,2019,4
Kalimantan Barat,Landak,2019,5
Kalimantan Barat,Mempawah,2019,5
Kalimantan Barat,Sanggau,2019,5
Kalimantan Barat,Ketapang,2019,5
Kalimantan Barat,Sintang,2019,5
Kalimantan Barat,Kapuas Hulu,2019,5
Kalimantan Barat,Sekadau,2019,5
Kalimantan Barat,Melawai,2019,2
Kalimantan Barat,Kayong Utara,2019,5
Kalimantan Barat,Kubu Raya,2019,5
Kalimantan Tengah,Kotawaringin Barat,2019,4
Kalimantan Tengah,Kotawaringin Timur,2019,6
Kalimantan Tengah,Kapuas,2019,6
Kalimantan Tengah,Barito Selatan,2019,5
Kalimantan Tengah,Barito Utara,2019,6
Kalimantan Tengah,Sukamara,2019,4
Kalimantan Tengah,Lamandau,2019,6
Kalimantan Tengah,Seruyan,2019,6
Kalimantan Tengah,Katingan,2019,5
Kalimantan Tengah,Pulang Pisau,2019,3
Kalimantan Tengah,Gunung Mas,2019,6
Kalimantan Tengah,Barito Timur,2019,2
Kalimantan Tengah,Murung Raya,2019,6
Kalimantan Selatan,Tanah Laut,2019,6
Kalimantan Selatan,Kota Baru,2019,6
Kalimantan Selatan,Banjar,2019,6
Kalimantan Selatan,Barito Kuala,2019,6
Kalimantan Selatan,Tapin,2019,6
Kalimantan Selatan,Hulu Sungai Selatan,2019,6
Kalimantan Selatan,Hulu Sungai Tengah,2019,6
Kalimantan Selatan,Hulu Sungai Utara,2019,6
Kalimantan Selatan,Tabalong,2019,6
Kalimantan Selatan,Tanah Bumbu,2019,6
Kalimantan Selatan,Balangan,2019,6
Kalimantan Timur,Paser,2019,5
Kalimantan Timur,Kutai Barat,2019,4
Kalimantan Timur,Kutai Kertanegara,2019,4
Kalimantan Timur,Kutai Timur,2019,3
Kalimantan Timur,Berau,2019,6
Kalimantan Timur,Penajam Paser Utara,2019,6
Kalimantan Timur,Mahakam Ulu,2019,3
Kalimantan Utara,Malinau,2019,6
Kalimantan Utara,Bulungan,2019,6
Kalimantan Utara,Tana Tidung,2019,6
Kalimantan Utara,Nunukan,2019,5
Sulawesi Utara,Bolaang Mongondow,2019,6
Sulawesi Utara,Minahasa,2019,6
Sulawesi Utara,Kepulauan Sangihe,2019,3
Sulawesi Utara,Kepulauan Talaud,2019,6
Sulawesi Utara,Minahasa Selatan,2019,6
Sulawesi Utara,Minahasa Utara,2019,6
Sulawesi Utara,Bolaang Mongondow Utara,2019,5
Sulawesi Utara,Kepulauan Siau Tagulandang Biaro,2019,6
Sulawesi Utara,Minahasa Tenggara,2019,6
Sulawesi Utara,Bolaang Mongondow Selatan,2019,6
Sulawesi Utara,Bolaang Mongondow Timur,2019,5
Sulawesi Tengah,Banggai Kepulauan,2019,6
Sulawesi Tengah,Banggai,2019,3
Sulawesi Tengah,Morowali,2019,6
Sulawesi Tengah,Poso,2019,6
Sulawesi Tengah,Donggala,2019,6
Sulawesi Tengah,Toli-Toli,2019,6
Sulawesi Tengah,Buol,2019,5
Sulawesi Tengah,Parigi Moutong,2019,5
Sulawesi Tengah,Tojo Una-Una,2019,5
Sulawesi Tengah,Sigi,2019,6
Sulawesi Tengah,Banggai Laut,2019,2
Sulawesi Tengah,Morowali Utara,2019,6
Sulawesi Selatan,Selayar,2019,4
Sulawesi Selatan,Bulukumba,2019,6
Sulawesi Selatan,Bantaeng,2019,6
Sulawesi Selatan,Jeneponto,2019,6
Sulawesi Selatan,Takalar,2019,6
Sulawesi Selatan,Gowa,2019,6
Sulawesi Selatan,Sinjai,2019,6
Sulawesi Selatan,Maros,2019,5
Sulawesi Selatan,Pangkajene dan Kepulauan,2019,6
Sulawesi Selatan,Barru,2019,6
Sulawesi Selatan,Bone,2019,6
Sulawesi Selatan,Soppeng,2019,6
Sulawesi Selatan,Wajo,2019,6
Sulawesi Selatan,Sidenreng Rappang,2019,6
Sulawesi Selatan,Pinrang,2019,6
Sulawesi Selatan,Enrekang,2019,6
Sulawesi Selatan,Luwu,2019,6
Sulawesi Selatan,Tana Toraja,2019,6
Sulawesi Selatan,Luwu Utara,2019,6
Sulawesi Selatan,Luwu Timur,2019,6
Sulawesi Selatan,Toraja Utara,2019,6
Sulawesi Tenggara,Buton,2019,6
Sulawesi Tenggara,Muna,2019,6
Sulawesi Tenggara,Konawe,2019,6
Sulawesi Tenggara,Kolaka,2019,6
Sulawesi Tenggara,Konawe Selatan,2019,6
Sulawesi Tenggara,Bombana,2019,6
Sulawesi Tenggara,Wakatobi,2019,6
Sulawesi Tenggara,Kolaka Utara,2019,5
Sulawesi Tenggara,Buton Utara,2019,5
Sulawesi Tenggara,Konawe Utara,2019,5
Sulawesi Tenggara,Kolaka Timur,2019,6
Sulawesi Tenggara,Konawe Kepulauan,2019,3
Sulawesi Tenggara,Muna Barat,2019,6
Sulawesi Tenggara,Buton Tengah,2019,6
Sulawesi Tenggara,Buton Selatan,2019,5
Gorontalo,Boalemo,2019,6
Gorontalo,Gorontalo,2019,6
Gorontalo,Pohuwato,2019,6
Gorontalo,Bone Bolango,2019,6
Gorontalo,Gorontalo Utara,2019,6
Sulawesi Barat,Majene,2019,6
Sulawesi Barat,Polewali Mandar,2019,6
Sulawesi Barat,Mamasa,2019,5
Sulawesi Barat,Mamuju,2019,5
Sulawesi Barat,Mamuju Utara,2019,3
Sulawesi Barat,Mamuju Tengah,2019,6
Maluku,Kepulauan Tanimbar,2019,4
Maluku,Maluku Tenggara,2019,4
Maluku,Maluku Tengah,2019,3
Maluku,Buru,2019,6
Maluku,Kepulauan Aru,2019,3
Maluku,Seram Bagian Barat,2019,4
Maluku,Seram Bagian Timur,2019,1
Maluku,Maluku Barat Daya,2019,3
Maluku,Buru Selatan,2019,3
Maluku Utara,Halmahera Barat,2019,5
Maluku Utara,Halmahera Tengah,2019,5
Maluku Utara,Kepulauan Sula,2019,6
Maluku Utara,Halmahera Selatan,2019,5
Maluku Utara,Halmahera Utara,2019,3
Maluku Utara,Halmahera Timur,2019,5
Maluku Utara,Pulau Morotai,2019,6
Maluku Utara,Pulau Taliabu,2019,2
Papua Barat,Fak-Fak,2019,2
Papua Barat,Kaimana,2019,2
Papua Barat,Teluk Wondama,2019,1
Papua Barat,Teluk Bintuni,2019,1
Papua Barat,Manokwari,2019,5
Papua Barat,Sorong Selatan,2019,2
Papua Barat,Sorong,2019,4
Papua Barat,Raja Ampat,2019,2
Papua Barat,Tambrauw,2019,1
Papua Barat,Maybrat,2019,2
Papua Barat,Manokwari Selatan,2019,1
Papua Barat,Pegunungan Arfak,2019,1
Papua,Merauke,2019,6
Papua,Jayawijaya,2019,3
Papua,Jayapura,2019,1
Papua,Nabire,2019,6
Papua,Kepulauan Yapen,2019,5
Papua,Biak Namfor,2019,2
Papua,Paniai,2019,2
Papua,Puncak Jaya,2019,3
Papua,Mimika,2019,4
Papua,Boven Digoel,2019,2
Papua,Mappi,2019,1
Papua,Asmat,2019,1
Papua,Yahukimo,2019,1
Papua,Pegunungan Bintang,2019,1
Papua,Tolikara,2019,1
Papua,Sarmi,2019,2
Papua,Keerom,2019,1
Papua,Waropen,2019,1
Papua,Supiori,2019,1
Papua,Mamberamo Raya,2019,1
Papua,Nduga,2019,1
Papua,Lanny Jaya,2019,1
Papua,Mamberamo Tengah,2019,1
Papua,Yalimo,2019,1
Papua,Puncak,2019,1
Papua,Dogiyai,2019,1
Papua,Intan Jaya,2019,1
Papua,Deiyai,2019,2
Aceh,Kota Banda Aceh,2019,6
Aceh,Kota Sabang,2019,5
Aceh,Kota Langsa,2019,6
Aceh,Kota Lhokseumawe,2019,6
Aceh,Kota Subulussalam,2019,1
Sumatera Utara,Kota Sibolga,2019,6
Sumatera Utara,Kota Tanjung Balai,2019,5
Sumatera Utara,Kota Pematang Siantar,2019,4
Sumatera Utara,Kota Tebing Tinggi,2019,6
Sumatera Utara,Kota Medan,2019,5
Sumatera Utara,Kota Binjai,2019,6
Sumatera Utara,Kota Padang Sidimpuan,2019,4
Sumatera Utara,Kota Gunungsitoli,2019,2
Sumatera Barat,Kota Padang,2019,6
Sumatera Barat,Kota Solok,2019,6
Sumatera Barat,Kota Sawah Lunto,2019,5
Sumatera Barat,Kota Padang Panjang,2019,6
Sumatera Barat,Kota Bukittinggi,2019,6
Sumatera Barat,Kota Payakumbuh,2019,6
Sumatera Barat,Kota Pariaman,2019,6
Riau,Kota Pekanbaru,2019,6
Riau,Kota Dumai,2019,5
Jambi,Kota Jambi,2019,6
Jambi,Kota Sungai Penuh,2019,5
Sumatera Selatan,Kota Palembang,2019,6
Sumatera Selatan,Kota Prabumulih,2019,3
Sumatera Selatan,Kota Pagar Alam,2019,5
Sumatera Selatan,Kota Lubuklinggau,2019,3
Bengkulu,Kota Bengkulu,2019,5
Lampung,Kota Bandar Lampung,2019,6
Lampung,Kota Metro,2019,6
Kepulauan Bangka Belitung,Kota Pangkal Pinang,2019,6
Kepulauan Riau,Kota Batam,2019,6
Kepulauan Riau,Kota Tanjung Pinang,2019,6
DKI Jakarta,Kota Jakarta Selatan,2019,6
DKI Jakarta,Kota Jakarta Timur,2019,6
DKI Jakarta,Kota Jakarta Pusat,2019,6
DKI Jakarta,Kota Jakarta Barat,2019,6
DKI Jakarta,Kota Jakarta Utara,2019,6
Jawa Barat,Kota Bogor,2019,6
Jawa Barat,Kota Sukabumi,2019,5
Jawa Barat,Kota Bandung,2019,6
Jawa Barat,Kota Cirebon,2019,6
Jawa Barat,Kota Bekasi,2019,6
Jawa Barat,Kota Depok,2019,6
Jawa Barat,Kota Cimahi,2019,6
Jawa Barat,Kota Tasikmalaya,2019,4
Jawa Barat,Kota Banjar,2019,5
Jawa Tengah,Kota Magelang,2019,6
Jawa Tengah,Kota Surakarta,2019,6
Jawa Tengah,Kota Salatiga,2019,6
Jawa Tengah,Kota Semarang,2019,6
Jawa Tengah,Kota Pekalongan,2019,5
Jawa Tengah,Kota Tegal,2019,6
DI Yogyakarta,Kota Yogyakarta,2019,6
Jawa Timur,Kota Kediri,2019,5
Jawa Timur,Kota Blitar,2019,6
Jawa Timur,Kota Malang,2019,6
Jawa Timur,Kota Probolinggo,2019,6
Jawa Timur,Kota Pasuruan,2019,5
Jawa Timur,Kota Mojokerto,2019,6
Jawa Timur,Kota Madiun,2019,6
Jawa Timur,Kota Surabaya,2019,6
Jawa Timur,Kota Batu,2019,6
Banten,Kota Tangerang,2019,6
Banten,Kota Cilegon,2019,6
Banten,Kota Serang,2019,5
Banten,Kota Tangerang Selatan,2019,6
Bali,Kota Denpasar,2019,6
Nusa Tenggara Barat,Kota Mataram,2019,6
Nusa Tenggara Barat,Kota Bima,2019,5
Nusa Tenggara Timur,Kota Kupang,2019,6
Kalimantan Barat,Kota Pontianak,2019,5
Kalimantan Barat,Kota Singkawang,2019,4
Kalimantan Tengah,Kota Palangka Raya,2019,6
Kalimantan Selatan,Kota Banjarmasin,2019,6
Kalimantan Selatan,Kota Banjar Baru,2019,5
Kalimantan Timur,Kota Balikpapan,2019,6
Kalimantan Timur,Kota Samarinda,2019,6
Kalimantan Timur,Kota Bontang,2019,6
Kalimantan Utara,Kota Tarakan,2019,6
Sulawesi Utara,Kota Manado,2019,6
Sulawesi Utara,Kota Bitung,2019,5
Sulawesi Utara,Kota Tomohon,2019,6
Sulawesi Utara,Kota Kotamobago,2019,6
Sulawesi Tengah,Kota Palu,2019,6
Sulawesi Selatan,Kota Makasar,2019,6
Sulawesi Selatan,Kota Pare-Pare,2019,6
Sulawesi Selatan,Kota Palopo,2019,6
Sulawesi Tenggara,Kota Kendari,2019,6
Sulawesi Tenggara,Kota Bau-Bau,2019,6
Gorontalo,Kota Gorontalo,2019,6
Maluku,Kota Ambon,2019,6
Maluku,Kota Tual,2019,3
Maluku Utara,Kota Ternate,2019,6
Maluku Utara,Kota Tidore Kepulauan,2019,4
Papua Barat,Kota Sorong,2019,5
Papua,Kota Jayapura,2019,5
Aceh,Simeulue,2020,5
Aceh,Aceh Singkil,2020,3
Aceh,Aceh Selatan,2020,5
Aceh,Aceh Tenggara,2020,5
Aceh,Aceh Timur,2020,5
Aceh,Aceh Tengah,2020,5
Aceh,Aceh Barat,2020,6
Aceh,Aceh Besar,2020,6
Aceh,Pidie,2020,5
Aceh,Bireuen,2020,6
Aceh,Aceh Utara,2020,6
Aceh,Aceh Barat Daya,2020,6
Aceh,Gayo Lues,2020,5
Aceh,Aceh Tamiang,2020,6
Aceh,Nagan Raya,2020,5
Aceh,Aceh Jaya,2020,6
Aceh,Bener Meriah,2020,2
Aceh,Pidie Jaya,2020,6
Sumatera Utara,Nias,2020,4
Sumatera Utara,Mandailing Natal,2020,5
Sumatera Utara,Tapanuli Selatan,2020,5
Sumatera Utara,Tapanuli Tengah,2020,5
Sumatera Utara,Tapanuli Utara,2020,6
Sumatera Utara,Toba Samosir,2020,6
Sumatera Utara,Labuhan Batu,2020,6
Sumatera Utara,Asahan,2020,5
Sumatera Utara,Simalungun,2020,6
Sumatera Utara,Dairi,2020,6
Sumatera Utara,Karo,2020,6
Sumatera Utara,Deli Serdang,2020,6
Sumatera Utara,Langkat,2020,6
Sumatera Utara,Nias Selatan,2020,4
Sumatera Utara,Humbang Hasundutan,2020,6
Sumatera Utara,Pakpak Bharat,2020,5
Sumatera Utara,Samosir,2020,6
Sumatera Utara,Serdang Bedagai,2020,6
Sumatera Utara,Batu Bara,2020,6
Sumatera Utara,Padang Lawas Utara,2020,5
Sumatera Utara,Padang Lawas,2020,5
Sumatera Utara,Labuhan Batu Selatan,2020,3
Sumatera Utara,Labuhan Batu Utara,2020,5
Sumatera Utara,Nias Utara,2020,5
Sumatera Utara,Nias Barat,2020,3
Sumatera Barat,Kepulauan Mentawai,2020,2
Sumatera Barat,Pesisir Selatan,2020,6
Sumatera Barat,Solok,2020,6
Sumatera Barat,Sijunjung,2020,6
Sumatera Barat,Tanah Datar,2020,6
Sumatera Barat,Padang Pariaman,2020,6
Sumatera Barat,Agam,2020,6
Sumatera Barat,Limapuluh Koto,2020,6
Sumatera Barat,Pasaman,2020,6
Sumatera Barat,Solok Selatan,2020,6
Sumatera Barat,Dharmas Raya,2020,6
Sumatera Barat,Pasaman Barat,2020,6
Riau,Kuantan Sengingi,2020,5
Riau,Indragiri Hulu,2020,4
Riau,Indragiri Hilir,2020,4
Riau,Pelalawan,2020,4
Riau,Siak,2020,6
Riau,Kampar,2020,3
Riau,Rokan Hulu,2020,3
Riau,Bengkalis,2020,4
Riau,Rokan Hilir,2020,4
Riau,Kepulauan Meranti,2020,1
Jambi,Kerinci,2020,6
Jambi,Merangin,2020,5
Jambi,Sarolangun,2020,5
Jambi,Batang Hari,2020,4
Jambi,Muaro Jambi,2020,4
Jambi,Tanjung Jabung Timur,2020,5
Jambi,Tanjung Jabung Barat,2020,4
Jambi,Tebo,2020,5
Jambi,Bungo,2020,5
Sumatera Selatan,Ogan Komering Ulu,2020,5
Sumatera Selatan,Ogan Komering Ilir,2020,6
Sumatera Selatan,Muara Enim,2020,5
Sumatera Selatan,Lahat,2020,5
Sumatera Selatan,Musi Rawas,2020,6
Sumatera Selatan,Musi Banyuasin,2020,5
Sumatera Selatan,Banyuasin,2020,6
Sumatera Selatan,Ogan Komering Ulu Selatan,2020,5
Sumatera Selatan,Ogan Komering Ulu Timur,2020,6
Sumatera Selatan,Ogan Ilir,2020,5
Sumatera Selatan,Empat Lawang,2020,4
Sumatera Selatan,Penukal Abab Lematang Ilir,2020,5
Sumatera Selatan,Musi Rawas Utara,2020,2
Bengkulu,Bengkulu Selatan,2020,5
Bengkulu,Rejang Lebong,2020,5
Bengkulu,Bengkulu Utara,2020,5
Bengkulu,Kaur,2020,5
Bengkulu,Seluma,2020,4
Bengkulu,Mukomuko,2020,5
Bengkulu,Lebong,2020,6
Bengkulu,Kepahiang,2020,5
Bengkulu,Bengkulu Tengah,2020,4
Lampung,Lampung Barat,2020,5
Lampung,Tanggamus,2020,5
Lampung,Lampung Selatan,2020,6
Lampung,Lampung Timur,2020,6
Lampung,Lampung Tengah,2020,6
Lampung,Lampung Utara,2020,5
Lampung,Way Kanan,2020,5
Lampung,Tulang Bawang,2020,6
Lampung,Pesawaran,2020,6
Lampung,Pringsewu,2020,6
Lampung,Mesuji,2020,6
Lampung,Tulang Bawang Barat,2020,6
Lampung,Pesisir Barat,2020,5
Kepulauan Bangka Belitung,Bangka,2020,6
Kepulauan Bangka Belitung,Belitung,2020,4
Kepulauan Bangka Belitung,Bangka Barat,2020,5
Kepulauan Bangka Belitung,Bangka Tengah,2020,4
Kepulauan Bangka Belitung,Bangka Selatan,2020,6
Kepulauan Bangka Belitung,Belitung Timur,2020,4
Kepulauan Riau,Karimun,2020,3
Kepulauan Riau,Bintan,2020,3
Kepulauan Riau,Natuna,2020,3
Kepulauan Riau,Lingga,2020,2
Kepulauan Riau,Kepulauan Anambas,2020,3
DKI Jakarta,Kepulauan Seribu,2020,3
Jawa Barat,Bogor,2020,4
Jawa Barat,Sukabumi,2020,6
Jawa Barat,Cianjur,2020,6
Jawa Barat,Bandung,2020,6
Jawa Barat,Garut,2020,6
Jawa Barat,Tasikmalaya,2020,5
Jawa Barat,Ciamis,2020,6
Jawa Barat,Kuningan,2020,6
Jawa Barat,Cirebon,2020,6
Jawa Barat,Majalengka,2020,6
Jawa Barat,Sumedang,2020,6
Jawa Barat,Indramayu,2020,6
Jawa Barat,Subang,2020,6
Jawa Barat,Purwakarta,2020,6
Jawa Barat,Karawang,2020,6
Jawa Barat,Bekasi,2020,6
Jawa Barat,Bandung Barat,2020,6
Jawa Barat,Pangandaran,2020,6
Jawa Tengah,Cilacap,2020,6
Jawa Tengah,Banyumas,2020,6
Jawa Tengah,Purbalingga,2020,6
Jawa Tengah,Banjarnegara,2020,6
Jawa Tengah,Kebumen,2020,6
Jawa Tengah,Purworejo,2020,6
Jawa Tengah,Wonosobo,2020,6
Jawa Tengah,Magelang,2020,6
Jawa Tengah,Boyolali,2020,6
Jawa Tengah,Klaten,2020,6
Jawa Tengah,Sukoharjo,2020,6
Jawa Tengah,Wonogiri,2020,6
Jawa Tengah,Karanganyar,2020,6
Jawa Tengah,Sragen,2020,6
Jawa Tengah,Grobogan,2020,6
Jawa Tengah,Blora,2020,6
Jawa Tengah,Rembang,2020,6
Jawa Tengah,Pati,2020,6
Jawa Tengah,Kudus,2020,6
Jawa Tengah,Jepara,2020,6
Jawa Tengah,Demak,2020,6
Jawa Tengah,Semarang,2020,6
Jawa Tengah,Temanggung,2020,6
Jawa Tengah,Kendal,2020,6
Jawa Tengah,Batang,2020,6
Jawa Tengah,Pekalongan,2020,6
Jawa Tengah,Pemalang,2020,6
Jawa Tengah,Tegal,2020,6
Jawa Tengah,Brebes,2020,6
DI Yogyakarta,Kulon Progo,2020,6
DI Yogyakarta,Bantul,2020,6
DI Yogyakarta,Gunung Kidul,2020,6
DI Yogyakarta,Sleman,2020,6
Jawa Timur,Pacitan,2020,6
Jawa Timur,Ponorogo,2020,6
Jawa Timur,Trenggalek,2020,6
Jawa Timur,Tulungagung,2020,6
Jawa Timur,Blitar,2020,6
Jawa Timur,Kediri,2020,6
Jawa Timur,Malang,2020,6
Jawa Timur,Lumajang,2020,6
Jawa Timur,Jember,2020,6
Jawa Timur,Banyuwangi,2020,6
Jawa Timur,Bondowoso,2020,5
Jawa Timur,Situbondo,2020,6
Jawa Timur,Probolinggo,2020,5
Jawa Timur,Pasuruan,2020,6
Jawa Timur,Sidoarjo,2020,6
Jawa Timur,Mojokerto,2020,6
Jawa Timur,Jombang,2020,6
Jawa Timur,Nganjuk,2020,6
Jawa Timur,Madiun,2020,6
Jawa Timur,Magetan,2020,6
Jawa Timur,Ngawi,2020,6
Jawa Timur,Bojonegoro,2020,6
Jawa Timur,Tuban,2020,6
Jawa Timur,Lamongan,2020,6
Jawa Timur,Gresik,2020,6
Jawa Timur,Bangkalan,2020,5
Jawa Timur,Sampang,2020,5
Jawa Timur,Pamekasan,2020,5
Jawa Timur,Sumenep,2020,5
Banten,Pandeglang,2020,5
Banten,Lebak,2020,5
Banten,Tangerang,2020,5
Banten,Serang,2020,6
Bali,Jembrana,2020,6
Bali,Tabanan,2020,6
Bali,Badung,2020,6
Bali,Gianyar,2020,6
Bali,Klungkung,2020,6
Bali,Bangli,2020,5
Bali,Karangasem,2020,6
Bali,Buleleng,2020,6
Nusa Tenggara Barat,Lombok Barat,2020,6
Nusa Tenggara Barat,Lombok Tengah,2020,6
Nusa Tenggara Barat,Lombok Timur,2020,5
Nusa Tenggara Barat,Sumbawa,2020,6
Nusa Tenggara Barat,Dompu,2020,6
Nusa Tenggara Barat,Bima,2020,6
Nusa Tenggara Barat,Sumbawa Barat,2020,6
Nusa Tenggara Barat,Lombok Utara,2020,4
Nusa Tenggara Timur,Sumba Barat,2020,4
Nusa Tenggara Timur,Sumba Timur,2020,4
Nusa Tenggara Timur,Kupang,2020,4
Nusa Tenggara Timur,Timor Tengah Selatan,2020,4
Nusa Tenggara Timur,Timor Tengah Utara,2020,5
Nusa Tenggara Timur,Belu,2020,5
Nusa Tenggara Timur,Alor,2020,4
Nusa Tenggara Timur,Lembata,2020,4
Nusa Tenggara Timur,Flores Timur,2020,5
Nusa Tenggara Timur,Sikka,2020,5
Nusa Tenggara Timur,Ende,2020,5
Nusa Tenggara Timur,Ngada,2020,6
Nusa Tenggara Timur,Manggarai,2020,5
Nusa Tenggara Timur,Rote Ndao,2020,5
Nusa Tenggara Timur,Manggarai Barat,2020,5
Nusa Tenggara Timur,Sumba Tengah,2020,4
Nusa Tenggara Timur,Sumba Barat Daya,2020,3
Nusa Tenggara Timur,Nagekeo,2020,5
Nusa Tenggara Timur,Manggarai Timur,2020,4
Nusa Tenggara Timur,Sabu Raijua,2020,2
Nusa Tenggara Timur,Malaka,2020,5
Kalimantan Barat,Sambas,2020,5
Kalimantan Barat,Bengkayang,2020,6
Kalimantan Barat,Landak,2020,5
Kalimantan Barat,Mempawah,2020,5
Kalimantan Barat,Sanggau,2020,6
Kalimantan Barat,Ketapang,2020,5
Kalimantan Barat,Sintang,2020,5
Kalimantan Barat,Kapuas Hulu,2020,5
Kalimantan Barat,Sekadau,2020,6
Kalimantan Barat,Melawai,2020,4
Kalimantan Barat,Kayong Utara,2020,5
Kalimantan Barat,Kubu Raya,2020,5
Kalimantan Tengah,Kotawaringin Barat,2020,4
Kalimantan Tengah,Kotawaringin Timur,2020,6
Kalimantan Tengah,Kapuas,2020,6
Kalimantan Tengah,Barito Selatan,2020,5
Kalimantan Tengah,Barito Utara,2020,6
Kalimantan Tengah,Sukamara,2020,5
Kalimantan Tengah,Lamandau,2020,6
Kalimantan Tengah,Seruyan,2020,4
Kalimantan Tengah,Katingan,2020,6
Kalimantan Tengah,Pulang Pisau,2020,6
Kalimantan Tengah,Gunung Mas,2020,3
Kalimantan Tengah,Barito Timur,2020,5
Kalimantan Tengah,Murung Raya,2020,4
Kalimantan Selatan,Tanah Laut,2020,6
Kalimantan Selatan,Kota Baru,2020,6
Kalimantan Selatan,Banjar,2020,6
Kalimantan Selatan,Barito Kuala,2020,6
Kalimantan Selatan,Tapin,2020,6
Kalimantan Selatan,Hulu Sungai Selatan,2020,6
Kalimantan Selatan,Hulu Sungai Tengah,2020,6
Kalimantan Selatan,Hulu Sungai Utara,2020,6
Kalimantan Selatan,Tabalong,2020,6
Kalimantan Selatan,Tanah Bumbu,2020,6
Kalimantan Selatan,Balangan,2020,6
Kalimantan Timur,Paser,2020,6
Kalimantan Timur,Kutai Barat,2020,3
Kalimantan Timur,Kutai Kertanegara,2020,6
Kalimantan Timur,Kutai Timur,2020,5
Kalimantan Timur,Berau,2020,6
