Kabupaten/Kota,Tahun,Pengeluaran Perkapita Telur dan Susu
Ogan Komering Ulu Timur,2022,6515.51
Ogan Komering Ulu Timur,2023,5838.76
Ogan Komering Ulu Timur,2024,7689.0
Pacitan,2018,5164.22
Pacitan,2019,6978.58
Pacitan,2020,5402.59
Pacitan,2021,5595.06
Pacitan,2022,5611.42
Pacitan,2023,6783.83
Pacitan,2024,6075.0
Padang Lawas,2018,4542.02
Padang Lawas,2019,4561.97
Padang Lawas,2020,5073.86
Padang Lawas,2021,5274.08
Padang Lawas,2022,5648.97
Padang Lawas,2023,5447.43
Padang Lawas,2024,6414.0
Padang Lawas Utara,2018,6045.14
Padang Lawas Utara,2019,5343.94
Padang Lawas Utara,2020,4404.54
Padang Lawas Utara,2021,5214.77
Padang Lawas Utara,2022,5728.22
Padang Lawas Utara,2023,4876.42
Padang Lawas Utara,2024,5159.0
Padang Pariaman,2018,5964.1
Padang Pariaman,2019,5348.41
Padang Pariaman,2020,7047.29
Padang Pariaman,2021,6367.11
Padang Pariaman,2022,5703.59
Padang Pariaman,2023,7169.9
Padang Pariaman,2024,6561.0
Pakpak Bharat,2018,5817.93
Pakpak Bharat,2019,7370.79
Pakpak Bharat,2020,7922.0
Pakpak Bharat,2021,6807.94
Pakpak Bharat,2022,8160.08
Pakpak Bharat,2023,10160.26
Pakpak Bharat,2024,9560.0
Pamekasan,2018,3854.46
Pamekasan,2019,3810.62
Pamekasan,2020,4586.89
Pamekasan,2021,4008.58
Pamekasan,2022,4567.1
Pamekasan,2023,4758.75
Pamekasan,2024,4065.0
Pandeglang,2018,4259.68
Pandeglang,2019,4415.01
Pandeglang,2020,4818.22
Pandeglang,2021,4516.67
Pandeglang,2022,4598.21
Pandeglang,2023,4798.06
Pandeglang,2024,4291.0
Pangandaran,2018,6184.77
Pangandaran,2019,6020.11
Pangandaran,2020,7230.74
Pangandaran,2021,6351.16
Pangandaran,2022,5899.18
Pangandaran,2023,6199.62
Pangandaran,2024,7536.0
Pangkajene dan Kepulauan,2018,7242.09
Pangkajene dan Kepulauan,2019,6594.57
Pangkajene dan Kepulauan,2020,7543.93
Pangkajene dan Kepulauan,2021,8110.07
Pangkajene dan Kepulauan,2022,7980.75
Pangkajene dan Kepulauan,2023,9186.83
Pangkajene dan Kepulauan,2024,8066.0
Paniai,2018,4961.47
Paniai,2019,5568.67
Paniai,2020,3885.0
Paniai,2021,7143.98
Paniai,2022,5748.0
Paniai,2023,5534.46
Paniai,2024,3567.0
Parigi Moutong,2018,3461.67
Parigi Moutong,2019,4681.94
Parigi Moutong,2020,4048.0
Parigi Moutong,2021,4385.01
Parigi Moutong,2022,4073.94
Parigi Moutong,2023,4482.33
Parigi Moutong,2024,4892.0
Pasaman,2018,4713.34
Pasaman,2019,4990.18
Pasaman,2020,5628.08
Pasaman,2021,4644.63
Pasaman,2022,5373.8
Pasaman,2023,5537.72
Pasaman,2024,5579.0
Pasaman Barat,2018,6354.68
Pasaman Barat,2019,5167.05
Pasaman Barat,2020,5192.56
Pasaman Barat,2021,4975.19
Pasaman Barat,2022,5891.02
Pasaman Barat,2023,5816.04
Pasaman Barat,2024,6062.0
Paser,2018,9341.01
Paser,2019,7957.9
Paser,2020,9428.41
Paser,2021,10541.68
Paser,2022,9452.22
Paser,2023,8982.58
Paser,2024,8096.0
Pasuruan,2018,7034.86
Pasuruan,2019,6104.7
Pasuruan,2020,6853.64
Pasuruan,2021,6025.7
Pasuruan,2022,6484.85
Pasuruan,2023,6730.27
Pasuruan,2024,7323.0
Pati,2018,5744.04
Pati,2019,5646.72
Pati,2020,5486.69
Pati,2021,5860.77
Pati,2022,6882.75
Pati,2023,7286.35
Pati,2024,6390.0
Pegunungan Arfak,2018,3851.58
Pegunungan Arfak,2019,2296.11
Pegunungan Arfak,2020,2266.52
Pegunungan Arfak,2021,3880.36
Pegunungan Arfak,2022,4435.87
Pegunungan Arfak,2023,5315.99
Pegunungan Arfak,2024,6660.0
Pegunungan Bintang,2018,8312.8
Pegunungan Bintang,2019,9743.79
Pegunungan Bintang,2020,8359.53
Pegunungan Bintang,2021,4004.56
Pegunungan Bintang,2022,5559.98
Pegunungan Bintang,2023,6748.55
Pegunungan Bintang,2024,9801.0
Pekalongan,2018,5471.71
Pekalongan,2019,6095.19
Pekalongan,2020,6574.42
Pekalongan,2021,6525.24
Pekalongan,2022,6631.51
Pekalongan,2023,7143.75
Pekalongan,2024,7058.0
Pelalawan,2018,9364.51
Pelalawan,2019,8828.05
Pelalawan,2020,10730.69
Pelalawan,2021,9277.3
Pelalawan,2022,7813.01
Pelalawan,2023,8223.61
Pelalawan,2024,9892.0
Pemalang,2018,5695.02
Pemalang,2019,5510.29
Pemalang,2020,5843.56
Pemalang,2021,5613.05
Pemalang,2022,5737.86
Pemalang,2023,6457.04
Pemalang,2024,6781.0
Penajam Paser Utara,2018,8712.26
Penajam Paser Utara,2019,9215.33
Penajam Paser Utara,2020,9566.09
Penajam Paser Utara,2021,9133.36
Penajam Paser Utara,2022,9109.71
Penajam Paser Utara,2023,8469.71
Penajam Paser Utara,2024,9099.0
Penukal Abab Lematang Ilir,2018,4570.88
Penukal Abab Lematang Ilir,2019,6032.99
Penukal Abab Lematang Ilir,2020,6562.94
Penukal Abab Lematang Ilir,2021,6556.41
Penukal Abab Lematang Ilir,2022,6938.76
Penukal Abab Lematang Ilir,2023,5914.8
Penukal Abab Lematang Ilir,2024,5502.0
Pesawaran,2018,4946.34
Pesawaran,2019,6471.71
Pesawaran,2020,5711.23
Pesawaran,2021,5747.65
Pesawaran,2022,6227.7
Pesawaran,2023,6644.13
Pesawaran,2024,6878.0
Pesisir Barat,2018,5695.45
Pesisir Barat,2019,5777.05
Pesisir Barat,2020,6479.44
Pesisir Barat,2021,6661.57
Pesisir Barat,2022,5171.79
Pesisir Barat,2023,6032.09
Pesisir Barat,2024,6737.0
Pesisir Selatan,2018,5789.8
Pesisir Selatan,2019,5127.34
Pesisir Selatan,2020,5820.26
Pesisir Selatan,2021,5700.02
Pesisir Selatan,2022,5690.56
Pesisir Selatan,2023,5964.16
Pesisir Selatan,2024,5618.0
Pidie,2018,6369.34
Pidie,2019,6550.83
Pidie,2020,6859.97
Pidie,2021,5927.31
Pidie,2022,5751.42
Pidie,2023,6143.38
Pidie,2024,6028.0
Pidie Jaya,2018,5313.17
Pidie Jaya,2019,5476.61
Pidie Jaya,2020,6117.82
Pidie Jaya,2021,6228.15
Pidie Jaya,2022,4910.72
Pidie Jaya,2023,4391.43
Pidie Jaya,2024,4733.0
Pinrang,2018,5515.33
Pinrang,2019,5033.89
Pinrang,2020,6836.22
Pinrang,2021,6956.02
Pinrang,2022,4181.92
Pinrang,2023,5095.15
Pinrang,2024,5347.0
Pohuwato,2018,4271.09
Pohuwato,2019,5849.36
Pohuwato,2020,4936.7
Pohuwato,2021,5000.05
Pohuwato,2022,5360.27
Pohuwato,2023,4899.74
Pohuwato,2024,5973.0
Polewali Mandar,2018,4672.37
Polewali Mandar,2019,4112.49
Polewali Mandar,2020,4302.42
Polewali Mandar,2021,4147.53
Polewali Mandar,2022,4148.6
Polewali Mandar,2023,4646.97
Polewali Mandar,2024,4536.0
Ponorogo,2018,5545.13
Ponorogo,2019,6870.19
Ponorogo,2020,6903.36
Ponorogo,2021,5893.25
Ponorogo,2022,5614.25
Ponorogo,2023,6898.86
Ponorogo,2024,6427.0
Poso,2018,7207.98
Poso,2019,5970.31
Poso,2020,7111.05
Poso,2021,7450.69
Poso,2022,6758.41
Poso,2023,8279.25
Poso,2024,8899.0
Pringsewu,2018,6077.39
Pringsewu,2019,6700.82
Pringsewu,2020,7193.01
Pringsewu,2021,7942.84
Pringsewu,2022,7728.94
Pringsewu,2023,6361.99
Pringsewu,2024,6716.0
Probolinggo,2018,4852.74
Probolinggo,2019,4184.12
Probolinggo,2020,5770.89
Probolinggo,2021,4642.54
Probolinggo,2022,5168.8
Probolinggo,2023,5569.17
Probolinggo,2024,6370.0
Pulang Pisau,2018,7358.44
Pulang Pisau,2019,7561.13
Pulang Pisau,2020,8700.19
Pulang Pisau,2021,8417.16
Pulang Pisau,2022,8421.5
Pulang Pisau,2023,8501.1
Pulang Pisau,2024,7949.0
Pulau Morotai,2018,3855.55
Pulau Morotai,2019,3000.03
Pulau Morotai,2020,3157.16
Pulau Morotai,2021,4212.45
Pulau Morotai,2022,3987.05
Pulau Morotai,2023,6203.26
Pulau Morotai,2024,5537.0
Pulau Taliabu,2018,2668.8
Pulau Taliabu,2019,2897.55
Pulau Taliabu,2020,3863.94
Pulau Taliabu,2021,3193.28
Pulau Taliabu,2022,3721.91
Pulau Taliabu,2023,3944.19
Pulau Taliabu,2024,3881.0
Puncak,2018,7316.24
Puncak,2019,7971.85
Puncak,2020,8894.39
Puncak,2021,10940.31
Puncak,2022,13274.01
Puncak,2023,13846.6
Puncak,2024,3647.0
Puncak Jaya,2018,7013.0
Puncak Jaya,2019,7915.55
Puncak Jaya,2020,12093.42
Puncak Jaya,2021,10504.35
Puncak Jaya,2022,19625.72
Puncak Jaya,2023,16010.6
Puncak Jaya,2024,2777.0
Purbalingga,2018,5746.81
Purbalingga,2019,6197.81
Purbalingga,2020,6227.96
Purbalingga,2021,5685.05
Purbalingga,2022,6226.51
Purbalingga,2023,7171.31
Purbalingga,2024,6546.0
Purwakarta,2018,8032.09
Purwakarta,2019,9045.69
Purwakarta,2020,7504.0
Purwakarta,2021,8409.61
Purwakarta,2022,7871.11
Purwakarta,2023,8674.63
Purwakarta,2024,8928.0
Purworejo,2018,6053.42
Purworejo,2019,5923.9
Purworejo,2020,7206.1
Purworejo,2021,7847.39
Purworejo,2022,6487.18
Purworejo,2023,7269.12
Purworejo,2024,7718.0
Raja Ampat,2018,9214.86
Raja Ampat,2019,6726.68
Raja Ampat,2020,6550.58
Raja Ampat,2021,5956.75
Raja Ampat,2022,5512.31
Raja Ampat,2023,5421.88
Raja Ampat,2024,6388.0
Rejang Lebong,2018,5205.77
Rejang Lebong,2019,5489.46
Rejang Lebong,2020,5242.12
Rejang Lebong,2021,5701.78
Rejang Lebong,2022,6003.89
Rejang Lebong,2023,8413.05
Rejang Lebong,2024,6154.0
Rembang,2018,4506.44
Rembang,2019,4196.71
Rembang,2020,4497.54
Rembang,2021,4384.43
Rembang,2022,5621.46
Rembang,2023,5083.59
Rembang,2024,6006.0
Rokan Hilir,2018,7183.46
Rokan Hilir,2019,6413.71
Rokan Hilir,2020,7170.15
Rokan Hilir,2021,6902.4
Rokan Hilir,2022,7881.42
Rokan Hilir,2023,8110.65
Rokan Hilir,2024,7516.0
Rokan Hulu,2018,7703.49
Rokan Hulu,2019,7349.91
Rokan Hulu,2020,7723.27
Rokan Hulu,2021,7615.68
Rokan Hulu,2022,6604.17
Rokan Hulu,2023,7876.04
Rokan Hulu,2024,8145.0
Rote Ndao,2018,2744.46
Rote Ndao,2019,2576.34
Rote Ndao,2020,5242.68
Rote Ndao,2021,4594.71
Rote Ndao,2022,3395.54
Rote Ndao,2023,3254.19
Rote Ndao,2024,3717.0
Sabu Raijua,2018,3579.54
Sabu Raijua,2019,4606.94
Sabu Raijua,2020,5053.97
Sabu Raijua,2021,5039.99
Sabu Raijua,2022,5903.53
Sabu Raijua,2023,7977.04
Sabu Raijua,2024,6444.0
Sambas,2018,7274.09
Sambas,2019,7693.61
Sambas,2020,7282.61
Sambas,2021,7261.64
Sambas,2022,6300.06
Sambas,2023,7230.65
Sambas,2024,6555.0
Samosir,2018,5978.58
Samosir,2019,7058.12
Samosir,2020,8908.42
Samosir,2021,10619.1
Samosir,2022,9027.07
Samosir,2023,9145.7
Samosir,2024,12469.0
Sampang,2018,4053.66
Sampang,2019,3670.79
Sampang,2020,3574.45
Sampang,2021,3482.49
Sampang,2022,3596.1
Sampang,2023,3677.05
Sampang,2024,4106.0
Sanggau,2018,5895.33
Sanggau,2019,6694.06
Sanggau,2020,7412.26
Sanggau,2021,8911.5
Sanggau,2022,8129.95
Sanggau,2023,8495.88
Sanggau,2024,8826.0
Sarmi,2018,7803.66
Sarmi,2019,7569.67
Sarmi,2020,7391.32
Sarmi,2021,8005.48
Sarmi,2022,6270.96
Sarmi,2023,6966.4
Sarmi,2024,8396.0
Sarolangun,2018,6203.54
Sarolangun,2019,6188.63
Sarolangun,2020,5714.15
Sarolangun,2021,6605.37
Sarolangun,2022,6429.78
Sarolangun,2023,7813.95
Sarolangun,2024,6956.0
Sekadau,2018,6292.49
Sekadau,2019,5749.89
Sekadau,2020,7622.14
Sekadau,2021,6649.67
Sekadau,2022,6795.21
Sekadau,2023,7710.27
Sekadau,2024,8359.0
Seluma,2018,5364.44
Seluma,2019,5078.95
Seluma,2020,4554.7
Seluma,2021,4998.82
Seluma,2022,6532.45
Seluma,2023,6458.27
Seluma,2024,5996.0
Semarang,2018,7759.5
Semarang,2019,8257.81
Semarang,2020,8484.06
Semarang,2021,7358.82
Semarang,2022,8341.12
Semarang,2023,8890.32
Semarang,2024,8836.0
Seram Bagian Barat,2018,3627.27
Seram Bagian Barat,2019,4765.48
Seram Bagian Barat,2020,5558.82
Seram Bagian Barat,2021,4646.02
Seram Bagian Barat,2022,4760.98
Seram Bagian Barat,2023,5470.54
Seram Bagian Barat,2024,5111.0
Seram Bagian Timur,2018,4054.18
Seram Bagian Timur,2019,3751.09
Seram Bagian Timur,2020,5627.42
Seram Bagian Timur,2021,4273.61
Seram Bagian Timur,2022,4855.15
Seram Bagian Timur,2023,5550.52
Seram Bagian Timur,2024,4334.0
Serang,2018,6010.16
Serang,2019,6311.02
Serang,2020,6562.03
Serang,2021,5498.01
Serang,2022,6038.59
Serang,2023,6982.23
Serang,2024,6449.0
Serdang Bedagai,2018,7318.73
Serdang Bedagai,2019,6996.87
Serdang Bedagai,2020,7819.71
Serdang Bedagai,2021,7738.4
Serdang Bedagai,2022,7696.99
Serdang Bedagai,2023,7928.05
Serdang Bedagai,2024,7773.0
Seruyan,2018,10087.35
Seruyan,2019,11811.45
Seruyan,2020,11954.52
Seruyan,2021,12577.66
Seruyan,2022,11386.59
Seruyan,2023,10911.17
Seruyan,2024,11091.0
Siak,2018,9606.05
Siak,2019,9379.87
Siak,2020,8997.62
Siak,2021,10746.73
Siak,2022,8662.25
Siak,2023,10585.52
Siak,2024,10337.0
Siau Tagulandang Biaro,2018,7212.27
Siau Tagulandang Biaro,2019,5093.63
Siau Tagulandang Biaro,2020,6193.67
Siau Tagulandang Biaro,2021,5980.08
Siau Tagulandang Biaro,2022,5887.33
Siau Tagulandang Biaro,2023,7341.53
Siau Tagulandang Biaro,2024,7133.0
Sidenreng Rappang,2018,5998.43
Sidenreng Rappang,2019,6511.96
Sidenreng Rappang,2020,6548.07
Sidenreng Rappang,2021,7028.06
Sidenreng Rappang,2022,6751.81
Sidenreng Rappang,2023,6513.25
Sidenreng Rappang,2024,7077.0
Sidoarjo,2018,13056.4
Sidoarjo,2019,10987.59
Sidoarjo,2020,12806.9
Sidoarjo,2021,12311.15
Sidoarjo,2022,11524.32
Sidoarjo,2023,12926.27
Sidoarjo,2024,11853.0
Sigi,2018,4564.12
Sigi,2019,5953.03
Sigi,2020,5178.5
Sigi,2021,5457.47
Sigi,2022,5479.74
Sigi,2023,6511.53
Sigi,2024,5725.0
Sijunjung,2018,6482.08
Sijunjung,2019,5528.23
Sijunjung,2020,6527.76
Sijunjung,2021,7635.41
Sijunjung,2022,7522.06
Sijunjung,2023,8696.59
Sijunjung,2024,8254.0
Sikka,2018,2998.21
Sikka,2019,2740.9
Sikka,2020,3666.43
Sikka,2021,3705.68
Sikka,2022,3910.43
Sikka,2023,2958.13
Sikka,2024,4458.0
Simalungun,2018,7695.63
Simalungun,2019,7608.31
Simalungun,2020,9152.0
Simalungun,2021,6917.55
Simalungun,2022,7864.5
Simalungun,2023,9172.56
Simalungun,2024,9044.0
Simeulue,2018,5691.59
Simeulue,2019,4954.34
Simeulue,2020,5265.7
Simeulue,2021,4072.41
Simeulue,2022,4234.57
Simeulue,2023,6904.25
Simeulue,2024,5671.0
Sinjai,2018,4191.82
Sinjai,2019,4254.9
Sinjai,2020,5619.2
Sinjai,2021,6407.92
Sinjai,2022,4718.96
Sinjai,2023,4471.4
Sinjai,2024,5854.0
Sintang,2018,4986.87
Sintang,2019,6390.67
Sintang,2020,6089.12
Sintang,2021,7217.88
Sintang,2022,7678.29
Sintang,2023,9261.87
Sintang,2024,7798.0
Situbondo,2018,5050.02
Situbondo,2019,4914.74
Situbondo,2020,4947.57
Situbondo,2021,5169.64
Situbondo,2022,5174.88
Situbondo,2023,4860.83
Situbondo,2024,6058.0
Sleman,2018,11575.51
Sleman,2019,10635.57
Sleman,2020,11857.72
Sleman,2021,11791.17
Sleman,2022,11843.58
Sleman,2023,13049.95
Sleman,2024,12454.0
Solok,2018,5862.12
Solok,2019,6445.45
Solok,2020,5484.43
Solok,2021,7164.65
Solok,2022,6326.54
Solok,2023,8978.23
Solok,2024,6512.0
Solok Selatan,2018,6049.65
Solok Selatan,2019,5852.01
Solok Selatan,2020,6832.79
Solok Selatan,2021,6435.09
Solok Selatan,2022,5907.93
Solok Selatan,2023,7327.51
Solok Selatan,2024,6906.0
Soppeng,2018,4966.8
Soppeng,2019,5672.97
Soppeng,2020,6610.23
Soppeng,2021,6438.84
Soppeng,2022,6143.18
Soppeng,2023,5860.19
Soppeng,2024,6554.0
Sorong,2018,7282.11
Sorong,2019,8323.16
Sorong,2020,8587.02
Sorong,2021,11753.16
Sorong,2022,9843.09
Sorong,2023,8330.46
Sorong,2024,5654.0
Sorong Selatan,2018,6429.81
Sorong Selatan,2019,5917.61
Sorong Selatan,2020,5298.54
Sorong Selatan,2021,4372.85
Sorong Selatan,2022,3149.85
Sorong Selatan,2023,2835.35
Sorong Selatan,2024,10979.0
Sragen,2018,7706.23
Sragen,2019,6531.45
Sragen,2020,7941.55
Sragen,2021,8372.01
Sragen,2022,7378.31
Sragen,2023,7986.51
Sragen,2024,8401.0
Subang,2018,7802.69
Subang,2019,7655.96
Subang,2020,7809.31
Subang,2021,7499.58
Subang,2022,8234.53
Subang,2023,7292.43
Subang,2024,7073.0
Sukabumi,2018,5534.23
Sukabumi,2019,6857.59
Sukabumi,2020,5433.42
Sukabumi,2021,5841.41
Sukabumi,2022,6894.69
Sukabumi,2023,7992.15
Sukabumi,2024,6405.0
Sukamara,2018,10942.33
Sukamara,2019,10764.63
Sukamara,2020,15223.24
Sukamara,2021,10477.15
Sukamara,2022,12843.69
Sukamara,2023,10125.94
Sukamara,2024,11823.0
Sukoharjo,2018,7157.35
Sukoharjo,2019,7582.91
Sukoharjo,2020,8481.49
Sukoharjo,2021,9462.44
Sukoharjo,2022,8233.49
Sukoharjo,2023,8456.69
Sukoharjo,2024,9191.0
Sumba Barat,2018,2983.79
Sumba Barat,2019,3534.29
Sumba Barat,2020,4326.32
Sumba Barat,2021,3651.69
Sumba Barat,2022,3935.27
Sumba Barat,2023,4155.98
Sumba Barat,2024,3485.0
Sumba Barat Daya,2018,2114.94
Sumba Barat Daya,2019,2454.68
Sumba Barat Daya,2020,3363.03
Sumba Barat Daya,2021,2875.26
Sumba Barat Daya,2022,3603.68
Sumba Barat Daya,2023,3617.18
Sumba Barat Daya,2024,3371.0
Sumba Tengah,2018,2693.88
Sumba Tengah,2019,3850.12
Sumba Tengah,2020,4165.09
Sumba Tengah,2021,4099.58
Sumba Tengah,2022,3823.83
Sumba Tengah,2023,4751.78
Sumba Tengah,2024,3709.0
Sumba Timur,2018,2934.68
Sumba Timur,2019,4122.41
Sumba Timur,2020,3848.8
Sumba Timur,2021,5969.18
Sumba Timur,2022,4681.66
Sumba Timur,2023,4674.65
Sumba Timur,2024,4868.0
Sumbawa,2018,5545.35
Sumbawa,2019,5166.89
Sumbawa,2020,5005.41
Sumbawa,2021,6654.62
Sumbawa,2022,6285.45
Sumbawa,2023,7844.15
Sumbawa,2024,7038.0
Sumbawa Barat,2018,6124.07
Sumbawa Barat,2019,7317.22
Sumbawa Barat,2020,8127.03
Sumbawa Barat,2021,8535.56
Sumbawa Barat,2022,8084.43
Sumbawa Barat,2023,7544.05
Sumbawa Barat,2024,8911.0
Sumedang,2018,6970.5
Sumedang,2019,6810.8
Sumedang,2020,8373.15
Sumedang,2021,7792.89
Sumedang,2022,8748.77
Sumedang,2023,9566.85
Sumedang,2024,8141.0
Sumenep,2018,6247.78
Sumenep,2019,7397.54
Sumenep,2020,5637.23
Sumenep,2021,6867.78
Sumenep,2022,9880.18
Sumenep,2023,9717.66
Sumenep,2024,8892.0
Supiori,2018,2856.07
Supiori,2019,4993.43
Supiori,2020,5367.26
Supiori,2021,5435.75
Supiori,2022,4159.81
Supiori,2023,5288.75
Supiori,2024,11631.0
Tabalong,2018,8437.39
Tabalong,2019,10516.22
Tabalong,2020,10587.26
Tabalong,2021,8477.29
Tabalong,2022,10695.03
Tabalong,2023,9879.41
Tabalong,2024,8860.0
Tabanan,2018,7664.97
Tabanan,2019,7098.49
Tabanan,2020,7064.59
Tabanan,2021,8716.18
Tabanan,2022,7275.89
Tabanan,2023,9382.11
Tabanan,2024,8469.0
Takalar,2018,5359.39
Takalar,2019,5002.29
Takalar,2020,5602.5
Takalar,2021,6199.02
Takalar,2022,6432.37
Takalar,2023,5790.57
Takalar,2024,5578.0
Tambrauw,2018,3908.78
Tambrauw,2019,3389.45
Tambrauw,2020,4453.29
Tambrauw,2021,7434.56
Tambrauw,2022,4277.0
Tambrauw,2023,4556.91
Tambrauw,2024,7880.0
Tana Tidung,2018,13169.76
Tana Tidung,2019,12362.02
Tana Tidung,2020,13256.45
Tana Tidung,2021,11944.25
Tana Tidung,2022,11920.62
Tana Tidung,2023,12097.73
Tana Tidung,2024,12493.0
Tana Toraja,2018,5957.24
Tana Toraja,2019,5954.97
Tana Toraja,2020,6083.39
Tana Toraja,2021,6643.59
Tana Toraja,2022,6702.77
Tana Toraja,2023,6783.3
Tana Toraja,2024,6228.0
Tanah Bumbu,2018,10728.16
Tanah Bumbu,2019,10849.15
Tanah Bumbu,2020,11168.8
Tanah Bumbu,2021,10140.09
Tanah Bumbu,2022,10443.01
Tanah Bumbu,2023,10377.11
Tanah Bumbu,2024,12560.0
Tanah Datar,2018,7420.51
Tanah Datar,2019,7083.84
Tanah Datar,2020,7184.22
Tanah Datar,2021,6963.57
Tanah Datar,2022,8366.41
Tanah Datar,2023,7796.59
Tanah Datar,2024,8189.0
Tanah Laut,2018,7243.5
Tanah Laut,2019,6763.67
Tanah Laut,2020,9256.12
Tanah Laut,2021,8560.14
Tanah Laut,2022,8884.75
Tanah Laut,2023,9057.78
Tanah Laut,2024,9326.0
Tangerang,2018,9062.85
Tangerang,2019,9532.72
Tangerang,2020,9823.81
Tangerang,2021,9498.45
Tangerang,2022,9349.28
Tangerang,2023,8682.96
Tangerang,2024,10203.0
Tanggamus,2018,5711.85
Tanggamus,2019,5851.91
Tanggamus,2020,5277.32
Tanggamus,2021,5262.79
Tanggamus,2022,5836.76
Tanggamus,2023,5893.65
Tanggamus,2024,5535.0
Tanjung Jabung Barat,2018,6324.56
Tanjung Jabung Barat,2019,7329.7
Tanjung Jabung Barat,2020,6898.58
Tanjung Jabung Barat,2021,7796.7
Tanjung Jabung Barat,2022,7594.58
Tanjung Jabung Barat,2023,8188.62
Tanjung Jabung Barat,2024,7660.0
Tanjung Jabung Timur,2018,6095.98
Tanjung Jabung Timur,2019,5429.54
Tanjung Jabung Timur,2020,6183.25
Tanjung Jabung Timur,2021,7059.78
Tanjung Jabung Timur,2022,6798.6
Tanjung Jabung Timur,2023,8717.71
Tanjung Jabung Timur,2024,6926.0
Tapanuli Selatan,2018,4268.95
Tapanuli Selatan,2019,4286.81
Tapanuli Selatan,2020,4420.05
Tapanuli Selatan,2021,5286.9
Tapanuli Selatan,2022,4770.05
Tapanuli Selatan,2023,5186.15
Tapanuli Selatan,2024,4794.0
Tapanuli Tengah,2018,4905.71
Tapanuli Tengah,2019,4583.88
Tapanuli Tengah,2020,5218.35
Tapanuli Tengah,2021,6385.96
Tapanuli Tengah,2022,4768.97
Tapanuli Tengah,2023,5925.72
Tapanuli Tengah,2024,6656.0
Tapanuli Utara,2018,6205.55
Tapanuli Utara,2019,5794.22
Tapanuli Utara,2020,8379.32
Tapanuli Utara,2021,8334.3
Tapanuli Utara,2022,7905.22
Tapanuli Utara,2023,10904.75
Tapanuli Utara,2024,10106.0
Tapin,2018,9000.69
Tapin,2019,9024.3
Tapin,2020,8887.08
Tapin,2021,9300.84
Tapin,2022,9463.4
Tapin,2023,9894.76
Tapin,2024,9723.0
Tasikmalaya,2018,4998.13
Tasikmalaya,2019,6155.03
Tasikmalaya,2020,6274.49
Tasikmalaya,2021,5012.16
Tasikmalaya,2022,6642.55
Tasikmalaya,2023,6164.13
Tasikmalaya,2024,6493.0
Tebo,2018,6380.05
Tebo,2019,5994.63
Tebo,2020,6475.03
Tebo,2021,5556.04
Tebo,2022,6528.72
Tebo,2023,6293.03
Tebo,2024,6663.0
Tegal,2018,5079.22
Tegal,2019,5084.51
Tegal,2020,6050.89
Tegal,2021,6292.11
Tegal,2022,6455.7
Tegal,2023,6261.16
Tegal,2024,5947.0
Teluk Bintuni,2018,11348.41
Teluk Bintuni,2019,10828.57
Teluk Bintuni,2020,11276.29
Teluk Bintuni,2021,11622.1
Teluk Bintuni,2022,9774.24
Teluk Bintuni,2023,12173.05
Teluk Bintuni,2024,12095.0
Teluk Wondama,2018,7434.72
Teluk Wondama,2019,9010.14
Teluk Wondama,2020,12396.96
Teluk Wondama,2021,6037.09
Teluk Wondama,2022,7885.81
Teluk Wondama,2023,9073.15
Teluk Wondama,2024,6975.0
Temanggung,2018,4695.15
Temanggung,2019,5146.64
Temanggung,2020,6006.55
Temanggung,2021,5536.8
Temanggung,2022,6096.29
Temanggung,2023,6486.15
Temanggung,2024,6713.0
Timor Tengah Selatan,2018,3381.14
Timor Tengah Selatan,2019,4467.49
Timor Tengah Selatan,2020,4547.78
Timor Tengah Selatan,2021,4483.19
Timor Tengah Selatan,2022,4531.52
Timor Tengah Selatan,2023,4928.94
Timor Tengah Selatan,2024,3483.0
Timor Tengah Utara,2018,4416.45
Timor Tengah Utara,2019,4285.75
Timor Tengah Utara,2020,4762.52
Timor Tengah Utara,2021,5009.95
Timor Tengah Utara,2022,4651.98
Timor Tengah Utara,2023,4392.53
Timor Tengah Utara,2024,5047.0
Toba Samosir,2018,9363.73
Toba Samosir,2019,9669.5
Toba Samosir,2020,12633.92
Toba Samosir,2021,13081.89
Toba Samosir,2022,12353.73
Toba Samosir,2023,12609.0
Toba Samosir,2024,13998.0
Tojo Una-Una,2018,5176.41
Tojo Una-Una,2019,4118.32
Tojo Una-Una,2020,4197.75
Tojo Una-Una,2021,4752.77
Tojo Una-Una,2022,6208.36
Tojo Una-Una,2023,5427.85
Tojo Una-Una,2024,5646.0
Toli-Toli,2018,5905.78
Toli-Toli,2019,4767.46
Toli-Toli,2020,5515.79
Toli-Toli,2021,5247.74
Toli-Toli,2022,5103.0
Toli-Toli,2023,4623.06
Toli-Toli,2024,5035.0
Tolikara,2018,5098.17
Tolikara,2019,4606.97
Tolikara,2020,4188.05
Tolikara,2021,3493.05
Tolikara,2022,5892.83
Tolikara,2023,5082.47
Tolikara,2024,5161.0
Toraja Utara,2018,6175.97
Toraja Utara,2019,6681.82
Toraja Utara,2020,6886.68
Toraja Utara,2021,7259.74
Toraja Utara,2022,6404.0
Toraja Utara,2023,8573.72
Toraja Utara,2024,7956.0
Trenggalek,2018,5618.97
Trenggalek,2019,4916.51
Trenggalek,2020,6019.89
Trenggalek,2021,5473.09
Trenggalek,2022,5516.59
Trenggalek,2023,6814.48
Trenggalek,2024,7263.0
Tuban,2018,5112.75
