Kabupaten/Kota,Tahun,Pengeluaran Perkapita Buah-Buahan
Jepara,2024,6559.0
Jombang,2018,6880.0
Jombang,2019,6504.0
Jombang,2020,6685.0
Jombang,2021,6357.0
Jombang,2022,6691.7
Jombang,2023,7059.96
Jombang,2024,7285.0
Kaimana,2018,8781.0
Kaimana,2019,7033.0
Kaimana,2020,12086.0
Kaimana,2021,6192.0
Kaimana,2022,13952.19
Kaimana,2023,13146.48
Kaimana,2024,16965.0
Kampar,2018,4985.0
Kampar,2019,4923.0
Kampar,2020,6535.0
Kampar,2021,5598.0
Kampar,2022,7617.77
Kampar,2023,6965.25
Kampar,2024,7643.0
Kapuas,2018,4626.0
Kapuas,2019,6249.0
Kapuas,2020,4850.0
Kapuas,2021,3387.0
Kapuas,2022,4311.87
Kapuas,2023,4550.98
Kapuas,2024,7128.0
Kapuas Hulu,2018,2130.0
Kapuas Hulu,2019,3894.0
Kapuas Hulu,2020,2815.0
Kapuas Hulu,2021,3588.0
Kapuas Hulu,2022,4050.95
Kapuas Hulu,2023,4832.73
Kapuas Hulu,2024,6875.0
Karanganyar,2018,6489.0
Karanganyar,2019,6319.0
Karanganyar,2020,6393.0
Karanganyar,2021,5716.0
Karanganyar,2022,6318.6
Karanganyar,2023,6209.47
Karanganyar,2024,8999.0
Karangasem,2018,7818.0
Karangasem,2019,5516.0
Karangasem,2020,9740.0
Karangasem,2021,6595.0
Karangasem,2022,6898.89
Karangasem,2023,3420.63
Karangasem,2024,8136.0
Karawang,2018,6963.0
Karawang,2019,6273.0
Karawang,2020,5892.0
Karawang,2021,5876.0
Karawang,2022,5839.49
Karawang,2023,6808.62
Karawang,2024,8796.0
Karimun,2018,5603.0
Karimun,2019,5860.0
Karimun,2020,6038.0
Karimun,2021,6427.0
Karimun,2022,6041.16
Karimun,2023,6714.72
Karimun,2024,8278.0
Karo,2018,6918.0
Karo,2019,7739.0
Karo,2020,8305.0
Karo,2021,7090.0
Karo,2022,7034.7
Karo,2023,9156.44
Karo,2024,8906.0
Katingan,2018,5453.0
Katingan,2019,4946.0
Katingan,2020,5414.0
Katingan,2021,3543.0
Katingan,2022,5443.29
Katingan,2023,5752.49
Katingan,2024,7825.0
Kaur,2018,4792.0
Kaur,2019,3682.0
Kaur,2020,4322.0
Kaur,2021,4247.0
Kaur,2022,5315.82
Kaur,2023,4375.31
Kaur,2024,6988.0
Kayong Utara,2018,3633.0
Kayong Utara,2019,4157.0
Kayong Utara,2020,3885.0
Kayong Utara,2021,3709.0
Kayong Utara,2022,5052.17
Kayong Utara,2023,4017.88
Kayong Utara,2024,6606.0
Kebumen,2018,5286.0
Kebumen,2019,6037.0
Kebumen,2020,5823.0
Kebumen,2021,6039.0
Kebumen,2022,6588.85
Kebumen,2023,5994.68
Kebumen,2024,7301.0
Kediri,2018,5637.0
Kediri,2019,4763.0
Kediri,2020,5301.0
Kediri,2021,4810.0
Kediri,2022,6998.87
Kediri,2023,6398.5
Kediri,2024,6676.0
Keerom,2018,4056.0
Keerom,2019,3207.0
Keerom,2020,3890.0
Keerom,2021,3214.0
Keerom,2022,6966.13
Keerom,2023,5128.7
Keerom,2024,6707.0
Kendal,2018,5604.0
Kendal,2019,6606.0
Kendal,2020,6190.0
Kendal,2021,5315.0
Kendal,2022,6816.8
Kendal,2023,7733.54
Kendal,2024,7827.0
Kep. Seribu,2018,14101.0
Kep. Seribu,2019,9272.0
Kep. Seribu,2020,8680.0
Kep. Seribu,2021,8882.0
Kep. Seribu,2022,10346.6
Kep. Seribu,2023,9269.68
Kep. Seribu,2024,11520.0
Kepahiang,2018,5216.0
Kepahiang,2019,3666.0
Kepahiang,2020,6809.0
Kepahiang,2021,5221.0
Kepahiang,2022,5122.92
Kepahiang,2023,5394.17
Kepahiang,2024,8577.0
Kepulauan Anambas,2018,5304.0
Kepulauan Anambas,2019,6403.0
Kepulauan Anambas,2020,6836.0
Kepulauan Anambas,2021,4539.0
Kepulauan Anambas,2022,8080.59
Kepulauan Anambas,2023,5215.61
Kepulauan Anambas,2024,10704.0
Kepulauan Aru,2018,5555.0
Kepulauan Aru,2019,4524.0
Kepulauan Aru,2020,3296.0
Kepulauan Aru,2021,3133.0
Kepulauan Aru,2022,2956.5
Kepulauan Aru,2023,3515.8
Kepulauan Aru,2024,4869.0
Kepulauan Mentawai,2018,4841.0
Kepulauan Mentawai,2019,4214.0
Kepulauan Mentawai,2020,22339.0
Kepulauan Mentawai,2021,5222.0
Kepulauan Mentawai,2022,5373.57
Kepulauan Mentawai,2023,5353.65
Kepulauan Mentawai,2024,15890.0
Kepulauan Meranti,2018,4233.0
Kepulauan Meranti,2019,4282.0
Kepulauan Meranti,2020,4633.0
Kepulauan Meranti,2021,4401.0
Kepulauan Meranti,2022,5167.08
Kepulauan Meranti,2023,5059.59
Kepulauan Meranti,2024,5825.0
Kepulauan Sangihe,2018,5598.0
Kepulauan Sangihe,2019,5649.0
Kepulauan Sangihe,2020,9555.0
Kepulauan Sangihe,2021,5417.0
Kepulauan Sangihe,2022,5346.69
Kepulauan Sangihe,2023,5814.34
Kepulauan Sangihe,2024,5969.0
Kepulauan Selayar,2018,6517.0
Kepulauan Selayar,2019,6152.0
Kepulauan Selayar,2020,5817.0
Kepulauan Selayar,2021,5225.0
Kepulauan Selayar,2022,6583.54
Kepulauan Selayar,2023,6560.91
Kepulauan Selayar,2024,9430.0
Kepulauan Sula,2018,6100.0
Kepulauan Sula,2019,11957.0
Kepulauan Sula,2020,9059.0
Kepulauan Sula,2021,3337.0
Kepulauan Sula,2022,6915.84
Kepulauan Sula,2023,7923.01
Kepulauan Sula,2024,8061.0
Kepulauan Talaud,2018,4749.0
Kepulauan Talaud,2019,4916.0
Kepulauan Talaud,2020,7827.0
Kepulauan Talaud,2021,6038.0
Kepulauan Talaud,2022,5371.34
Kepulauan Talaud,2023,6522.42
Kepulauan Talaud,2024,8481.0
Kepulauan Yapen,2018,3766.0
Kepulauan Yapen,2019,4693.0
Kepulauan Yapen,2020,10370.0
Kepulauan Yapen,2021,8164.0
Kepulauan Yapen,2022,3915.2
Kepulauan Yapen,2023,4068.51
Kepulauan Yapen,2024,8062.0
Kerinci,2018,5593.0
Kerinci,2019,4252.0
Kerinci,2020,8951.0
Kerinci,2021,6235.0
Kerinci,2022,8709.54
Kerinci,2023,8561.54
Kerinci,2024,10779.0
Ketapang,2018,2975.0
Ketapang,2019,4877.0
Ketapang,2020,3932.0
Ketapang,2021,3971.0
Ketapang,2022,4545.19
Ketapang,2023,5064.68
Ketapang,2024,8222.0
Klaten,2018,5306.0
Klaten,2019,5631.0
Klaten,2020,5384.0
Klaten,2021,5871.0
Klaten,2022,6985.68
Klaten,2023,6263.14
Klaten,2024,8534.0
Klungkung,2018,11753.0
Klungkung,2019,6102.0
Klungkung,2020,15987.0
Klungkung,2021,9371.0
Klungkung,2022,10554.93
Klungkung,2023,7672.62
Klungkung,2024,7447.0
Kolaka,2018,6540.0
Kolaka,2019,12853.0
Kolaka,2020,11202.0
Kolaka,2021,3933.0
Kolaka,2022,8518.29
Kolaka,2023,7435.22
Kolaka,2024,13963.0
Kolaka Timur,2018,6169.0
Kolaka Timur,2019,9017.0
Kolaka Timur,2020,6910.0
Kolaka Timur,2021,4062.0
Kolaka Timur,2022,7437.41
Kolaka Timur,2023,6322.3
Kolaka Timur,2024,10764.0
Kolaka Utara,2018,7941.0
Kolaka Utara,2019,14974.0
Kolaka Utara,2020,13429.0
Kolaka Utara,2021,4837.0
Kolaka Utara,2022,13648.78
Kolaka Utara,2023,14189.08
Kolaka Utara,2024,16425.0
Konawe,2018,6688.0
Konawe,2019,11756.0
Konawe,2020,7288.0
Konawe,2021,3714.0
Konawe,2022,6857.75
Konawe,2023,7208.54
Konawe,2024,10011.0
Konawe Kepulauan,2018,4203.0
Konawe Kepulauan,2019,5694.0
Konawe Kepulauan,2020,6833.0
Konawe Kepulauan,2021,2434.0
Konawe Kepulauan,2022,7797.7
Konawe Kepulauan,2023,6326.14
Konawe Kepulauan,2024,13327.0
Konawe Selatan,2018,4014.0
Konawe Selatan,2019,6851.0
Konawe Selatan,2020,7063.0
Konawe Selatan,2021,3766.0
Konawe Selatan,2022,6749.24
Konawe Selatan,2023,4003.45
Konawe Selatan,2024,7386.0
Konawe Utara,2018,6321.0
Konawe Utara,2019,14223.0
Konawe Utara,2020,10517.0
Konawe Utara,2021,5046.0
Konawe Utara,2022,12956.35
Konawe Utara,2023,9525.37
Konawe Utara,2024,15167.0
Kota Ambon,2018,10270.0
Kota Ambon,2019,10629.0
Kota Ambon,2020,13509.0
Kota Ambon,2021,8459.0
Kota Ambon,2022,11425.46
Kota Ambon,2023,7702.37
Kota Ambon,2024,13112.0
Kota Balikpapan,2018,9742.0
Kota Balikpapan,2019,9496.0
Kota Balikpapan,2020,9695.0
Kota Balikpapan,2021,10726.0
Kota Balikpapan,2022,10344.94
Kota Balikpapan,2023,10902.56
Kota Balikpapan,2024,13435.0
Kota Banda Aceh,2018,12523.0
Kota Banda Aceh,2019,11110.0
Kota Banda Aceh,2020,10770.0
Kota Banda Aceh,2021,10713.0
Kota Banda Aceh,2022,11783.3
Kota Banda Aceh,2023,10298.43
Kota Banda Aceh,2024,12518.0
Kota Bandar Lampung,2018,11276.0
Kota Bandar Lampung,2019,7034.0
Kota Bandar Lampung,2020,8793.0
Kota Bandar Lampung,2021,7368.0
Kota Bandar Lampung,2022,8424.13
Kota Bandar Lampung,2023,8616.2
Kota Bandar Lampung,2024,12678.0
Kota Bandung,2018,10005.0
Kota Bandung,2019,8743.0
Kota Bandung,2020,10177.0
Kota Bandung,2021,9351.0
Kota Bandung,2022,11442.16
Kota Bandung,2023,11987.01
Kota Bandung,2024,12717.0
Kota Banjar,2018,10559.0
Kota Banjar,2019,6955.0
Kota Banjar,2020,7705.0
Kota Banjar,2021,7558.0
Kota Banjar,2022,8544.48
Kota Banjar,2023,10165.45
Kota Banjar,2024,12874.0
Kota Banjar Baru,2018,10007.0
Kota Banjar Baru,2019,7721.0
Kota Banjar Baru,2020,10502.0
Kota Banjar Baru,2021,7600.0
Kota Banjar Baru,2022,9489.47
Kota Banjar Baru,2023,9333.1
Kota Banjar Baru,2024,10519.0
Kota Banjarmasin,2018,7654.0
Kota Banjarmasin,2019,7636.0
Kota Banjarmasin,2020,7419.0
Kota Banjarmasin,2021,6177.0
Kota Banjarmasin,2022,6875.7
Kota Banjarmasin,2023,5797.49
Kota Banjarmasin,2024,9123.0
Kota Baru,2018,8479.0
Kota Baru,2019,8463.0
Kota Baru,2020,6658.0
Kota Baru,2021,5174.0
Kota Baru,2022,5452.75
Kota Baru,2023,6254.09
Kota Baru,2024,11513.0
Kota Batam,2018,8651.0
Kota Batam,2019,9621.0
Kota Batam,2020,10351.0
Kota Batam,2021,10286.0
Kota Batam,2022,11420.51
Kota Batam,2023,10624.15
Kota Batam,2024,12732.0
Kota Batu,2018,9618.0
Kota Batu,2019,8080.0
Kota Batu,2020,7641.0
Kota Batu,2021,6948.0
Kota Batu,2022,7564.82
Kota Batu,2023,9167.29
Kota Batu,2024,11983.0
Kota Baubau,2018,5995.0
Kota Baubau,2019,8097.0
Kota Baubau,2020,7943.0
Kota Baubau,2021,5288.0
Kota Baubau,2022,7123.67
Kota Baubau,2023,5792.45
Kota Baubau,2024,6954.0
Kota Bekasi,2018,11120.0
Kota Bekasi,2019,11632.0
Kota Bekasi,2020,13846.0
Kota Bekasi,2021,12771.0
Kota Bekasi,2022,13808.1
Kota Bekasi,2023,13211.34
Kota Bekasi,2024,16300.0
Kota Bengkulu,2018,8761.0
Kota Bengkulu,2019,7063.0
Kota Bengkulu,2020,9581.0
Kota Bengkulu,2021,7499.0
Kota Bengkulu,2022,8354.95
Kota Bengkulu,2023,8022.09
Kota Bengkulu,2024,13304.0
Kota Bima,2018,12556.0
Kota Bima,2019,9221.0
Kota Bima,2020,10256.0
Kota Bima,2021,12191.0
Kota Bima,2022,8729.57
Kota Bima,2023,10311.03
Kota Bima,2024,13206.0
Kota Binjai,2018,5338.0
Kota Binjai,2019,5882.0
Kota Binjai,2020,6667.0
Kota Binjai,2021,6529.0
Kota Binjai,2022,8305.67
Kota Binjai,2023,7263.97
Kota Binjai,2024,9213.0
Kota Bitung,2018,6972.0
Kota Bitung,2019,8466.0
Kota Bitung,2020,9068.0
Kota Bitung,2021,7311.0
Kota Bitung,2022,6344.22
Kota Bitung,2023,6294.13
Kota Bitung,2024,11560.0
Kota Blitar,2018,10262.0
Kota Blitar,2019,8406.0
Kota Blitar,2020,9654.0
Kota Blitar,2021,8915.0
Kota Blitar,2022,8297.45
Kota Blitar,2023,9699.57
Kota Blitar,2024,10466.0
Kota Bogor,2018,7791.0
Kota Bogor,2019,8407.0
Kota Bogor,2020,8887.0
Kota Bogor,2021,9182.0
Kota Bogor,2022,8048.43
Kota Bogor,2023,9762.54
Kota Bogor,2024,10152.0
Kota Bontang,2018,11380.0
Kota Bontang,2019,13598.0
Kota Bontang,2020,13969.0
Kota Bontang,2021,9280.0
Kota Bontang,2022,10141.24
Kota Bontang,2023,9957.74
Kota Bontang,2024,14116.0
Kota Bukittinggi,2018,9471.0
Kota Bukittinggi,2019,8500.0
Kota Bukittinggi,2020,14044.0
Kota Bukittinggi,2021,9363.0
Kota Bukittinggi,2022,8465.01
Kota Bukittinggi,2023,8638.01
Kota Bukittinggi,2024,10719.0
Kota Cilegon,2018,13617.0
Kota Cilegon,2019,9393.0
Kota Cilegon,2020,10734.0
Kota Cilegon,2021,10300.0
Kota Cilegon,2022,8423.13
Kota Cilegon,2023,8510.39
Kota Cilegon,2024,13792.0
Kota Cimahi,2018,8838.0
Kota Cimahi,2019,8685.0
Kota Cimahi,2020,9451.0
Kota Cimahi,2021,7946.0
Kota Cimahi,2022,10560.65
Kota Cimahi,2023,9952.16
Kota Cimahi,2024,10899.0
Kota Cirebon,2018,6434.0
Kota Cirebon,2019,7647.0
Kota Cirebon,2020,7704.0
Kota Cirebon,2021,6670.0
Kota Cirebon,2022,8508.15
Kota Cirebon,2023,8046.63
Kota Cirebon,2024,9405.0
Kota Denpasar,2018,10160.0
Kota Denpasar,2019,8675.0
Kota Denpasar,2020,13720.0
Kota Denpasar,2021,7908.0
Kota Denpasar,2022,8394.9
Kota Denpasar,2023,9406.75
Kota Denpasar,2024,11772.0
Kota Depok,2018,10702.0
Kota Depok,2019,9344.0
Kota Depok,2020,11576.0
Kota Depok,2021,10964.0
Kota Depok,2022,13664.29
Kota Depok,2023,12580.95
Kota Depok,2024,16963.0
Kota Dumai,2018,5798.0
Kota Dumai,2019,7745.0
Kota Dumai,2020,8092.0
Kota Dumai,2021,7384.0
Kota Dumai,2022,7906.95
Kota Dumai,2023,8346.62
Kota Dumai,2024,8856.0
Kota Gorontalo,2018,4366.0
Kota Gorontalo,2019,6659.0
Kota Gorontalo,2020,6411.0
Kota Gorontalo,2021,5377.0
Kota Gorontalo,2022,5711.62
Kota Gorontalo,2023,5215.15
Kota Gorontalo,2024,10596.0
Kota Gunungsitoli,2018,3257.0
Kota Gunungsitoli,2019,3227.0
Kota Gunungsitoli,2020,4285.0
Kota Gunungsitoli,2021,3877.0
Kota Gunungsitoli,2022,3312.05
Kota Gunungsitoli,2023,2892.79
Kota Gunungsitoli,2024,2567.0
Kota Jakarta Barat,2018,9864.0
Kota Jakarta Barat,2019,9757.0
Kota Jakarta Barat,2020,10601.0
Kota Jakarta Barat,2021,9699.0
Kota Jakarta Barat,2022,10450.79
Kota Jakarta Barat,2023,12409.24
Kota Jakarta Barat,2024,14490.0
Kota Jakarta Pusat,2018,9022.0
Kota Jakarta Pusat,2019,8785.0
Kota Jakarta Pusat,2020,10546.0
Kota Jakarta Pusat,2021,8710.0
Kota Jakarta Pusat,2022,9834.34
Kota Jakarta Pusat,2023,9714.08
Kota Jakarta Pusat,2024,10641.0
Kota Jakarta Selatan,2018,9770.0
Kota Jakarta Selatan,2019,10668.0
Kota Jakarta Selatan,2020,12037.0
Kota Jakarta Selatan,2021,10776.0
Kota Jakarta Selatan,2022,13506.4
Kota Jakarta Selatan,2023,12097.78
Kota Jakarta Selatan,2024,15382.0
Kota Jakarta Timur,2018,9796.0
Kota Jakarta Timur,2019,9750.0
Kota Jakarta Timur,2020,10247.0
Kota Jakarta Timur,2021,10680.0
Kota Jakarta Timur,2022,11762.62
Kota Jakarta Timur,2023,12314.59
Kota Jakarta Timur,2024,13718.0
Kota Jakarta Utara,2018,9718.0
Kota Jakarta Utara,2019,10165.0
Kota Jakarta Utara,2020,10644.0
Kota Jakarta Utara,2021,9890.0
Kota Jakarta Utara,2022,9578.49
Kota Jakarta Utara,2023,12473.88
Kota Jakarta Utara,2024,14598.0
Kota Jambi,2018,8274.0
Kota Jambi,2019,7805.0
Kota Jambi,2020,9155.0
Kota Jambi,2021,8163.0
Kota Jambi,2022,9293.64
Kota Jambi,2023,9966.54
Kota Jambi,2024,13742.0
Kota Jayapura,2018,7964.0
Kota Jayapura,2019,7019.0
Kota Jayapura,2020,8490.0
Kota Jayapura,2021,5214.0
Kota Jayapura,2022,8290.37
Kota Jayapura,2023,8593.14
Kota Jayapura,2024,10571.0
Kota Kediri,2018,6414.0
Kota Kediri,2019,6333.0
Kota Kediri,2020,8421.0
Kota Kediri,2021,8712.0
Kota Kediri,2022,9783.96
Kota Kediri,2023,8880.25
Kota Kediri,2024,9872.0
Kota Kendari,2018,11405.0
Kota Kendari,2019,14506.0
Kota Kendari,2020,11880.0
Kota Kendari,2021,6529.0
Kota Kendari,2022,10138.74
Kota Kendari,2023,8962.96
Kota Kendari,2024,12611.0
Kota Kotamobagu,2018,4400.0
Kota Kotamobagu,2019,11909.0
Kota Kotamobagu,2020,11594.0
Kota Kotamobagu,2021,7413.0
Kota Kotamobagu,2022,5968.62
Kota Kotamobagu,2023,6976.93
Kota Kotamobagu,2024,15364.0
Kota Kupang,2018,5592.0
Kota Kupang,2019,4136.0
Kota Kupang,2020,5697.0
Kota Kupang,2021,6682.0
Kota Kupang,2022,5811.25
Kota Kupang,2023,6135.88
Kota Kupang,2024,6379.0
Kota Langsa,2018,7755.0
Kota Langsa,2019,7278.0
Kota Langsa,2020,8343.0
Kota Langsa,2021,7846.0
Kota Langsa,2022,7737.41
Kota Langsa,2023,8090.42
Kota Langsa,2024,7349.0
Kota Lhokseumawe,2018,4734.0
Kota Lhokseumawe,2019,5649.0
Kota Lhokseumawe,2020,6014.0
Kota Lhokseumawe,2021,7215.0
Kota Lhokseumawe,2022,6558.19
Kota Lhokseumawe,2023,7474.15
Kota Lhokseumawe,2024,9053.0
Kota Lubuklinggau,2018,7450.0
Kota Lubuklinggau,2019,7171.0
Kota Lubuklinggau,2020,7017.0
Kota Lubuklinggau,2021,5959.0
Kota Lubuklinggau,2022,6612.6
Kota Lubuklinggau,2023,6731.65
Kota Lubuklinggau,2024,12375.0
Kota Madiun,2018,10012.0
Kota Madiun,2019,7775.0
Kota Madiun,2020,9841.0
Kota Madiun,2021,8643.0
Kota Madiun,2022,11783.53
Kota Madiun,2023,11489.79
Kota Madiun,2024,15288.0
Kota Magelang,2018,8404.0
Kota Magelang,2019,8377.0
Kota Magelang,2020,7079.0
Kota Magelang,2021,7493.0
Kota Magelang,2022,9356.63
Kota Magelang,2023,8906.68
Kota Magelang,2024,10013.0
Kota Makasar,2018,10508.0
Kota Makasar,2019,9894.0
Kota Makasar,2020,9633.0
Kota Makasar,2021,6813.0
Kota Makasar,2022,8850.93
Kota Makasar,2023,7663.52
Kota Makasar,2024,11058.0
Kota Malang,2018,8379.0
Kota Malang,2019,7501.0
Kota Malang,2020,7790.0
Kota Malang,2021,7570.0
Kota Malang,2022,9532.75
Kota Malang,2023,9186.93
Kota Malang,2024,11248.0
Kota Manado,2018,5935.0
Kota Manado,2019,7290.0
Kota Manado,2020,9919.0
Kota Manado,2021,7145.0
Kota Manado,2022,7009.76
Kota Manado,2023,7011.45
Kota Manado,2024,11119.0
Kota Mataram,2018,13754.0
Kota Mataram,2019,10151.0
Kota Mataram,2020,14004.0
Kota Mataram,2021,11663.0
Kota Mataram,2022,9606.55
Kota Mataram,2023,12829.62
Kota Mataram,2024,14019.0
Kota Medan,2018,7646.0
Kota Medan,2019,8492.0
Kota Medan,2020,8714.0
Kota Medan,2021,8297.0
Kota Medan,2022,9636.02
Kota Medan,2023,11052.07
Kota Medan,2024,9739.0
Kota Metro,2018,7408.0
Kota Metro,2019,7071.0
Kota Metro,2020,9212.0
Kota Metro,2021,8153.0
Kota Metro,2022,8636.35
Kota Metro,2023,7998.82
Kota Metro,2024,13622.0
Kota Mojokerto,2018,8473.0
Kota Mojokerto,2019,6612.0
Kota Mojokerto,2020,8121.0
Kota Mojokerto,2021,7110.0
Kota Mojokerto,2022,7772.65
Kota Mojokerto,2023,7803.34
Kota Mojokerto,2024,9993.0
Kota Padang,2018,7995.0
Kota Padang,2019,6756.0
Kota Padang,2020,10397.0
Kota Padang,2021,7260.0
Kota Padang,2022,9189.97
Kota Padang,2023,7831.0
Kota Padang,2024,10696.0
Kota Padang Panjang,2018,7942.0
Kota Padang Panjang,2019,8066.0
Kota Padang Panjang,2020,10169.0
Kota Padang Panjang,2021,7215.0
Kota Padang Panjang,2022,8720.69
Kota Padang Panjang,2023,7535.23
Kota Padang Panjang,2024,10988.0
Kota Padangsidimpuan,2018,5476.0
Kota Padangsidimpuan,2019,6342.0
Kota Padangsidimpuan,2020,9357.0
Kota Padangsidimpuan,2021,7122.0
Kota Padangsidimpuan,2022,7277.8
Kota Padangsidimpuan,2023,6905.25
Kota Padangsidimpuan,2024,7679.0
Kota Pagar Alam,2018,4607.0
Kota Pagar Alam,2019,4402.0
Kota Pagar Alam,2020,5967.0
Kota Pagar Alam,2021,3994.0
Kota Pagar Alam,2022,3901.96
Kota Pagar Alam,2023,4135.99
Kota Pagar Alam,2024,11094.0
Kota Palangka Raya,2018,10998.0
Kota Palangka Raya,2019,7629.0
Kota Palangka Raya,2020,8010.0
Kota Palangka Raya,2021,7205.0
Kota Palangka Raya,2022,7240.12
Kota Palangka Raya,2023,8486.89
Kota Palangka Raya,2024,9722.0
Kota Palembang,2018,8169.0
Kota Palembang,2019,4993.0
Kota Palembang,2020,6654.0
Kota Palembang,2021,6505.0
Kota Palembang,2022,7511.42
Kota Palembang,2023,7681.77
Kota Palembang,2024,12613.0
Kota Palopo,2018,10342.0
Kota Palopo,2019,11961.0
Kota Palopo,2020,10045.0
Kota Palopo,2021,4074.0
Kota Palopo,2022,6808.99
Kota Palopo,2023,17158.63
Kota Palopo,2024,16788.0
Kota Palu,2018,5745.0
Kota Palu,2019,8634.0
Kota Palu,2020,10253.0
Kota Palu,2021,7136.0
Kota Palu,2022,5553.27
Kota Palu,2023,7105.0
Kota Palu,2024,9080.0
Kota Pangkal Pinang,2018,11353.0
Kota Pangkal Pinang,2019,10071.0
Kota Pangkal Pinang,2020,11847.0
Kota Pangkal Pinang,2021,10124.0
Kota Pangkal Pinang,2022,13650.7
Kota Pangkal Pinang,2023,11995.9
Kota Pangkal Pinang,2024,17709.0
Kota Parepare,2018,6280.0
Kota Parepare,2019,8295.0
Kota Parepare,2020,8470.0
Kota Parepare,2021,6178.0
Kota Parepare,2022,4875.46
Kota Parepare,2023,6809.87
Kota Parepare,2024,8732.0
Kota Pariaman,2018,7057.0
Kota Pariaman,2019,7622.0
Kota Pariaman,2020,9797.0
Kota Pariaman,2021,7328.0
Kota Pariaman,2022,7295.27
Kota Pariaman,2023,6838.57
Kota Pariaman,2024,9194.0
Kota Pasuruan,2018,8871.0
Kota Pasuruan,2019,5865.0
Kota Pasuruan,2020,7721.0
Kota Pasuruan,2021,7230.0
Kota Pasuruan,2022,7847.25
Kota Pasuruan,2023,8885.28
Kota Pasuruan,2024,12288.0
Kota Payakumbuh,2018,7355.0
Kota Payakumbuh,2019,9685.0
Kota Payakumbuh,2020,12836.0
Kota Payakumbuh,2021,7768.0
Kota Payakumbuh,2022,8470.4
Kota Payakumbuh,2023,8083.31
Kota Payakumbuh,2024,10447.0
Kota Pekalongan,2018,5773.0
Kota Pekalongan,2019,5559.0
Kota Pekalongan,2020,6386.0
Kota Pekalongan,2021,5587.0
Kota Pekalongan,2022,6387.67
Kota Pekalongan,2023,5345.05
Kota Pekalongan,2024,6360.0
Kota Pekanbaru,2018,7585.0
Kota Pekanbaru,2019,8722.0
Kota Pekanbaru,2020,10622.0
Kota Pekanbaru,2021,8996.0
Kota Pekanbaru,2022,10118.65
Kota Pekanbaru,2023,9440.08
Kota Pekanbaru,2024,10295.0
Kota Pematang Siantar,2018,9199.0
Kota Pematang Siantar,2019,8475.0
Kota Pematang Siantar,2020,8997.0
Kota Pematang Siantar,2021,8995.0
Kota Pematang Siantar,2022,9521.35
Kota Pematang Siantar,2023,11936.48
Kota Pematang Siantar,2024,10567.0
Kota Pontianak,2018,5671.0
Kota Pontianak,2019,6678.0
Kota Pontianak,2020,6407.0
Kota Pontianak,2021,6681.0
Kota Pontianak,2022,8111.67
Kota Pontianak,2023,7416.52
Kota Pontianak,2024,10867.0
Kota Prabumulih,2018,6918.0
Kota Prabumulih,2019,4120.0
Kota Prabumulih,2020,6228.0
Kota Prabumulih,2021,4385.0
Kota Prabumulih,2022,5283.89
Kota Prabumulih,2023,5922.89
Kota Prabumulih,2024,8929.0
Kota Probolinggo,2018,7938.0
Kota Probolinggo,2019,6903.0
Kota Probolinggo,2020,6217.0
Kota Probolinggo,2021,5846.0
Kota Probolinggo,2022,5743.29
Kota Probolinggo,2023,5458.07
Kota Probolinggo,2024,6563.0
Kota Sabang,2018,7452.0
Kota Sabang,2019,9533.0
Kota Sabang,2020,8787.0
Kota Sabang,2021,7602.0
Kota Sabang,2022,10179.16
Kota Sabang,2023,9966.15
Kota Sabang,2024,9582.0
Kota Salatiga,2018,10708.0
Kota Salatiga,2019,10960.0
Kota Salatiga,2020,9747.0
Kota Salatiga,2021,10680.0
Kota Salatiga,2022,13402.66
Kota Salatiga,2023,14479.62
Kota Salatiga,2024,14150.0
Kota Samarinda,2018,8182.0
Kota Samarinda,2019,8369.0
Kota Samarinda,2020,10883.0
Kota Samarinda,2021,6887.0
Kota Samarinda,2022,9291.24
Kota Samarinda,2023,10816.21
Kota Samarinda,2024,12485.0
Kota Sawah Lunto,2018,6337.0
Kota Sawah Lunto,2019,5840.0
Kota Sawah Lunto,2020,9531.0
Kota Sawah Lunto,2021,6668.0
Kota Sawah Lunto,2022,6957.8
Kota Sawah Lunto,2023,6859.97
Kota Sawah Lunto,2024,9739.0
Kota Semarang,2018,9378.0
Kota Semarang,2019,10227.0
Kota Semarang,2020,9642.0
Kota Semarang,2021,9208.0
Kota Semarang,2022,10749.59
Kota Semarang,2023,8956.83
Kota Semarang,2024,12475.0
Kota Serang,2018,9484.0
Kota Serang,2019,7258.0
Kota Serang,2020,10685.0
Kota Serang,2021,6430.0
Kota Serang,2022,6980.98
Kota Serang,2023,7698.9
Kota Serang,2024,9344.0
Kota Sibolga,2018,5061.0
Kota Sibolga,2019,6526.0
Kota Sibolga,2020,7110.0
Kota Sibolga,2021,6283.0
Kota Sibolga,2022,8027.97
Kota Sibolga,2023,7206.36
Kota Sibolga,2024,8362.0
Kota Singkawang,2018,5335.0
Kota Singkawang,2019,6309.0
Kota Singkawang,2020,7790.0
Kota Singkawang,2021,6087.0
Kota Singkawang,2022,8286.61
Kota Singkawang,2023,6826.99
Kota Singkawang,2024,10996.0
Kota Solok,2018,7881.0
Kota Solok,2019,9073.0
Kota Solok,2020,9799.0
Kota Solok,2021,7608.0
Kota Solok,2022,10008.74
Kota Solok,2023,9890.89
Kota Solok,2024,10677.0
Kota Sorong,2018,10226.0
Kota Sorong,2019,7496.0
Kota Sorong,2020,9400.0
