Kabupaten/Kota,Tahun,Pengeluaran Perkapita Kacang-Kacangan
Pacitan,2024,4543.0
Padang Lawas,2018,1999.93
Padang Lawas,2019,1946.66
Padang Lawas,2020,1958.06
Padang Lawas,2021,1970.75
Padang Lawas,2022,2534.07
Padang Lawas,2023,2412.21
Padang Lawas,2024,2377.0
Padang Lawas Utara,2018,1755.82
Padang Lawas Utara,2019,1970.76
Padang Lawas Utara,2020,1920.51
Padang Lawas Utara,2021,2058.42
Padang Lawas Utara,2022,2482.78
Padang Lawas Utara,2023,2388.59
Padang Lawas Utara,2024,2555.0
Padang Pariaman,2018,1766.17
Padang Pariaman,2019,1542.48
Padang Pariaman,2020,1695.63
Padang Pariaman,2021,1759.74
Padang Pariaman,2022,1868.52
Padang Pariaman,2023,2128.78
Padang Pariaman,2024,2083.0
Pakpak Bharat,2018,1836.63
Pakpak Bharat,2019,2248.63
Pakpak Bharat,2020,2043.14
Pakpak Bharat,2021,2153.55
Pakpak Bharat,2022,2302.62
Pakpak Bharat,2023,2426.52
Pakpak Bharat,2024,2319.0
Pamekasan,2018,3180.67
Pamekasan,2019,2602.06
Pamekasan,2020,2720.54
Pamekasan,2021,2857.11
Pamekasan,2022,2650.71
Pamekasan,2023,3100.99
Pamekasan,2024,2865.0
Pandeglang,2018,2072.74
Pandeglang,2019,1961.82
Pandeglang,2020,2233.63
Pandeglang,2021,2565.64
Pandeglang,2022,2692.98
Pandeglang,2023,2894.13
Pandeglang,2024,2354.0
Pangandaran,2018,2952.24
Pangandaran,2019,3042.75
Pangandaran,2020,2888.78
Pangandaran,2021,2975.94
Pangandaran,2022,3357.24
Pangandaran,2023,3795.21
Pangandaran,2024,4232.0
Pangkajene dan Kepulauan,2018,1651.27
Pangkajene dan Kepulauan,2019,1328.28
Pangkajene dan Kepulauan,2020,1377.69
Pangkajene dan Kepulauan,2021,1811.77
Pangkajene dan Kepulauan,2022,1896.59
Pangkajene dan Kepulauan,2023,2542.43
Pangkajene dan Kepulauan,2024,2154.0
Paniai,2018,2355.51
Paniai,2019,3032.53
Paniai,2020,2343.05
Paniai,2021,4038.02
Paniai,2022,739.09
Paniai,2023,1991.19
Paniai,2024,1934.0
Parigi Moutong,2018,1624.65
Parigi Moutong,2019,1912.36
Parigi Moutong,2020,1908.25
Parigi Moutong,2021,1869.52
Parigi Moutong,2022,2215.17
Parigi Moutong,2023,2221.47
Parigi Moutong,2024,2325.0
Pasaman,2018,1641.45
Pasaman,2019,1689.74
Pasaman,2020,1600.56
Pasaman,2021,1772.12
Pasaman,2022,1990.27
Pasaman,2023,2091.38
Pasaman,2024,2144.0
Pasaman Barat,2018,1614.21
Pasaman Barat,2019,1747.9
Pasaman Barat,2020,1678.18
Pasaman Barat,2021,1744.16
Pasaman Barat,2022,2134.62
Pasaman Barat,2023,1952.7
Pasaman Barat,2024,2078.0
Paser,2018,2787.17
Paser,2019,2994.4
Paser,2020,3395.07
Paser,2021,3841.56
Paser,2022,3726.46
Paser,2023,4216.65
Paser,2024,3451.0
Pasuruan,2018,4758.12
Pasuruan,2019,4943.98
Pasuruan,2020,4385.22
Pasuruan,2021,4453.68
Pasuruan,2022,4857.89
Pasuruan,2023,5230.0
Pasuruan,2024,4517.0
Pati,2018,2143.3
Pati,2019,2095.2
Pati,2020,2173.09
Pati,2021,2439.32
Pati,2022,2694.28
Pati,2023,3025.53
Pati,2024,2822.0
Pegunungan Arfak,2018,355.78
Pegunungan Arfak,2019,408.5
Pegunungan Arfak,2020,313.89
Pegunungan Arfak,2021,990.3
Pegunungan Arfak,2022,1021.24
Pegunungan Arfak,2023,1754.42
Pegunungan Arfak,2024,983.0
Pegunungan Bintang,2018,2724.76
Pegunungan Bintang,2019,7635.28
Pegunungan Bintang,2020,3290.62
Pegunungan Bintang,2021,1339.27
Pegunungan Bintang,2022,362.35
Pegunungan Bintang,2023,1169.12
Pegunungan Bintang,2024,3405.0
Pekalongan,2018,2583.35
Pekalongan,2019,2567.86
Pekalongan,2020,2894.54
Pekalongan,2021,3073.45
Pekalongan,2022,3338.04
Pekalongan,2023,3942.35
Pekalongan,2024,3666.0
Pelalawan,2018,2299.94
Pelalawan,2019,2612.58
Pelalawan,2020,2943.64
Pelalawan,2021,2661.57
Pelalawan,2022,3238.95
Pelalawan,2023,2902.79
Pelalawan,2024,2794.0
Pemalang,2018,3350.92
Pemalang,2019,3315.77
Pemalang,2020,3450.41
Pemalang,2021,3803.85
Pemalang,2022,3532.69
Pemalang,2023,4381.99
Pemalang,2024,4188.0
Penajam Paser Utara,2018,3850.03
Penajam Paser Utara,2019,3906.38
Penajam Paser Utara,2020,3378.71
Penajam Paser Utara,2021,3745.94
Penajam Paser Utara,2022,3771.85
Penajam Paser Utara,2023,4034.67
Penajam Paser Utara,2024,3619.0
Penukal Abab Lematang Ilir,2018,1512.13
Penukal Abab Lematang Ilir,2019,1767.68
Penukal Abab Lematang Ilir,2020,1885.81
Penukal Abab Lematang Ilir,2021,1722.36
Penukal Abab Lematang Ilir,2022,2064.71
Penukal Abab Lematang Ilir,2023,2228.57
Penukal Abab Lematang Ilir,2024,2093.0
Pesawaran,2018,2904.41
Pesawaran,2019,2955.45
Pesawaran,2020,2993.29
Pesawaran,2021,3119.96
Pesawaran,2022,3145.43
Pesawaran,2023,3949.0
Pesawaran,2024,4002.0
Pesisir Barat,2018,2813.96
Pesisir Barat,2019,2697.89
Pesisir Barat,2020,2442.14
Pesisir Barat,2021,2748.2
Pesisir Barat,2022,2470.05
Pesisir Barat,2023,2745.23
Pesisir Barat,2024,3540.0
Pesisir Selatan,2018,1412.85
Pesisir Selatan,2019,1490.88
Pesisir Selatan,2020,1497.83
Pesisir Selatan,2021,1593.86
Pesisir Selatan,2022,1831.1
Pesisir Selatan,2023,1986.16
Pesisir Selatan,2024,1884.0
Pidie,2018,1116.75
Pidie,2019,1017.11
Pidie,2020,1474.19
Pidie,2021,1470.29
Pidie,2022,1471.89
Pidie,2023,1549.68
Pidie,2024,1525.0
Pidie Jaya,2018,1322.81
Pidie Jaya,2019,1377.87
Pidie Jaya,2020,1885.54
Pidie Jaya,2021,1838.26
Pidie Jaya,2022,1742.77
Pidie Jaya,2023,1853.06
Pidie Jaya,2024,1693.0
Pinrang,2018,1378.71
Pinrang,2019,1292.16
Pinrang,2020,1417.9
Pinrang,2021,1655.79
Pinrang,2022,1297.9
Pinrang,2023,1677.25
Pinrang,2024,1540.0
Pohuwato,2018,1052.38
Pohuwato,2019,1258.81
Pohuwato,2020,1037.28
Pohuwato,2021,1329.52
Pohuwato,2022,1344.26
Pohuwato,2023,1415.47
Pohuwato,2024,1375.0
Polewali Mandar,2018,1153.48
Polewali Mandar,2019,1180.56
Polewali Mandar,2020,1234.33
Polewali Mandar,2021,1524.58
Polewali Mandar,2022,1430.05
Polewali Mandar,2023,1826.97
Polewali Mandar,2024,2001.0
Ponorogo,2018,3392.44
Ponorogo,2019,3279.97
Ponorogo,2020,3443.05
Ponorogo,2021,3584.18
Ponorogo,2022,3347.47
Ponorogo,2023,3991.19
Ponorogo,2024,3877.0
Poso,2018,1918.14
Poso,2019,2054.36
Poso,2020,2197.04
Poso,2021,2657.78
Poso,2022,2674.46
Poso,2023,3134.84
Poso,2024,3241.0
Pringsewu,2018,2623.64
Pringsewu,2019,2489.56
Pringsewu,2020,2871.49
Pringsewu,2021,3486.3
Pringsewu,2022,3447.87
Pringsewu,2023,3672.25
Pringsewu,2024,4046.0
Probolinggo,2018,3660.68
Probolinggo,2019,3393.57
Probolinggo,2020,3515.59
Probolinggo,2021,3892.65
Probolinggo,2022,3848.11
Probolinggo,2023,4422.08
Probolinggo,2024,4401.0
Pulang Pisau,2018,2664.68
Pulang Pisau,2019,2799.52
Pulang Pisau,2020,2614.13
Pulang Pisau,2021,3461.19
Pulang Pisau,2022,3054.33
Pulang Pisau,2023,3302.57
Pulang Pisau,2024,2918.0
Pulau Morotai,2018,746.32
Pulau Morotai,2019,1164.42
Pulau Morotai,2020,904.87
Pulau Morotai,2021,1570.34
Pulau Morotai,2022,1314.5
Pulau Morotai,2023,2055.63
Pulau Morotai,2024,1313.0
Pulau Taliabu,2018,95.59
Pulau Taliabu,2019,216.83
Pulau Taliabu,2020,416.68
Pulau Taliabu,2021,177.71
Pulau Taliabu,2022,320.28
Pulau Taliabu,2023,663.85
Pulau Taliabu,2024,385.0
Puncak,2018,25.62
Puncak,2019,25.62
Puncak,2020,25.62
Puncak,2021,327.78
Puncak,2022,235.34
Puncak,2023,1203.32
Puncak,2024,1378.0
Puncak Jaya,2018,4870.78
Puncak Jaya,2019,1426.79
Puncak Jaya,2020,3346.14
Puncak Jaya,2021,987.39
Puncak Jaya,2022,15748.46
Puncak Jaya,2023,6141.96
Puncak Jaya,2024,66.0
Purbalingga,2018,3105.87
Purbalingga,2019,2893.22
Purbalingga,2020,2798.77
Purbalingga,2021,3347.11
Purbalingga,2022,3255.14
Purbalingga,2023,4079.83
Purbalingga,2024,4329.0
Purwakarta,2018,2945.97
Purwakarta,2019,2984.48
Purwakarta,2020,2596.12
Purwakarta,2021,3325.24
Purwakarta,2022,3290.56
Purwakarta,2023,3726.87
Purwakarta,2024,4107.0
Purworejo,2018,2952.34
Purworejo,2019,2717.62
Purworejo,2020,3040.89
Purworejo,2021,3297.49
Purworejo,2022,3169.47
Purworejo,2023,3334.8
Purworejo,2024,3847.0
Raja Ampat,2018,1411.09
Raja Ampat,2019,1574.92
Raja Ampat,2020,1472.47
Raja Ampat,2021,1184.14
Raja Ampat,2022,781.11
Raja Ampat,2023,666.13
Raja Ampat,2024,1219.0
Rejang Lebong,2018,2476.54
Rejang Lebong,2019,2360.6
Rejang Lebong,2020,2265.11
Rejang Lebong,2021,2598.44
Rejang Lebong,2022,2864.02
Rejang Lebong,2023,3300.17
Rejang Lebong,2024,2776.0
Rembang,2018,3044.71
Rembang,2019,2755.61
Rembang,2020,2750.81
Rembang,2021,3238.66
Rembang,2022,3541.7
Rembang,2023,3810.87
Rembang,2024,4248.0
Rokan Hilir,2018,1831.27
Rokan Hilir,2019,1977.07
Rokan Hilir,2020,2051.17
Rokan Hilir,2021,2435.54
Rokan Hilir,2022,2359.5
Rokan Hilir,2023,2321.63
Rokan Hilir,2024,2213.0
Rokan Hulu,2018,2280.16
Rokan Hulu,2019,2047.98
Rokan Hulu,2020,2179.34
Rokan Hulu,2021,2451.42
Rokan Hulu,2022,2484.26
Rokan Hulu,2023,2454.47
Rokan Hulu,2024,2700.0
Rote Ndao,2018,1139.14
Rote Ndao,2019,1273.62
Rote Ndao,2020,1199.88
Rote Ndao,2021,1767.71
Rote Ndao,2022,784.1
Rote Ndao,2023,1109.08
Rote Ndao,2024,1519.0
Sabu Raijua,2018,3034.99
Sabu Raijua,2019,3976.16
Sabu Raijua,2020,4614.49
Sabu Raijua,2021,5362.56
Sabu Raijua,2022,3781.66
Sabu Raijua,2023,4412.58
Sabu Raijua,2024,3284.0
Sambas,2018,1649.92
Sambas,2019,1747.05
Sambas,2020,1742.95
Sambas,2021,1819.31
Sambas,2022,1539.43
Sambas,2023,2031.97
Sambas,2024,1717.0
Samosir,2018,1557.64
Samosir,2019,1463.84
Samosir,2020,1859.46
Samosir,2021,1877.54
Samosir,2022,1896.67
Samosir,2023,2227.19
Samosir,2024,2863.0
Sampang,2018,3940.48
Sampang,2019,3164.07
Sampang,2020,3382.13
Sampang,2021,3710.2
Sampang,2022,2912.48
Sampang,2023,3146.91
Sampang,2024,3423.0
Sanggau,2018,1752.46
Sanggau,2019,1521.32
Sanggau,2020,1813.12
Sanggau,2021,2268.34
Sanggau,2022,2341.7
Sanggau,2023,2142.34
Sanggau,2024,2204.0
Sarmi,2018,3678.42
Sarmi,2019,2334.17
Sarmi,2020,1880.79
Sarmi,2021,1567.5
Sarmi,2022,1532.0
Sarmi,2023,2001.28
Sarmi,2024,3157.0
Sarolangun,2018,2163.65
Sarolangun,2019,2209.62
Sarolangun,2020,1912.47
Sarolangun,2021,2118.0
Sarolangun,2022,2346.65
Sarolangun,2023,2502.83
Sarolangun,2024,2386.0
Sekadau,2018,1597.23
Sekadau,2019,1336.41
Sekadau,2020,2023.88
Sekadau,2021,1893.91
Sekadau,2022,2374.24
Sekadau,2023,2218.14
Sekadau,2024,2633.0
Seluma,2018,1988.99
Seluma,2019,2103.86
Seluma,2020,1868.87
Seluma,2021,2074.17
Seluma,2022,2784.35
Seluma,2023,2836.52
Seluma,2024,2396.0
Semarang,2018,3464.73
Semarang,2019,3623.53
Semarang,2020,3540.82
Semarang,2021,4423.72
Semarang,2022,4408.82
Semarang,2023,5318.14
Semarang,2024,4690.0
Seram Bagian Barat,2018,711.21
Seram Bagian Barat,2019,716.75
Seram Bagian Barat,2020,1015.55
Seram Bagian Barat,2021,870.08
Seram Bagian Barat,2022,1002.98
Seram Bagian Barat,2023,1347.79
Seram Bagian Barat,2024,1044.0
Seram Bagian Timur,2018,707.21
Seram Bagian Timur,2019,956.88
Seram Bagian Timur,2020,820.23
Seram Bagian Timur,2021,802.24
Seram Bagian Timur,2022,906.99
Seram Bagian Timur,2023,1024.89
Seram Bagian Timur,2024,622.0
Serang,2018,2671.18
Serang,2019,2841.05
Serang,2020,2600.02
Serang,2021,2768.86
Serang,2022,3482.88
Serang,2023,3893.1
Serang,2024,3174.0
Serdang Bedagai,2018,1776.14
Serdang Bedagai,2019,1918.0
Serdang Bedagai,2020,1749.98
Serdang Bedagai,2021,2050.73
Serdang Bedagai,2022,2185.81
Serdang Bedagai,2023,2560.59
Serdang Bedagai,2024,2356.0
Seruyan,2018,2505.63
Seruyan,2019,2529.41
Seruyan,2020,2888.4
Seruyan,2021,3000.89
Seruyan,2022,3759.46
Seruyan,2023,2974.95
Seruyan,2024,3186.0
Siak,2018,2380.4
Siak,2019,2472.82
Siak,2020,2589.96
Siak,2021,2720.65
Siak,2022,2670.49
Siak,2023,3807.21
Siak,2024,3190.0
Siau Tagulandang Biaro,2018,1214.19
Siau Tagulandang Biaro,2019,879.52
Siau Tagulandang Biaro,2020,1012.8
Siau Tagulandang Biaro,2021,892.18
Siau Tagulandang Biaro,2022,1207.11
Siau Tagulandang Biaro,2023,1211.68
Siau Tagulandang Biaro,2024,1049.0
Sidenreng Rappang,2018,1957.33
Sidenreng Rappang,2019,1903.23
Sidenreng Rappang,2020,1973.81
Sidenreng Rappang,2021,2402.06
Sidenreng Rappang,2022,1976.31
Sidenreng Rappang,2023,1967.15
Sidenreng Rappang,2024,2059.0
Sidoarjo,2018,4189.73
Sidoarjo,2019,4201.27
Sidoarjo,2020,4146.04
Sidoarjo,2021,4534.25
Sidoarjo,2022,4974.16
Sidoarjo,2023,5163.41
Sidoarjo,2024,5141.0
Sigi,2018,1708.87
Sigi,2019,1897.82
Sigi,2020,1873.64
Sigi,2021,2290.72
Sigi,2022,2380.06
Sigi,2023,2664.47
Sigi,2024,2704.0
Sijunjung,2018,1640.59
Sijunjung,2019,1661.16
Sijunjung,2020,1758.39
Sijunjung,2021,2014.47
Sijunjung,2022,2114.14
Sijunjung,2023,2522.01
Sijunjung,2024,2363.0
Sikka,2018,820.33
Sikka,2019,702.88
Sikka,2020,937.1
Sikka,2021,960.85
Sikka,2022,877.63
Sikka,2023,1009.31
Sikka,2024,834.0
Simalungun,2018,1932.89
Simalungun,2019,1752.89
Simalungun,2020,2094.89
Simalungun,2021,2339.64
Simalungun,2022,2137.7
Simalungun,2023,2902.17
Simalungun,2024,2445.0
Simeulue,2018,382.89
Simeulue,2019,595.56
Simeulue,2020,612.63
Simeulue,2021,475.28
Simeulue,2022,582.48
Simeulue,2023,879.34
Simeulue,2024,519.0
Sinjai,2018,1126.02
Sinjai,2019,1613.55
Sinjai,2020,1723.06
Sinjai,2021,1822.46
Sinjai,2022,1649.88
Sinjai,2023,1903.56
Sinjai,2024,1861.0
Sintang,2018,1496.37
Sintang,2019,1728.96
Sintang,2020,1788.9
Sintang,2021,1826.34
Sintang,2022,2023.93
Sintang,2023,2431.31
Sintang,2024,2311.0
Situbondo,2018,4145.78
Situbondo,2019,3996.72
Situbondo,2020,4070.69
Situbondo,2021,4610.96
Situbondo,2022,3935.09
Situbondo,2023,4539.7
Situbondo,2024,4153.0
Sleman,2018,3271.65
Sleman,2019,2829.27
Sleman,2020,2803.19
Sleman,2021,3397.36
Sleman,2022,3693.44
Sleman,2023,4781.82
Sleman,2024,4345.0
Solok,2018,2237.66
Solok,2019,2225.72
Solok,2020,1964.16
Solok,2021,2495.77
Solok,2022,2563.74
Solok,2023,2699.04
Solok,2024,2770.0
Solok Selatan,2018,2019.45
Solok Selatan,2019,2138.21
Solok Selatan,2020,2023.45
Solok Selatan,2021,2552.97
Solok Selatan,2022,2536.34
Solok Selatan,2023,2739.49
Solok Selatan,2024,2910.0
Soppeng,2018,1097.95
Soppeng,2019,1215.87
Soppeng,2020,1326.65
Soppeng,2021,1354.37
Soppeng,2022,1178.83
Soppeng,2023,1698.16
Soppeng,2024,1681.0
Sorong,2018,2699.05
Sorong,2019,3005.41
Sorong,2020,2477.89
Sorong,2021,3027.23
Sorong,2022,3162.24
Sorong,2023,2967.81
Sorong,2024,1139.0
Sorong Selatan,2018,1490.87
Sorong Selatan,2019,1252.82
Sorong Selatan,2020,1412.56
Sorong Selatan,2021,810.54
Sorong Selatan,2022,703.52
Sorong Selatan,2023,476.51
Sorong Selatan,2024,4223.0
Sragen,2018,3300.88
Sragen,2019,3135.47
Sragen,2020,3448.74
Sragen,2021,3784.98
Sragen,2022,3963.54
Sragen,2023,4662.17
Sragen,2024,4556.0
Subang,2018,2653.86
Subang,2019,2354.95
Subang,2020,2582.33
Subang,2021,2967.95
Subang,2022,3320.6
Subang,2023,3607.49
Subang,2024,3240.0
Sukabumi,2018,2184.76
Sukabumi,2019,2396.2
Sukabumi,2020,2262.32
Sukabumi,2021,2582.45
Sukabumi,2022,2866.25
Sukabumi,2023,3347.83
Sukabumi,2024,2795.0
Sukamara,2018,3080.42
Sukamara,2019,2547.08
Sukamara,2020,2794.94
Sukamara,2021,3549.59
Sukamara,2022,3496.74
Sukamara,2023,3365.34
Sukamara,2024,3424.0
Sukoharjo,2018,3119.23
Sukoharjo,2019,3260.23
Sukoharjo,2020,2892.72
Sukoharjo,2021,3536.58
Sukoharjo,2022,3652.72
Sukoharjo,2023,4308.31
Sukoharjo,2024,4172.0
Sumba Barat,2018,989.04
Sumba Barat,2019,905.65
Sumba Barat,2020,1126.48
Sumba Barat,2021,1115.52
Sumba Barat,2022,1314.39
Sumba Barat,2023,1520.01
Sumba Barat,2024,1369.0
Sumba Barat Daya,2018,993.53
Sumba Barat Daya,2019,988.26
Sumba Barat Daya,2020,1243.58
Sumba Barat Daya,2021,1908.96
Sumba Barat Daya,2022,1665.26
Sumba Barat Daya,2023,1317.33
Sumba Barat Daya,2024,1353.0
Sumba Tengah,2018,478.71
Sumba Tengah,2019,748.55
Sumba Tengah,2020,681.66
Sumba Tengah,2021,1134.03
Sumba Tengah,2022,1015.01
Sumba Tengah,2023,1177.02
Sumba Tengah,2024,880.0
Sumba Timur,2018,1054.89
Sumba Timur,2019,889.4
Sumba Timur,2020,1183.68
Sumba Timur,2021,1474.84
Sumba Timur,2022,1694.43
Sumba Timur,2023,1669.8
Sumba Timur,2024,1504.0
Sumbawa,2018,2079.99
Sumbawa,2019,2124.61
Sumbawa,2020,1875.45
Sumbawa,2021,2256.73
Sumbawa,2022,2535.76
Sumbawa,2023,2696.64
Sumbawa,2024,2856.0
Sumbawa Barat,2018,2275.11
Sumbawa Barat,2019,1838.43
Sumbawa Barat,2020,2588.68
Sumbawa Barat,2021,3048.3
Sumbawa Barat,2022,2976.56
Sumbawa Barat,2023,2728.85
Sumbawa Barat,2024,2732.0
Sumedang,2018,2414.58
Sumedang,2019,2217.92
Sumedang,2020,2973.74
Sumedang,2021,3234.91
Sumedang,2022,3263.23
Sumedang,2023,3799.15
Sumedang,2024,3604.0
Sumenep,2018,4320.75
Sumenep,2019,3538.13
Sumenep,2020,3339.26
Sumenep,2021,3748.33
Sumenep,2022,5366.75
Sumenep,2023,6113.92
Sumenep,2024,5016.0
Supiori,2018,1514.74
Supiori,2019,1664.28
Supiori,2020,1493.2
Supiori,2021,1980.02
Supiori,2022,2513.04
Supiori,2023,2088.41
Supiori,2024,2948.0
Tabalong,2018,1871.9
Tabalong,2019,2332.1
Tabalong,2020,2521.32
Tabalong,2021,2432.89
Tabalong,2022,3222.17
Tabalong,2023,3114.03
Tabalong,2024,3023.0
Tabanan,2018,2819.08
Tabanan,2019,2875.79
Tabanan,2020,2517.93
Tabanan,2021,3370.22
Tabanan,2022,2936.49
Tabanan,2023,3557.78
Tabanan,2024,2639.0
Takalar,2018,1013.98
Takalar,2019,941.77
Takalar,2020,1080.52
Takalar,2021,1329.39
Takalar,2022,1342.72
Takalar,2023,1651.45
Takalar,2024,1530.0
Tambrauw,2018,356.65
Tambrauw,2019,873.16
Tambrauw,2020,415.66
Tambrauw,2021,830.36
Tambrauw,2022,1361.91
Tambrauw,2023,631.08
Tambrauw,2024,2912.0
Tana Tidung,2018,3574.5
Tana Tidung,2019,3644.68
Tana Tidung,2020,2540.29
Tana Tidung,2021,3375.96
Tana Tidung,2022,3627.25
Tana Tidung,2023,3245.06
Tana Tidung,2024,3592.0
Tana Toraja,2018,1983.94
Tana Toraja,2019,1965.0
Tana Toraja,2020,1872.59
Tana Toraja,2021,1597.66
Tana Toraja,2022,1643.92
Tana Toraja,2023,1884.35
Tana Toraja,2024,2038.0
Tanah Bumbu,2018,2384.75
Tanah Bumbu,2019,2479.01
Tanah Bumbu,2020,2470.8
Tanah Bumbu,2021,3221.93
Tanah Bumbu,2022,3289.98
Tanah Bumbu,2023,3555.93
Tanah Bumbu,2024,3945.0
Tanah Datar,2018,1935.71
Tanah Datar,2019,1882.33
Tanah Datar,2020,1887.56
Tanah Datar,2021,1870.24
Tanah Datar,2022,1933.95
Tanah Datar,2023,2423.11
Tanah Datar,2024,2310.0
Tanah Laut,2018,2058.95
Tanah Laut,2019,2044.39
Tanah Laut,2020,2591.81
Tanah Laut,2021,2649.14
Tanah Laut,2022,2784.59
Tanah Laut,2023,2731.53
Tanah Laut,2024,2847.0
Tangerang,2018,2753.3
Tangerang,2019,2465.0
Tangerang,2020,2832.94
Tangerang,2021,3014.54
Tangerang,2022,3338.53
Tangerang,2023,3582.88
Tangerang,2024,3399.0
Tanggamus,2018,2850.33
Tanggamus,2019,2584.1
Tanggamus,2020,2512.8
Tanggamus,2021,2705.07
Tanggamus,2022,3162.42
Tanggamus,2023,3534.02
Tanggamus,2024,3252.0
Tanjung Jabung Barat,2018,2069.33
Tanjung Jabung Barat,2019,2045.99
Tanjung Jabung Barat,2020,2640.71
Tanjung Jabung Barat,2021,2460.04
Tanjung Jabung Barat,2022,2558.16
Tanjung Jabung Barat,2023,2686.57
Tanjung Jabung Barat,2024,2813.0
Tanjung Jabung Timur,2018,2253.7
Tanjung Jabung Timur,2019,2229.06
Tanjung Jabung Timur,2020,2492.4
Tanjung Jabung Timur,2021,2894.85
Tanjung Jabung Timur,2022,2882.79
Tanjung Jabung Timur,2023,3209.33
Tanjung Jabung Timur,2024,2818.0
Tapanuli Selatan,2018,2071.13
Tapanuli Selatan,2019,1968.15
Tapanuli Selatan,2020,2164.38
Tapanuli Selatan,2021,2181.55
Tapanuli Selatan,2022,2199.46
Tapanuli Selatan,2023,2539.03
Tapanuli Selatan,2024,2627.0
Tapanuli Tengah,2018,877.3
Tapanuli Tengah,2019,997.23
Tapanuli Tengah,2020,1071.17
Tapanuli Tengah,2021,1280.46
Tapanuli Tengah,2022,1311.67
Tapanuli Tengah,2023,1731.98
Tapanuli Tengah,2024,1536.0
Tapanuli Utara,2018,1618.59
Tapanuli Utara,2019,1591.27
Tapanuli Utara,2020,1870.44
Tapanuli Utara,2021,2246.36
Tapanuli Utara,2022,2374.55
Tapanuli Utara,2023,2820.75
Tapanuli Utara,2024,2306.0
Tapin,2018,2255.53
Tapin,2019,2157.55
Tapin,2020,2461.93
Tapin,2021,2800.03
Tapin,2022,2606.68
Tapin,2023,2838.15
Tapin,2024,2748.0
Tasikmalaya,2018,2081.24
Tasikmalaya,2019,2139.38
Tasikmalaya,2020,2292.4
Tasikmalaya,2021,2555.91
Tasikmalaya,2022,2883.77
Tasikmalaya,2023,2857.99
Tasikmalaya,2024,2874.0
Tebo,2018,2228.76
Tebo,2019,2193.23
Tebo,2020,2383.7
Tebo,2021,2225.11
Tebo,2022,2489.61
Tebo,2023,2512.12
Tebo,2024,2410.0
Tegal,2018,3216.19
Tegal,2019,3085.3
Tegal,2020,3725.91
Tegal,2021,4038.58
Tegal,2022,3758.54
Tegal,2023,3657.28
Tegal,2024,3565.0
Teluk Bintuni,2018,3249.15
Teluk Bintuni,2019,3340.11
Teluk Bintuni,2020,3021.9
Teluk Bintuni,2021,3392.57
Teluk Bintuni,2022,3127.76
Teluk Bintuni,2023,3849.02
Teluk Bintuni,2024,3042.0
Teluk Wondama,2018,2135.39
Teluk Wondama,2019,2582.58
Teluk Wondama,2020,3403.32
Teluk Wondama,2021,1624.43
Teluk Wondama,2022,1651.56
Teluk Wondama,2023,1674.31
Teluk Wondama,2024,1614.0
Temanggung,2018,2370.36
Temanggung,2019,2271.53
Temanggung,2020,2413.89
Temanggung,2021,2848.92
Temanggung,2022,3013.97
Temanggung,2023,3484.5
Temanggung,2024,3467.0
Timor Tengah Selatan,2018,2109.84
Timor Tengah Selatan,2019,2148.75
Timor Tengah Selatan,2020,2329.59
Timor Tengah Selatan,2021,2602.81
Timor Tengah Selatan,2022,3656.68
Timor Tengah Selatan,2023,2855.5
Timor Tengah Selatan,2024,2368.0
Timor Tengah Utara,2018,2718.09
Timor Tengah Utara,2019,2336.07
Timor Tengah Utara,2020,2155.86
Timor Tengah Utara,2021,2878.67
Timor Tengah Utara,2022,3494.24
Timor Tengah Utara,2023,2890.7
Timor Tengah Utara,2024,2829.0
Toba Samosir,2018,1742.16
Toba Samosir,2019,1856.14
Toba Samosir,2020,2090.6
Toba Samosir,2021,2362.75
Toba Samosir,2022,2311.21
Toba Samosir,2023,2830.3
Toba Samosir,2024,2654.0
Tojo Una-Una,2018,908.84
Tojo Una-Una,2019,1123.56
Tojo Una-Una,2020,1247.4
Tojo Una-Una,2021,1191.98
Tojo Una-Una,2022,1352.22
Tojo Una-Una,2023,1383.85
Tojo Una-Una,2024,1220.0
Toli-Toli,2018,1407.9
Toli-Toli,2019,1336.44
Toli-Toli,2020,1755.83
Toli-Toli,2021,1437.86
Toli-Toli,2022,1964.94
Toli-Toli,2023,1769.75
Toli-Toli,2024,1841.0
Tolikara,2018,2293.35
Tolikara,2019,2060.16
Tolikara,2020,1963.25
Tolikara,2021,3393.94
Tolikara,2022,1500.25
Tolikara,2023,1151.89
Tolikara,2024,4279.0
Toraja Utara,2018,1420.57
Toraja Utara,2019,1473.58
Toraja Utara,2020,1754.3
Toraja Utara,2021,1900.44
Toraja Utara,2022,1715.66
Toraja Utara,2023,2595.1
Toraja Utara,2024,2223.0
Trenggalek,2018,2491.65
Trenggalek,2019,2474.37
Trenggalek,2020,2312.72
Trenggalek,2021,2854.96
Trenggalek,2022,2997.22
Trenggalek,2023,3306.4
Trenggalek,2024,3252.0
Tuban,2018,2958.62
Tuban,2019,2834.0
Tuban,2020,2723.35
Tuban,2021,3099.32
Tuban,2022,3465.22
Tuban,2023,3887.04
Tuban,2024,3152.0
Tulang Bawang Barat,2018,2353.46
Tulang Bawang Barat,2019,2199.49
Tulang Bawang Barat,2020,2360.3
Tulang Bawang Barat,2021,2391.29
Tulang Bawang Barat,2022,2437.88
Tulang Bawang Barat,2023,3192.1
Tulang Bawang Barat,2024,3893.0
