Kabupaten/Kota,Tahun,Pengeluaran Perkapita Padi-Padian
Jeneponto,2023,17192.68
Jeneponto,2024,18868.0
Jepara,2018,13941.22
Jepara,2019,12241.79
Jepara,2020,12270.51
Jepara,2021,13527.22
Jepara,2022,13975.04
Jepara,2023,15186.32
Jepara,2024,19081.0
Jombang,2018,13400.42
Jombang,2019,12916.58
Jombang,2020,12985.98
Jombang,2021,14116.54
Jombang,2022,14065.32
Jombang,2023,14442.03
Jombang,2024,20429.0
Kaimana,2018,17931.13
Kaimana,2019,15313.44
Kaimana,2020,19701.93
Kaimana,2021,18515.01
Kaimana,2022,19355.11
Kaimana,2023,20493.08
Kaimana,2024,22681.0
Kampar,2018,16132.72
Kampar,2019,15582.89
Kampar,2020,15763.59
Kampar,2021,17486.3
Kampar,2022,17931.53
Kampar,2023,20292.27
Kampar,2024,19830.0
Kapuas,2018,14818.21
Kapuas,2019,15366.77
Kapuas,2020,17410.72
Kapuas,2021,18018.21
Kapuas,2022,19803.14
Kapuas,2023,25241.27
Kapuas,2024,22886.0
Kapuas Hulu,2018,19619.16
Kapuas Hulu,2019,21358.59
Kapuas Hulu,2020,21760.99
Kapuas Hulu,2021,22149.63
Kapuas Hulu,2022,22389.5
Kapuas Hulu,2023,23757.89
Kapuas Hulu,2024,23580.0
Karanganyar,2018,11237.67
Karanganyar,2019,10375.83
Karanganyar,2020,12486.09
Karanganyar,2021,13080.94
Karanganyar,2022,13250.36
Karanganyar,2023,16460.71
Karanganyar,2024,20169.0
Karangasem,2018,19290.12
Karangasem,2019,16895.16
Karangasem,2020,21005.5
Karangasem,2021,22122.35
Karangasem,2022,21197.63
Karangasem,2023,23753.88
Karangasem,2024,23842.0
Karawang,2018,18022.86
Karawang,2019,14793.15
Karawang,2020,14213.2
Karawang,2021,15374.31
Karawang,2022,16513.36
Karawang,2023,18228.44
Karawang,2024,20871.0
Karimun,2018,16865.5
Karimun,2019,15180.39
Karimun,2020,15220.69
Karimun,2021,15441.78
Karimun,2022,13456.08
Karimun,2023,15241.19
Karimun,2024,16638.0
Karo,2018,27971.22
Karo,2019,25975.73
Karo,2020,24512.35
Karo,2021,26288.78
Karo,2022,26119.25
Karo,2023,30524.84
Karo,2024,31322.0
Katingan,2018,21714.63
Katingan,2019,20186.22
Katingan,2020,20058.76
Katingan,2021,20467.87
Katingan,2022,22513.25
Katingan,2023,23236.42
Katingan,2024,21909.0
Kaur,2018,21224.39
Kaur,2019,19337.93
Kaur,2020,20882.36
Kaur,2021,19101.92
Kaur,2022,20519.52
Kaur,2023,22778.42
Kaur,2024,25002.0
Kayong Utara,2018,20528.67
Kayong Utara,2019,18840.66
Kayong Utara,2020,18558.16
Kayong Utara,2021,17723.35
Kayong Utara,2022,18377.26
Kayong Utara,2023,21386.9
Kayong Utara,2024,23935.0
Kebumen,2018,12113.36
Kebumen,2019,12921.16
Kebumen,2020,12617.17
Kebumen,2021,11827.8
Kebumen,2022,11399.15
Kebumen,2023,13553.06
Kebumen,2024,18499.0
Kediri,2018,12758.76
Kediri,2019,12840.87
Kediri,2020,12387.72
Kediri,2021,14202.57
Kediri,2022,13944.32
Kediri,2023,17042.56
Kediri,2024,18295.0
Keerom,2018,13847.69
Keerom,2019,14511.87
Keerom,2020,12516.39
Keerom,2021,16568.08
Keerom,2022,13672.05
Keerom,2023,15053.8
Keerom,2024,21648.0
Kendal,2018,13575.77
Kendal,2019,12912.01
Kendal,2020,13150.98
Kendal,2021,13044.3
Kendal,2022,13085.9
Kendal,2023,15864.79
Kendal,2024,19788.0
Kep. Seribu,2018,23665.7
Kep. Seribu,2019,18108.13
Kep. Seribu,2020,20037.97
Kep. Seribu,2021,20185.4
Kep. Seribu,2022,20298.05
Kep. Seribu,2023,20372.03
Kep. Seribu,2024,23019.0
Kepahiang,2018,19337.99
Kepahiang,2019,19367.54
Kepahiang,2020,20355.37
Kepahiang,2021,21348.57
Kepahiang,2022,20084.29
Kepahiang,2023,21299.76
Kepahiang,2024,24945.0
Kepulauan Anambas,2018,18764.93
Kepulauan Anambas,2019,17012.19
Kepulauan Anambas,2020,15057.19
Kepulauan Anambas,2021,15000.06
Kepulauan Anambas,2022,15407.02
Kepulauan Anambas,2023,18445.86
Kepulauan Anambas,2024,18246.0
Kepulauan Aru,2018,16762.71
Kepulauan Aru,2019,16641.25
Kepulauan Aru,2020,17335.32
Kepulauan Aru,2021,19711.36
Kepulauan Aru,2022,20364.36
Kepulauan Aru,2023,22427.64
Kepulauan Aru,2024,26118.0
Kepulauan Mentawai,2018,18456.6
Kepulauan Mentawai,2019,14773.16
Kepulauan Mentawai,2020,15885.24
Kepulauan Mentawai,2021,18334.48
Kepulauan Mentawai,2022,16579.16
Kepulauan Mentawai,2023,20703.38
Kepulauan Mentawai,2024,21553.0
Kepulauan Meranti,2018,14804.6
Kepulauan Meranti,2019,14733.71
Kepulauan Meranti,2020,15324.95
Kepulauan Meranti,2021,15194.21
Kepulauan Meranti,2022,15863.77
Kepulauan Meranti,2023,18307.82
Kepulauan Meranti,2024,20514.0
Kepulauan Sangihe,2018,18719.78
Kepulauan Sangihe,2019,15807.14
Kepulauan Sangihe,2020,16598.07
Kepulauan Sangihe,2021,16662.23
Kepulauan Sangihe,2022,17579.42
Kepulauan Sangihe,2023,19290.93
Kepulauan Sangihe,2024,21971.0
Kepulauan Selayar,2018,16561.42
Kepulauan Selayar,2019,20108.47
Kepulauan Selayar,2020,17421.43
Kepulauan Selayar,2021,18104.31
Kepulauan Selayar,2022,19227.05
Kepulauan Selayar,2023,22326.6
Kepulauan Selayar,2024,25463.0
Kepulauan Sula,2018,23237.75
Kepulauan Sula,2019,22180.31
Kepulauan Sula,2020,20798.42
Kepulauan Sula,2021,20374.29
Kepulauan Sula,2022,20837.1
Kepulauan Sula,2023,29097.0
Kepulauan Sula,2024,27964.0
Kepulauan Talaud,2018,17158.15
Kepulauan Talaud,2019,16235.47
Kepulauan Talaud,2020,17059.03
Kepulauan Talaud,2021,19894.1
Kepulauan Talaud,2022,20235.09
Kepulauan Talaud,2023,17877.78
Kepulauan Talaud,2024,22025.0
Kepulauan Yapen,2018,11302.46
Kepulauan Yapen,2019,10281.77
Kepulauan Yapen,2020,10689.95
Kepulauan Yapen,2021,11701.75
Kepulauan Yapen,2022,11921.75
Kepulauan Yapen,2023,13151.3
Kepulauan Yapen,2024,23109.0
Kerinci,2018,17904.01
Kerinci,2019,17761.15
Kerinci,2020,19184.06
Kerinci,2021,18275.4
Kerinci,2022,17693.72
Kerinci,2023,21620.56
Kerinci,2024,24424.0
Ketapang,2018,19161.35
Ketapang,2019,18608.59
Ketapang,2020,18829.76
Ketapang,2021,19218.08
Ketapang,2022,17958.68
Ketapang,2023,19847.98
Ketapang,2024,23942.0
Klaten,2018,13764.95
Klaten,2019,13397.59
Klaten,2020,13982.16
Klaten,2021,14350.16
Klaten,2022,13242.64
Klaten,2023,14399.03
Klaten,2024,17820.0
Klungkung,2018,20113.49
Klungkung,2019,16325.54
Klungkung,2020,21087.13
Klungkung,2021,23745.16
Klungkung,2022,22787.29
Klungkung,2023,22416.73
Klungkung,2024,27986.0
Kolaka,2018,15640.43
Kolaka,2019,16308.56
Kolaka,2020,17626.53
Kolaka,2021,15927.55
Kolaka,2022,15234.77
Kolaka,2023,20820.69
Kolaka,2024,26381.0
Kolaka Timur,2018,17802.34
Kolaka Timur,2019,15237.06
Kolaka Timur,2020,19351.01
Kolaka Timur,2021,19586.17
Kolaka Timur,2022,18735.8
Kolaka Timur,2023,18184.53
Kolaka Timur,2024,22592.0
Kolaka Utara,2018,17974.09
Kolaka Utara,2019,17008.82
Kolaka Utara,2020,18319.89
Kolaka Utara,2021,18823.07
Kolaka Utara,2022,17896.13
Kolaka Utara,2023,22645.67
Kolaka Utara,2024,26238.0
Konawe,2018,15548.17
Konawe,2019,15401.17
Konawe,2020,17297.08
Konawe,2021,18091.02
Konawe,2022,19155.19
Konawe,2023,20516.96
Konawe,2024,22432.0
Konawe Kepulauan,2018,14478.36
Konawe Kepulauan,2019,16014.38
Konawe Kepulauan,2020,15987.71
Konawe Kepulauan,2021,18782.44
Konawe Kepulauan,2022,17516.21
Konawe Kepulauan,2023,20636.65
Konawe Kepulauan,2024,22625.0
Konawe Selatan,2018,15330.98
Konawe Selatan,2019,14902.33
Konawe Selatan,2020,17751.33
Konawe Selatan,2021,18030.94
Konawe Selatan,2022,17810.9
Konawe Selatan,2023,19415.49
Konawe Selatan,2024,22083.0
Konawe Utara,2018,14991.88
Konawe Utara,2019,15378.34
Konawe Utara,2020,16729.17
Konawe Utara,2021,17558.03
Konawe Utara,2022,17516.15
Konawe Utara,2023,19163.89
Konawe Utara,2024,24796.0
Kota Ambon,2018,19066.13
Kota Ambon,2019,18612.89
Kota Ambon,2020,17601.0
Kota Ambon,2021,19680.54
Kota Ambon,2022,21161.96
Kota Ambon,2023,20792.98
Kota Ambon,2024,25057.0
Kota Balikpapan,2018,15327.55
Kota Balikpapan,2019,14286.48
Kota Balikpapan,2020,13747.37
Kota Balikpapan,2021,15876.91
Kota Balikpapan,2022,16819.43
Kota Balikpapan,2023,18770.1
Kota Balikpapan,2024,21412.0
Kota Banda Aceh,2018,12732.01
Kota Banda Aceh,2019,12511.32
Kota Banda Aceh,2020,11772.38
Kota Banda Aceh,2021,13758.27
Kota Banda Aceh,2022,14829.69
Kota Banda Aceh,2023,16190.15
Kota Banda Aceh,2024,17266.0
Kota Bandar Lampung,2018,13982.94
Kota Bandar Lampung,2019,13201.36
Kota Bandar Lampung,2020,13568.01
Kota Bandar Lampung,2021,14775.7
Kota Bandar Lampung,2022,15267.36
Kota Bandar Lampung,2023,16935.62
Kota Bandar Lampung,2024,19558.0
Kota Bandung,2018,13545.36
Kota Bandung,2019,14056.56
Kota Bandung,2020,14750.22
Kota Bandung,2021,15490.3
Kota Bandung,2022,15508.68
Kota Bandung,2023,18508.71
Kota Bandung,2024,20932.0
Kota Banjar,2018,16929.73
Kota Banjar,2019,16695.39
Kota Banjar,2020,16551.81
Kota Banjar,2021,15549.18
Kota Banjar,2022,16173.4
Kota Banjar,2023,19446.14
Kota Banjar,2024,24564.0
Kota Banjar Baru,2018,12449.87
Kota Banjar Baru,2019,12042.67
Kota Banjar Baru,2020,13913.89
Kota Banjar Baru,2021,15351.89
Kota Banjar Baru,2022,16153.83
Kota Banjar Baru,2023,17341.42
Kota Banjar Baru,2024,18364.0
Kota Banjarmasin,2018,13395.0
Kota Banjarmasin,2019,12817.05
Kota Banjarmasin,2020,13584.03
Kota Banjarmasin,2021,15151.67
Kota Banjarmasin,2022,15954.27
Kota Banjarmasin,2023,18002.93
Kota Banjarmasin,2024,19294.0
Kota Baru,2018,16143.26
Kota Baru,2019,14259.1
Kota Baru,2020,15870.5
Kota Baru,2021,16674.39
Kota Baru,2022,19478.66
Kota Baru,2023,19804.68
Kota Baru,2024,24455.0
Kota Batam,2018,15509.05
Kota Batam,2019,14981.48
Kota Batam,2020,15567.26
Kota Batam,2021,15807.75
Kota Batam,2022,16711.06
Kota Batam,2023,15645.7
Kota Batam,2024,16947.0
Kota Batu,2018,14306.29
Kota Batu,2019,11480.45
Kota Batu,2020,13350.03
Kota Batu,2021,13748.3
Kota Batu,2022,14218.18
Kota Batu,2023,16129.68
Kota Batu,2024,17451.0
Kota Baubau,2018,15136.39
Kota Baubau,2019,14825.31
Kota Baubau,2020,16880.95
Kota Baubau,2021,17582.81
Kota Baubau,2022,16722.67
Kota Baubau,2023,17056.04
Kota Baubau,2024,18326.0
Kota Bekasi,2018,13826.29
Kota Bekasi,2019,15030.7
Kota Bekasi,2020,14631.36
Kota Bekasi,2021,15313.87
Kota Bekasi,2022,16053.94
Kota Bekasi,2023,16856.12
Kota Bekasi,2024,21764.0
Kota Bengkulu,2018,15286.98
Kota Bengkulu,2019,13707.73
Kota Bengkulu,2020,14834.44
Kota Bengkulu,2021,16368.04
Kota Bengkulu,2022,17349.74
Kota Bengkulu,2023,17064.49
Kota Bengkulu,2024,19428.0
Kota Bima,2018,15718.93
Kota Bima,2019,16982.91
Kota Bima,2020,17282.28
Kota Bima,2021,16407.54
Kota Bima,2022,18228.08
Kota Bima,2023,20101.04
Kota Bima,2024,28577.0
Kota Binjai,2018,13587.91
Kota Binjai,2019,14648.87
Kota Binjai,2020,14810.12
Kota Binjai,2021,15039.11
Kota Binjai,2022,16061.22
Kota Binjai,2023,16600.71
Kota Binjai,2024,21389.0
Kota Bitung,2018,15716.04
Kota Bitung,2019,15547.53
Kota Bitung,2020,15866.44
Kota Bitung,2021,17112.02
Kota Bitung,2022,18803.77
Kota Bitung,2023,22738.06
Kota Bitung,2024,22584.0
Kota Blitar,2018,11939.22
Kota Blitar,2019,10809.03
Kota Blitar,2020,10591.08
Kota Blitar,2021,11291.42
Kota Blitar,2022,11429.39
Kota Blitar,2023,13799.7
Kota Blitar,2024,15274.0
Kota Bogor,2018,14939.46
Kota Bogor,2019,14142.94
Kota Bogor,2020,14533.58
Kota Bogor,2021,15758.29
Kota Bogor,2022,15999.38
Kota Bogor,2023,18474.96
Kota Bogor,2024,24277.0
Kota Bontang,2018,15740.0
Kota Bontang,2019,15764.41
Kota Bontang,2020,14188.18
Kota Bontang,2021,16564.42
Kota Bontang,2022,16416.92
Kota Bontang,2023,16847.31
Kota Bontang,2024,18344.0
Kota Bukittinggi,2018,15115.97
Kota Bukittinggi,2019,16183.49
Kota Bukittinggi,2020,15973.06
Kota Bukittinggi,2021,16230.71
Kota Bukittinggi,2022,16438.96
Kota Bukittinggi,2023,20229.24
Kota Bukittinggi,2024,22439.0
Kota Cilegon,2018,15909.45
Kota Cilegon,2019,15899.97
Kota Cilegon,2020,14820.91
Kota Cilegon,2021,17186.38
Kota Cilegon,2022,14288.7
Kota Cilegon,2023,16004.5
Kota Cilegon,2024,20158.0
Kota Cimahi,2018,15814.28
Kota Cimahi,2019,13231.78
Kota Cimahi,2020,14308.06
Kota Cimahi,2021,14665.85
Kota Cimahi,2022,15838.73
Kota Cimahi,2023,16443.79
Kota Cimahi,2024,19436.0
Kota Cirebon,2018,13332.59
Kota Cirebon,2019,11869.48
Kota Cirebon,2020,12501.93
Kota Cirebon,2021,13339.94
Kota Cirebon,2022,13867.5
Kota Cirebon,2023,16979.78
Kota Cirebon,2024,17567.0
Kota Denpasar,2018,14859.1
Kota Denpasar,2019,15048.99
Kota Denpasar,2020,15120.56
Kota Denpasar,2021,17177.56
Kota Denpasar,2022,18452.1
Kota Denpasar,2023,20052.33
Kota Denpasar,2024,22838.0
Kota Depok,2018,14383.38
Kota Depok,2019,14322.79
Kota Depok,2020,14315.02
Kota Depok,2021,15430.3
Kota Depok,2022,16954.16
Kota Depok,2023,18160.23
Kota Depok,2024,22161.0
Kota Dumai,2018,14179.45
Kota Dumai,2019,15050.88
Kota Dumai,2020,15965.75
Kota Dumai,2021,16215.86
Kota Dumai,2022,18104.55
Kota Dumai,2023,18378.64
Kota Dumai,2024,22310.0
Kota Gorontalo,2018,13827.73
Kota Gorontalo,2019,15424.3
Kota Gorontalo,2020,15133.55
Kota Gorontalo,2021,15982.11
Kota Gorontalo,2022,16845.91
Kota Gorontalo,2023,18253.19
Kota Gorontalo,2024,27263.0
Kota Gunungsitoli,2018,21888.33
Kota Gunungsitoli,2019,22132.23
Kota Gunungsitoli,2020,21719.58
Kota Gunungsitoli,2021,24028.07
Kota Gunungsitoli,2022,24999.15
Kota Gunungsitoli,2023,26042.99
Kota Gunungsitoli,2024,25643.0
Kota Jakarta Barat,2018,13968.04
Kota Jakarta Barat,2019,13747.36
Kota Jakarta Barat,2020,13989.23
Kota Jakarta Barat,2021,15232.28
Kota Jakarta Barat,2022,14647.1
Kota Jakarta Barat,2023,16656.17
Kota Jakarta Barat,2024,19274.0
Kota Jakarta Pusat,2018,13285.6
Kota Jakarta Pusat,2019,13081.27
Kota Jakarta Pusat,2020,12713.61
Kota Jakarta Pusat,2021,13185.53
Kota Jakarta Pusat,2022,13649.86
Kota Jakarta Pusat,2023,14649.08
Kota Jakarta Pusat,2024,17534.0
Kota Jakarta Selatan,2018,14645.7
Kota Jakarta Selatan,2019,12838.56
Kota Jakarta Selatan,2020,13467.61
Kota Jakarta Selatan,2021,15092.93
Kota Jakarta Selatan,2022,17173.21
Kota Jakarta Selatan,2023,16878.91
Kota Jakarta Selatan,2024,21899.0
Kota Jakarta Timur,2018,13647.66
Kota Jakarta Timur,2019,12620.27
Kota Jakarta Timur,2020,12329.1
Kota Jakarta Timur,2021,14339.99
Kota Jakarta Timur,2022,15099.43
Kota Jakarta Timur,2023,14734.26
Kota Jakarta Timur,2024,17848.0
Kota Jakarta Utara,2018,14240.9
Kota Jakarta Utara,2019,13753.43
Kota Jakarta Utara,2020,14097.92
Kota Jakarta Utara,2021,14979.09
Kota Jakarta Utara,2022,15384.6
Kota Jakarta Utara,2023,16475.76
Kota Jakarta Utara,2024,19073.0
Kota Jambi,2018,14854.71
Kota Jambi,2019,13608.41
Kota Jambi,2020,13271.29
Kota Jambi,2021,14086.79
Kota Jambi,2022,14280.57
Kota Jambi,2023,16238.6
Kota Jambi,2024,16386.0
Kota Jayapura,2018,15304.12
Kota Jayapura,2019,16663.02
Kota Jayapura,2020,16248.52
Kota Jayapura,2021,16620.62
Kota Jayapura,2022,18696.97
Kota Jayapura,2023,19801.52
Kota Jayapura,2024,21403.0
Kota Kediri,2018,13601.13
Kota Kediri,2019,12505.06
Kota Kediri,2020,10506.0
Kota Kediri,2021,11121.64
Kota Kediri,2022,13445.45
Kota Kediri,2023,14575.98
Kota Kediri,2024,16582.0
Kota Kendari,2018,15767.58
Kota Kendari,2019,15492.11
Kota Kendari,2020,16079.14
Kota Kendari,2021,16791.81
Kota Kendari,2022,16598.51
Kota Kendari,2023,18546.09
Kota Kendari,2024,21161.0
Kota Kotamobagu,2018,15542.29
Kota Kotamobagu,2019,16715.42
Kota Kotamobagu,2020,16304.8
Kota Kotamobagu,2021,17422.61
Kota Kotamobagu,2022,19626.04
Kota Kotamobagu,2023,21333.68
Kota Kotamobagu,2024,22742.0
Kota Kupang,2018,22536.52
Kota Kupang,2019,22468.38
Kota Kupang,2020,20495.56
Kota Kupang,2021,21266.21
Kota Kupang,2022,21592.65
Kota Kupang,2023,22814.69
Kota Kupang,2024,26503.0
Kota Langsa,2018,12106.4
Kota Langsa,2019,12994.01
Kota Langsa,2020,12535.76
Kota Langsa,2021,14008.35
Kota Langsa,2022,13672.72
Kota Langsa,2023,16057.78
Kota Langsa,2024,18700.0
Kota Lhokseumawe,2018,13858.61
Kota Lhokseumawe,2019,13412.82
Kota Lhokseumawe,2020,13932.51
Kota Lhokseumawe,2021,14739.58
Kota Lhokseumawe,2022,14390.63
Kota Lhokseumawe,2023,16374.52
Kota Lhokseumawe,2024,19461.0
Kota Lubuklinggau,2018,14822.2
Kota Lubuklinggau,2019,12426.38
Kota Lubuklinggau,2020,15202.38
Kota Lubuklinggau,2021,15401.07
Kota Lubuklinggau,2022,14607.8
Kota Lubuklinggau,2023,15209.47
Kota Lubuklinggau,2024,17546.0
Kota Madiun,2018,12970.72
Kota Madiun,2019,11055.93
Kota Madiun,2020,11879.89
Kota Madiun,2021,11938.57
Kota Madiun,2022,13264.73
Kota Madiun,2023,15032.97
Kota Madiun,2024,16950.0
Kota Magelang,2018,10696.87
Kota Magelang,2019,9833.74
Kota Magelang,2020,11864.09
Kota Magelang,2021,12776.9
Kota Magelang,2022,13735.88
Kota Magelang,2023,13971.77
Kota Magelang,2024,15858.0
Kota Makasar,2018,14054.85
Kota Makasar,2019,12448.15
Kota Makasar,2020,13544.46
Kota Makasar,2021,14484.49
Kota Makasar,2022,16145.41
Kota Makasar,2023,19016.98
Kota Makasar,2024,22115.0
Kota Malang,2018,12417.9
Kota Malang,2019,11524.69
Kota Malang,2020,12215.96
Kota Malang,2021,13311.23
Kota Malang,2022,14971.88
Kota Malang,2023,15936.06
Kota Malang,2024,17827.0
Kota Manado,2018,16959.69
Kota Manado,2019,16058.33
Kota Manado,2020,16627.77
Kota Manado,2021,16259.88
Kota Manado,2022,19568.4
Kota Manado,2023,19796.11
Kota Manado,2024,20892.0
Kota Mataram,2018,14761.2
Kota Mataram,2019,14978.92
Kota Mataram,2020,14701.65
Kota Mataram,2021,15009.01
Kota Mataram,2022,17903.44
Kota Mataram,2023,19753.09
Kota Mataram,2024,22614.0
Kota Medan,2018,15448.65
Kota Medan,2019,14818.69
Kota Medan,2020,15849.36
Kota Medan,2021,15555.39
Kota Medan,2022,17225.57
Kota Medan,2023,19241.71
Kota Medan,2024,20873.0
Kota Metro,2018,13892.04
Kota Metro,2019,12668.35
Kota Metro,2020,13703.15
Kota Metro,2021,13702.21
Kota Metro,2022,12829.96
Kota Metro,2023,15289.63
Kota Metro,2024,19747.0
Kota Mojokerto,2018,12697.55
Kota Mojokerto,2019,12265.6
Kota Mojokerto,2020,12696.75
Kota Mojokerto,2021,13664.46
Kota Mojokerto,2022,14434.49
Kota Mojokerto,2023,16613.32
Kota Mojokerto,2024,19920.0
Kota Padang,2018,14980.44
Kota Padang,2019,14765.58
Kota Padang,2020,15886.56
Kota Padang,2021,16010.81
Kota Padang,2022,17953.75
Kota Padang,2023,19387.25
Kota Padang,2024,21872.0
Kota Padang Panjang,2018,14569.99
Kota Padang Panjang,2019,15558.85
Kota Padang Panjang,2020,15730.87
Kota Padang Panjang,2021,15168.72
Kota Padang Panjang,2022,16039.35
Kota Padang Panjang,2023,21001.17
Kota Padang Panjang,2024,20766.0
Kota Padangsidimpuan,2018,14906.38
Kota Padangsidimpuan,2019,16369.47
Kota Padangsidimpuan,2020,15991.77
Kota Padangsidimpuan,2021,15946.22
Kota Padangsidimpuan,2022,16861.0
Kota Padangsidimpuan,2023,21169.08
Kota Padangsidimpuan,2024,23321.0
Kota Pagar Alam,2018,17838.74
Kota Pagar Alam,2019,17343.72
Kota Pagar Alam,2020,16195.92
Kota Pagar Alam,2021,15251.21
Kota Pagar Alam,2022,14883.51
Kota Pagar Alam,2023,18995.75
Kota Pagar Alam,2024,22129.0
Kota Palangka Raya,2018,13273.8
Kota Palangka Raya,2019,13560.65
Kota Palangka Raya,2020,14505.5
Kota Palangka Raya,2021,17051.75
Kota Palangka Raya,2022,16221.73
Kota Palangka Raya,2023,17788.03
Kota Palangka Raya,2024,17820.0
Kota Palembang,2018,12620.9
Kota Palembang,2019,12698.79
Kota Palembang,2020,12727.76
Kota Palembang,2021,13362.54
Kota Palembang,2022,14203.05
Kota Palembang,2023,15315.04
Kota Palembang,2024,18020.0
Kota Palopo,2018,16392.05
Kota Palopo,2019,13895.06
Kota Palopo,2020,16975.74
Kota Palopo,2021,18173.27
Kota Palopo,2022,14708.76
Kota Palopo,2023,18960.42
Kota Palopo,2024,20889.0
Kota Palu,2018,15199.13
Kota Palu,2019,14291.2
Kota Palu,2020,14474.77
Kota Palu,2021,17107.53
Kota Palu,2022,17319.27
Kota Palu,2023,22711.17
Kota Palu,2024,22139.0
Kota Pangkal Pinang,2018,15755.59
Kota Pangkal Pinang,2019,15783.98
Kota Pangkal Pinang,2020,15855.14
Kota Pangkal Pinang,2021,16008.88
Kota Pangkal Pinang,2022,16486.56
Kota Pangkal Pinang,2023,17349.91
Kota Pangkal Pinang,2024,22111.0
Kota Parepare,2018,12321.32
Kota Parepare,2019,12291.81
Kota Parepare,2020,14383.43
Kota Parepare,2021,14769.04
Kota Parepare,2022,14942.84
Kota Parepare,2023,16808.62
Kota Parepare,2024,19201.0
Kota Pariaman,2018,12473.0
Kota Pariaman,2019,14459.61
Kota Pariaman,2020,14322.07
Kota Pariaman,2021,14404.16
Kota Pariaman,2022,14144.4
Kota Pariaman,2023,17371.62
Kota Pariaman,2024,20551.0
Kota Pasuruan,2018,15504.59
Kota Pasuruan,2019,13241.29
Kota Pasuruan,2020,14499.45
Kota Pasuruan,2021,15353.35
Kota Pasuruan,2022,14914.18
Kota Pasuruan,2023,16491.49
Kota Pasuruan,2024,21768.0
Kota Payakumbuh,2018,14622.2
Kota Payakumbuh,2019,17049.94
Kota Payakumbuh,2020,14928.21
Kota Payakumbuh,2021,15381.49
Kota Payakumbuh,2022,16417.85
Kota Payakumbuh,2023,22317.3
Kota Payakumbuh,2024,21429.0
Kota Pekalongan,2018,12806.8
Kota Pekalongan,2019,12053.32
Kota Pekalongan,2020,12807.28
Kota Pekalongan,2021,13641.86
Kota Pekalongan,2022,14187.6
Kota Pekalongan,2023,14990.44
Kota Pekalongan,2024,19012.0
Kota Pekanbaru,2018,13920.38
Kota Pekanbaru,2019,14282.88
Kota Pekanbaru,2020,14542.01
Kota Pekanbaru,2021,15139.0
Kota Pekanbaru,2022,15596.96
Kota Pekanbaru,2023,17671.88
Kota Pekanbaru,2024,19332.0
Kota Pematang Siantar,2018,14809.9
Kota Pematang Siantar,2019,14015.55
Kota Pematang Siantar,2020,17341.43
Kota Pematang Siantar,2021,16208.52
Kota Pematang Siantar,2022,17034.02
Kota Pematang Siantar,2023,19993.32
Kota Pematang Siantar,2024,21980.0
Kota Pontianak,2018,14731.6
Kota Pontianak,2019,14769.97
Kota Pontianak,2020,14848.93
Kota Pontianak,2021,15488.36
Kota Pontianak,2022,15399.76
Kota Pontianak,2023,16854.48
Kota Pontianak,2024,19277.0
Kota Prabumulih,2018,11957.36
Kota Prabumulih,2019,13184.84
Kota Prabumulih,2020,13407.52
Kota Prabumulih,2021,13871.99
Kota Prabumulih,2022,13501.9
Kota Prabumulih,2023,15228.28
Kota Prabumulih,2024,17046.0
Kota Probolinggo,2018,14761.62
Kota Probolinggo,2019,15144.96
Kota Probolinggo,2020,14570.39
Kota Probolinggo,2021,15653.7
Kota Probolinggo,2022,15724.05
Kota Probolinggo,2023,17032.81
Kota Probolinggo,2024,21521.0
Kota Sabang,2018,14346.28
Kota Sabang,2019,15080.45
Kota Sabang,2020,15307.55
Kota Sabang,2021,16202.21
Kota Sabang,2022,16372.05
Kota Sabang,2023,18299.82
Kota Sabang,2024,20973.0
Kota Salatiga,2018,12346.02
Kota Salatiga,2019,12535.55
Kota Salatiga,2020,11541.1
Kota Salatiga,2021,13514.24
Kota Salatiga,2022,14390.03
Kota Salatiga,2023,15424.45
Kota Salatiga,2024,18775.0
Kota Samarinda,2018,13733.43
Kota Samarinda,2019,12572.23
Kota Samarinda,2020,15799.91
Kota Samarinda,2021,13633.25
Kota Samarinda,2022,15956.32
Kota Samarinda,2023,16676.88
Kota Samarinda,2024,19002.0
Kota Sawah Lunto,2018,15709.64
Kota Sawah Lunto,2019,15799.31
Kota Sawah Lunto,2020,16940.85
Kota Sawah Lunto,2021,18062.75
Kota Sawah Lunto,2022,17384.1
Kota Sawah Lunto,2023,21889.03
Kota Sawah Lunto,2024,22780.0
Kota Semarang,2018,12514.22
Kota Semarang,2019,11316.14
Kota Semarang,2020,12475.48
Kota Semarang,2021,13977.32
Kota Semarang,2022,14239.74
Kota Semarang,2023,14976.39
Kota Semarang,2024,19776.0
Kota Serang,2018,15598.32
Kota Serang,2019,15191.47
Kota Serang,2020,15141.88
Kota Serang,2021,16023.5
Kota Serang,2022,15505.62
Kota Serang,2023,17127.28
Kota Serang,2024,20820.0
Kota Sibolga,2018,13521.44
Kota Sibolga,2019,15017.56
Kota Sibolga,2020,14521.06
Kota Sibolga,2021,15133.57
Kota Sibolga,2022,16296.65
Kota Sibolga,2023,18869.87
Kota Sibolga,2024,20992.0
Kota Singkawang,2018,13598.42
Kota Singkawang,2019,14125.43
Kota Singkawang,2020,15589.71
Kota Singkawang,2021,16012.54
Kota Singkawang,2022,15208.11
Kota Singkawang,2023,15204.35
Kota Singkawang,2024,19671.0
Kota Solok,2018,15453.96
Kota Solok,2019,16719.6
Kota Solok,2020,17603.76
