Kabupaten/Kota,Tahun,Pengeluaran Perkapita Padi-Padian
Ogan Komering Ulu Timur,2021,14457.96
Ogan Komering Ulu Timur,2022,14496.83
Ogan Komering Ulu Timur,2023,16586.23
Ogan Komering Ulu Timur,2024,23225.0
Pacitan,2018,13552.08
Pacitan,2019,13486.43
Pacitan,2020,12467.69
Pacitan,2021,13409.71
Pacitan,2022,12166.59
Pacitan,2023,15188.09
Pacitan,2024,18307.0
Padang Lawas,2018,23794.04
Padang Lawas,2019,22584.86
Padang Lawas,2020,22851.1
Padang Lawas,2021,23002.72
Padang Lawas,2022,23839.83
Padang Lawas,2023,28148.62
Padang Lawas,2024,30378.0
Padang Lawas Utara,2018,26800.71
Padang Lawas Utara,2019,25965.76
Padang Lawas Utara,2020,26413.49
Padang Lawas Utara,2021,26550.8
Padang Lawas Utara,2022,25863.57
Padang Lawas Utara,2023,31311.49
Padang Lawas Utara,2024,31251.0
Padang Pariaman,2018,14833.93
Padang Pariaman,2019,16329.04
Padang Pariaman,2020,16249.59
Padang Pariaman,2021,17085.84
Padang Pariaman,2022,17398.43
Padang Pariaman,2023,20173.46
Padang Pariaman,2024,22231.0
Pakpak Bharat,2018,23948.91
Pakpak Bharat,2019,23562.91
Pakpak Bharat,2020,24369.6
Pakpak Bharat,2021,22959.47
Pakpak Bharat,2022,23290.4
Pakpak Bharat,2023,28003.66
Pakpak Bharat,2024,29749.0
Pamekasan,2018,13894.12
Pamekasan,2019,13238.91
Pamekasan,2020,12525.04
Pamekasan,2021,12243.53
Pamekasan,2022,15269.33
Pamekasan,2023,16417.97
Pamekasan,2024,21808.0
Pandeglang,2018,17294.36
Pandeglang,2019,15413.14
Pandeglang,2020,16412.47
Pandeglang,2021,16486.95
Pandeglang,2022,17728.48
Pandeglang,2023,20061.19
Pandeglang,2024,25431.0
Pangandaran,2018,20049.03
Pangandaran,2019,19181.9
Pangandaran,2020,18259.11
Pangandaran,2021,18891.85
Pangandaran,2022,18789.29
Pangandaran,2023,21408.66
Pangandaran,2024,28403.0
Pangkajene dan Kepulauan,2018,17608.31
Pangkajene dan Kepulauan,2019,18248.25
Pangkajene dan Kepulauan,2020,18218.71
Pangkajene dan Kepulauan,2021,17895.19
Pangkajene dan Kepulauan,2022,22804.01
Pangkajene dan Kepulauan,2023,23463.17
Pangkajene dan Kepulauan,2024,22936.0
Paniai,2018,9107.79
Paniai,2019,7534.22
Paniai,2020,8881.72
Paniai,2021,8537.22
Paniai,2022,10931.78
Paniai,2023,12388.16
Paniai,2024,19767.0
Parigi Moutong,2018,17301.78
Parigi Moutong,2019,15760.32
Parigi Moutong,2020,17829.84
Parigi Moutong,2021,17545.67
Parigi Moutong,2022,18758.76
Parigi Moutong,2023,22165.54
Parigi Moutong,2024,25843.0
Pasaman,2018,21228.49
Pasaman,2019,22858.92
Pasaman,2020,21516.43
Pasaman,2021,22050.51
Pasaman,2022,21969.1
Pasaman,2023,25629.63
Pasaman,2024,27383.0
Pasaman Barat,2018,20210.03
Pasaman Barat,2019,20559.66
Pasaman Barat,2020,19907.25
Pasaman Barat,2021,19749.77
Pasaman Barat,2022,21748.89
Pasaman Barat,2023,23633.63
Pasaman Barat,2024,27093.0
Paser,2018,16363.06
Paser,2019,16507.8
Paser,2020,16600.72
Paser,2021,16656.89
Paser,2022,17395.81
Paser,2023,19009.64
Paser,2024,20007.0
Pasuruan,2018,16227.29
Pasuruan,2019,15517.92
Pasuruan,2020,16172.44
Pasuruan,2021,16530.37
Pasuruan,2022,16476.44
Pasuruan,2023,17606.57
Pasuruan,2024,20637.0
Pati,2018,12547.33
Pati,2019,12371.79
Pati,2020,11855.02
Pati,2021,13044.29
Pati,2022,13390.49
Pati,2023,16346.24
Pati,2024,20797.0
Pegunungan Arfak,2018,20451.27
Pegunungan Arfak,2019,12919.77
Pegunungan Arfak,2020,15010.61
Pegunungan Arfak,2021,20679.99
Pegunungan Arfak,2022,16787.96
Pegunungan Arfak,2023,19264.96
Pegunungan Arfak,2024,19001.0
Pegunungan Bintang,2018,24813.49
Pegunungan Bintang,2019,27167.26
Pegunungan Bintang,2020,23394.31
Pegunungan Bintang,2021,12354.83
Pegunungan Bintang,2022,20026.79
Pegunungan Bintang,2023,10414.9
Pegunungan Bintang,2024,18859.0
Pekalongan,2018,13150.39
Pekalongan,2019,10774.91
Pekalongan,2020,12606.69
Pekalongan,2021,13560.31
Pekalongan,2022,13673.49
Pekalongan,2023,16004.6
Pekalongan,2024,19173.0
Pelalawan,2018,18669.39
Pelalawan,2019,18513.24
Pelalawan,2020,19342.97
Pelalawan,2021,18785.64
Pelalawan,2022,19717.91
Pelalawan,2023,24138.89
Pelalawan,2024,24896.0
Pemalang,2018,14104.44
Pemalang,2019,12643.06
Pemalang,2020,12818.32
Pemalang,2021,13119.22
Pemalang,2022,13120.57
Pemalang,2023,16172.07
Pemalang,2024,19782.0
Penajam Paser Utara,2018,15540.72
Penajam Paser Utara,2019,15090.46
Penajam Paser Utara,2020,16503.14
Penajam Paser Utara,2021,16186.13
Penajam Paser Utara,2022,15628.45
Penajam Paser Utara,2023,18041.27
Penajam Paser Utara,2024,20769.0
Penukal Abab Lematang Ilir,2018,17414.02
Penukal Abab Lematang Ilir,2019,15161.51
Penukal Abab Lematang Ilir,2020,15172.81
Penukal Abab Lematang Ilir,2021,17122.27
Penukal Abab Lematang Ilir,2022,17908.62
Penukal Abab Lematang Ilir,2023,18346.04
Penukal Abab Lematang Ilir,2024,24760.0
Pesawaran,2018,15550.11
Pesawaran,2019,15400.52
Pesawaran,2020,16685.38
Pesawaran,2021,15756.3
Pesawaran,2022,15400.12
Pesawaran,2023,18996.24
Pesawaran,2024,23084.0
Pesisir Barat,2018,18794.03
Pesisir Barat,2019,18963.56
Pesisir Barat,2020,21685.39
Pesisir Barat,2021,17354.9
Pesisir Barat,2022,17478.12
Pesisir Barat,2023,19104.84
Pesisir Barat,2024,28144.0
Pesisir Selatan,2018,17744.11
Pesisir Selatan,2019,18152.86
Pesisir Selatan,2020,18221.21
Pesisir Selatan,2021,18273.61
Pesisir Selatan,2022,18400.14
Pesisir Selatan,2023,22987.24
Pesisir Selatan,2024,25635.0
Pidie,2018,16301.53
Pidie,2019,18959.22
Pidie,2020,20649.12
Pidie,2021,21180.81
Pidie,2022,21337.53
Pidie,2023,24242.12
Pidie,2024,27969.0
Pidie Jaya,2018,17850.2
Pidie Jaya,2019,18595.47
Pidie Jaya,2020,20416.17
Pidie Jaya,2021,18890.52
Pidie Jaya,2022,20220.23
Pidie Jaya,2023,19747.5
Pidie Jaya,2024,25924.0
Pinrang,2018,15940.58
Pinrang,2019,13642.46
Pinrang,2020,15339.32
Pinrang,2021,15354.3
Pinrang,2022,14496.38
Pinrang,2023,17263.1
Pinrang,2024,18926.0
Pohuwato,2018,15496.92
Pohuwato,2019,15758.24
Pohuwato,2020,15960.36
Pohuwato,2021,16050.55
Pohuwato,2022,18232.04
Pohuwato,2023,19534.44
Pohuwato,2024,22855.0
Polewali Mandar,2018,19788.9
Polewali Mandar,2019,18657.6
Polewali Mandar,2020,17896.01
Polewali Mandar,2021,18457.01
Polewali Mandar,2022,19269.72
Polewali Mandar,2023,26595.26
Polewali Mandar,2024,28714.0
Ponorogo,2018,13489.71
Ponorogo,2019,12890.88
Ponorogo,2020,13256.81
Ponorogo,2021,13269.73
Ponorogo,2022,13153.18
Ponorogo,2023,15289.95
Ponorogo,2024,19725.0
Poso,2018,19143.45
Poso,2019,18317.01
Poso,2020,17985.9
Poso,2021,20030.73
Poso,2022,20934.14
Poso,2023,26332.49
Poso,2024,25632.0
Pringsewu,2018,14525.5
Pringsewu,2019,13819.52
Pringsewu,2020,14730.31
Pringsewu,2021,15156.73
Pringsewu,2022,14607.62
Pringsewu,2023,17305.97
Pringsewu,2024,21438.0
Probolinggo,2018,17432.28
Probolinggo,2019,16712.8
Probolinggo,2020,16620.01
Probolinggo,2021,16739.83
Probolinggo,2022,17053.34
Probolinggo,2023,18801.09
Probolinggo,2024,25199.0
Pulang Pisau,2018,17582.76
Pulang Pisau,2019,17771.65
Pulang Pisau,2020,17521.03
Pulang Pisau,2021,18151.86
Pulang Pisau,2022,20270.63
Pulang Pisau,2023,26167.88
Pulang Pisau,2024,26354.0
Pulau Morotai,2018,20497.48
Pulau Morotai,2019,18488.32
Pulau Morotai,2020,18818.9
Pulau Morotai,2021,19018.67
Pulau Morotai,2022,20784.28
Pulau Morotai,2023,23576.73
Pulau Morotai,2024,28372.0
Pulau Taliabu,2018,19123.65
Pulau Taliabu,2019,21387.41
Pulau Taliabu,2020,18616.24
Pulau Taliabu,2021,20188.15
Pulau Taliabu,2022,21469.74
Pulau Taliabu,2023,26389.9
Pulau Taliabu,2024,25350.0
Puncak,2018,3194.56
Puncak,2019,9647.54
Puncak,2020,2692.78
Puncak,2021,5355.52
Puncak,2022,5830.45
Puncak,2023,5668.02
Puncak,2024,24209.0
Puncak Jaya,2018,33039.39
Puncak Jaya,2019,15672.12
Puncak Jaya,2020,45011.44
Puncak Jaya,2021,34632.11
Puncak Jaya,2022,39302.67
Puncak Jaya,2023,32254.63
Puncak Jaya,2024,13693.0
Purbalingga,2018,11452.26
Purbalingga,2019,11086.29
Purbalingga,2020,12156.22
Purbalingga,2021,12907.49
Purbalingga,2022,12699.31
Purbalingga,2023,16576.16
Purbalingga,2024,18707.0
Purwakarta,2018,15665.21
Purwakarta,2019,14268.77
Purwakarta,2020,13811.04
Purwakarta,2021,13885.2
Purwakarta,2022,14418.37
Purwakarta,2023,20436.5
Purwakarta,2024,22350.0
Purworejo,2018,11325.79
Purworejo,2019,11718.22
Purworejo,2020,12035.58
Purworejo,2021,12038.32
Purworejo,2022,11729.51
Purworejo,2023,13223.98
Purworejo,2024,17541.0
Raja Ampat,2018,16981.06
Raja Ampat,2019,15419.62
Raja Ampat,2020,20716.91
Raja Ampat,2021,20252.46
Raja Ampat,2022,20706.25
Raja Ampat,2023,21882.46
Raja Ampat,2024,22589.0
Rejang Lebong,2018,18006.51
Rejang Lebong,2019,16162.45
Rejang Lebong,2020,17923.49
Rejang Lebong,2021,18896.78
Rejang Lebong,2022,19138.43
Rejang Lebong,2023,21384.12
Rejang Lebong,2024,23042.0
Rembang,2018,12704.34
Rembang,2019,12743.94
Rembang,2020,14798.07
Rembang,2021,14202.21
Rembang,2022,14347.97
Rembang,2023,15398.74
Rembang,2024,21846.0
Rokan Hilir,2018,16562.01
Rokan Hilir,2019,16503.28
Rokan Hilir,2020,17030.97
Rokan Hilir,2021,17723.68
Rokan Hilir,2022,17533.34
Rokan Hilir,2023,18791.05
Rokan Hilir,2024,22182.0
Rokan Hulu,2018,19516.24
Rokan Hulu,2019,19311.99
Rokan Hulu,2020,20068.67
Rokan Hulu,2021,20152.16
Rokan Hulu,2022,20635.04
Rokan Hulu,2023,23807.03
Rokan Hulu,2024,27386.0
Rote Ndao,2018,23910.98
Rote Ndao,2019,22934.08
Rote Ndao,2020,24024.78
Rote Ndao,2021,25596.66
Rote Ndao,2022,18484.17
Rote Ndao,2023,24680.12
Rote Ndao,2024,34174.0
Sabu Raijua,2018,24022.14
Sabu Raijua,2019,27186.83
Sabu Raijua,2020,26304.71
Sabu Raijua,2021,29052.25
Sabu Raijua,2022,33888.29
Sabu Raijua,2023,31328.75
Sabu Raijua,2024,33019.0
Sambas,2018,15805.28
Sambas,2019,15824.54
Sambas,2020,16252.97
Sambas,2021,16899.66
Sambas,2022,14393.21
Sambas,2023,16557.76
Sambas,2024,21667.0
Samosir,2018,22444.36
Samosir,2019,22054.37
Samosir,2020,22629.59
Samosir,2021,23088.98
Samosir,2022,23379.23
Samosir,2023,29098.36
Samosir,2024,29696.0
Sampang,2018,19435.47
Sampang,2019,17129.97
Sampang,2020,19623.6
Sampang,2021,16683.51
Sampang,2022,17964.96
Sampang,2023,18618.78
Sampang,2024,27967.0
Sanggau,2018,17982.48
Sanggau,2019,17821.09
Sanggau,2020,19100.39
Sanggau,2021,19492.75
Sanggau,2022,18828.87
Sanggau,2023,17653.25
Sanggau,2024,23133.0
Sarmi,2018,14763.43
Sarmi,2019,14054.47
Sarmi,2020,14303.98
Sarmi,2021,15444.56
Sarmi,2022,15457.85
Sarmi,2023,13989.49
Sarmi,2024,13093.0
Sarolangun,2018,18828.76
Sarolangun,2019,18793.78
Sarolangun,2020,17886.6
Sarolangun,2021,17375.4
Sarolangun,2022,17335.71
Sarolangun,2023,19814.32
Sarolangun,2024,22832.0
Sekadau,2018,22148.47
Sekadau,2019,21133.77
Sekadau,2020,22985.51
Sekadau,2021,22209.3
Sekadau,2022,22600.66
Sekadau,2023,22517.9
Sekadau,2024,24703.0
Seluma,2018,18159.59
Seluma,2019,18594.27
Seluma,2020,18860.83
Seluma,2021,17868.62
Seluma,2022,17426.4
Seluma,2023,20487.73
Seluma,2024,23810.0
Semarang,2018,12868.64
Semarang,2019,11507.92
Semarang,2020,11980.55
Semarang,2021,12519.48
Semarang,2022,12997.68
Semarang,2023,15302.91
Semarang,2024,17557.0
Seram Bagian Barat,2018,14036.27
Seram Bagian Barat,2019,16264.48
Seram Bagian Barat,2020,18680.36
Seram Bagian Barat,2021,16849.43
Seram Bagian Barat,2022,18511.53
Seram Bagian Barat,2023,21939.68
Seram Bagian Barat,2024,21378.0
Seram Bagian Timur,2018,16934.78
Seram Bagian Timur,2019,16664.75
Seram Bagian Timur,2020,19815.42
Seram Bagian Timur,2021,16373.54
Seram Bagian Timur,2022,18146.26
Seram Bagian Timur,2023,18945.62
Seram Bagian Timur,2024,20940.0
Serang,2018,16961.39
Serang,2019,16627.21
Serang,2020,15902.73
Serang,2021,16459.07
Serang,2022,16020.9
Serang,2023,18765.79
Serang,2024,22561.0
Serdang Bedagai,2018,15901.93
Serdang Bedagai,2019,15832.71
Serdang Bedagai,2020,15549.21
Serdang Bedagai,2021,16938.05
Serdang Bedagai,2022,17300.03
Serdang Bedagai,2023,21463.29
Serdang Bedagai,2024,23001.0
Seruyan,2018,18807.72
Seruyan,2019,15691.1
Seruyan,2020,18706.16
Seruyan,2021,21517.74
Seruyan,2022,24721.73
Seruyan,2023,24006.14
Seruyan,2024,24609.0
Siak,2018,15895.89
Siak,2019,17540.54
Siak,2020,17597.17
Siak,2021,16980.37
Siak,2022,16802.08
Siak,2023,19791.33
Siak,2024,22011.0
Siau Tagulandang Biaro,2018,20301.86
Siau Tagulandang Biaro,2019,18143.02
Siau Tagulandang Biaro,2020,17753.29
Siau Tagulandang Biaro,2021,17717.45
Siau Tagulandang Biaro,2022,19325.47
Siau Tagulandang Biaro,2023,21337.35
Siau Tagulandang Biaro,2024,20737.0
Sidenreng Rappang,2018,13280.87
Sidenreng Rappang,2019,13373.39
Sidenreng Rappang,2020,13615.55
Sidenreng Rappang,2021,16806.28
Sidenreng Rappang,2022,14007.6
Sidenreng Rappang,2023,17676.14
Sidenreng Rappang,2024,20977.0
Sidoarjo,2018,13146.18
Sidoarjo,2019,12761.49
Sidoarjo,2020,13402.47
Sidoarjo,2021,14713.43
Sidoarjo,2022,15402.46
Sidoarjo,2023,16700.86
Sidoarjo,2024,21767.0
Sigi,2018,20842.36
Sigi,2019,18380.07
Sigi,2020,18812.67
Sigi,2021,20175.46
Sigi,2022,21399.53
Sigi,2023,23334.28
Sigi,2024,29121.0
Sijunjung,2018,17178.63
Sijunjung,2019,19055.46
Sijunjung,2020,19112.62
Sijunjung,2021,19433.54
Sijunjung,2022,18747.9
Sijunjung,2023,21504.36
Sijunjung,2024,24797.0
Sikka,2018,23965.73
Sikka,2019,20996.68
Sikka,2020,21494.52
Sikka,2021,21424.58
Sikka,2022,22662.2
Sikka,2023,25919.78
Sikka,2024,32100.0
Simalungun,2018,17725.23
Simalungun,2019,17474.76
Simalungun,2020,17478.89
Simalungun,2021,18483.26
Simalungun,2022,18713.3
Simalungun,2023,22921.01
Simalungun,2024,25012.0
Simeulue,2018,22057.32
Simeulue,2019,19501.84
Simeulue,2020,24031.57
Simeulue,2021,22357.01
Simeulue,2022,27051.49
Simeulue,2023,22844.61
Simeulue,2024,23535.0
Sinjai,2018,14212.12
Sinjai,2019,13746.28
Sinjai,2020,16548.0
Sinjai,2021,15911.6
Sinjai,2022,15629.91
Sinjai,2023,18286.31
Sinjai,2024,24440.0
Sintang,2018,19621.14
Sintang,2019,21607.02
Sintang,2020,21941.29
Sintang,2021,21502.4
Sintang,2022,23242.58
Sintang,2023,22113.53
Sintang,2024,26805.0
Situbondo,2018,15508.96
Situbondo,2019,14956.88
Situbondo,2020,13391.63
Situbondo,2021,13976.73
Situbondo,2022,14941.24
Situbondo,2023,18705.44
Situbondo,2024,20884.0
Sleman,2018,12395.9
Sleman,2019,11769.73
Sleman,2020,11465.57
Sleman,2021,12415.19
Sleman,2022,13197.37
Sleman,2023,15956.09
Sleman,2024,17556.0
Solok,2018,21518.05
Solok,2019,22254.93
Solok,2020,20981.33
Solok,2021,21415.11
Solok,2022,23392.05
Solok,2023,30300.73
Solok,2024,29146.0
Solok Selatan,2018,22286.68
Solok Selatan,2019,23251.61
Solok Selatan,2020,20712.07
Solok Selatan,2021,21696.37
Solok Selatan,2022,21363.32
Solok Selatan,2023,24670.88
Solok Selatan,2024,27516.0
Soppeng,2018,14713.04
Soppeng,2019,12775.04
Soppeng,2020,14268.26
Soppeng,2021,14932.42
Soppeng,2022,14262.11
Soppeng,2023,16341.48
Soppeng,2024,18866.0
Sorong,2018,16546.61
Sorong,2019,16276.67
Sorong,2020,16710.57
Sorong,2021,18731.34
Sorong,2022,17689.12
Sorong,2023,21001.83
Sorong,2024,18139.0
Sorong Selatan,2018,8266.12
Sorong Selatan,2019,12623.29
Sorong Selatan,2020,12848.15
Sorong Selatan,2021,9335.27
Sorong Selatan,2022,7818.45
Sorong Selatan,2023,10385.19
Sorong Selatan,2024,23414.0
Sragen,2018,12491.59
Sragen,2019,11931.73
Sragen,2020,12424.57
Sragen,2021,13970.41
Sragen,2022,14160.91
Sragen,2023,16322.46
Sragen,2024,20103.0
Subang,2018,18223.05
Subang,2019,17202.26
Subang,2020,16368.96
Subang,2021,16212.13
Subang,2022,16217.24
Subang,2023,18096.91
Subang,2024,21987.0
Sukabumi,2018,20315.92
Sukabumi,2019,17220.39
Sukabumi,2020,18487.28
Sukabumi,2021,18911.32
Sukabumi,2022,18656.57
Sukabumi,2023,20089.6
Sukabumi,2024,24786.0
Sukamara,2018,21685.53
Sukamara,2019,19295.79
Sukamara,2020,19389.1
Sukamara,2021,20676.13
Sukamara,2022,21353.69
Sukamara,2023,20794.98
Sukamara,2024,24328.0
Sukoharjo,2018,13166.76
Sukoharjo,2019,12286.64
Sukoharjo,2020,12078.87
Sukoharjo,2021,13494.2
Sukoharjo,2022,13943.03
Sukoharjo,2023,14243.76
Sukoharjo,2024,18527.0
Sumba Barat,2018,23137.7
Sumba Barat,2019,22540.0
Sumba Barat,2020,25383.48
Sumba Barat,2021,24882.96
Sumba Barat,2022,25165.18
Sumba Barat,2023,29359.92
Sumba Barat,2024,30596.0
Sumba Barat Daya,2018,23151.18
Sumba Barat Daya,2019,23470.13
Sumba Barat Daya,2020,25213.93
Sumba Barat Daya,2021,26226.04
Sumba Barat Daya,2022,26760.35
Sumba Barat Daya,2023,30627.56
Sumba Barat Daya,2024,34632.0
Sumba Tengah,2018,24428.08
Sumba Tengah,2019,27024.47
Sumba Tengah,2020,27507.48
Sumba Tengah,2021,24878.08
Sumba Tengah,2022,27016.54
Sumba Tengah,2023,30418.12
Sumba Tengah,2024,33780.0
Sumba Timur,2018,26803.7
Sumba Timur,2019,25944.2
Sumba Timur,2020,28655.91
Sumba Timur,2021,28727.15
Sumba Timur,2022,28005.05
Sumba Timur,2023,33413.92
Sumba Timur,2024,36805.0
Sumbawa,2018,19753.29
Sumbawa,2019,20659.89
Sumbawa,2020,20731.37
Sumbawa,2021,18814.05
Sumbawa,2022,20438.52
Sumbawa,2023,21096.2
Sumbawa,2024,24092.0
Sumbawa Barat,2018,20507.71
Sumbawa Barat,2019,19306.31
Sumbawa Barat,2020,20635.97
Sumbawa Barat,2021,18795.87
Sumbawa Barat,2022,21309.05
Sumbawa Barat,2023,21959.26
Sumbawa Barat,2024,30553.0
Sumedang,2018,15053.45
Sumedang,2019,14859.52
Sumedang,2020,16910.55
Sumedang,2021,18640.81
Sumedang,2022,18280.14
Sumedang,2023,20318.12
Sumedang,2024,23518.0
Sumenep,2018,15616.08
Sumenep,2019,14886.01
Sumenep,2020,15808.79
Sumenep,2021,17061.02
Sumenep,2022,19382.16
Sumenep,2023,21962.34
Sumenep,2024,26170.0
Supiori,2018,13394.3
Supiori,2019,16651.28
Supiori,2020,21453.54
Supiori,2021,20323.34
Supiori,2022,21420.69
Supiori,2023,20187.64
Supiori,2024,32311.0
Tabalong,2018,15330.33
Tabalong,2019,14084.92
Tabalong,2020,15292.08
Tabalong,2021,16348.81
Tabalong,2022,17534.5
Tabalong,2023,21513.84
Tabalong,2024,21485.0
Tabanan,2018,17927.97
Tabanan,2019,17144.75
Tabanan,2020,16475.65
Tabanan,2021,18621.07
Tabanan,2022,18295.8
Tabanan,2023,21032.92
Tabanan,2024,24769.0
Takalar,2018,14662.72
Takalar,2019,13007.06
Takalar,2020,14919.43
Takalar,2021,17801.77
Takalar,2022,15080.88
Takalar,2023,18308.81
Takalar,2024,19081.0
Tambrauw,2018,14715.92
Tambrauw,2019,12897.68
Tambrauw,2020,15174.76
Tambrauw,2021,16819.78
Tambrauw,2022,16926.5
Tambrauw,2023,17277.43
Tambrauw,2024,21574.0
Tana Tidung,2018,22259.54
Tana Tidung,2019,21132.56
Tana Tidung,2020,20319.77
Tana Tidung,2021,20964.84
Tana Tidung,2022,21120.18
Tana Tidung,2023,22223.3
Tana Tidung,2024,25546.0
Tana Toraja,2018,22254.31
Tana Toraja,2019,19053.78
Tana Toraja,2020,23926.74
Tana Toraja,2021,23046.42
Tana Toraja,2022,21225.29
Tana Toraja,2023,24929.38
Tana Toraja,2024,31882.0
Tanah Bumbu,2018,14491.41
Tanah Bumbu,2019,14330.67
Tanah Bumbu,2020,15378.45
Tanah Bumbu,2021,16688.18
Tanah Bumbu,2022,18078.02
Tanah Bumbu,2023,20468.61
Tanah Bumbu,2024,20885.0
Tanah Datar,2018,16566.47
Tanah Datar,2019,19036.56
Tanah Datar,2020,18210.43
Tanah Datar,2021,17798.09
Tanah Datar,2022,19692.44
Tanah Datar,2023,24648.05
Tanah Datar,2024,24573.0
Tanah Laut,2018,15317.67
Tanah Laut,2019,13957.68
Tanah Laut,2020,15710.85
Tanah Laut,2021,17357.16
Tanah Laut,2022,17928.27
Tanah Laut,2023,23159.19
Tanah Laut,2024,23445.0
Tangerang,2018,14693.56
Tangerang,2019,14785.08
Tangerang,2020,16176.7
Tangerang,2021,16146.02
Tangerang,2022,16285.42
Tangerang,2023,16210.48
Tangerang,2024,23576.0
Tanggamus,2018,18073.09
Tanggamus,2019,14754.57
Tanggamus,2020,15699.48
Tanggamus,2021,16151.08
Tanggamus,2022,16504.07
Tanggamus,2023,18962.82
Tanggamus,2024,22900.0
Tanjung Jabung Barat,2018,15001.81
Tanjung Jabung Barat,2019,14475.96
Tanjung Jabung Barat,2020,15468.41
Tanjung Jabung Barat,2021,15851.95
Tanjung Jabung Barat,2022,14917.14
Tanjung Jabung Barat,2023,18534.79
Tanjung Jabung Barat,2024,18688.0
Tanjung Jabung Timur,2018,16021.32
Tanjung Jabung Timur,2019,14963.92
Tanjung Jabung Timur,2020,15104.26
Tanjung Jabung Timur,2021,16745.62
Tanjung Jabung Timur,2022,16099.33
Tanjung Jabung Timur,2023,22156.81
Tanjung Jabung Timur,2024,22073.0
Tapanuli Selatan,2018,25134.63
Tapanuli Selatan,2019,24482.3
Tapanuli Selatan,2020,23157.65
Tapanuli Selatan,2021,21520.52
Tapanuli Selatan,2022,22792.92
Tapanuli Selatan,2023,27407.42
Tapanuli Selatan,2024,27528.0
Tapanuli Tengah,2018,22781.05
Tapanuli Tengah,2019,21121.78
Tapanuli Tengah,2020,19678.01
Tapanuli Tengah,2021,19522.25
Tapanuli Tengah,2022,19761.47
Tapanuli Tengah,2023,23926.1
Tapanuli Tengah,2024,27335.0
Tapanuli Utara,2018,21603.07
Tapanuli Utara,2019,21108.25
Tapanuli Utara,2020,21478.12
Tapanuli Utara,2021,21465.69
Tapanuli Utara,2022,21698.83
Tapanuli Utara,2023,25713.89
Tapanuli Utara,2024,26974.0
Tapin,2018,15445.3
Tapin,2019,14896.69
Tapin,2020,16965.54
Tapin,2021,17897.27
Tapin,2022,16661.91
Tapin,2023,23610.85
Tapin,2024,23417.0
Tasikmalaya,2018,17667.15
Tasikmalaya,2019,18198.43
Tasikmalaya,2020,18871.08
Tasikmalaya,2021,17934.97
Tasikmalaya,2022,18081.71
Tasikmalaya,2023,18394.92
Tasikmalaya,2024,24017.0
Tebo,2018,17089.53
Tebo,2019,18086.75
Tebo,2020,15806.24
Tebo,2021,17528.02
Tebo,2022,16018.0
Tebo,2023,18249.6
Tebo,2024,22135.0
Tegal,2018,12285.22
Tegal,2019,11996.95
Tegal,2020,11937.3
Tegal,2021,13034.64
Tegal,2022,12801.23
Tegal,2023,14970.8
Tegal,2024,18851.0
Teluk Bintuni,2018,20154.25
Teluk Bintuni,2019,18939.96
Teluk Bintuni,2020,18185.16
Teluk Bintuni,2021,19776.11
Teluk Bintuni,2022,21663.13
Teluk Bintuni,2023,23693.99
Teluk Bintuni,2024,26244.0
Teluk Wondama,2018,15324.66
Teluk Wondama,2019,15015.04
Teluk Wondama,2020,18181.02
Teluk Wondama,2021,16845.41
Teluk Wondama,2022,14654.74
Teluk Wondama,2023,17253.04
Teluk Wondama,2024,18554.0
Temanggung,2018,11935.27
Temanggung,2019,12882.98
Temanggung,2020,11116.46
Temanggung,2021,11694.09
Temanggung,2022,11746.75
Temanggung,2023,16835.26
Temanggung,2024,16914.0
Timor Tengah Selatan,2018,26011.98
Timor Tengah Selatan,2019,24504.3
Timor Tengah Selatan,2020,25510.0
Timor Tengah Selatan,2021,24087.67
Timor Tengah Selatan,2022,23128.2
Timor Tengah Selatan,2023,25192.72
Timor Tengah Selatan,2024,35291.0
Timor Tengah Utara,2018,29809.96
Timor Tengah Utara,2019,28029.32
Timor Tengah Utara,2020,25778.15
Timor Tengah Utara,2021,26714.33
Timor Tengah Utara,2022,27628.47
Timor Tengah Utara,2023,29362.59
Timor Tengah Utara,2024,29723.0
Toba Samosir,2018,20249.7
Toba Samosir,2019,20229.58
Toba Samosir,2020,20090.72
Toba Samosir,2021,21572.22
Toba Samosir,2022,22282.96
Toba Samosir,2023,28128.02
Toba Samosir,2024,28095.0
Tojo Una-Una,2018,18534.59
Tojo Una-Una,2019,16562.88
Tojo Una-Una,2020,19246.8
Tojo Una-Una,2021,19124.87
Tojo Una-Una,2022,17550.44
Tojo Una-Una,2023,23603.83
Tojo Una-Una,2024,22907.0
Toli-Toli,2018,15467.43
Toli-Toli,2019,14104.76
Toli-Toli,2020,16186.04
Toli-Toli,2021,15835.12
Toli-Toli,2022,16691.06
Toli-Toli,2023,20851.71
Toli-Toli,2024,20838.0
Tolikara,2018,13611.65
Tolikara,2019,16119.6
Tolikara,2020,22997.92
Tolikara,2021,18969.51
Tolikara,2022,38026.31
Tolikara,2023,15589.05
Tolikara,2024,12406.0
Toraja Utara,2018,17867.33
Toraja Utara,2019,19099.46
Toraja Utara,2020,22353.64
Toraja Utara,2021,25361.71
Toraja Utara,2022,22064.44
Toraja Utara,2023,23723.3
Toraja Utara,2024,33760.0
Trenggalek,2018,14690.03
Trenggalek,2019,13171.3
Trenggalek,2020,13514.11
Trenggalek,2021,14354.75
Trenggalek,2022,14078.23
Trenggalek,2023,17689.29
