Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Makanan Lainnya
Jepara,2020,2024.02
Jepara,2021,2839.58
Jepara,2022,2909.86
Jepara,2023,2625.66
Jepara,2024,2439.0
Jombang,2018,1728.53
Jombang,2019,1967.11
Jombang,2020,1868.14
Jombang,2021,2261.43
Jombang,2022,2598.91
Jombang,2023,2430.5
Jombang,2024,2184.0
Kaimana,2018,2047.99
Kaimana,2019,2019.06
Kaimana,2020,2405.55
Kaimana,2021,1958.25
Kaimana,2022,3174.18
Kaimana,2023,2735.63
Kaimana,2024,3408.0
Kampar,2018,1975.88
Kampar,2019,1893.4
Kampar,2020,2186.32
Kampar,2021,2612.76
Kampar,2022,2669.81
Kampar,2023,2804.57
Kampar,2024,2566.0
Kapuas,2018,2787.61
Kapuas,2019,3588.63
Kapuas,2020,3426.0
Kapuas,2021,4032.45
Kapuas,2022,4125.39
Kapuas,2023,3443.12
Kapuas,2024,3549.0
Kapuas Hulu,2018,3271.81
Kapuas Hulu,2019,3640.77
Kapuas Hulu,2020,3466.81
Kapuas Hulu,2021,3729.61
Kapuas Hulu,2022,4320.0
Kapuas Hulu,2023,5118.39
Kapuas Hulu,2024,5003.0
Karanganyar,2018,2006.47
Karanganyar,2019,1932.98
Karanganyar,2020,1748.27
Karanganyar,2021,2277.22
Karanganyar,2022,2381.15
Karanganyar,2023,2756.19
Karanganyar,2024,2508.0
Karangasem,2018,1070.67
Karangasem,2019,1076.19
Karangasem,2020,1249.3
Karangasem,2021,1411.41
Karangasem,2022,1423.22
Karangasem,2023,1462.14
Karangasem,2024,1519.0
Karawang,2018,3177.61
Karawang,2019,2709.55
Karawang,2020,2792.9
Karawang,2021,3185.75
Karawang,2022,3367.58
Karawang,2023,3758.3
Karawang,2024,3365.0
Karimun,2018,2863.88
Karimun,2019,2984.02
Karimun,2020,2605.51
Karimun,2021,3670.63
Karimun,2022,3154.38
Karimun,2023,3613.88
Karimun,2024,4182.0
Karo,2018,1252.0
Karo,2019,1128.0
Karo,2020,1131.77
Karo,2021,1532.69
Karo,2022,1654.18
Karo,2023,1643.38
Karo,2024,1697.0
Katingan,2018,3537.33
Katingan,2019,3965.19
Katingan,2020,4058.0
Katingan,2021,4084.03
Katingan,2022,4530.63
Katingan,2023,4601.41
Katingan,2024,4432.0
Kaur,2018,1874.27
Kaur,2019,1621.56
Kaur,2020,1935.56
Kaur,2021,2349.96
Kaur,2022,2259.2
Kaur,2023,2509.86
Kaur,2024,2548.0
Kayong Utara,2018,3167.24
Kayong Utara,2019,2568.6
Kayong Utara,2020,3173.68
Kayong Utara,2021,3732.52
Kayong Utara,2022,4027.91
Kayong Utara,2023,3912.31
Kayong Utara,2024,3563.0
Kebumen,2018,1639.55
Kebumen,2019,1804.85
Kebumen,2020,2027.31
Kebumen,2021,2171.05
Kebumen,2022,2282.24
Kebumen,2023,2587.81
Kebumen,2024,2485.0
Kediri,2018,2122.39
Kediri,2019,1818.69
Kediri,2020,1929.33
Kediri,2021,2631.33
Kediri,2022,3185.61
Kediri,2023,3067.16
Kediri,2024,2906.0
Keerom,2018,2189.65
Keerom,2019,1966.29
Keerom,2020,2146.29
Keerom,2021,3092.85
Keerom,2022,2463.04
Keerom,2023,2239.16
Keerom,2024,3953.0
Kendal,2018,2634.91
Kendal,2019,2230.09
Kendal,2020,2571.27
Kendal,2021,2656.34
Kendal,2022,3082.74
Kendal,2023,3499.24
Kendal,2024,3312.0
Kep. Seribu,2018,4688.92
Kep. Seribu,2019,3504.89
Kep. Seribu,2020,2623.64
Kep. Seribu,2021,3901.99
Kep. Seribu,2022,4142.88
Kep. Seribu,2023,4608.85
Kep. Seribu,2024,3632.0
Kepahiang,2018,1937.01
Kepahiang,2019,1588.19
Kepahiang,2020,1824.66
Kepahiang,2021,2325.79
Kepahiang,2022,2420.03
Kepahiang,2023,2743.71
Kepahiang,2024,2734.0
Kepulauan Anambas,2018,4563.95
Kepulauan Anambas,2019,5595.46
Kepulauan Anambas,2020,5101.57
Kepulauan Anambas,2021,4928.79
Kepulauan Anambas,2022,5878.42
Kepulauan Anambas,2023,6433.38
Kepulauan Anambas,2024,5146.0
Kepulauan Aru,2018,1633.71
Kepulauan Aru,2019,1730.72
Kepulauan Aru,2020,1676.78
Kepulauan Aru,2021,2097.52
Kepulauan Aru,2022,1920.67
Kepulauan Aru,2023,2615.61
Kepulauan Aru,2024,2062.0
Kepulauan Mentawai,2018,1862.03
Kepulauan Mentawai,2019,1509.41
Kepulauan Mentawai,2020,1679.08
Kepulauan Mentawai,2021,2230.4
Kepulauan Mentawai,2022,2314.58
Kepulauan Mentawai,2023,2625.87
Kepulauan Mentawai,2024,2205.0
Kepulauan Meranti,2018,2757.22
Kepulauan Meranti,2019,2366.29
Kepulauan Meranti,2020,2657.76
Kepulauan Meranti,2021,3098.82
Kepulauan Meranti,2022,2913.76
Kepulauan Meranti,2023,3554.83
Kepulauan Meranti,2024,3283.0
Kepulauan Sangihe,2018,1103.0
Kepulauan Sangihe,2019,1139.25
Kepulauan Sangihe,2020,1137.83
Kepulauan Sangihe,2021,1160.26
Kepulauan Sangihe,2022,1682.95
Kepulauan Sangihe,2023,1231.57
Kepulauan Sangihe,2024,1459.0
Kepulauan Selayar,2018,2432.81
Kepulauan Selayar,2019,2811.78
Kepulauan Selayar,2020,2410.48
Kepulauan Selayar,2021,2253.96
Kepulauan Selayar,2022,2337.7
Kepulauan Selayar,2023,2857.26
Kepulauan Selayar,2024,2455.0
Kepulauan Sula,2018,1588.53
Kepulauan Sula,2019,1752.11
Kepulauan Sula,2020,1348.58
Kepulauan Sula,2021,1198.76
Kepulauan Sula,2022,1319.67
Kepulauan Sula,2023,1490.98
Kepulauan Sula,2024,1889.0
Kepulauan Talaud,2018,1414.98
Kepulauan Talaud,2019,1380.0
Kepulauan Talaud,2020,1156.21
Kepulauan Talaud,2021,1720.49
Kepulauan Talaud,2022,1870.58
Kepulauan Talaud,2023,2019.03
Kepulauan Talaud,2024,1663.0
Kepulauan Yapen,2018,1889.34
Kepulauan Yapen,2019,1678.96
Kepulauan Yapen,2020,1434.66
Kepulauan Yapen,2021,2011.53
Kepulauan Yapen,2022,1732.99
Kepulauan Yapen,2023,1913.57
Kepulauan Yapen,2024,3054.0
Kerinci,2018,1248.54
Kerinci,2019,1409.18
Kerinci,2020,1721.76
Kerinci,2021,1939.64
Kerinci,2022,2155.71
Kerinci,2023,2406.22
Kerinci,2024,1909.0
Ketapang,2018,2458.23
Ketapang,2019,2927.12
Ketapang,2020,3215.26
Ketapang,2021,3206.15
Ketapang,2022,3155.41
Ketapang,2023,3814.85
Ketapang,2024,3485.0
Klaten,2018,2121.84
Klaten,2019,2297.02
Klaten,2020,2609.07
Klaten,2021,2876.29
Klaten,2022,3266.45
Klaten,2023,2869.09
Klaten,2024,2823.0
Klungkung,2018,1629.37
Klungkung,2019,1838.96
Klungkung,2020,1858.38
Klungkung,2021,1882.0
Klungkung,2022,2202.87
Klungkung,2023,2546.31
Klungkung,2024,1874.0
Kolaka,2018,2114.2
Kolaka,2019,2002.69
Kolaka,2020,1918.86
Kolaka,2021,2621.44
Kolaka,2022,2254.69
Kolaka,2023,2822.37
Kolaka,2024,2410.0
Kolaka Timur,2018,2371.19
Kolaka Timur,2019,1978.42
Kolaka Timur,2020,2302.42
Kolaka Timur,2021,2186.87
Kolaka Timur,2022,1952.6
Kolaka Timur,2023,1888.35
Kolaka Timur,2024,2122.0
Kolaka Utara,2018,1852.79
Kolaka Utara,2019,2348.65
Kolaka Utara,2020,2166.27
Kolaka Utara,2021,2975.6
Kolaka Utara,2022,3017.29
Kolaka Utara,2023,2784.06
Kolaka Utara,2024,2905.0
Konawe,2018,2668.68
Konawe,2019,2557.23
Konawe,2020,2141.74
Konawe,2021,2085.25
Konawe,2022,2631.63
Konawe,2023,2881.67
Konawe,2024,2737.0
Konawe Kepulauan,2018,2416.21
Konawe Kepulauan,2019,2502.37
Konawe Kepulauan,2020,2035.91
Konawe Kepulauan,2021,2127.27
Konawe Kepulauan,2022,1722.52
Konawe Kepulauan,2023,2852.13
Konawe Kepulauan,2024,2529.0
Konawe Selatan,2018,1956.54
Konawe Selatan,2019,2106.29
Konawe Selatan,2020,2209.42
Konawe Selatan,2021,2115.81
Konawe Selatan,2022,2303.97
Konawe Selatan,2023,2125.41
Konawe Selatan,2024,2307.0
Konawe Utara,2018,2642.77
Konawe Utara,2019,3122.28
Konawe Utara,2020,2680.36
Konawe Utara,2021,3008.14
Konawe Utara,2022,3515.78
Konawe Utara,2023,3523.35
Konawe Utara,2024,3322.0
Kota Ambon,2018,2427.69
Kota Ambon,2019,2154.56
Kota Ambon,2020,2143.99
Kota Ambon,2021,2975.14
Kota Ambon,2022,2816.14
Kota Ambon,2023,2598.68
Kota Ambon,2024,2591.0
Kota Balikpapan,2018,3298.82
Kota Balikpapan,2019,2754.52
Kota Balikpapan,2020,2813.09
Kota Balikpapan,2021,3359.84
Kota Balikpapan,2022,4451.61
Kota Balikpapan,2023,4105.79
Kota Balikpapan,2024,4187.0
Kota Banda Aceh,2018,3064.3
Kota Banda Aceh,2019,2134.17
Kota Banda Aceh,2020,2167.05
Kota Banda Aceh,2021,3099.68
Kota Banda Aceh,2022,3426.47
Kota Banda Aceh,2023,3107.5
Kota Banda Aceh,2024,3580.0
Kota Bandar Lampung,2018,2830.64
Kota Bandar Lampung,2019,2868.5
Kota Bandar Lampung,2020,2468.61
Kota Bandar Lampung,2021,3566.02
Kota Bandar Lampung,2022,3892.69
Kota Bandar Lampung,2023,4008.96
Kota Bandar Lampung,2024,3417.0
Kota Bandung,2018,3347.25
Kota Bandung,2019,3214.01
Kota Bandung,2020,3719.79
Kota Bandung,2021,4717.67
Kota Bandung,2022,4889.66
Kota Bandung,2023,4943.83
Kota Bandung,2024,4584.0
Kota Banjar,2018,2887.48
Kota Banjar,2019,3170.16
Kota Banjar,2020,2873.62
Kota Banjar,2021,3052.8
Kota Banjar,2022,3089.23
Kota Banjar,2023,3606.18
Kota Banjar,2024,3351.0
Kota Banjar Baru,2018,3179.52
Kota Banjar Baru,2019,3396.16
Kota Banjar Baru,2020,3841.96
Kota Banjar Baru,2021,4376.5
Kota Banjar Baru,2022,4616.1
Kota Banjar Baru,2023,4254.43
Kota Banjar Baru,2024,4020.0
Kota Banjarmasin,2018,3759.66
Kota Banjarmasin,2019,2950.67
Kota Banjarmasin,2020,3558.89
Kota Banjarmasin,2021,4311.59
Kota Banjarmasin,2022,4327.22
Kota Banjarmasin,2023,3347.87
Kota Banjarmasin,2024,4317.0
Kota Baru,2018,5018.94
Kota Baru,2019,4033.24
Kota Baru,2020,4104.34
Kota Baru,2021,4970.79
Kota Baru,2022,5536.08
Kota Baru,2023,4973.7
Kota Baru,2024,5082.0
Kota Batam,2018,3041.43
Kota Batam,2019,2969.37
Kota Batam,2020,3115.06
Kota Batam,2021,4298.84
Kota Batam,2022,4846.62
Kota Batam,2023,4130.74
Kota Batam,2024,4294.0
Kota Batu,2018,2410.62
Kota Batu,2019,1890.91
Kota Batu,2020,2346.3
Kota Batu,2021,2630.59
Kota Batu,2022,2609.09
Kota Batu,2023,2983.08
Kota Batu,2024,2697.0
Kota Baubau,2018,2283.82
Kota Baubau,2019,1906.44
Kota Baubau,2020,1982.32
Kota Baubau,2021,2195.31
Kota Baubau,2022,2895.65
Kota Baubau,2023,2261.88
Kota Baubau,2024,2061.0
Kota Bekasi,2018,3426.04
Kota Bekasi,2019,3349.45
Kota Bekasi,2020,4068.21
Kota Bekasi,2021,4283.03
Kota Bekasi,2022,4985.59
Kota Bekasi,2023,4595.3
Kota Bekasi,2024,4936.0
Kota Bengkulu,2018,2791.49
Kota Bengkulu,2019,2813.46
Kota Bengkulu,2020,2510.98
Kota Bengkulu,2021,2579.27
Kota Bengkulu,2022,3917.2
Kota Bengkulu,2023,3644.99
Kota Bengkulu,2024,3518.0
Kota Bima,2018,2385.93
Kota Bima,2019,2468.99
Kota Bima,2020,3309.67
Kota Bima,2021,3251.02
Kota Bima,2022,3224.39
Kota Bima,2023,2818.88
Kota Bima,2024,2646.0
Kota Binjai,2018,1349.28
Kota Binjai,2019,1480.49
Kota Binjai,2020,1673.85
Kota Binjai,2021,1706.3
Kota Binjai,2022,2147.11
Kota Binjai,2023,2085.07
Kota Binjai,2024,2189.0
Kota Bitung,2018,1883.09
Kota Bitung,2019,1827.12
Kota Bitung,2020,1776.83
Kota Bitung,2021,2287.14
Kota Bitung,2022,2288.69
Kota Bitung,2023,2495.87
Kota Bitung,2024,2616.0
Kota Blitar,2018,2048.71
Kota Blitar,2019,1882.76
Kota Blitar,2020,1962.08
Kota Blitar,2021,2699.62
Kota Blitar,2022,2111.42
Kota Blitar,2023,2807.91
Kota Blitar,2024,2663.0
Kota Bogor,2018,3584.8
Kota Bogor,2019,3462.76
Kota Bogor,2020,3528.23
Kota Bogor,2021,3997.32
Kota Bogor,2022,3674.75
Kota Bogor,2023,4272.15
Kota Bogor,2024,4122.0
Kota Bontang,2018,3128.86
Kota Bontang,2019,3195.25
Kota Bontang,2020,3420.09
Kota Bontang,2021,4299.31
Kota Bontang,2022,4672.0
Kota Bontang,2023,3522.96
Kota Bontang,2024,3640.0
Kota Bukittinggi,2018,2052.93
Kota Bukittinggi,2019,2242.04
Kota Bukittinggi,2020,2369.42
Kota Bukittinggi,2021,2874.95
Kota Bukittinggi,2022,2463.8
Kota Bukittinggi,2023,2828.78
Kota Bukittinggi,2024,2760.0
Kota Cilegon,2018,3700.56
Kota Cilegon,2019,3391.75
Kota Cilegon,2020,3520.64
Kota Cilegon,2021,3982.09
Kota Cilegon,2022,3986.47
Kota Cilegon,2023,3669.48
Kota Cilegon,2024,3390.0
Kota Cimahi,2018,3267.31
Kota Cimahi,2019,3229.25
Kota Cimahi,2020,3486.85
Kota Cimahi,2021,3868.68
Kota Cimahi,2022,4181.46
Kota Cimahi,2023,4960.04
Kota Cimahi,2024,4683.0
Kota Cirebon,2018,2484.94
Kota Cirebon,2019,2597.73
Kota Cirebon,2020,2684.91
Kota Cirebon,2021,3386.57
Kota Cirebon,2022,3162.98
Kota Cirebon,2023,3973.84
Kota Cirebon,2024,3416.0
Kota Denpasar,2018,2243.85
Kota Denpasar,2019,2557.0
Kota Denpasar,2020,2648.27
Kota Denpasar,2021,3004.66
Kota Denpasar,2022,3235.81
Kota Denpasar,2023,3531.34
Kota Denpasar,2024,3296.0
Kota Depok,2018,3485.95
Kota Depok,2019,3113.92
Kota Depok,2020,3415.21
Kota Depok,2021,4103.45
Kota Depok,2022,4737.08
Kota Depok,2023,5046.78
Kota Depok,2024,5247.0
Kota Dumai,2018,1990.19
Kota Dumai,2019,2198.84
Kota Dumai,2020,2251.37
Kota Dumai,2021,2998.12
Kota Dumai,2022,3106.5
Kota Dumai,2023,3394.31
Kota Dumai,2024,2971.0
Kota Gorontalo,2018,1816.81
Kota Gorontalo,2019,1622.85
Kota Gorontalo,2020,1439.05
Kota Gorontalo,2021,1822.7
Kota Gorontalo,2022,2199.04
Kota Gorontalo,2023,1933.48
Kota Gorontalo,2024,1956.0
Kota Gunungsitoli,2018,1467.35
Kota Gunungsitoli,2019,1577.78
Kota Gunungsitoli,2020,1486.47
Kota Gunungsitoli,2021,1927.7
Kota Gunungsitoli,2022,1449.53
Kota Gunungsitoli,2023,1558.02
Kota Gunungsitoli,2024,1900.0
Kota Jakarta Barat,2018,2974.21
Kota Jakarta Barat,2019,2990.42
Kota Jakarta Barat,2020,3510.83
Kota Jakarta Barat,2021,4452.55
Kota Jakarta Barat,2022,3768.26
Kota Jakarta Barat,2023,3899.82
Kota Jakarta Barat,2024,3833.0
Kota Jakarta Pusat,2018,3152.74
Kota Jakarta Pusat,2019,3180.09
Kota Jakarta Pusat,2020,4168.28
Kota Jakarta Pusat,2021,4526.04
Kota Jakarta Pusat,2022,3781.46
Kota Jakarta Pusat,2023,4428.66
Kota Jakarta Pusat,2024,4320.0
Kota Jakarta Selatan,2018,3513.18
Kota Jakarta Selatan,2019,2946.59
Kota Jakarta Selatan,2020,3629.45
Kota Jakarta Selatan,2021,3987.6
Kota Jakarta Selatan,2022,4897.17
Kota Jakarta Selatan,2023,4085.49
Kota Jakarta Selatan,2024,4308.0
Kota Jakarta Timur,2018,2998.83
Kota Jakarta Timur,2019,2543.63
Kota Jakarta Timur,2020,3046.27
Kota Jakarta Timur,2021,3396.81
Kota Jakarta Timur,2022,4254.18
Kota Jakarta Timur,2023,4347.34
Kota Jakarta Timur,2024,3512.0
Kota Jakarta Utara,2018,3255.92
Kota Jakarta Utara,2019,2917.18
Kota Jakarta Utara,2020,3716.78
Kota Jakarta Utara,2021,4190.8
Kota Jakarta Utara,2022,4421.5
Kota Jakarta Utara,2023,4757.81
Kota Jakarta Utara,2024,5106.0
Kota Jambi,2018,2991.01
Kota Jambi,2019,2906.52
Kota Jambi,2020,3153.56
Kota Jambi,2021,3717.68
Kota Jambi,2022,4065.49
Kota Jambi,2023,4220.17
Kota Jambi,2024,4009.0
Kota Jayapura,2018,2832.96
Kota Jayapura,2019,3262.73
Kota Jayapura,2020,3376.12
Kota Jayapura,2021,3085.01
Kota Jayapura,2022,3978.38
Kota Jayapura,2023,4046.32
Kota Jayapura,2024,4946.0
Kota Kediri,2018,2007.41
Kota Kediri,2019,1900.44
Kota Kediri,2020,2190.31
Kota Kediri,2021,2261.19
Kota Kediri,2022,2943.49
Kota Kediri,2023,2885.7
Kota Kediri,2024,2693.0
Kota Kendari,2018,3744.71
Kota Kendari,2019,3006.29
Kota Kendari,2020,2860.03
Kota Kendari,2021,3224.12
Kota Kendari,2022,3865.75
Kota Kendari,2023,3341.32
Kota Kendari,2024,3368.0
Kota Kotamobagu,2018,1516.49
Kota Kotamobagu,2019,1639.21
Kota Kotamobagu,2020,1451.85
Kota Kotamobagu,2021,2137.45
Kota Kotamobagu,2022,1822.78
Kota Kotamobagu,2023,1655.2
Kota Kotamobagu,2024,2037.0
Kota Kupang,2018,2046.62
Kota Kupang,2019,1563.15
Kota Kupang,2020,2173.02
Kota Kupang,2021,2123.11
Kota Kupang,2022,2520.73
Kota Kupang,2023,2444.49
Kota Kupang,2024,2280.0
Kota Langsa,2018,1545.11
Kota Langsa,2019,1623.25
Kota Langsa,2020,1685.66
Kota Langsa,2021,2186.72
Kota Langsa,2022,2020.19
Kota Langsa,2023,1943.77
Kota Langsa,2024,1830.0
Kota Lhokseumawe,2018,1475.6
Kota Lhokseumawe,2019,1530.58
Kota Lhokseumawe,2020,1474.07
Kota Lhokseumawe,2021,2571.36
Kota Lhokseumawe,2022,1980.88
Kota Lhokseumawe,2023,2314.67
Kota Lhokseumawe,2024,2425.0
Kota Lubuklinggau,2018,3013.81
Kota Lubuklinggau,2019,2421.35
Kota Lubuklinggau,2020,2256.81
Kota Lubuklinggau,2021,2958.44
Kota Lubuklinggau,2022,3396.29
Kota Lubuklinggau,2023,3387.77
Kota Lubuklinggau,2024,3629.0
Kota Madiun,2018,1830.1
Kota Madiun,2019,1982.99
Kota Madiun,2020,2157.01
Kota Madiun,2021,2841.7
Kota Madiun,2022,3449.05
Kota Madiun,2023,2857.76
Kota Madiun,2024,3045.0
Kota Magelang,2018,1906.25
Kota Magelang,2019,1669.67
Kota Magelang,2020,1743.13
Kota Magelang,2021,2533.56
Kota Magelang,2022,3092.86
Kota Magelang,2023,3069.97
Kota Magelang,2024,2705.0
Kota Makasar,2018,3569.23
Kota Makasar,2019,2857.55
Kota Makasar,2020,2997.97
Kota Makasar,2021,3207.31
Kota Makasar,2022,3646.05
Kota Makasar,2023,2921.71
Kota Makasar,2024,3465.0
Kota Malang,2018,2350.04
Kota Malang,2019,2169.07
Kota Malang,2020,2600.57
Kota Malang,2021,3048.02
Kota Malang,2022,4096.97
Kota Malang,2023,3769.8
Kota Malang,2024,3494.0
Kota Manado,2018,2061.27
Kota Manado,2019,2117.56
Kota Manado,2020,2505.83
Kota Manado,2021,2736.59
Kota Manado,2022,2867.84
Kota Manado,2023,2402.64
Kota Manado,2024,2543.0
Kota Mataram,2018,2934.18
Kota Mataram,2019,3233.42
Kota Mataram,2020,2896.31
Kota Mataram,2021,3140.83
Kota Mataram,2022,3473.05
Kota Mataram,2023,3640.69
Kota Mataram,2024,3508.0
Kota Medan,2018,1931.38
Kota Medan,2019,2116.32
Kota Medan,2020,1793.9
Kota Medan,2021,2329.35
Kota Medan,2022,2560.15
Kota Medan,2023,2768.47
Kota Medan,2024,2763.0
Kota Metro,2018,2280.65
Kota Metro,2019,2107.25
Kota Metro,2020,2359.07
Kota Metro,2021,2943.92
Kota Metro,2022,2826.61
Kota Metro,2023,2859.03
Kota Metro,2024,3050.0
Kota Mojokerto,2018,1904.11
Kota Mojokerto,2019,1526.82
Kota Mojokerto,2020,1544.66
Kota Mojokerto,2021,2415.23
Kota Mojokerto,2022,2668.92
Kota Mojokerto,2023,2789.31
Kota Mojokerto,2024,2573.0
Kota Padang,2018,2241.95
Kota Padang,2019,2018.68
Kota Padang,2020,1906.37
Kota Padang,2021,2708.85
Kota Padang,2022,2903.72
Kota Padang,2023,2767.89
Kota Padang,2024,2876.0
Kota Padang Panjang,2018,1953.64
Kota Padang Panjang,2019,2038.07
Kota Padang Panjang,2020,2431.61
Kota Padang Panjang,2021,2168.67
Kota Padang Panjang,2022,2620.84
Kota Padang Panjang,2023,3002.06
Kota Padang Panjang,2024,3105.0
Kota Padangsidimpuan,2018,1204.76
Kota Padangsidimpuan,2019,1202.86
Kota Padangsidimpuan,2020,1264.95
Kota Padangsidimpuan,2021,1428.53
Kota Padangsidimpuan,2022,1365.74
Kota Padangsidimpuan,2023,1670.18
Kota Padangsidimpuan,2024,1679.0
Kota Pagar Alam,2018,2290.62
Kota Pagar Alam,2019,2700.45
Kota Pagar Alam,2020,2713.71
Kota Pagar Alam,2021,3242.51
Kota Pagar Alam,2022,3425.87
Kota Pagar Alam,2023,3349.52
Kota Pagar Alam,2024,3764.0
Kota Palangka Raya,2018,4060.78
Kota Palangka Raya,2019,3808.36
Kota Palangka Raya,2020,3821.09
Kota Palangka Raya,2021,3815.01
Kota Palangka Raya,2022,4640.73
Kota Palangka Raya,2023,3992.64
Kota Palangka Raya,2024,3753.0
Kota Palembang,2018,3291.13
Kota Palembang,2019,3412.87
Kota Palembang,2020,4046.66
Kota Palembang,2021,4442.78
Kota Palembang,2022,4751.82
Kota Palembang,2023,4614.06
Kota Palembang,2024,4827.0
Kota Palopo,2018,2871.24
Kota Palopo,2019,2270.89
Kota Palopo,2020,2402.35
Kota Palopo,2021,2440.21
Kota Palopo,2022,2708.02
Kota Palopo,2023,2667.98
Kota Palopo,2024,2931.0
Kota Palu,2018,2774.15
Kota Palu,2019,2626.25
Kota Palu,2020,2242.38
Kota Palu,2021,2956.21
Kota Palu,2022,2733.58
Kota Palu,2023,2970.83
Kota Palu,2024,3117.0
Kota Pangkal Pinang,2018,3578.61
Kota Pangkal Pinang,2019,3717.94
Kota Pangkal Pinang,2020,4119.67
Kota Pangkal Pinang,2021,4538.38
Kota Pangkal Pinang,2022,5195.32
Kota Pangkal Pinang,2023,5246.36
Kota Pangkal Pinang,2024,4418.0
Kota Parepare,2018,2171.88
Kota Parepare,2019,2532.85
Kota Parepare,2020,2953.4
Kota Parepare,2021,3149.66
Kota Parepare,2022,2627.63
Kota Parepare,2023,3062.09
Kota Parepare,2024,2287.0
Kota Pariaman,2018,1355.29
Kota Pariaman,2019,1702.21
Kota Pariaman,2020,1845.45
Kota Pariaman,2021,2329.61
Kota Pariaman,2022,1903.3
Kota Pariaman,2023,2163.28
Kota Pariaman,2024,2146.0
Kota Pasuruan,2018,2448.64
Kota Pasuruan,2019,2106.12
Kota Pasuruan,2020,2579.38
Kota Pasuruan,2021,2659.89
Kota Pasuruan,2022,2973.5
Kota Pasuruan,2023,3234.25
Kota Pasuruan,2024,2831.0
Kota Payakumbuh,2018,1822.99
Kota Payakumbuh,2019,1806.3
Kota Payakumbuh,2020,1928.66
Kota Payakumbuh,2021,2633.83
Kota Payakumbuh,2022,2413.65
Kota Payakumbuh,2023,2626.41
Kota Payakumbuh,2024,2758.0
Kota Pekalongan,2018,2494.67
Kota Pekalongan,2019,1908.61
Kota Pekalongan,2020,2714.09
Kota Pekalongan,2021,2641.66
Kota Pekalongan,2022,3689.24
Kota Pekalongan,2023,2654.93
Kota Pekalongan,2024,2895.0
Kota Pekanbaru,2018,2345.84
Kota Pekanbaru,2019,2471.08
Kota Pekanbaru,2020,2693.64
Kota Pekanbaru,2021,2923.42
Kota Pekanbaru,2022,3824.57
Kota Pekanbaru,2023,3708.24
Kota Pekanbaru,2024,3495.0
Kota Pematang Siantar,2018,1630.61
Kota Pematang Siantar,2019,1421.32
Kota Pematang Siantar,2020,1564.08
Kota Pematang Siantar,2021,1662.35
Kota Pematang Siantar,2022,2045.43
Kota Pematang Siantar,2023,2316.31
Kota Pematang Siantar,2024,1946.0
Kota Pontianak,2018,3389.5
Kota Pontianak,2019,3231.76
Kota Pontianak,2020,3235.04
Kota Pontianak,2021,4109.09
Kota Pontianak,2022,4183.4
Kota Pontianak,2023,3929.04
Kota Pontianak,2024,3813.0
Kota Prabumulih,2018,3357.05
Kota Prabumulih,2019,3147.81
Kota Prabumulih,2020,2996.88
Kota Prabumulih,2021,3340.79
Kota Prabumulih,2022,3931.91
Kota Prabumulih,2023,4074.68
Kota Prabumulih,2024,4094.0
Kota Probolinggo,2018,2112.37
Kota Probolinggo,2019,1757.23
Kota Probolinggo,2020,1720.39
Kota Probolinggo,2021,2057.62
Kota Probolinggo,2022,2295.59
Kota Probolinggo,2023,2321.83
Kota Probolinggo,2024,2140.0
Kota Sabang,2018,1817.73
Kota Sabang,2019,2453.41
Kota Sabang,2020,2500.96
Kota Sabang,2021,2775.09
Kota Sabang,2022,3197.34
Kota Sabang,2023,2869.59
Kota Sabang,2024,2642.0
Kota Salatiga,2018,2671.08
Kota Salatiga,2019,2404.9
Kota Salatiga,2020,2306.78
Kota Salatiga,2021,3567.95
Kota Salatiga,2022,3847.01
Kota Salatiga,2023,3036.98
Kota Salatiga,2024,3039.0
Kota Samarinda,2018,3236.07
Kota Samarinda,2019,3184.94
Kota Samarinda,2020,3709.72
Kota Samarinda,2021,3297.78
Kota Samarinda,2022,4483.25
Kota Samarinda,2023,4163.02
Kota Samarinda,2024,3969.0
Kota Sawah Lunto,2018,1878.85
Kota Sawah Lunto,2019,1745.8
Kota Sawah Lunto,2020,2017.64
Kota Sawah Lunto,2021,2598.86
Kota Sawah Lunto,2022,2964.71
Kota Sawah Lunto,2023,3264.91
Kota Sawah Lunto,2024,3347.0
Kota Semarang,2018,3149.75
Kota Semarang,2019,2504.7
Kota Semarang,2020,2865.92
Kota Semarang,2021,3584.65
Kota Semarang,2022,4039.06
Kota Semarang,2023,3295.4
Kota Semarang,2024,3858.0
Kota Serang,2018,2470.05
Kota Serang,2019,2516.08
Kota Serang,2020,2918.34
Kota Serang,2021,3013.44
Kota Serang,2022,3321.87
Kota Serang,2023,3638.02
Kota Serang,2024,2843.0
Kota Sibolga,2018,815.01
Kota Sibolga,2019,926.75
Kota Sibolga,2020,986.28
Kota Sibolga,2021,1131.58
Kota Sibolga,2022,1221.25
Kota Sibolga,2023,1265.57
Kota Sibolga,2024,1426.0
Kota Singkawang,2018,2806.22
Kota Singkawang,2019,2535.51
Kota Singkawang,2020,2755.62
Kota Singkawang,2021,3491.42
Kota Singkawang,2022,3360.94
Kota Singkawang,2023,3565.89
Kota Singkawang,2024,3197.0
Kota Solok,2018,2030.09
Kota Solok,2019,2171.98
Kota Solok,2020,1882.34
Kota Solok,2021,2464.83
Kota Solok,2022,2702.92
Kota Solok,2023,2794.29
