Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Makanan Lainnya
Kota Solok,2024,2767.0
Kota Sorong,2018,2334.65
Kota Sorong,2019,2212.75
Kota Sorong,2020,2375.6
Kota Sorong,2021,3226.88
Kota Sorong,2022,2911.9
Kota Sorong,2023,2666.01
Kota Sorong,2024,3021.0
Kota Subulussalam,2018,1101.86
Kota Subulussalam,2019,1288.04
Kota Subulussalam,2020,1281.6
Kota Subulussalam,2021,1539.79
Kota Subulussalam,2022,1803.89
Kota Subulussalam,2023,1865.44
Kota Subulussalam,2024,1569.0
Kota Sukabumi,2018,2993.17
Kota Sukabumi,2019,3083.01
Kota Sukabumi,2020,3496.49
Kota Sukabumi,2021,3452.21
Kota Sukabumi,2022,4016.09
Kota Sukabumi,2023,4316.5
Kota Sukabumi,2024,4291.0
Kota Sungai Penuh,2018,2493.94
Kota Sungai Penuh,2019,1492.24
Kota Sungai Penuh,2020,1778.69
Kota Sungai Penuh,2021,1850.55
Kota Sungai Penuh,2022,2105.54
Kota Sungai Penuh,2023,2002.57
Kota Sungai Penuh,2024,2392.0
Kota Surabaya,2018,2625.38
Kota Surabaya,2019,2337.56
Kota Surabaya,2020,2339.0
Kota Surabaya,2021,3296.23
Kota Surabaya,2022,3746.76
Kota Surabaya,2023,4373.72
Kota Surabaya,2024,4387.0
Kota Surakarta,2018,1958.49
Kota Surakarta,2019,1743.93
Kota Surakarta,2020,2048.06
Kota Surakarta,2021,2507.11
Kota Surakarta,2022,3364.37
Kota Surakarta,2023,3467.72
Kota Surakarta,2024,3107.0
Kota Tangerang,2018,3582.06
Kota Tangerang,2019,3642.55
Kota Tangerang,2020,3715.14
Kota Tangerang,2021,3900.56
Kota Tangerang,2022,4784.14
Kota Tangerang,2023,4595.39
Kota Tangerang,2024,4299.0
Kota Tangerang Selatan,2018,3256.33
Kota Tangerang Selatan,2019,3060.49
Kota Tangerang Selatan,2020,3164.2
Kota Tangerang Selatan,2021,3977.82
Kota Tangerang Selatan,2022,4333.89
Kota Tangerang Selatan,2023,4138.86
Kota Tangerang Selatan,2024,3989.0
Kota Tanjung Balai,2018,1588.15
Kota Tanjung Balai,2019,1808.63
Kota Tanjung Balai,2020,1670.27
Kota Tanjung Balai,2021,1592.75
Kota Tanjung Balai,2022,1871.83
Kota Tanjung Balai,2023,1886.81
Kota Tanjung Balai,2024,2101.0
Kota Tanjung Pinang,2018,3629.03
Kota Tanjung Pinang,2019,3351.09
Kota Tanjung Pinang,2020,3111.78
Kota Tanjung Pinang,2021,4015.63
Kota Tanjung Pinang,2022,3873.54
Kota Tanjung Pinang,2023,4244.88
Kota Tanjung Pinang,2024,3605.0
Kota Tarakan,2018,2769.3
Kota Tarakan,2019,2256.37
Kota Tarakan,2020,2475.76
Kota Tarakan,2021,3362.2
Kota Tarakan,2022,3645.81
Kota Tarakan,2023,3665.42
Kota Tarakan,2024,3791.0
Kota Tasikmalaya,2018,2507.2
Kota Tasikmalaya,2019,2620.32
Kota Tasikmalaya,2020,2722.47
Kota Tasikmalaya,2021,3198.57
Kota Tasikmalaya,2022,3290.89
Kota Tasikmalaya,2023,4172.16
Kota Tasikmalaya,2024,4232.0
Kota Tebing Tinggi,2018,1221.8
Kota Tebing Tinggi,2019,1361.93
Kota Tebing Tinggi,2020,1627.93
Kota Tebing Tinggi,2021,2014.37
Kota Tebing Tinggi,2022,1779.96
Kota Tebing Tinggi,2023,1871.57
Kota Tebing Tinggi,2024,2144.0
Kota Tegal,2018,2318.77
Kota Tegal,2019,1985.01
Kota Tegal,2020,2482.69
Kota Tegal,2021,3406.29
Kota Tegal,2022,3010.87
Kota Tegal,2023,3684.66
Kota Tegal,2024,2716.0
Kota Ternate,2018,2346.79
Kota Ternate,2019,1793.83
Kota Ternate,2020,1566.17
Kota Ternate,2021,2089.68
Kota Ternate,2022,1979.3
Kota Ternate,2023,2382.07
Kota Ternate,2024,2657.0
Kota Tidore Kepulauan,2018,1553.24
Kota Tidore Kepulauan,2019,1588.57
Kota Tidore Kepulauan,2020,2121.27
Kota Tidore Kepulauan,2021,2429.35
Kota Tidore Kepulauan,2022,2144.68
Kota Tidore Kepulauan,2023,2970.53
Kota Tidore Kepulauan,2024,2416.0
Kota Tomohon,2018,1921.97
Kota Tomohon,2019,1487.0
Kota Tomohon,2020,1612.09
Kota Tomohon,2021,1932.77
Kota Tomohon,2022,2374.65
Kota Tomohon,2023,1991.89
Kota Tomohon,2024,2150.0
Kota Tual,2018,1522.05
Kota Tual,2019,1450.99
Kota Tual,2020,1491.85
Kota Tual,2021,1309.73
Kota Tual,2022,1623.01
Kota Tual,2023,2412.96
Kota Tual,2024,2181.0
Kota Yogyakarta,2018,2164.92
Kota Yogyakarta,2019,2004.91
Kota Yogyakarta,2020,2258.61
Kota Yogyakarta,2021,2679.98
Kota Yogyakarta,2022,3341.72
Kota Yogyakarta,2023,3179.97
Kota Yogyakarta,2024,2932.0
Kotawaringin Barat,2018,3850.43
Kotawaringin Barat,2019,3450.33
Kotawaringin Barat,2020,3862.86
Kotawaringin Barat,2021,4376.96
Kotawaringin Barat,2022,4122.78
Kotawaringin Barat,2023,4036.57
Kotawaringin Barat,2024,4190.0
Kotawaringin Timur,2018,3690.2
Kotawaringin Timur,2019,2992.73
Kotawaringin Timur,2020,3450.66
Kotawaringin Timur,2021,3837.73
Kotawaringin Timur,2022,4039.67
Kotawaringin Timur,2023,4222.43
Kotawaringin Timur,2024,4423.0
Kuantan Singingi,2018,2042.58
Kuantan Singingi,2019,1961.71
Kuantan Singingi,2020,2318.36
Kuantan Singingi,2021,2441.53
Kuantan Singingi,2022,2836.53
Kuantan Singingi,2023,2690.24
Kuantan Singingi,2024,2653.0
Kubu Raya,2018,2981.51
Kubu Raya,2019,2930.83
Kubu Raya,2020,2914.63
Kubu Raya,2021,3087.12
Kubu Raya,2022,3412.36
Kubu Raya,2023,3390.73
Kubu Raya,2024,3460.0
Kudus,2018,1859.66
Kudus,2019,1750.41
Kudus,2020,2211.82
Kudus,2021,2276.04
Kudus,2022,2706.15
Kudus,2023,2920.21
Kudus,2024,2886.0
Kulon Progo,2018,1618.7
Kulon Progo,2019,1762.43
Kulon Progo,2020,1896.5
Kulon Progo,2021,1968.74
Kulon Progo,2022,2497.35
Kulon Progo,2023,2805.43
Kulon Progo,2024,2406.0
Kuningan,2018,2000.15
Kuningan,2019,2176.18
Kuningan,2020,2893.24
Kuningan,2021,3116.0
Kuningan,2022,3417.22
Kuningan,2023,3319.1
Kuningan,2024,3188.0
Kupang,2018,923.49
Kupang,2019,1009.77
Kupang,2020,1046.82
Kupang,2021,1112.53
Kupang,2022,1134.47
Kupang,2023,1343.56
Kupang,2024,1210.0
Kutai Barat,2018,3744.21
Kutai Barat,2019,3714.63
Kutai Barat,2020,4114.37
Kutai Barat,2021,4389.86
Kutai Barat,2022,3803.29
Kutai Barat,2023,5144.66
Kutai Barat,2024,4643.0
Kutai Kartanegara,2018,3078.77
Kutai Kartanegara,2019,3273.16
Kutai Kartanegara,2020,3412.34
Kutai Kartanegara,2021,4156.5
Kutai Kartanegara,2022,4048.86
Kutai Kartanegara,2023,3967.15
Kutai Kartanegara,2024,3727.0
Kutai Timur,2018,3891.77
Kutai Timur,2019,4000.96
Kutai Timur,2020,4235.15
Kutai Timur,2021,4886.07
Kutai Timur,2022,4805.62
Kutai Timur,2023,5106.48
Kutai Timur,2024,5105.0
Labuhan Batu,2018,1670.3
Labuhan Batu,2019,1486.81
Labuhan Batu,2020,1430.7
Labuhan Batu,2021,1522.05
Labuhan Batu,2022,1695.17
Labuhan Batu,2023,2217.88
Labuhan Batu,2024,2560.0
Labuhan Batu Selatan,2018,1887.86
Labuhan Batu Selatan,2019,1627.53
Labuhan Batu Selatan,2020,1619.03
Labuhan Batu Selatan,2021,1771.36
Labuhan Batu Selatan,2022,1752.55
Labuhan Batu Selatan,2023,2248.88
Labuhan Batu Selatan,2024,1961.0
Labuhan Batu Utara,2018,1438.07
Labuhan Batu Utara,2019,1374.65
Labuhan Batu Utara,2020,1651.31
Labuhan Batu Utara,2021,1548.97
Labuhan Batu Utara,2022,1637.42
Labuhan Batu Utara,2023,2122.03
Labuhan Batu Utara,2024,1855.0
Lahat,2018,2366.27
Lahat,2019,2928.53
Lahat,2020,2929.52
Lahat,2021,2960.64
Lahat,2022,3483.88
Lahat,2023,4209.86
Lahat,2024,3910.0
Lamandau,2018,4002.31
Lamandau,2019,4402.0
Lamandau,2020,4168.79
Lamandau,2021,5085.16
Lamandau,2022,5603.76
Lamandau,2023,5392.78
Lamandau,2024,4992.0
Lamongan,2018,2390.12
Lamongan,2019,1922.75
Lamongan,2020,2257.31
Lamongan,2021,2664.37
Lamongan,2022,3275.96
Lamongan,2023,3177.82
Lamongan,2024,2730.0
Lampung Barat,2018,2322.17
Lampung Barat,2019,1974.92
Lampung Barat,2020,2070.91
Lampung Barat,2021,2682.28
Lampung Barat,2022,2465.17
Lampung Barat,2023,2942.23
Lampung Barat,2024,2744.0
Lampung Selatan,2018,1953.87
Lampung Selatan,2019,1926.76
Lampung Selatan,2020,1968.09
Lampung Selatan,2021,2841.9
Lampung Selatan,2022,2244.12
Lampung Selatan,2023,3049.91
Lampung Selatan,2024,2557.0
Lampung Tengah,2018,1876.47
Lampung Tengah,2019,1916.07
Lampung Tengah,2020,2099.04
Lampung Tengah,2021,2231.81
Lampung Tengah,2022,2883.33
Lampung Tengah,2023,3158.76
Lampung Tengah,2024,2729.0
Lampung Timur,2018,1954.08
Lampung Timur,2019,2024.87
Lampung Timur,2020,1845.47
Lampung Timur,2021,2239.02
Lampung Timur,2022,2378.77
Lampung Timur,2023,2518.46
Lampung Timur,2024,2157.0
Lampung Utara,2018,2025.92
Lampung Utara,2019,2420.97
Lampung Utara,2020,1720.97
Lampung Utara,2021,2397.1
Lampung Utara,2022,2795.62
Lampung Utara,2023,2637.01
Lampung Utara,2024,2539.0
Landak,2018,2258.37
Landak,2019,2518.66
Landak,2020,2391.35
Landak,2021,2748.08
Landak,2022,2964.59
Landak,2023,3460.43
Landak,2024,2836.0
Langkat,2018,1047.62
Langkat,2019,1406.84
Langkat,2020,1151.2
Langkat,2021,1473.95
Langkat,2022,1760.13
Langkat,2023,1860.41
Langkat,2024,1754.0
Lanny Jaya,2018,3566.07
Lanny Jaya,2019,7151.27
Lanny Jaya,2020,6825.03
Lanny Jaya,2021,10355.17
Lanny Jaya,2022,11460.9
Lanny Jaya,2023,9000.66
Lanny Jaya,2024,5886.0
Lebak,2018,2423.86
Lebak,2019,2347.73
Lebak,2020,2141.11
Lebak,2021,2760.37
Lebak,2022,3483.47
Lebak,2023,3068.23
Lebak,2024,2984.0
Lebong,2018,1850.78
Lebong,2019,1986.9
Lebong,2020,2081.59
Lebong,2021,2064.2
Lebong,2022,2399.44
Lebong,2023,2727.61
Lebong,2024,2300.0
Lembata,2018,784.48
Lembata,2019,587.48
Lembata,2020,681.03
Lembata,2021,772.06
Lembata,2022,1059.66
Lembata,2023,1533.12
Lembata,2024,1359.0
Lima Puluh Kota,2018,1447.6
Lima Puluh Kota,2019,1332.37
Lima Puluh Kota,2020,1302.71
Lima Puluh Kota,2021,1743.21
Lima Puluh Kota,2022,2402.69
Lima Puluh Kota,2023,2708.97
Lima Puluh Kota,2024,2379.0
Lingga,2018,3269.34
Lingga,2019,2887.05
Lingga,2020,3143.18
Lingga,2021,3609.88
Lingga,2022,4150.01
Lingga,2023,4391.03
Lingga,2024,3963.0
Lombok Barat,2018,2390.68
Lombok Barat,2019,2867.95
Lombok Barat,2020,2804.28
Lombok Barat,2021,2605.21
Lombok Barat,2022,3157.19
Lombok Barat,2023,2820.92
Lombok Barat,2024,2424.0
Lombok Tengah,2018,2029.7
Lombok Tengah,2019,2165.04
Lombok Tengah,2020,2303.26
Lombok Tengah,2021,2326.89
Lombok Tengah,2022,2353.25
Lombok Tengah,2023,2582.76
Lombok Tengah,2024,2351.0
Lombok Timur,2018,2538.52
Lombok Timur,2019,2312.4
Lombok Timur,2020,2607.67
Lombok Timur,2021,3500.15
Lombok Timur,2022,3551.44
Lombok Timur,2023,4003.99
Lombok Timur,2024,3201.0
Lombok Utara,2018,2450.21
Lombok Utara,2019,2194.65
Lombok Utara,2020,2568.28
Lombok Utara,2021,2769.48
Lombok Utara,2022,3135.61
Lombok Utara,2023,2714.56
Lombok Utara,2024,2267.0
Lumajang,2018,2100.21
Lumajang,2019,2083.08
Lumajang,2020,1956.66
Lumajang,2021,3050.33
Lumajang,2022,3182.71
Lumajang,2023,3679.61
Lumajang,2024,3138.0
Luwu,2018,2045.52
Luwu,2019,1646.68
Luwu,2020,1805.6
Luwu,2021,2035.5
Luwu,2022,2074.87
Luwu,2023,2123.87
Luwu,2024,2041.0
Luwu Timur,2018,2438.5
Luwu Timur,2019,2263.35
Luwu Timur,2020,2219.09
Luwu Timur,2021,2380.21
Luwu Timur,2022,2829.87
Luwu Timur,2023,3094.21
Luwu Timur,2024,2312.0
Luwu Utara,2018,1911.38
Luwu Utara,2019,1691.01
Luwu Utara,2020,1796.76
Luwu Utara,2021,1753.94
Luwu Utara,2022,2040.11
Luwu Utara,2023,2448.85
Luwu Utara,2024,2711.0
Madiun,2018,1981.58
Madiun,2019,1604.04
Madiun,2020,1619.68
Madiun,2021,1822.75
Madiun,2022,2407.11
Madiun,2023,2496.68
Madiun,2024,2743.0
Magelang,2018,1673.22
Magelang,2019,1929.77
Magelang,2020,1956.62
Magelang,2021,2529.98
Magelang,2022,2607.27
Magelang,2023,2795.02
Magelang,2024,2446.0
Magetan,2018,1601.65
Magetan,2019,1770.3
Magetan,2020,1962.11
Magetan,2021,2765.32
Magetan,2022,2028.12
Magetan,2023,1908.33
Magetan,2024,2141.0
Mahakam Ulu,2018,4024.32
Mahakam Ulu,2019,4813.86
Mahakam Ulu,2020,4112.66
Mahakam Ulu,2021,4287.97
Mahakam Ulu,2022,4292.61
Mahakam Ulu,2023,5238.22
Mahakam Ulu,2024,5306.0
Majalengka,2018,2342.22
Majalengka,2019,2483.58
Majalengka,2020,2755.22
Majalengka,2021,2995.07
Majalengka,2022,2992.47
Majalengka,2023,3351.05
Majalengka,2024,3584.0
Majene,2018,1529.27
Majene,2019,1737.41
Majene,2020,1467.43
Majene,2021,1812.75
Majene,2022,1864.8
Majene,2023,1939.01
Majene,2024,1909.0
Malaka,2018,1740.47
Malaka,2019,1546.87
Malaka,2020,1360.38
Malaka,2021,1545.18
Malaka,2022,1529.5
Malaka,2023,2102.17
Malaka,2024,1997.0
Malang,2018,1945.91
Malang,2019,1625.93
Malang,2020,1780.48
Malang,2021,2390.68
Malang,2022,2517.38
Malang,2023,2808.58
Malang,2024,2720.0
Malinau,2018,2732.79
Malinau,2019,3365.8
Malinau,2020,3183.16
Malinau,2021,2999.38
Malinau,2022,3762.94
Malinau,2023,3497.04
Malinau,2024,4314.0
Maluku Barat Daya,2018,1280.96
Maluku Barat Daya,2019,1233.93
Maluku Barat Daya,2020,1166.1
Maluku Barat Daya,2021,1403.98
Maluku Barat Daya,2022,1820.55
Maluku Barat Daya,2023,1860.38
Maluku Barat Daya,2024,2497.0
Maluku Tengah,2018,1618.19
Maluku Tengah,2019,1516.34
Maluku Tengah,2020,1437.27
Maluku Tengah,2021,1693.71
Maluku Tengah,2022,2297.5
Maluku Tengah,2023,2413.61
Maluku Tengah,2024,2168.0
Maluku Tenggara,2018,1398.37
Maluku Tenggara,2019,1246.62
Maluku Tenggara,2020,1157.64
Maluku Tenggara,2021,1565.85
Maluku Tenggara,2022,1546.87
Maluku Tenggara,2023,1891.55
Maluku Tenggara,2024,1981.0
Maluku Tenggara Barat,2018,1630.92
Maluku Tenggara Barat,2019,1579.84
Maluku Tenggara Barat,2020,1725.04
Maluku Tenggara Barat,2021,1704.83
Maluku Tenggara Barat,2022,1506.66
Maluku Tenggara Barat,2023,1732.92
Maluku Tenggara Barat,2024,1406.0
Mamasa,2018,1135.5
Mamasa,2019,1339.75
Mamasa,2020,1231.39
Mamasa,2021,1389.66
Mamasa,2022,1428.63
Mamasa,2023,1254.78
Mamasa,2024,1463.0
Mamberamo Raya,2018,1307.84
Mamberamo Raya,2019,1001.75
Mamberamo Raya,2020,855.25
Mamberamo Raya,2021,3854.41
Mamberamo Raya,2022,1582.53
Mamberamo Raya,2023,1816.15
Mamberamo Raya,2024,5567.0
Mamberamo Tengah,2018,11308.17
Mamberamo Tengah,2019,4946.77
Mamberamo Tengah,2020,4370.4
Mamberamo Tengah,2021,4164.35
Mamberamo Tengah,2022,1662.39
Mamberamo Tengah,2023,3841.69
Mamberamo Tengah,2024,6076.0
Mamuju,2018,2026.13
Mamuju,2019,1763.0
Mamuju,2020,2084.3
Mamuju,2021,2251.38
Mamuju,2022,2415.7
Mamuju,2023,2562.43
Mamuju,2024,2330.0
Mamuju Tengah,2018,2354.34
Mamuju Tengah,2019,2206.7
Mamuju Tengah,2020,2184.91
Mamuju Tengah,2021,2567.13
Mamuju Tengah,2022,2567.68
Mamuju Tengah,2023,2681.86
Mamuju Tengah,2024,3229.0
Mamuju Utara,2018,3073.62
Mamuju Utara,2019,2572.18
Mamuju Utara,2020,2306.07
Mamuju Utara,2021,2824.7
Mamuju Utara,2022,3474.89
Mamuju Utara,2023,3110.58
Mamuju Utara,2024,3289.0
Mandailing Natal,2018,829.38
Mandailing Natal,2019,1026.92
Mandailing Natal,2020,982.15
Mandailing Natal,2021,1162.53
Mandailing Natal,2022,1265.51
Mandailing Natal,2023,1400.47
Mandailing Natal,2024,1292.0
Manggarai,2018,1247.45
Manggarai,2019,1277.29
Manggarai,2020,1202.14
Manggarai,2021,1621.34
Manggarai,2022,1812.61
Manggarai,2023,1641.9
Manggarai,2024,1554.0
Manggarai Barat,2018,1691.08
Manggarai Barat,2019,1265.92
Manggarai Barat,2020,1562.88
Manggarai Barat,2021,1540.49
Manggarai Barat,2022,1567.13
Manggarai Barat,2023,1787.86
Manggarai Barat,2024,1777.0
Manggarai Timur,2018,955.81
Manggarai Timur,2019,1504.14
Manggarai Timur,2020,1032.91
Manggarai Timur,2021,1437.26
Manggarai Timur,2022,1206.97
Manggarai Timur,2023,1458.45
Manggarai Timur,2024,1445.0
Manokwari,2018,2797.4
Manokwari,2019,2812.8
Manokwari,2020,2754.67
Manokwari,2021,2727.28
Manokwari,2022,2975.84
Manokwari,2023,3359.12
Manokwari,2024,4692.0
Manokwari Selatan,2018,2039.81
Manokwari Selatan,2019,2501.67
Manokwari Selatan,2020,2670.45
Manokwari Selatan,2021,2613.03
Manokwari Selatan,2022,3285.65
Manokwari Selatan,2023,2771.58
Manokwari Selatan,2024,3441.0
Mappi,2018,2339.47
Mappi,2019,2016.06
Mappi,2020,2274.55
Mappi,2021,2093.66
Mappi,2022,2488.79
Mappi,2023,2654.64
Mappi,2024,2777.0
Maros,2018,2541.74
Maros,2019,2458.85
Maros,2020,2429.01
Maros,2021,2849.16
Maros,2022,2847.8
Maros,2023,3150.89
Maros,2024,2747.0
Maybrat,2018,2303.19
Maybrat,2019,2225.07
Maybrat,2020,1732.3
Maybrat,2021,2571.64
Maybrat,2022,2182.45
Maybrat,2023,3533.96
Maybrat,2024,1904.0
Melawi,2018,2603.37
Melawi,2019,2527.96
Melawi,2020,2635.55
Melawi,2021,3286.56
Melawi,2022,3757.59
Melawi,2023,3421.67
Melawi,2024,3103.0
Mempawah,2018,3027.63
Mempawah,2019,2890.64
Mempawah,2020,2561.95
Mempawah,2021,2762.14
Mempawah,2022,2599.96
Mempawah,2023,2922.04
Mempawah,2024,2852.0
Merangin,2018,1882.55
Merangin,2019,1875.94
Merangin,2020,1661.18
Merangin,2021,1878.35
Merangin,2022,1771.41
Merangin,2023,1948.23
Merangin,2024,2088.0
Merauke,2018,2298.0
Merauke,2019,2960.1
Merauke,2020,2998.43
Merauke,2021,3326.54
Merauke,2022,4000.34
Merauke,2023,3975.46
Merauke,2024,3470.0
Mesuji,2018,2531.78
Mesuji,2019,2180.55
Mesuji,2020,2159.88
Mesuji,2021,2369.5
Mesuji,2022,2366.64
Mesuji,2023,3028.11
Mesuji,2024,2737.0
Mimika,2018,2726.01
Mimika,2019,2309.87
Mimika,2020,2431.45
Mimika,2021,3160.27
Mimika,2022,2683.3
Mimika,2023,3528.7
Mimika,2024,3079.0
Minahasa,2018,1476.25
Minahasa,2019,1377.23
Minahasa,2020,1312.58
Minahasa,2021,1484.31
Minahasa,2022,1802.21
Minahasa,2023,2146.63
Minahasa,2024,1984.0
Minahasa Selatan,2018,1017.12
Minahasa Selatan,2019,999.43
Minahasa Selatan,2020,1480.57
Minahasa Selatan,2021,1395.0
Minahasa Selatan,2022,1511.78
Minahasa Selatan,2023,1553.15
Minahasa Selatan,2024,1480.0
Minahasa Tenggara,2018,1551.66
Minahasa Tenggara,2019,1392.21
Minahasa Tenggara,2020,1187.84
Minahasa Tenggara,2021,1839.15
Minahasa Tenggara,2022,1936.78
Minahasa Tenggara,2023,1952.24
Minahasa Tenggara,2024,1891.0
Minahasa Utara,2018,1506.39
Minahasa Utara,2019,1581.49
Minahasa Utara,2020,1938.87
Minahasa Utara,2021,1965.55
Minahasa Utara,2022,2102.25
Minahasa Utara,2023,2244.64
Minahasa Utara,2024,1735.0
Mojokerto,2018,2239.41
Mojokerto,2019,2309.25
Mojokerto,2020,2500.85
Mojokerto,2021,2649.4
Mojokerto,2022,3189.78
Mojokerto,2023,3203.17
Mojokerto,2024,2565.0
Morowali,2018,3468.04
Morowali,2019,3025.66
Morowali,2020,2988.53
Morowali,2021,2968.31
Morowali,2022,3551.79
Morowali,2023,3984.18
Morowali,2024,4871.0
Morowali Utara,2018,2549.65
Morowali Utara,2019,2302.32
Morowali Utara,2020,2463.55
Morowali Utara,2021,3095.43
Morowali Utara,2022,2819.06
Morowali Utara,2023,3270.05
Morowali Utara,2024,3533.0
Muara Enim,2018,3358.67
Muara Enim,2019,3654.91
Muara Enim,2020,3564.95
Muara Enim,2021,3812.04
Muara Enim,2022,4187.48
Muara Enim,2023,3886.52
Muara Enim,2024,4443.0
Muaro Jambi,2018,2696.85
Muaro Jambi,2019,2670.54
Muaro Jambi,2020,2767.49
Muaro Jambi,2021,3131.42
Muaro Jambi,2022,3358.56
Muaro Jambi,2023,3449.55
Muaro Jambi,2024,3458.0
Mukomuko,2018,1932.88
Mukomuko,2019,1851.83
Mukomuko,2020,2105.23
Mukomuko,2021,2015.89
Mukomuko,2022,2378.73
Mukomuko,2023,2457.61
Mukomuko,2024,2197.0
Muna,2018,1833.92
Muna,2019,1743.36
Muna,2020,1457.35
Muna,2021,2052.26
Muna,2022,2136.9
Muna,2023,1764.94
Muna,2024,1541.0
Muna Barat,2018,1533.33
Muna Barat,2019,1695.79
Muna Barat,2020,1479.26
Muna Barat,2021,2076.95
Muna Barat,2022,1800.23
Muna Barat,2023,1763.55
Muna Barat,2024,1581.0
Murung Raya,2018,4257.79
Murung Raya,2019,4722.05
Murung Raya,2020,4845.73
Murung Raya,2021,4711.44
Murung Raya,2022,5516.3
Murung Raya,2023,5635.54
Murung Raya,2024,5905.0
Musi Banyuasin,2018,3400.09
Musi Banyuasin,2019,3229.37
Musi Banyuasin,2020,3747.38
Musi Banyuasin,2021,4283.92
Musi Banyuasin,2022,4113.51
Musi Banyuasin,2023,4408.07
Musi Banyuasin,2024,4111.0
Musi Rawas,2018,1839.19
Musi Rawas,2019,2347.72
Musi Rawas,2020,2193.33
Musi Rawas,2021,2443.46
Musi Rawas,2022,2787.37
Musi Rawas,2023,3096.56
Musi Rawas,2024,3367.0
Musi Rawas Utara,2018,2896.42
Musi Rawas Utara,2019,3124.37
Musi Rawas Utara,2020,2968.59
Musi Rawas Utara,2021,3172.22
Musi Rawas Utara,2022,3103.0
Musi Rawas Utara,2023,3675.64
Musi Rawas Utara,2024,3176.0
Nabire,2018,2393.67
Nabire,2019,2795.74
Nabire,2020,3734.74
Nabire,2021,3933.78
Nabire,2022,3243.08
Nabire,2023,3802.57
Nabire,2024,2305.0
Nagan Raya,2018,1343.93
Nagan Raya,2019,1290.96
Nagan Raya,2020,1807.54
Nagan Raya,2021,2416.23
Nagan Raya,2022,2754.59
Nagan Raya,2023,4586.67
Nagan Raya,2024,3705.0
Nagekeo,2018,901.28
Nagekeo,2019,705.63
Nagekeo,2020,838.68
Nagekeo,2021,997.22
Nagekeo,2022,976.04
Nagekeo,2023,1067.86
Nagekeo,2024,904.0
Natuna,2018,4464.79
Natuna,2019,3765.38
Natuna,2020,3406.34
Natuna,2021,5323.74
Natuna,2022,4386.87
Natuna,2023,5325.65
Natuna,2024,4892.0
Nduga,2018,3672.47
Nduga,2019,4073.32
Nduga,2020,4899.48
Nduga,2021,7900.92
Nduga,2022,10188.78
Nduga,2023,6022.7
Nduga,2024,11231.0
Ngada,2018,1120.04
Ngada,2019,1238.57
Ngada,2020,1300.06
Ngada,2021,1436.26
Ngada,2022,1590.23
Ngada,2023,1897.36
Ngada,2024,1872.0
Nganjuk,2018,1752.19
Nganjuk,2019,1768.66
Nganjuk,2020,2220.88
Nganjuk,2021,1840.8
Nganjuk,2022,2136.23
Nganjuk,2023,2533.78
Nganjuk,2024,2600.0
Ngawi,2018,1854.58
Ngawi,2019,1955.67
Ngawi,2020,2040.14
Ngawi,2021,2221.23
Ngawi,2022,2049.31
Ngawi,2023,2801.0
Ngawi,2024,2895.0
Nias,2018,1403.57
Nias,2019,1517.2
Nias,2020,1553.55
Nias,2021,1727.03
Nias,2022,1667.39
Nias,2023,1859.93
Nias,2024,1791.0
Nias Barat,2018,1632.08
Nias Barat,2019,1454.48
Nias Barat,2020,1309.96
Nias Barat,2021,1488.73
Nias Barat,2022,1433.01
Nias Barat,2023,1695.27
Nias Barat,2024,1497.0
Nias Selatan,2018,1966.06
Nias Selatan,2019,1513.1
Nias Selatan,2020,1371.54
Nias Selatan,2021,1503.25
Nias Selatan,2022,1571.12
Nias Selatan,2023,1682.61
Nias Selatan,2024,1807.0
Nias Utara,2018,1522.27
Nias Utara,2019,1710.76
Nias Utara,2020,1319.36
Nias Utara,2021,1792.67
Nias Utara,2022,1528.46
Nias Utara,2023,1764.92
Nias Utara,2024,1594.0
Nunukan,2018,3294.68
Nunukan,2019,3466.03
Nunukan,2020,3480.27
Nunukan,2021,4003.45
Nunukan,2022,4551.33
Nunukan,2023,4075.61
Nunukan,2024,4225.0
Ogan Ilir,2018,3533.18
Ogan Ilir,2019,3603.5
Ogan Ilir,2020,3728.32
Ogan Ilir,2021,4620.81
Ogan Ilir,2022,4002.61
Ogan Ilir,2023,3405.61
Ogan Ilir,2024,4554.0
Ogan Komering Ilir,2018,3033.48
Ogan Komering Ilir,2019,3464.92
Ogan Komering Ilir,2020,3818.57
Ogan Komering Ilir,2021,5189.87
Ogan Komering Ilir,2022,4454.1
Ogan Komering Ilir,2023,4402.11
Ogan Komering Ilir,2024,4574.0
Ogan Komering Ulu,2018,3305.44
Ogan Komering Ulu,2019,2724.21
Ogan Komering Ulu,2020,2826.78
Ogan Komering Ulu,2021,3248.36
Ogan Komering Ulu,2022,3499.11
Ogan Komering Ulu,2023,3406.95
Ogan Komering Ulu,2024,3074.0
Ogan Komering Ulu Selatan,2018,1954.75
Ogan Komering Ulu Selatan,2019,2077.62
Ogan Komering Ulu Selatan,2020,2018.82
Ogan Komering Ulu Selatan,2021,2244.38
Ogan Komering Ulu Selatan,2022,2357.95
Ogan Komering Ulu Selatan,2023,2965.44
Ogan Komering Ulu Selatan,2024,2393.0
Ogan Komering Ulu Timur,2018,2075.84
Ogan Komering Ulu Timur,2019,2153.18
Ogan Komering Ulu Timur,2020,2155.72
Ogan Komering Ulu Timur,2021,2933.91
Ogan Komering Ulu Timur,2022,2643.56
