Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minyak dan Kelapa
Ogan Komering Ulu Selatan,2020,3178.04
Ogan Komering Ulu Selatan,2021,3428.03
Ogan Komering Ulu Selatan,2022,4165.14
Ogan Komering Ulu Selatan,2023,5083.81
Ogan Komering Ulu Selatan,2024,3708.0
Ogan Komering Ulu Timur,2018,3002.68
Ogan Komering Ulu Timur,2019,3304.58
Ogan Komering Ulu Timur,2020,3298.46
Ogan Komering Ulu Timur,2021,3904.71
Ogan Komering Ulu Timur,2022,5004.16
Ogan Komering Ulu Timur,2023,3978.09
Ogan Komering Ulu Timur,2024,4932.0
Pacitan,2018,3484.93
Pacitan,2019,3324.73
Pacitan,2020,4009.34
Pacitan,2021,4277.87
Pacitan,2022,4681.54
Pacitan,2023,4297.02
Pacitan,2024,4804.0
Padang Lawas,2018,4633.2
Padang Lawas,2019,4066.87
Padang Lawas,2020,4492.45
Padang Lawas,2021,5099.11
Padang Lawas,2022,6604.67
Padang Lawas,2023,5158.77
Padang Lawas,2024,5557.0
Padang Lawas Utara,2018,4273.65
Padang Lawas Utara,2019,3782.27
Padang Lawas Utara,2020,3939.21
Padang Lawas Utara,2021,4522.01
Padang Lawas Utara,2022,6030.37
Padang Lawas Utara,2023,4941.07
Padang Lawas Utara,2024,4628.0
Padang Pariaman,2018,4026.28
Padang Pariaman,2019,3887.88
Padang Pariaman,2020,4434.66
Padang Pariaman,2021,5124.94
Padang Pariaman,2022,6564.27
Padang Pariaman,2023,5550.46
Padang Pariaman,2024,5753.0
Pakpak Bharat,2018,3975.36
Pakpak Bharat,2019,3923.75
Pakpak Bharat,2020,4035.23
Pakpak Bharat,2021,4336.33
Pakpak Bharat,2022,5486.17
Pakpak Bharat,2023,4913.27
Pakpak Bharat,2024,4627.0
Pamekasan,2018,2828.5
Pamekasan,2019,2924.04
Pamekasan,2020,2980.76
Pamekasan,2021,3045.05
Pamekasan,2022,3914.51
Pamekasan,2023,2905.56
Pamekasan,2024,2641.0
Pandeglang,2018,2542.96
Pandeglang,2019,2378.06
Pandeglang,2020,2597.51
Pandeglang,2021,2895.64
Pandeglang,2022,3995.07
Pandeglang,2023,3418.0
Pandeglang,2024,3328.0
Pangandaran,2018,3277.26
Pangandaran,2019,3299.55
Pangandaran,2020,2890.85
Pangandaran,2021,3340.97
Pangandaran,2022,4708.09
Pangandaran,2023,3798.16
Pangandaran,2024,4355.0
Pangkajene dan Kepulauan,2018,2766.53
Pangkajene dan Kepulauan,2019,2099.0
Pangkajene dan Kepulauan,2020,2580.01
Pangkajene dan Kepulauan,2021,3076.96
Pangkajene dan Kepulauan,2022,3954.83
Pangkajene dan Kepulauan,2023,4261.0
Pangkajene dan Kepulauan,2024,3556.0
Paniai,2018,4353.84
Paniai,2019,4850.94
Paniai,2020,4130.66
Paniai,2021,4544.39
Paniai,2022,5642.08
Paniai,2023,7033.51
Paniai,2024,4847.0
Parigi Moutong,2018,2630.34
Parigi Moutong,2019,2535.53
Parigi Moutong,2020,2797.81
Parigi Moutong,2021,2888.45
Parigi Moutong,2022,4185.2
Parigi Moutong,2023,3326.2
Parigi Moutong,2024,3483.0
Pasaman,2018,4772.97
Pasaman,2019,4036.41
Pasaman,2020,4947.52
Pasaman,2021,5768.88
Pasaman,2022,7109.16
Pasaman,2023,6069.81
Pasaman,2024,5894.0
Pasaman Barat,2018,5230.8
Pasaman Barat,2019,4644.01
Pasaman Barat,2020,5272.18
Pasaman Barat,2021,6106.96
Pasaman Barat,2022,8580.45
Pasaman Barat,2023,6904.95
Pasaman Barat,2024,7374.0
Paser,2018,3161.2
Paser,2019,3316.49
Paser,2020,3761.45
Paser,2021,4083.49
Paser,2022,6287.79
Paser,2023,5114.05
Paser,2024,4201.0
Pasuruan,2018,3036.97
Pasuruan,2019,2894.99
Pasuruan,2020,3285.28
Pasuruan,2021,3484.39
Pasuruan,2022,5350.08
Pasuruan,2023,4253.88
Pasuruan,2024,3306.0
Pati,2018,2860.51
Pati,2019,2788.61
Pati,2020,2867.26
Pati,2021,3479.12
Pati,2022,5120.32
Pati,2023,4598.74
Pati,2024,3770.0
Pegunungan Arfak,2018,3184.84
Pegunungan Arfak,2019,2433.42
Pegunungan Arfak,2020,1957.18
Pegunungan Arfak,2021,3352.1
Pegunungan Arfak,2022,6329.71
Pegunungan Arfak,2023,6326.28
Pegunungan Arfak,2024,6131.0
Pegunungan Bintang,2018,6266.09
Pegunungan Bintang,2019,8272.62
Pegunungan Bintang,2020,6305.09
Pegunungan Bintang,2021,3739.67
Pegunungan Bintang,2022,6001.31
Pegunungan Bintang,2023,4186.25
Pegunungan Bintang,2024,6248.0
Pekalongan,2018,2414.75
Pekalongan,2019,2271.0
Pekalongan,2020,2546.28
Pekalongan,2021,2987.88
Pekalongan,2022,4222.64
Pekalongan,2023,3754.89
Pekalongan,2024,3235.0
Pelalawan,2018,5516.01
Pelalawan,2019,5420.99
Pelalawan,2020,5811.99
Pelalawan,2021,5760.42
Pelalawan,2022,8268.9
Pelalawan,2023,7105.2
Pelalawan,2024,6470.0
Pemalang,2018,2459.72
Pemalang,2019,2557.94
Pemalang,2020,2628.99
Pemalang,2021,2852.39
Pemalang,2022,3381.08
Pemalang,2023,3702.9
Pemalang,2024,3366.0
Penajam Paser Utara,2018,3685.51
Penajam Paser Utara,2019,3727.0
Penajam Paser Utara,2020,4008.85
Penajam Paser Utara,2021,4386.03
Penajam Paser Utara,2022,5971.88
Penajam Paser Utara,2023,5289.27
Penajam Paser Utara,2024,4809.0
Penukal Abab Lematang Ilir,2018,2581.66
Penukal Abab Lematang Ilir,2019,2566.34
Penukal Abab Lematang Ilir,2020,2680.15
Penukal Abab Lematang Ilir,2021,2570.55
Penukal Abab Lematang Ilir,2022,4399.04
Penukal Abab Lematang Ilir,2023,3582.01
Penukal Abab Lematang Ilir,2024,3796.0
Pesawaran,2018,3504.13
Pesawaran,2019,3541.97
Pesawaran,2020,4019.02
Pesawaran,2021,4027.73
Pesawaran,2022,5490.8
Pesawaran,2023,5002.87
Pesawaran,2024,4675.0
Pesisir Barat,2018,4186.28
Pesisir Barat,2019,3398.51
Pesisir Barat,2020,3837.51
Pesisir Barat,2021,4265.23
Pesisir Barat,2022,5096.95
Pesisir Barat,2023,4653.86
Pesisir Barat,2024,5115.0
Pesisir Selatan,2018,4779.81
Pesisir Selatan,2019,4302.22
Pesisir Selatan,2020,4941.41
Pesisir Selatan,2021,5549.82
Pesisir Selatan,2022,7174.28
Pesisir Selatan,2023,6662.54
Pesisir Selatan,2024,6873.0
Pidie,2018,3160.33
Pidie,2019,2962.09
Pidie,2020,3437.5
Pidie,2021,3676.66
Pidie,2022,4507.23
Pidie,2023,4165.6
Pidie,2024,4373.0
Pidie Jaya,2018,3349.6
Pidie Jaya,2019,3106.74
Pidie Jaya,2020,3836.49
Pidie Jaya,2021,4004.89
Pidie Jaya,2022,4328.65
Pidie Jaya,2023,3760.38
Pidie Jaya,2024,3851.0
Pinrang,2018,2412.54
Pinrang,2019,2050.04
Pinrang,2020,2433.37
Pinrang,2021,2755.09
Pinrang,2022,3154.24
Pinrang,2023,3532.57
Pinrang,2024,3338.0
Pohuwato,2018,2743.09
Pohuwato,2019,2894.52
Pohuwato,2020,2795.54
Pohuwato,2021,3885.19
Pohuwato,2022,4858.17
Pohuwato,2023,3775.93
Pohuwato,2024,4633.0
Polewali Mandar,2018,2514.66
Polewali Mandar,2019,2323.41
Polewali Mandar,2020,2550.6
Polewali Mandar,2021,2840.11
Polewali Mandar,2022,3458.17
Polewali Mandar,2023,3318.01
Polewali Mandar,2024,3125.0
Ponorogo,2018,3323.45
Ponorogo,2019,3020.78
Ponorogo,2020,3710.7
Ponorogo,2021,4041.54
Ponorogo,2022,4316.02
Ponorogo,2023,4484.75
Ponorogo,2024,4143.0
Poso,2018,2905.88
Poso,2019,3108.82
Poso,2020,3255.98
Poso,2021,3530.97
Poso,2022,5837.16
Poso,2023,4541.9
Poso,2024,4094.0
Pringsewu,2018,3566.42
Pringsewu,2019,3663.46
Pringsewu,2020,3858.68
Pringsewu,2021,4345.17
Pringsewu,2022,5726.54
Pringsewu,2023,4650.71
Pringsewu,2024,4992.0
Probolinggo,2018,2124.43
Probolinggo,2019,1748.81
Probolinggo,2020,2317.59
Probolinggo,2021,2617.24
Probolinggo,2022,3935.77
Probolinggo,2023,4210.07
Probolinggo,2024,4230.0
Pulang Pisau,2018,3576.38
Pulang Pisau,2019,3549.85
Pulang Pisau,2020,3881.15
Pulang Pisau,2021,4344.46
Pulang Pisau,2022,6093.86
Pulang Pisau,2023,5234.36
Pulang Pisau,2024,5154.0
Pulau Morotai,2018,5279.74
Pulau Morotai,2019,5133.48
Pulau Morotai,2020,4436.02
Pulau Morotai,2021,5647.0
Pulau Morotai,2022,7902.44
Pulau Morotai,2023,8544.83
Pulau Morotai,2024,7728.0
Pulau Taliabu,2018,2709.88
Pulau Taliabu,2019,2792.63
Pulau Taliabu,2020,3142.17
Pulau Taliabu,2021,3586.98
Pulau Taliabu,2022,5496.34
Pulau Taliabu,2023,5764.25
Pulau Taliabu,2024,5259.0
Puncak,2018,15512.82
Puncak,2019,12501.79
Puncak,2020,15282.79
Puncak,2021,17990.21
Puncak,2022,17135.51
Puncak,2023,17582.24
Puncak,2024,5559.0
Puncak Jaya,2018,9510.39
Puncak Jaya,2019,5914.59
Puncak Jaya,2020,11740.13
Puncak Jaya,2021,14620.66
Puncak Jaya,2022,17005.41
Puncak Jaya,2023,12854.38
Puncak Jaya,2024,2820.0
Purbalingga,2018,2806.93
Purbalingga,2019,2846.94
Purbalingga,2020,2567.9
Purbalingga,2021,3262.65
Purbalingga,2022,4002.86
Purbalingga,2023,4531.34
Purbalingga,2024,3592.0
Purwakarta,2018,2582.83
Purwakarta,2019,2900.17
Purwakarta,2020,2546.28
Purwakarta,2021,3468.13
Purwakarta,2022,4363.69
Purwakarta,2023,4500.06
Purwakarta,2024,3405.0
Purworejo,2018,2633.78
Purworejo,2019,2401.57
Purworejo,2020,2828.9
Purworejo,2021,3319.64
Purworejo,2022,3848.83
Purworejo,2023,3458.92
Purworejo,2024,3823.0
Raja Ampat,2018,4284.17
Raja Ampat,2019,4229.95
Raja Ampat,2020,4591.91
Raja Ampat,2021,5613.0
Raja Ampat,2022,5708.07
Raja Ampat,2023,7260.69
Raja Ampat,2024,5234.0
Rejang Lebong,2018,3032.0
Rejang Lebong,2019,2837.81
Rejang Lebong,2020,2859.27
Rejang Lebong,2021,3406.38
Rejang Lebong,2022,5036.31
Rejang Lebong,2023,4832.02
Rejang Lebong,2024,4453.0
Rembang,2018,3374.53
Rembang,2019,3250.73
Rembang,2020,3122.18
Rembang,2021,3869.31
Rembang,2022,5450.87
Rembang,2023,4344.6
Rembang,2024,4246.0
Rokan Hilir,2018,4414.34
Rokan Hilir,2019,4044.32
Rokan Hilir,2020,4843.75
Rokan Hilir,2021,5223.39
Rokan Hilir,2022,7029.19
Rokan Hilir,2023,5298.6
Rokan Hilir,2024,5552.0
Rokan Hulu,2018,4955.21
Rokan Hulu,2019,4675.27
Rokan Hulu,2020,4863.83
Rokan Hulu,2021,5730.51
Rokan Hulu,2022,7843.06
Rokan Hulu,2023,5681.28
Rokan Hulu,2024,6712.0
Rote Ndao,2018,2683.49
Rote Ndao,2019,2657.24
Rote Ndao,2020,2462.17
Rote Ndao,2021,2981.01
Rote Ndao,2022,3014.79
Rote Ndao,2023,3491.85
Rote Ndao,2024,3632.0
Sabu Raijua,2018,2400.08
Sabu Raijua,2019,2730.24
Sabu Raijua,2020,3059.13
Sabu Raijua,2021,3278.59
Sabu Raijua,2022,4065.64
Sabu Raijua,2023,3964.28
Sabu Raijua,2024,3749.0
Sambas,2018,3041.95
Sambas,2019,2889.28
Sambas,2020,3180.45
Sambas,2021,3242.53
Sambas,2022,3590.54
Sambas,2023,3322.87
Sambas,2024,3159.0
Samosir,2018,3303.44
Samosir,2019,3117.69
Samosir,2020,3276.07
Samosir,2021,4019.43
Samosir,2022,5632.42
Samosir,2023,4558.09
Samosir,2024,4584.0
Sampang,2018,2709.77
Sampang,2019,2245.93
Sampang,2020,2486.48
Sampang,2021,2771.88
Sampang,2022,3246.03
Sampang,2023,2984.67
Sampang,2024,3365.0
Sanggau,2018,2836.18
Sanggau,2019,2634.84
Sanggau,2020,2755.43
Sanggau,2021,3075.98
Sanggau,2022,4701.54
Sanggau,2023,3278.28
Sanggau,2024,3440.0
Sarmi,2018,3467.73
Sarmi,2019,3932.28
Sarmi,2020,3328.12
Sarmi,2021,3309.72
Sarmi,2022,4128.96
Sarmi,2023,4378.58
Sarmi,2024,5149.0
Sarolangun,2018,4045.46
Sarolangun,2019,3998.75
Sarolangun,2020,4011.62
Sarolangun,2021,4373.56
Sarolangun,2022,6726.05
Sarolangun,2023,5387.09
Sarolangun,2024,4941.0
Sekadau,2018,2770.56
Sekadau,2019,2531.63
Sekadau,2020,3262.24
Sekadau,2021,2984.07
Sekadau,2022,4692.42
Sekadau,2023,3746.19
Sekadau,2024,4061.0
Seluma,2018,4230.53
Seluma,2019,3513.12
Seluma,2020,3692.9
Seluma,2021,4196.28
Seluma,2022,5732.73
Seluma,2023,5367.99
Seluma,2024,5110.0
Semarang,2018,3154.39
Semarang,2019,3057.51
Semarang,2020,3227.6
Semarang,2021,3968.89
Semarang,2022,5205.59
Semarang,2023,4625.4
Semarang,2024,4368.0
Seram Bagian Barat,2018,3370.85
Seram Bagian Barat,2019,3415.54
Seram Bagian Barat,2020,3796.94
Seram Bagian Barat,2021,3980.62
Seram Bagian Barat,2022,4606.87
Seram Bagian Barat,2023,5171.4
Seram Bagian Barat,2024,4653.0
Seram Bagian Timur,2018,3839.36
Seram Bagian Timur,2019,3981.41
Seram Bagian Timur,2020,4215.78
Seram Bagian Timur,2021,4294.55
Seram Bagian Timur,2022,5247.98
Seram Bagian Timur,2023,5412.94
Seram Bagian Timur,2024,5267.0
Serang,2018,3119.64
Serang,2019,2996.44
Serang,2020,2747.4
Serang,2021,3167.18
Serang,2022,5129.67
Serang,2023,3873.57
Serang,2024,3422.0
Serdang Bedagai,2018,4392.4
Serdang Bedagai,2019,4007.93
Serdang Bedagai,2020,4294.14
Serdang Bedagai,2021,4942.12
Serdang Bedagai,2022,6412.32
Serdang Bedagai,2023,5429.0
Serdang Bedagai,2024,4925.0
Seruyan,2018,4034.36
Seruyan,2019,4040.89
Seruyan,2020,3948.53
Seruyan,2021,4384.91
Seruyan,2022,6878.48
Seruyan,2023,5545.84
Seruyan,2024,5533.0
Siak,2018,4592.15
Siak,2019,4690.75
Siak,2020,4457.74
Siak,2021,5435.73
Siak,2022,7345.76
Siak,2023,6507.3
Siak,2024,6279.0
Siau Tagulandang Biaro,2018,3862.23
Siau Tagulandang Biaro,2019,3315.19
Siau Tagulandang Biaro,2020,3907.97
Siau Tagulandang Biaro,2021,4050.54
Siau Tagulandang Biaro,2022,5301.24
Siau Tagulandang Biaro,2023,4513.28
Siau Tagulandang Biaro,2024,4364.0
Sidenreng Rappang,2018,2857.47
Sidenreng Rappang,2019,2415.84
Sidenreng Rappang,2020,2587.77
Sidenreng Rappang,2021,3003.36
Sidenreng Rappang,2022,3952.35
Sidenreng Rappang,2023,4147.31
Sidenreng Rappang,2024,4175.0
Sidoarjo,2018,3237.02
Sidoarjo,2019,3292.26
Sidoarjo,2020,3503.8
Sidoarjo,2021,4101.27
Sidoarjo,2022,5783.97
Sidoarjo,2023,4914.2
Sidoarjo,2024,4749.0
Sigi,2018,3417.57
Sigi,2019,3337.23
Sigi,2020,3160.8
Sigi,2021,3491.69
Sigi,2022,5290.26
Sigi,2023,4625.38
Sigi,2024,4585.0
Sijunjung,2018,4749.01
Sijunjung,2019,4798.08
Sijunjung,2020,5225.14
Sijunjung,2021,5653.49
Sijunjung,2022,7772.58
Sijunjung,2023,6950.11
Sijunjung,2024,6629.0
Sikka,2018,2296.36
Sikka,2019,2312.89
Sikka,2020,2415.57
Sikka,2021,2107.66
Sikka,2022,3219.55
Sikka,2023,3189.23
Sikka,2024,2689.0
Simalungun,2018,4284.6
Simalungun,2019,3831.21
Simalungun,2020,4452.98
Simalungun,2021,4718.22
Simalungun,2022,6282.69
Simalungun,2023,5302.25
Simalungun,2024,5200.0
Simeulue,2018,3139.05
Simeulue,2019,2985.6
Simeulue,2020,3068.92
Simeulue,2021,3303.51
Simeulue,2022,4590.57
Simeulue,2023,4563.83
Simeulue,2024,4192.0
Sinjai,2018,2138.9
Sinjai,2019,2231.45
Sinjai,2020,2721.47
Sinjai,2021,3371.35
Sinjai,2022,3169.77
Sinjai,2023,3831.34
Sinjai,2024,3213.0
Sintang,2018,2984.17
Sintang,2019,3000.91
Sintang,2020,3041.42
Sintang,2021,3626.2
Sintang,2022,5496.7
Sintang,2023,3783.24
Sintang,2024,4157.0
Situbondo,2018,2761.08
Situbondo,2019,3240.12
Situbondo,2020,2949.67
Situbondo,2021,3273.75
Situbondo,2022,3801.22
Situbondo,2023,3506.78
Situbondo,2024,3087.0
Sleman,2018,2713.73
Sleman,2019,2708.75
Sleman,2020,2985.66
Sleman,2021,3382.85
Sleman,2022,4127.98
Sleman,2023,3784.77
Sleman,2024,3993.0
Solok,2018,4827.34
Solok,2019,5097.14
Solok,2020,5004.54
Solok,2021,6009.56
Solok,2022,8039.52
Solok,2023,6938.63
Solok,2024,6797.0
Solok Selatan,2018,4907.51
Solok Selatan,2019,4851.5
Solok Selatan,2020,4996.29
Solok Selatan,2021,6407.39
Solok Selatan,2022,8338.32
Solok Selatan,2023,7956.47
Solok Selatan,2024,7888.0
Soppeng,2018,2496.1
Soppeng,2019,2236.06
Soppeng,2020,2221.82
Soppeng,2021,2948.7
Soppeng,2022,4436.62
Soppeng,2023,3507.11
Soppeng,2024,3130.0
Sorong,2018,4283.52
Sorong,2019,4259.63
Sorong,2020,4127.69
Sorong,2021,5078.65
Sorong,2022,5465.29
Sorong,2023,5757.98
Sorong,2024,4747.0
Sorong Selatan,2018,3290.54
Sorong Selatan,2019,2868.46
Sorong Selatan,2020,3722.47
Sorong Selatan,2021,2781.42
Sorong Selatan,2022,2473.77
Sorong Selatan,2023,2868.68
Sorong Selatan,2024,6672.0
Sragen,2018,3058.97
Sragen,2019,2894.24
Sragen,2020,3367.0
Sragen,2021,4238.25
Sragen,2022,5254.84
Sragen,2023,4520.35
Sragen,2024,4072.0
Subang,2018,2565.33
Subang,2019,2481.74
Subang,2020,2599.21
Subang,2021,3098.78
Subang,2022,3887.32
Subang,2023,3361.44
Subang,2024,3070.0
Sukabumi,2018,3091.93
Sukabumi,2019,2870.04
Sukabumi,2020,2700.86
Sukabumi,2021,3204.72
Sukabumi,2022,4784.14
Sukabumi,2023,3934.93
Sukabumi,2024,3529.0
Sukamara,2018,4355.22
Sukamara,2019,3792.26
Sukamara,2020,4193.44
Sukamara,2021,4538.06
Sukamara,2022,6591.37
Sukamara,2023,5409.39
Sukamara,2024,5031.0
Sukoharjo,2018,2822.68
Sukoharjo,2019,2944.24
Sukoharjo,2020,2858.31
Sukoharjo,2021,3426.32
Sukoharjo,2022,4648.95
Sukoharjo,2023,3802.92
Sukoharjo,2024,3892.0
Sumba Barat,2018,2097.48
Sumba Barat,2019,2271.78
Sumba Barat,2020,2233.02
Sumba Barat,2021,2793.15
Sumba Barat,2022,3250.63
Sumba Barat,2023,3039.45
Sumba Barat,2024,2744.0
Sumba Barat Daya,2018,1450.17
Sumba Barat Daya,2019,1575.25
Sumba Barat Daya,2020,1918.33
Sumba Barat Daya,2021,1848.69
Sumba Barat Daya,2022,2467.63
Sumba Barat Daya,2023,2324.71
Sumba Barat Daya,2024,2182.0
Sumba Tengah,2018,1573.84
Sumba Tengah,2019,1616.69
Sumba Tengah,2020,1529.39
Sumba Tengah,2021,1716.05
Sumba Tengah,2022,2242.82
Sumba Tengah,2023,3245.89
Sumba Tengah,2024,2594.0
Sumba Timur,2018,1896.1
Sumba Timur,2019,2082.02
Sumba Timur,2020,2260.26
Sumba Timur,2021,2308.41
Sumba Timur,2022,3150.56
Sumba Timur,2023,3019.48
Sumba Timur,2024,3025.0
Sumbawa,2018,3145.13
Sumbawa,2019,2290.7
Sumbawa,2020,2323.34
Sumbawa,2021,2996.96
Sumbawa,2022,4140.24
Sumbawa,2023,4243.37
Sumbawa,2024,3287.0
Sumbawa Barat,2018,2687.92
Sumbawa Barat,2019,2548.64
Sumbawa Barat,2020,2688.26
Sumbawa Barat,2021,3020.28
Sumbawa Barat,2022,4011.59
Sumbawa Barat,2023,3635.08
Sumbawa Barat,2024,3383.0
Sumedang,2018,2392.45
Sumedang,2019,2376.91
Sumedang,2020,2985.96
Sumedang,2021,3488.03
Sumedang,2022,3880.53
Sumedang,2023,3884.43
Sumedang,2024,3678.0
Sumenep,2018,3233.96
Sumenep,2019,3094.79
Sumenep,2020,3107.6
Sumenep,2021,4049.55
Sumenep,2022,6324.48
Sumenep,2023,6070.03
Sumenep,2024,5027.0
Supiori,2018,3150.33
Supiori,2019,3948.28
Supiori,2020,6903.57
Supiori,2021,4684.49
Supiori,2022,4532.69
Supiori,2023,4669.54
Supiori,2024,13108.0
Tabalong,2018,3531.99
Tabalong,2019,3572.9
Tabalong,2020,3735.26
Tabalong,2021,4115.54
Tabalong,2022,6422.48
Tabalong,2023,4582.17
Tabalong,2024,4469.0
Tabanan,2018,2845.48
Tabanan,2019,2909.93
Tabanan,2020,2979.77
Tabanan,2021,3572.29
Tabanan,2022,4566.18
Tabanan,2023,3900.55
Tabanan,2024,3467.0
Takalar,2018,2327.28
Takalar,2019,1881.07
Takalar,2020,2182.5
Takalar,2021,2952.1
Takalar,2022,3409.33
Takalar,2023,3127.77
Takalar,2024,2807.0
Tambrauw,2018,2456.06
Tambrauw,2019,2819.47
Tambrauw,2020,3257.85
Tambrauw,2021,3989.5
Tambrauw,2022,5117.55
Tambrauw,2023,5115.85
Tambrauw,2024,5679.0
Tana Tidung,2018,3830.35
Tana Tidung,2019,4217.21
Tana Tidung,2020,4088.48
Tana Tidung,2021,4480.82
Tana Tidung,2022,6136.68
Tana Tidung,2023,4180.2
Tana Tidung,2024,4365.0
Tana Toraja,2018,2123.02
Tana Toraja,2019,1859.03
Tana Toraja,2020,2064.45
Tana Toraja,2021,2475.32
Tana Toraja,2022,2769.17
Tana Toraja,2023,3351.92
Tana Toraja,2024,2364.0
Tanah Bumbu,2018,3827.68
Tanah Bumbu,2019,3142.98
Tanah Bumbu,2020,3431.24
Tanah Bumbu,2021,4075.12
Tanah Bumbu,2022,6506.22
Tanah Bumbu,2023,4599.11
Tanah Bumbu,2024,4174.0
Tanah Datar,2018,4306.49
Tanah Datar,2019,4059.73
Tanah Datar,2020,4814.86
Tanah Datar,2021,5113.5
Tanah Datar,2022,6891.29
Tanah Datar,2023,6288.62
Tanah Datar,2024,5966.0
Tanah Laut,2018,3318.65
Tanah Laut,2019,3233.76
Tanah Laut,2020,3660.18
Tanah Laut,2021,3819.59
Tanah Laut,2022,5900.22
Tanah Laut,2023,4999.2
Tanah Laut,2024,4292.0
Tangerang,2018,2976.48
Tangerang,2019,3474.36
Tangerang,2020,3681.49
Tangerang,2021,3819.63
Tangerang,2022,5694.46
Tangerang,2023,4030.59
Tangerang,2024,4501.0
Tanggamus,2018,3725.99
Tanggamus,2019,3488.79
Tanggamus,2020,3495.23
Tanggamus,2021,3622.31
Tanggamus,2022,5525.88
Tanggamus,2023,4191.63
Tanggamus,2024,4139.0
Tanjung Jabung Barat,2018,3360.19
Tanjung Jabung Barat,2019,3521.39
Tanjung Jabung Barat,2020,3868.94
Tanjung Jabung Barat,2021,3814.72
Tanjung Jabung Barat,2022,5688.09
Tanjung Jabung Barat,2023,4583.26
Tanjung Jabung Barat,2024,4561.0
Tanjung Jabung Timur,2018,3747.78
Tanjung Jabung Timur,2019,3679.73
Tanjung Jabung Timur,2020,3952.78
Tanjung Jabung Timur,2021,4675.77
Tanjung Jabung Timur,2022,6534.31
Tanjung Jabung Timur,2023,5726.87
Tanjung Jabung Timur,2024,5215.0
Tapanuli Selatan,2018,4368.39
Tapanuli Selatan,2019,4049.21
Tapanuli Selatan,2020,4745.82
Tapanuli Selatan,2021,5155.18
Tapanuli Selatan,2022,6380.45
Tapanuli Selatan,2023,5825.51
Tapanuli Selatan,2024,5487.0
Tapanuli Tengah,2018,3980.54
Tapanuli Tengah,2019,3396.55
Tapanuli Tengah,2020,3511.65
Tapanuli Tengah,2021,4444.6
Tapanuli Tengah,2022,4931.04
Tapanuli Tengah,2023,4710.28
Tapanuli Tengah,2024,4878.0
Tapanuli Utara,2018,3708.67
Tapanuli Utara,2019,3544.69
Tapanuli Utara,2020,3615.83
Tapanuli Utara,2021,4367.84
Tapanuli Utara,2022,5845.99
Tapanuli Utara,2023,5322.19
Tapanuli Utara,2024,4673.0
Tapin,2018,3298.93
Tapin,2019,3370.56
Tapin,2020,3499.73
Tapin,2021,4026.25
Tapin,2022,5596.12
Tapin,2023,4653.26
Tapin,2024,4464.0
Tasikmalaya,2018,2587.79
Tasikmalaya,2019,2421.66
Tasikmalaya,2020,2354.66
Tasikmalaya,2021,2530.27
Tasikmalaya,2022,3748.66
Tasikmalaya,2023,3250.9
Tasikmalaya,2024,3061.0
Tebo,2018,4136.43
Tebo,2019,4297.0
Tebo,2020,3927.45
Tebo,2021,4694.42
Tebo,2022,6300.0
Tebo,2023,4995.32
Tebo,2024,5594.0
Tegal,2018,2328.07
Tegal,2019,2335.68
Tegal,2020,2562.4
Tegal,2021,3145.16
Tegal,2022,3752.33
Tegal,2023,2995.17
Tegal,2024,2768.0
Teluk Bintuni,2018,4888.31
Teluk Bintuni,2019,4142.67
Teluk Bintuni,2020,4441.39
Teluk Bintuni,2021,5385.68
Teluk Bintuni,2022,6295.66
Teluk Bintuni,2023,7065.98
Teluk Bintuni,2024,6622.0
Teluk Wondama,2018,4834.69
Teluk Wondama,2019,4032.68
Teluk Wondama,2020,6352.6
Teluk Wondama,2021,5526.28
Teluk Wondama,2022,4407.9
Teluk Wondama,2023,6200.74
Teluk Wondama,2024,4974.0
Temanggung,2018,2954.84
Temanggung,2019,2513.08
Temanggung,2020,2686.13
Temanggung,2021,2942.84
Temanggung,2022,4231.47
Temanggung,2023,4373.38
Temanggung,2024,4249.0
Timor Tengah Selatan,2018,2576.55
Timor Tengah Selatan,2019,2653.7
Timor Tengah Selatan,2020,2727.62
Timor Tengah Selatan,2021,2756.27
Timor Tengah Selatan,2022,3270.02
Timor Tengah Selatan,2023,3450.15
Timor Tengah Selatan,2024,3479.0
Timor Tengah Utara,2018,2560.67
Timor Tengah Utara,2019,2432.37
Timor Tengah Utara,2020,2487.59
Timor Tengah Utara,2021,2819.7
Timor Tengah Utara,2022,3063.48
Timor Tengah Utara,2023,2886.03
Timor Tengah Utara,2024,2999.0
Toba Samosir,2018,3521.17
Toba Samosir,2019,3058.36
Toba Samosir,2020,3641.15
Toba Samosir,2021,3994.81
Toba Samosir,2022,5595.69
Toba Samosir,2023,4874.47
Toba Samosir,2024,4878.0
Tojo Una-Una,2018,2723.9
Tojo Una-Una,2019,2656.21
Tojo Una-Una,2020,3177.6
Tojo Una-Una,2021,3254.88
Tojo Una-Una,2022,4187.15
Tojo Una-Una,2023,3862.08
Tojo Una-Una,2024,3375.0
Toli-Toli,2018,2850.03
Toli-Toli,2019,2891.77
Toli-Toli,2020,3052.04
Toli-Toli,2021,2653.8
Toli-Toli,2022,4492.72
Toli-Toli,2023,3193.08
Toli-Toli,2024,3402.0
Tolikara,2018,5397.09
Tolikara,2019,5518.95
Tolikara,2020,7348.14
Tolikara,2021,6643.88
Tolikara,2022,6150.67
Tolikara,2023,4894.95
Tolikara,2024,5167.0
