Kabupaten/Kota,Tahun,Pengeluaran Perkapita Bahan Minuman
Jepara,2018,3370.17
Jepara,2019,3511.96
Jepara,2020,3153.37
Jepara,2021,4001.74
Jepara,2022,4363.77
Jepara,2023,4004.28
Jepara,2024,4600.0
Jombang,2018,3591.49
Jombang,2019,3537.92
Jombang,2020,4001.83
Jombang,2021,4060.56
Jombang,2022,4051.49
Jombang,2023,4284.48
Jombang,2024,4294.0
Kaimana,2018,5524.63
Kaimana,2019,4752.38
Kaimana,2020,5714.49
Kaimana,2021,4887.25
Kaimana,2022,5600.84
Kaimana,2023,5362.97
Kaimana,2024,5733.0
Kampar,2018,3820.66
Kampar,2019,3665.77
Kampar,2020,4415.31
Kampar,2021,4493.12
Kampar,2022,4737.14
Kampar,2023,4537.04
Kampar,2024,4105.0
Kapuas,2018,4790.51
Kapuas,2019,4911.6
Kapuas,2020,5740.78
Kapuas,2021,5728.41
Kapuas,2022,5948.33
Kapuas,2023,5995.62
Kapuas,2024,6116.0
Kapuas Hulu,2018,4908.18
Kapuas Hulu,2019,4999.31
Kapuas Hulu,2020,4993.3
Kapuas Hulu,2021,5535.18
Kapuas Hulu,2022,6229.48
Kapuas Hulu,2023,5631.12
Kapuas Hulu,2024,5748.0
Karanganyar,2018,4387.37
Karanganyar,2019,4155.8
Karanganyar,2020,4645.64
Karanganyar,2021,5379.69
Karanganyar,2022,5552.68
Karanganyar,2023,6250.05
Karanganyar,2024,5665.0
Karangasem,2018,2975.73
Karangasem,2019,2695.15
Karangasem,2020,2659.89
Karangasem,2021,2764.1
Karangasem,2022,2753.11
Karangasem,2023,3177.93
Karangasem,2024,2958.0
Karawang,2018,4383.74
Karawang,2019,3929.12
Karawang,2020,3864.0
Karawang,2021,4530.42
Karawang,2022,4399.68
Karawang,2023,4609.15
Karawang,2024,4853.0
Karimun,2018,4750.61
Karimun,2019,4692.11
Karimun,2020,4358.5
Karimun,2021,4446.61
Karimun,2022,4160.45
Karimun,2023,5070.49
Karimun,2024,5264.0
Karo,2018,3892.78
Karo,2019,3989.8
Karo,2020,3727.68
Karo,2021,3934.3
Karo,2022,4696.75
Karo,2023,4208.97
Karo,2024,4225.0
Katingan,2018,5988.61
Katingan,2019,5823.51
Katingan,2020,6455.34
Katingan,2021,6358.18
Katingan,2022,6398.77
Katingan,2023,6726.46
Katingan,2024,6778.0
Kaur,2018,3748.77
Kaur,2019,3832.05
Kaur,2020,4106.59
Kaur,2021,4931.55
Kaur,2022,4449.74
Kaur,2023,4887.92
Kaur,2024,5413.0
Kayong Utara,2018,5316.77
Kayong Utara,2019,5248.52
Kayong Utara,2020,5437.31
Kayong Utara,2021,5350.61
Kayong Utara,2022,5564.43
Kayong Utara,2023,6290.99
Kayong Utara,2024,6827.0
Kebumen,2018,4256.76
Kebumen,2019,4567.96
Kebumen,2020,4274.28
Kebumen,2021,4732.86
Kebumen,2022,4293.86
Kebumen,2023,4614.76
Kebumen,2024,5016.0
Kediri,2018,4225.92
Kediri,2019,3882.06
Kediri,2020,3893.55
Kediri,2021,4247.94
Kediri,2022,4862.38
Kediri,2023,4860.54
Kediri,2024,5243.0
Keerom,2018,3623.17
Keerom,2019,3194.12
Keerom,2020,3444.83
Keerom,2021,5332.87
Keerom,2022,4904.14
Keerom,2023,4508.45
Keerom,2024,5650.0
Kendal,2018,4060.37
Kendal,2019,4400.76
Kendal,2020,4828.67
Kendal,2021,5143.04
Kendal,2022,5208.08
Kendal,2023,5796.29
Kendal,2024,5549.0
Kep. Seribu,2018,7025.08
Kep. Seribu,2019,4953.55
Kep. Seribu,2020,4580.32
Kep. Seribu,2021,5279.39
Kep. Seribu,2022,4578.96
Kep. Seribu,2023,3894.46
Kep. Seribu,2024,4344.0
Kepahiang,2018,4572.62
Kepahiang,2019,3746.4
Kepahiang,2020,4113.32
Kepahiang,2021,4026.02
Kepahiang,2022,4420.97
Kepahiang,2023,4848.73
Kepahiang,2024,5245.0
Kepulauan Anambas,2018,7594.15
Kepulauan Anambas,2019,7923.57
Kepulauan Anambas,2020,6796.79
Kepulauan Anambas,2021,6624.58
Kepulauan Anambas,2022,6438.29
Kepulauan Anambas,2023,7344.6
Kepulauan Anambas,2024,7039.0
Kepulauan Aru,2018,4472.92
Kepulauan Aru,2019,4732.28
Kepulauan Aru,2020,4595.19
Kepulauan Aru,2021,4860.16
Kepulauan Aru,2022,5470.69
Kepulauan Aru,2023,6254.67
Kepulauan Aru,2024,6575.0
Kepulauan Mentawai,2018,6036.31
Kepulauan Mentawai,2019,5185.55
Kepulauan Mentawai,2020,5698.94
Kepulauan Mentawai,2021,6061.08
Kepulauan Mentawai,2022,6286.3
Kepulauan Mentawai,2023,6980.33
Kepulauan Mentawai,2024,7791.0
Kepulauan Meranti,2018,4217.78
Kepulauan Meranti,2019,4593.86
Kepulauan Meranti,2020,4972.96
Kepulauan Meranti,2021,5281.95
Kepulauan Meranti,2022,5119.71
Kepulauan Meranti,2023,6534.55
Kepulauan Meranti,2024,6547.0
Kepulauan Sangihe,2018,5312.95
Kepulauan Sangihe,2019,4541.93
Kepulauan Sangihe,2020,5492.46
Kepulauan Sangihe,2021,4915.75
Kepulauan Sangihe,2022,6037.6
Kepulauan Sangihe,2023,5160.53
Kepulauan Sangihe,2024,4556.0
Kepulauan Selayar,2018,4736.74
Kepulauan Selayar,2019,4946.91
Kepulauan Selayar,2020,4787.35
Kepulauan Selayar,2021,5580.5
Kepulauan Selayar,2022,5066.86
Kepulauan Selayar,2023,4872.99
Kepulauan Selayar,2024,5510.0
Kepulauan Sula,2018,4010.4
Kepulauan Sula,2019,4167.0
Kepulauan Sula,2020,3871.54
Kepulauan Sula,2021,3992.73
Kepulauan Sula,2022,4714.45
Kepulauan Sula,2023,4758.51
Kepulauan Sula,2024,4073.0
Kepulauan Talaud,2018,4063.99
Kepulauan Talaud,2019,3898.33
Kepulauan Talaud,2020,4437.74
Kepulauan Talaud,2021,5715.85
Kepulauan Talaud,2022,5659.44
Kepulauan Talaud,2023,5972.07
Kepulauan Talaud,2024,6149.0
Kepulauan Yapen,2018,3296.48
Kepulauan Yapen,2019,3734.01
Kepulauan Yapen,2020,4821.57
Kepulauan Yapen,2021,5934.3
Kepulauan Yapen,2022,5080.94
Kepulauan Yapen,2023,5633.88
Kepulauan Yapen,2024,5746.0
Kerinci,2018,2967.9
Kerinci,2019,3452.92
Kerinci,2020,3589.64
Kerinci,2021,4025.35
Kerinci,2022,4741.7
Kerinci,2023,4511.7
Kerinci,2024,4005.0
Ketapang,2018,5022.64
Ketapang,2019,4886.8
Ketapang,2020,5232.48
Ketapang,2021,5876.22
Ketapang,2022,5509.01
Ketapang,2023,5349.8
Ketapang,2024,5121.0
Klaten,2018,4037.33
Klaten,2019,4205.63
Klaten,2020,4966.97
Klaten,2021,5091.85
Klaten,2022,4859.69
Klaten,2023,4848.23
Klaten,2024,5661.0
Klungkung,2018,3091.24
Klungkung,2019,2942.77
Klungkung,2020,3136.71
Klungkung,2021,3425.61
Klungkung,2022,3002.45
Klungkung,2023,4180.17
Klungkung,2024,3964.0
Kolaka,2018,3649.04
Kolaka,2019,3555.8
Kolaka,2020,3867.56
Kolaka,2021,3352.19
Kolaka,2022,4143.13
Kolaka,2023,4717.81
Kolaka,2024,4502.0
Kolaka Timur,2018,3672.5
Kolaka Timur,2019,3225.3
Kolaka Timur,2020,4271.96
Kolaka Timur,2021,4334.87
Kolaka Timur,2022,3983.84
Kolaka Timur,2023,3958.45
Kolaka Timur,2024,4489.0
Kolaka Utara,2018,3738.14
Kolaka Utara,2019,4055.57
Kolaka Utara,2020,4025.29
Kolaka Utara,2021,4836.58
Kolaka Utara,2022,4571.63
Kolaka Utara,2023,4002.51
Kolaka Utara,2024,3980.0
Konawe,2018,3246.97
Konawe,2019,2931.0
Konawe,2020,3010.53
Konawe,2021,3347.15
Konawe,2022,3207.73
Konawe,2023,3666.1
Konawe,2024,3319.0
Konawe Kepulauan,2018,3199.95
Konawe Kepulauan,2019,3292.87
Konawe Kepulauan,2020,3107.17
Konawe Kepulauan,2021,3474.59
Konawe Kepulauan,2022,3114.16
Konawe Kepulauan,2023,4493.93
Konawe Kepulauan,2024,3390.0
Konawe Selatan,2018,3038.25
Konawe Selatan,2019,3271.5
Konawe Selatan,2020,3294.67
Konawe Selatan,2021,3952.85
Konawe Selatan,2022,3917.57
Konawe Selatan,2023,3618.19
Konawe Selatan,2024,3679.0
Konawe Utara,2018,3400.3
Konawe Utara,2019,3643.8
Konawe Utara,2020,4021.62
Konawe Utara,2021,4294.05
Konawe Utara,2022,4131.58
Konawe Utara,2023,4352.01
Konawe Utara,2024,4289.0
Kota Ambon,2018,3875.31
Kota Ambon,2019,3385.16
Kota Ambon,2020,3962.72
Kota Ambon,2021,4503.49
Kota Ambon,2022,4301.1
Kota Ambon,2023,4077.95
Kota Ambon,2024,4553.0
Kota Balikpapan,2018,4364.38
Kota Balikpapan,2019,3787.01
Kota Balikpapan,2020,4292.97
Kota Balikpapan,2021,4420.14
Kota Balikpapan,2022,4863.58
Kota Balikpapan,2023,5053.71
Kota Balikpapan,2024,4655.0
Kota Banda Aceh,2018,3403.85
Kota Banda Aceh,2019,2635.5
Kota Banda Aceh,2020,3183.05
Kota Banda Aceh,2021,2882.45
Kota Banda Aceh,2022,4168.44
Kota Banda Aceh,2023,3149.92
Kota Banda Aceh,2024,3109.0
Kota Bandar Lampung,2018,3975.89
Kota Bandar Lampung,2019,3872.35
Kota Bandar Lampung,2020,3985.73
Kota Bandar Lampung,2021,4385.83
Kota Bandar Lampung,2022,4665.96
Kota Bandar Lampung,2023,4675.21
Kota Bandar Lampung,2024,5005.0
Kota Bandung,2018,4934.8
Kota Bandung,2019,5203.61
Kota Bandung,2020,5573.86
Kota Bandung,2021,6329.77
Kota Bandung,2022,5626.42
Kota Bandung,2023,5740.2
Kota Bandung,2024,6064.0
Kota Banjar,2018,5004.76
Kota Banjar,2019,4117.99
Kota Banjar,2020,4716.76
Kota Banjar,2021,4093.38
Kota Banjar,2022,4337.62
Kota Banjar,2023,5280.31
Kota Banjar,2024,5153.0
Kota Banjar Baru,2018,4660.8
Kota Banjar Baru,2019,4277.96
Kota Banjar Baru,2020,5903.32
Kota Banjar Baru,2021,5378.76
Kota Banjar Baru,2022,5725.12
Kota Banjar Baru,2023,5162.71
Kota Banjar Baru,2024,5222.0
Kota Banjarmasin,2018,4179.8
Kota Banjarmasin,2019,3773.71
Kota Banjarmasin,2020,4505.58
Kota Banjarmasin,2021,4608.78
Kota Banjarmasin,2022,4429.29
Kota Banjarmasin,2023,3353.24
Kota Banjarmasin,2024,4139.0
Kota Baru,2018,6071.6
Kota Baru,2019,4928.92
Kota Baru,2020,5994.03
Kota Baru,2021,5874.67
Kota Baru,2022,6640.06
Kota Baru,2023,5846.01
Kota Baru,2024,6522.0
Kota Batam,2018,4222.08
Kota Batam,2019,4267.43
Kota Batam,2020,4244.04
Kota Batam,2021,4707.87
Kota Batam,2022,5119.9
Kota Batam,2023,4046.85
Kota Batam,2024,4298.0
Kota Batu,2018,4505.38
Kota Batu,2019,4135.47
Kota Batu,2020,4431.55
Kota Batu,2021,4820.73
Kota Batu,2022,4514.7
Kota Batu,2023,4815.24
Kota Batu,2024,4989.0
Kota Baubau,2018,2390.22
Kota Baubau,2019,2259.99
Kota Baubau,2020,3054.59
Kota Baubau,2021,3143.61
Kota Baubau,2022,2968.3
Kota Baubau,2023,2651.96
Kota Baubau,2024,3080.0
Kota Bekasi,2018,4234.18
Kota Bekasi,2019,4416.46
Kota Bekasi,2020,5219.85
Kota Bekasi,2021,4848.66
Kota Bekasi,2022,5428.26
Kota Bekasi,2023,5289.17
Kota Bekasi,2024,6294.0
Kota Bengkulu,2018,3898.49
Kota Bengkulu,2019,3204.85
Kota Bengkulu,2020,3426.47
Kota Bengkulu,2021,3718.28
Kota Bengkulu,2022,4092.63
Kota Bengkulu,2023,4053.04
Kota Bengkulu,2024,4169.0
Kota Bima,2018,2674.5
Kota Bima,2019,2782.26
Kota Bima,2020,2942.35
Kota Bima,2021,3404.02
Kota Bima,2022,2706.17
Kota Bima,2023,2748.0
Kota Bima,2024,2984.0
Kota Binjai,2018,3214.87
Kota Binjai,2019,3332.54
Kota Binjai,2020,4061.51
Kota Binjai,2021,3733.93
Kota Binjai,2022,3831.42
Kota Binjai,2023,3539.58
Kota Binjai,2024,4740.0
Kota Bitung,2018,3697.99
Kota Bitung,2019,3321.73
Kota Bitung,2020,3822.33
Kota Bitung,2021,4168.05
Kota Bitung,2022,4438.95
Kota Bitung,2023,4022.13
Kota Bitung,2024,4159.0
Kota Blitar,2018,4073.84
Kota Blitar,2019,3558.4
Kota Blitar,2020,4039.04
Kota Blitar,2021,4348.79
Kota Blitar,2022,4049.99
Kota Blitar,2023,4610.35
Kota Blitar,2024,4130.0
Kota Bogor,2018,4695.88
Kota Bogor,2019,4627.47
Kota Bogor,2020,4494.13
Kota Bogor,2021,5092.88
Kota Bogor,2022,4360.22
Kota Bogor,2023,5812.54
Kota Bogor,2024,5543.0
Kota Bontang,2018,4363.27
Kota Bontang,2019,4098.33
Kota Bontang,2020,4164.84
Kota Bontang,2021,4788.06
Kota Bontang,2022,4666.18
Kota Bontang,2023,4140.83
Kota Bontang,2024,4480.0
Kota Bukittinggi,2018,3272.64
Kota Bukittinggi,2019,3220.59
Kota Bukittinggi,2020,3635.29
Kota Bukittinggi,2021,3695.08
Kota Bukittinggi,2022,3643.78
Kota Bukittinggi,2023,3391.79
Kota Bukittinggi,2024,3874.0
Kota Cilegon,2018,4220.59
Kota Cilegon,2019,4189.73
Kota Cilegon,2020,4430.91
Kota Cilegon,2021,4770.39
Kota Cilegon,2022,4612.43
Kota Cilegon,2023,4647.27
Kota Cilegon,2024,4575.0
Kota Cimahi,2018,5466.74
Kota Cimahi,2019,5352.93
Kota Cimahi,2020,5850.55
Kota Cimahi,2021,5269.96
Kota Cimahi,2022,5941.92
Kota Cimahi,2023,6198.57
Kota Cimahi,2024,5749.0
Kota Cirebon,2018,3065.62
Kota Cirebon,2019,3473.77
Kota Cirebon,2020,3318.73
Kota Cirebon,2021,4216.14
Kota Cirebon,2022,4014.64
Kota Cirebon,2023,4795.43
Kota Cirebon,2024,4262.0
Kota Denpasar,2018,3592.28
Kota Denpasar,2019,2976.5
Kota Denpasar,2020,3254.62
Kota Denpasar,2021,3693.98
Kota Denpasar,2022,3857.39
Kota Denpasar,2023,4149.89
Kota Denpasar,2024,4368.0
Kota Depok,2018,4616.08
Kota Depok,2019,4445.87
Kota Depok,2020,4757.71
Kota Depok,2021,5305.7
Kota Depok,2022,6165.74
Kota Depok,2023,5774.88
Kota Depok,2024,6041.0
Kota Dumai,2018,4011.05
Kota Dumai,2019,3621.77
Kota Dumai,2020,3993.89
Kota Dumai,2021,4785.15
Kota Dumai,2022,4641.04
Kota Dumai,2023,4910.33
Kota Dumai,2024,4778.0
Kota Gorontalo,2018,3150.21
Kota Gorontalo,2019,3276.89
Kota Gorontalo,2020,3433.93
Kota Gorontalo,2021,3656.72
Kota Gorontalo,2022,4043.68
Kota Gorontalo,2023,3702.64
Kota Gorontalo,2024,3553.0
Kota Gunungsitoli,2018,3350.54
Kota Gunungsitoli,2019,3218.81
Kota Gunungsitoli,2020,3616.88
Kota Gunungsitoli,2021,3694.54
Kota Gunungsitoli,2022,3178.55
Kota Gunungsitoli,2023,2922.37
Kota Gunungsitoli,2024,3221.0
Kota Jakarta Barat,2018,4026.9
Kota Jakarta Barat,2019,3866.75
Kota Jakarta Barat,2020,3944.07
Kota Jakarta Barat,2021,4561.61
Kota Jakarta Barat,2022,4796.66
Kota Jakarta Barat,2023,5334.88
Kota Jakarta Barat,2024,5254.0
Kota Jakarta Pusat,2018,4357.41
Kota Jakarta Pusat,2019,3814.65
Kota Jakarta Pusat,2020,4584.16
Kota Jakarta Pusat,2021,4099.64
Kota Jakarta Pusat,2022,4359.5
Kota Jakarta Pusat,2023,4712.76
Kota Jakarta Pusat,2024,4228.0
Kota Jakarta Selatan,2018,4319.81
Kota Jakarta Selatan,2019,4496.88
Kota Jakarta Selatan,2020,5401.61
Kota Jakarta Selatan,2021,5209.16
Kota Jakarta Selatan,2022,5574.35
Kota Jakarta Selatan,2023,5148.31
Kota Jakarta Selatan,2024,5637.0
Kota Jakarta Timur,2018,4641.69
Kota Jakarta Timur,2019,4721.75
Kota Jakarta Timur,2020,3854.72
Kota Jakarta Timur,2021,4345.82
Kota Jakarta Timur,2022,4730.63
Kota Jakarta Timur,2023,4791.85
Kota Jakarta Timur,2024,4562.0
Kota Jakarta Utara,2018,3966.43
Kota Jakarta Utara,2019,3935.47
Kota Jakarta Utara,2020,4394.44
Kota Jakarta Utara,2021,4712.0
Kota Jakarta Utara,2022,5076.13
Kota Jakarta Utara,2023,5075.64
Kota Jakarta Utara,2024,5218.0
Kota Jambi,2018,4045.16
Kota Jambi,2019,3175.32
Kota Jambi,2020,3606.37
Kota Jambi,2021,4204.24
Kota Jambi,2022,4178.14
Kota Jambi,2023,4470.79
Kota Jambi,2024,4761.0
Kota Jayapura,2018,4634.87
Kota Jayapura,2019,4340.11
Kota Jayapura,2020,4300.0
Kota Jayapura,2021,4335.52
Kota Jayapura,2022,4640.54
Kota Jayapura,2023,5556.5
Kota Jayapura,2024,12537.0
Kota Kediri,2018,3395.58
Kota Kediri,2019,3393.63
Kota Kediri,2020,3661.94
Kota Kediri,2021,3831.35
Kota Kediri,2022,4037.66
Kota Kediri,2023,3856.9
Kota Kediri,2024,3962.0
Kota Kendari,2018,3319.98
Kota Kendari,2019,2818.84
Kota Kendari,2020,3002.39
Kota Kendari,2021,3518.94
Kota Kendari,2022,3666.59
Kota Kendari,2023,3559.05
Kota Kendari,2024,3024.0
Kota Kotamobagu,2018,3150.81
Kota Kotamobagu,2019,3204.44
Kota Kotamobagu,2020,2972.14
Kota Kotamobagu,2021,3624.02
Kota Kotamobagu,2022,3360.88
Kota Kotamobagu,2023,3258.4
Kota Kotamobagu,2024,3552.0
Kota Kupang,2018,4045.51
Kota Kupang,2019,3764.64
Kota Kupang,2020,3932.64
Kota Kupang,2021,3995.45
Kota Kupang,2022,3702.84
Kota Kupang,2023,3471.6
Kota Kupang,2024,3689.0
Kota Langsa,2018,3808.84
Kota Langsa,2019,3353.16
Kota Langsa,2020,4075.57
Kota Langsa,2021,4026.92
Kota Langsa,2022,4047.31
Kota Langsa,2023,3916.44
Kota Langsa,2024,3890.0
Kota Lhokseumawe,2018,3514.66
Kota Lhokseumawe,2019,3271.11
Kota Lhokseumawe,2020,3462.23
Kota Lhokseumawe,2021,3862.3
Kota Lhokseumawe,2022,3357.93
Kota Lhokseumawe,2023,3293.96
Kota Lhokseumawe,2024,3551.0
Kota Lubuklinggau,2018,4037.06
Kota Lubuklinggau,2019,3079.56
Kota Lubuklinggau,2020,3075.9
Kota Lubuklinggau,2021,3762.03
Kota Lubuklinggau,2022,3911.46
Kota Lubuklinggau,2023,3776.85
Kota Lubuklinggau,2024,3895.0
Kota Madiun,2018,3898.31
Kota Madiun,2019,3508.02
Kota Madiun,2020,3922.17
Kota Madiun,2021,3955.05
Kota Madiun,2022,4939.91
Kota Madiun,2023,4299.39
Kota Madiun,2024,4431.0
Kota Magelang,2018,3695.51
Kota Magelang,2019,3269.68
Kota Magelang,2020,3405.04
Kota Magelang,2021,4368.21
Kota Magelang,2022,5234.21
Kota Magelang,2023,4467.04
Kota Magelang,2024,4381.0
Kota Makasar,2018,3974.08
Kota Makasar,2019,3123.21
Kota Makasar,2020,3545.91
Kota Makasar,2021,3642.75
Kota Makasar,2022,3885.29
Kota Makasar,2023,3704.79
Kota Makasar,2024,3980.0
Kota Malang,2018,4172.46
Kota Malang,2019,3839.24
Kota Malang,2020,4408.52
Kota Malang,2021,4724.63
Kota Malang,2022,4936.35
Kota Malang,2023,4215.48
Kota Malang,2024,4935.0
Kota Manado,2018,3860.38
Kota Manado,2019,3195.96
Kota Manado,2020,4180.6
Kota Manado,2021,3960.08
Kota Manado,2022,4954.94
Kota Manado,2023,3576.84
Kota Manado,2024,4369.0
Kota Mataram,2018,3637.52
Kota Mataram,2019,3379.2
Kota Mataram,2020,3509.84
Kota Mataram,2021,4392.34
Kota Mataram,2022,3920.47
Kota Mataram,2023,4089.13
Kota Mataram,2024,3835.0
Kota Medan,2018,3769.71
Kota Medan,2019,3422.18
Kota Medan,2020,3689.91
Kota Medan,2021,3676.76
Kota Medan,2022,4378.05
Kota Medan,2023,4174.68
Kota Medan,2024,4169.0
Kota Metro,2018,3308.62
Kota Metro,2019,2840.13
Kota Metro,2020,3051.87
Kota Metro,2021,3384.75
Kota Metro,2022,3150.07
Kota Metro,2023,3198.15
Kota Metro,2024,3619.0
Kota Mojokerto,2018,3314.31
Kota Mojokerto,2019,2920.61
Kota Mojokerto,2020,3480.17
Kota Mojokerto,2021,3408.84
Kota Mojokerto,2022,3871.39
Kota Mojokerto,2023,4122.31
Kota Mojokerto,2024,4263.0
Kota Padang,2018,3291.85
Kota Padang,2019,2970.7
Kota Padang,2020,3079.15
Kota Padang,2021,3377.29
Kota Padang,2022,4363.51
Kota Padang,2023,3761.34
Kota Padang,2024,4007.0
Kota Padang Panjang,2018,3044.2
Kota Padang Panjang,2019,2875.17
Kota Padang Panjang,2020,3206.26
Kota Padang Panjang,2021,3278.63
Kota Padang Panjang,2022,3319.68
Kota Padang Panjang,2023,3358.38
Kota Padang Panjang,2024,3628.0
Kota Padangsidimpuan,2018,2236.12
Kota Padangsidimpuan,2019,1829.31
Kota Padangsidimpuan,2020,2215.17
Kota Padangsidimpuan,2021,2289.46
Kota Padangsidimpuan,2022,2282.16
Kota Padangsidimpuan,2023,2281.36
Kota Padangsidimpuan,2024,2095.0
Kota Pagar Alam,2018,4036.81
Kota Pagar Alam,2019,4269.41
Kota Pagar Alam,2020,4409.68
Kota Pagar Alam,2021,4754.12
Kota Pagar Alam,2022,4559.17
Kota Pagar Alam,2023,4851.18
Kota Pagar Alam,2024,5921.0
Kota Palangka Raya,2018,4559.49
Kota Palangka Raya,2019,4547.24
Kota Palangka Raya,2020,4414.82
Kota Palangka Raya,2021,5015.27
Kota Palangka Raya,2022,5126.78
Kota Palangka Raya,2023,4486.91
Kota Palangka Raya,2024,4387.0
Kota Palembang,2018,3784.93
Kota Palembang,2019,3502.83
Kota Palembang,2020,4153.69
Kota Palembang,2021,3864.17
Kota Palembang,2022,4121.93
Kota Palembang,2023,4273.39
Kota Palembang,2024,4769.0
Kota Palopo,2018,3677.85
Kota Palopo,2019,2736.73
Kota Palopo,2020,3140.98
Kota Palopo,2021,3235.42
Kota Palopo,2022,3670.94
Kota Palopo,2023,3749.15
Kota Palopo,2024,3925.0
Kota Palu,2018,3092.35
Kota Palu,2019,3082.16
Kota Palu,2020,3085.87
Kota Palu,2021,3492.56
Kota Palu,2022,3636.3
Kota Palu,2023,4272.41
Kota Palu,2024,4254.0
Kota Pangkal Pinang,2018,5303.7
Kota Pangkal Pinang,2019,4247.6
Kota Pangkal Pinang,2020,4706.63
Kota Pangkal Pinang,2021,5178.52
Kota Pangkal Pinang,2022,4852.82
Kota Pangkal Pinang,2023,4866.34
Kota Pangkal Pinang,2024,4968.0
Kota Parepare,2018,2806.92
Kota Parepare,2019,2690.28
Kota Parepare,2020,3296.85
Kota Parepare,2021,3767.01
Kota Parepare,2022,3308.6
Kota Parepare,2023,3519.57
Kota Parepare,2024,2940.0
Kota Pariaman,2018,2280.17
Kota Pariaman,2019,2742.05
Kota Pariaman,2020,2869.06
Kota Pariaman,2021,2864.79
Kota Pariaman,2022,3015.05
Kota Pariaman,2023,2848.31
Kota Pariaman,2024,2928.0
Kota Pasuruan,2018,3627.82
Kota Pasuruan,2019,3677.96
Kota Pasuruan,2020,4326.19
Kota Pasuruan,2021,3958.25
Kota Pasuruan,2022,4058.57
Kota Pasuruan,2023,4112.28
Kota Pasuruan,2024,4765.0
Kota Payakumbuh,2018,2896.0
Kota Payakumbuh,2019,3226.3
Kota Payakumbuh,2020,2958.29
Kota Payakumbuh,2021,3061.55
Kota Payakumbuh,2022,3431.87
Kota Payakumbuh,2023,3699.33
Kota Payakumbuh,2024,3752.0
Kota Pekalongan,2018,4151.22
Kota Pekalongan,2019,3354.74
Kota Pekalongan,2020,3834.34
Kota Pekalongan,2021,4662.32
Kota Pekalongan,2022,4923.53
Kota Pekalongan,2023,4524.3
Kota Pekalongan,2024,4984.0
Kota Pekanbaru,2018,3406.2
Kota Pekanbaru,2019,3193.21
Kota Pekanbaru,2020,3912.53
Kota Pekanbaru,2021,3573.49
Kota Pekanbaru,2022,4204.46
Kota Pekanbaru,2023,3869.26
Kota Pekanbaru,2024,4710.0
Kota Pematang Siantar,2018,3496.29
Kota Pematang Siantar,2019,2990.91
Kota Pematang Siantar,2020,3730.33
Kota Pematang Siantar,2021,3531.76
Kota Pematang Siantar,2022,3640.16
Kota Pematang Siantar,2023,4608.39
Kota Pematang Siantar,2024,4072.0
Kota Pontianak,2018,3685.64
Kota Pontianak,2019,3597.7
Kota Pontianak,2020,3867.32
Kota Pontianak,2021,4101.52
Kota Pontianak,2022,4541.95
Kota Pontianak,2023,3991.87
Kota Pontianak,2024,4381.0
Kota Prabumulih,2018,3839.32
Kota Prabumulih,2019,4047.8
Kota Prabumulih,2020,3858.93
Kota Prabumulih,2021,3739.31
Kota Prabumulih,2022,3443.31
Kota Prabumulih,2023,3843.16
Kota Prabumulih,2024,3964.0
Kota Probolinggo,2018,3622.66
Kota Probolinggo,2019,3514.4
Kota Probolinggo,2020,3797.13
Kota Probolinggo,2021,3357.13
Kota Probolinggo,2022,3560.57
Kota Probolinggo,2023,3257.03
Kota Probolinggo,2024,3548.0
Kota Sabang,2018,2524.39
Kota Sabang,2019,3413.47
Kota Sabang,2020,3237.17
Kota Sabang,2021,3215.2
Kota Sabang,2022,3429.19
Kota Sabang,2023,3690.3
Kota Sabang,2024,3556.0
Kota Salatiga,2018,4381.13
Kota Salatiga,2019,4402.89
Kota Salatiga,2020,4656.46
Kota Salatiga,2021,5730.29
Kota Salatiga,2022,5667.77
Kota Salatiga,2023,5605.47
Kota Salatiga,2024,5830.0
Kota Samarinda,2018,3827.04
Kota Samarinda,2019,3649.35
Kota Samarinda,2020,4802.46
Kota Samarinda,2021,4628.55
Kota Samarinda,2022,4843.09
Kota Samarinda,2023,5057.22
Kota Samarinda,2024,4949.0
Kota Sawah Lunto,2018,3538.29
Kota Sawah Lunto,2019,3081.17
Kota Sawah Lunto,2020,3393.87
Kota Sawah Lunto,2021,3964.9
Kota Sawah Lunto,2022,3819.77
Kota Sawah Lunto,2023,4434.56
Kota Sawah Lunto,2024,4166.0
Kota Semarang,2018,4440.52
Kota Semarang,2019,3580.38
Kota Semarang,2020,4470.16
Kota Semarang,2021,4992.12
Kota Semarang,2022,5737.27
Kota Semarang,2023,4412.97
Kota Semarang,2024,5358.0
Kota Serang,2018,3609.51
Kota Serang,2019,3089.25
Kota Serang,2020,4336.65
Kota Serang,2021,4411.51
Kota Serang,2022,4102.87
Kota Serang,2023,4171.49
Kota Serang,2024,4078.0
Kota Sibolga,2018,2057.45
Kota Sibolga,2019,2148.38
Kota Sibolga,2020,2266.17
Kota Sibolga,2021,2167.52
Kota Sibolga,2022,2242.5
Kota Sibolga,2023,2376.64
Kota Sibolga,2024,2555.0
Kota Singkawang,2018,4157.62
Kota Singkawang,2019,3479.82
Kota Singkawang,2020,4581.59
Kota Singkawang,2021,4663.56
Kota Singkawang,2022,4609.63
Kota Singkawang,2023,4453.36
Kota Singkawang,2024,4629.0
Kota Solok,2018,2944.87
Kota Solok,2019,3227.05
Kota Solok,2020,3263.34
Kota Solok,2021,3405.45
Kota Solok,2022,3464.83
