Kabupaten/Kota,Tahun,Pengeluaran Perkapita Rokok dan Tembakau
Kota Solok,2024,24867.0
Kota Sorong,2018,14809.58
Kota Sorong,2019,20134.03
Kota Sorong,2020,19361.35
Kota Sorong,2021,19895.37
Kota Sorong,2022,21554.77
Kota Sorong,2023,20321.16
Kota Sorong,2024,19094.0
Kota Subulussalam,2018,16893.47
Kota Subulussalam,2019,20494.26
Kota Subulussalam,2020,20778.97
Kota Subulussalam,2021,19366.43
Kota Subulussalam,2022,23185.08
Kota Subulussalam,2023,26799.75
Kota Subulussalam,2024,26564.0
Kota Sukabumi,2018,20437.14
Kota Sukabumi,2019,24315.78
Kota Sukabumi,2020,22258.59
Kota Sukabumi,2021,19719.71
Kota Sukabumi,2022,19514.61
Kota Sukabumi,2023,26550.6
Kota Sukabumi,2024,21837.0
Kota Sungai Penuh,2018,22243.11
Kota Sungai Penuh,2019,27134.8
Kota Sungai Penuh,2020,25124.33
Kota Sungai Penuh,2021,25807.92
Kota Sungai Penuh,2022,27377.53
Kota Sungai Penuh,2023,27855.43
Kota Sungai Penuh,2024,25713.0
Kota Surabaya,2018,15355.63
Kota Surabaya,2019,15695.77
Kota Surabaya,2020,16959.02
Kota Surabaya,2021,16719.02
Kota Surabaya,2022,16035.81
Kota Surabaya,2023,22789.1
Kota Surabaya,2024,20444.0
Kota Surakarta,2018,8100.6
Kota Surakarta,2019,12323.17
Kota Surakarta,2020,10844.52
Kota Surakarta,2021,11815.85
Kota Surakarta,2022,13068.69
Kota Surakarta,2023,14264.84
Kota Surakarta,2024,14199.0
Kota Tangerang,2018,19199.58
Kota Tangerang,2019,20923.15
Kota Tangerang,2020,25878.6
Kota Tangerang,2021,22820.79
Kota Tangerang,2022,25050.63
Kota Tangerang,2023,22065.04
Kota Tangerang,2024,26119.0
Kota Tangerang Selatan,2018,17667.11
Kota Tangerang Selatan,2019,15644.31
Kota Tangerang Selatan,2020,17564.44
Kota Tangerang Selatan,2021,18183.08
Kota Tangerang Selatan,2022,20006.38
Kota Tangerang Selatan,2023,20527.77
Kota Tangerang Selatan,2024,20138.0
Kota Tanjung Balai,2018,19600.67
Kota Tanjung Balai,2019,18509.13
Kota Tanjung Balai,2020,21511.14
Kota Tanjung Balai,2021,22254.71
Kota Tanjung Balai,2022,21889.93
Kota Tanjung Balai,2023,24026.97
Kota Tanjung Balai,2024,27600.0
Kota Tanjung Pinang,2018,14516.91
Kota Tanjung Pinang,2019,15776.13
Kota Tanjung Pinang,2020,13726.63
Kota Tanjung Pinang,2021,17345.71
Kota Tanjung Pinang,2022,13392.59
Kota Tanjung Pinang,2023,14138.39
Kota Tanjung Pinang,2024,14134.0
Kota Tarakan,2018,14290.16
Kota Tarakan,2019,16511.51
Kota Tarakan,2020,16914.72
Kota Tarakan,2021,16862.17
Kota Tarakan,2022,16748.57
Kota Tarakan,2023,16018.65
Kota Tarakan,2024,19905.0
Kota Tasikmalaya,2018,17230.75
Kota Tasikmalaya,2019,16379.31
Kota Tasikmalaya,2020,17452.29
Kota Tasikmalaya,2021,17016.36
Kota Tasikmalaya,2022,17706.2
Kota Tasikmalaya,2023,23704.9
Kota Tasikmalaya,2024,22184.0
Kota Tebing Tinggi,2018,12274.18
Kota Tebing Tinggi,2019,12665.43
Kota Tebing Tinggi,2020,16703.06
Kota Tebing Tinggi,2021,17911.75
Kota Tebing Tinggi,2022,13702.26
Kota Tebing Tinggi,2023,16303.82
Kota Tebing Tinggi,2024,19193.0
Kota Tegal,2018,13362.8
Kota Tegal,2019,12545.1
Kota Tegal,2020,17817.52
Kota Tegal,2021,18704.34
Kota Tegal,2022,17924.37
Kota Tegal,2023,18345.64
Kota Tegal,2024,17146.0
Kota Ternate,2018,25821.34
Kota Ternate,2019,22480.66
Kota Ternate,2020,23760.13
Kota Ternate,2021,22881.53
Kota Ternate,2022,18596.15
Kota Ternate,2023,26554.37
Kota Ternate,2024,32158.0
Kota Tidore Kepulauan,2018,16472.18
Kota Tidore Kepulauan,2019,18053.81
Kota Tidore Kepulauan,2020,21648.89
Kota Tidore Kepulauan,2021,22658.01
Kota Tidore Kepulauan,2022,21552.18
Kota Tidore Kepulauan,2023,27314.4
Kota Tidore Kepulauan,2024,33564.0
Kota Tomohon,2018,16884.83
Kota Tomohon,2019,14562.63
Kota Tomohon,2020,15358.6
Kota Tomohon,2021,16632.82
Kota Tomohon,2022,13088.45
Kota Tomohon,2023,16749.82
Kota Tomohon,2024,19246.0
Kota Tual,2018,9445.67
Kota Tual,2019,11372.86
Kota Tual,2020,13700.65
Kota Tual,2021,12095.1
Kota Tual,2022,13827.43
Kota Tual,2023,14679.33
Kota Tual,2024,15872.0
Kota Yogyakarta,2018,8406.18
Kota Yogyakarta,2019,11648.38
Kota Yogyakarta,2020,12082.79
Kota Yogyakarta,2021,10010.68
Kota Yogyakarta,2022,11889.08
Kota Yogyakarta,2023,13497.47
Kota Yogyakarta,2024,14086.0
Kotawaringin Barat,2018,23605.19
Kotawaringin Barat,2019,21192.32
Kotawaringin Barat,2020,24881.9
Kotawaringin Barat,2021,24633.7
Kotawaringin Barat,2022,22109.54
Kotawaringin Barat,2023,23939.81
Kotawaringin Barat,2024,33418.0
Kotawaringin Timur,2018,18420.02
Kotawaringin Timur,2019,19390.49
Kotawaringin Timur,2020,18098.69
Kotawaringin Timur,2021,23060.65
Kotawaringin Timur,2022,24819.12
Kotawaringin Timur,2023,27995.89
Kotawaringin Timur,2024,29622.0
Kuantan Singingi,2018,21658.79
Kuantan Singingi,2019,22077.61
Kuantan Singingi,2020,18572.72
Kuantan Singingi,2021,23105.66
Kuantan Singingi,2022,22242.92
Kuantan Singingi,2023,30349.92
Kuantan Singingi,2024,28756.0
Kubu Raya,2018,14427.94
Kubu Raya,2019,17714.5
Kubu Raya,2020,17821.01
Kubu Raya,2021,17434.12
Kubu Raya,2022,19203.05
Kubu Raya,2023,17653.14
Kubu Raya,2024,20138.0
Kudus,2018,11839.95
Kudus,2019,9775.94
Kudus,2020,15157.84
Kudus,2021,14726.81
Kudus,2022,15905.81
Kudus,2023,18522.69
Kudus,2024,19826.0
Kulon Progo,2018,7819.56
Kulon Progo,2019,9582.44
Kulon Progo,2020,7686.25
Kulon Progo,2021,8766.09
Kulon Progo,2022,11762.84
Kulon Progo,2023,12921.4
Kulon Progo,2024,13574.0
Kuningan,2018,15086.3
Kuningan,2019,14615.08
Kuningan,2020,18936.89
Kuningan,2021,23256.33
Kuningan,2022,21518.97
Kuningan,2023,23829.24
Kuningan,2024,22509.0
Kupang,2018,7173.68
Kupang,2019,8770.04
Kupang,2020,7885.51
Kupang,2021,6997.74
Kupang,2022,7931.35
Kupang,2023,8898.17
Kupang,2024,7693.0
Kutai Barat,2018,18689.18
Kutai Barat,2019,21468.57
Kutai Barat,2020,21702.94
Kutai Barat,2021,20529.62
Kutai Barat,2022,26256.03
Kutai Barat,2023,21952.72
Kutai Barat,2024,27227.0
Kutai Kartanegara,2018,17883.2
Kutai Kartanegara,2019,16353.84
Kutai Kartanegara,2020,18409.51
Kutai Kartanegara,2021,19168.19
Kutai Kartanegara,2022,20145.24
Kutai Kartanegara,2023,21580.06
Kutai Kartanegara,2024,21869.0
Kutai Timur,2018,23495.57
Kutai Timur,2019,24779.83
Kutai Timur,2020,27835.06
Kutai Timur,2021,26219.74
Kutai Timur,2022,27887.72
Kutai Timur,2023,28868.73
Kutai Timur,2024,33435.0
Labuhan Batu,2018,20998.45
Labuhan Batu,2019,20813.52
Labuhan Batu,2020,18583.1
Labuhan Batu,2021,22403.67
Labuhan Batu,2022,19845.17
Labuhan Batu,2023,28519.2
Labuhan Batu,2024,28151.0
Labuhan Batu Selatan,2018,18974.4
Labuhan Batu Selatan,2019,19795.9
Labuhan Batu Selatan,2020,21280.79
Labuhan Batu Selatan,2021,25431.35
Labuhan Batu Selatan,2022,26243.65
Labuhan Batu Selatan,2023,28283.17
Labuhan Batu Selatan,2024,30287.0
Labuhan Batu Utara,2018,19049.0
Labuhan Batu Utara,2019,20996.8
Labuhan Batu Utara,2020,17694.96
Labuhan Batu Utara,2021,20642.47
Labuhan Batu Utara,2022,25257.97
Labuhan Batu Utara,2023,25519.91
Labuhan Batu Utara,2024,25832.0
Lahat,2018,17199.83
Lahat,2019,20437.0
Lahat,2020,18228.63
Lahat,2021,17950.19
Lahat,2022,24524.75
Lahat,2023,27672.69
Lahat,2024,27051.0
Lamandau,2018,24551.61
Lamandau,2019,28972.03
Lamandau,2020,26622.73
Lamandau,2021,28824.29
Lamandau,2022,31357.57
Lamandau,2023,33303.16
Lamandau,2024,40528.0
Lamongan,2018,14959.24
Lamongan,2019,14693.22
Lamongan,2020,15425.18
Lamongan,2021,21179.46
Lamongan,2022,22913.3
Lamongan,2023,24625.49
Lamongan,2024,23953.0
Lampung Barat,2018,16923.01
Lampung Barat,2019,19400.7
Lampung Barat,2020,18264.61
Lampung Barat,2021,20340.69
Lampung Barat,2022,20188.05
Lampung Barat,2023,22359.6
Lampung Barat,2024,28790.0
Lampung Selatan,2018,16586.79
Lampung Selatan,2019,18514.12
Lampung Selatan,2020,18454.67
Lampung Selatan,2021,21883.4
Lampung Selatan,2022,22619.53
Lampung Selatan,2023,24641.88
Lampung Selatan,2024,25821.0
Lampung Tengah,2018,12704.15
Lampung Tengah,2019,15222.6
Lampung Tengah,2020,15934.57
Lampung Tengah,2021,16240.32
Lampung Tengah,2022,18761.86
Lampung Tengah,2023,23658.36
Lampung Tengah,2024,20229.0
Lampung Timur,2018,15018.99
Lampung Timur,2019,15510.83
Lampung Timur,2020,17017.44
Lampung Timur,2021,17844.09
Lampung Timur,2022,20383.24
Lampung Timur,2023,20129.91
Lampung Timur,2024,21090.0
Lampung Utara,2018,13934.65
Lampung Utara,2019,16373.74
Lampung Utara,2020,15804.15
Lampung Utara,2021,17639.45
Lampung Utara,2022,19869.61
Lampung Utara,2023,20033.36
Lampung Utara,2024,23246.0
Landak,2018,13983.61
Landak,2019,14778.84
Landak,2020,15077.75
Landak,2021,19647.03
Landak,2022,18965.19
Landak,2023,22421.33
Landak,2024,22650.0
Langkat,2018,16004.43
Langkat,2019,17264.91
Langkat,2020,17685.64
Langkat,2021,18601.83
Langkat,2022,19212.44
Langkat,2023,22445.75
Langkat,2024,25720.0
Lanny Jaya,2018,19170.51
Lanny Jaya,2019,20905.57
Lanny Jaya,2020,20598.22
Lanny Jaya,2021,36093.47
Lanny Jaya,2022,36205.71
Lanny Jaya,2023,34823.9
Lanny Jaya,2024,9047.0
Lebak,2018,25724.17
Lebak,2019,27164.42
Lebak,2020,29343.94
Lebak,2021,30722.54
Lebak,2022,37061.1
Lebak,2023,30298.98
Lebak,2024,32877.0
Lebong,2018,21838.36
Lebong,2019,23240.07
Lebong,2020,20553.38
Lebong,2021,24844.72
Lebong,2022,25792.32
Lebong,2023,30068.86
Lebong,2024,29611.0
Lembata,2018,7356.54
Lembata,2019,8459.6
Lembata,2020,8790.59
Lembata,2021,12371.07
Lembata,2022,11494.08
Lembata,2023,13855.09
Lembata,2024,14780.0
Lima Puluh Kota,2018,18464.39
Lima Puluh Kota,2019,20091.17
Lima Puluh Kota,2020,19716.12
Lima Puluh Kota,2021,22598.74
Lima Puluh Kota,2022,23973.0
Lima Puluh Kota,2023,26580.59
Lima Puluh Kota,2024,28638.0
Lingga,2018,14157.19
Lingga,2019,13807.86
Lingga,2020,17941.9
Lingga,2021,18154.39
Lingga,2022,19639.66
Lingga,2023,20514.67
Lingga,2024,19417.0
Lombok Barat,2018,13588.09
Lombok Barat,2019,16412.29
Lombok Barat,2020,16977.33
Lombok Barat,2021,15459.59
Lombok Barat,2022,15880.77
Lombok Barat,2023,17108.25
Lombok Barat,2024,17870.0
Lombok Tengah,2018,11894.28
Lombok Tengah,2019,13841.89
Lombok Tengah,2020,14540.74
Lombok Tengah,2021,17832.0
Lombok Tengah,2022,15710.86
Lombok Tengah,2023,17531.93
Lombok Tengah,2024,18504.0
Lombok Timur,2018,8303.91
Lombok Timur,2019,10674.18
Lombok Timur,2020,10723.89
Lombok Timur,2021,10534.86
Lombok Timur,2022,14064.1
Lombok Timur,2023,14285.74
Lombok Timur,2024,15167.0
Lombok Utara,2018,11051.47
Lombok Utara,2019,11980.94
Lombok Utara,2020,11939.31
Lombok Utara,2021,10440.37
Lombok Utara,2022,10022.37
Lombok Utara,2023,12863.53
Lombok Utara,2024,10588.0
Lumajang,2018,10840.22
Lumajang,2019,10805.31
Lumajang,2020,11529.64
Lumajang,2021,15144.91
Lumajang,2022,14762.53
Lumajang,2023,17654.77
Lumajang,2024,17048.0
Luwu,2018,14952.43
Luwu,2019,14764.4
Luwu,2020,16927.97
Luwu,2021,16882.33
Luwu,2022,17907.24
Luwu,2023,17583.16
Luwu,2024,19862.0
Luwu Timur,2018,17376.46
Luwu Timur,2019,18755.94
Luwu Timur,2020,17079.71
Luwu Timur,2021,19404.36
Luwu Timur,2022,21634.27
Luwu Timur,2023,23514.51
Luwu Timur,2024,26933.0
Luwu Utara,2018,17219.4
Luwu Utara,2019,17226.89
Luwu Utara,2020,20293.91
Luwu Utara,2021,25189.38
Luwu Utara,2022,22208.86
Luwu Utara,2023,24598.29
Luwu Utara,2024,26885.0
Madiun,2018,11255.22
Madiun,2019,12108.39
Madiun,2020,13040.85
Madiun,2021,11592.89
Madiun,2022,14735.34
Madiun,2023,15010.63
Madiun,2024,18771.0
Magelang,2018,10662.57
Magelang,2019,10434.04
Magelang,2020,11320.23
Magelang,2021,13368.29
Magelang,2022,14322.0
Magelang,2023,17552.58
Magelang,2024,17778.0
Magetan,2018,10498.62
Magetan,2019,10549.52
Magetan,2020,13148.55
Magetan,2021,12403.96
Magetan,2022,15591.33
Magetan,2023,16906.55
Magetan,2024,16219.0
Mahakam Ulu,2018,16027.77
Mahakam Ulu,2019,27014.34
Mahakam Ulu,2020,23170.01
Mahakam Ulu,2021,28375.5
Mahakam Ulu,2022,19116.21
Mahakam Ulu,2023,23315.35
Mahakam Ulu,2024,28930.0
Majalengka,2018,17845.02
Majalengka,2019,18935.99
Majalengka,2020,17882.32
Majalengka,2021,20394.35
Majalengka,2022,21985.02
Majalengka,2023,22707.01
Majalengka,2024,21461.0
Majene,2018,11987.53
Majene,2019,11857.42
Majene,2020,12595.44
Majene,2021,12712.89
Majene,2022,12813.86
Majene,2023,11086.43
Majene,2024,10112.0
Malaka,2018,6291.83
Malaka,2019,11257.43
Malaka,2020,8850.41
Malaka,2021,8276.13
Malaka,2022,10888.1
Malaka,2023,12838.49
Malaka,2024,11156.0
Malang,2018,13038.41
Malang,2019,13739.23
Malang,2020,13131.89
Malang,2021,14788.63
Malang,2022,16151.39
Malang,2023,19650.36
Malang,2024,20661.0
Malinau,2018,17933.42
Malinau,2019,18651.49
Malinau,2020,23743.02
Malinau,2021,18722.95
Malinau,2022,23589.87
Malinau,2023,24497.7
Malinau,2024,29290.0
Maluku Barat Daya,2018,6009.68
Maluku Barat Daya,2019,8479.44
Maluku Barat Daya,2020,10905.67
Maluku Barat Daya,2021,11551.36
Maluku Barat Daya,2022,10451.06
Maluku Barat Daya,2023,9776.67
Maluku Barat Daya,2024,8891.0
Maluku Tengah,2018,14478.5
Maluku Tengah,2019,12327.02
Maluku Tengah,2020,13178.79
Maluku Tengah,2021,13430.93
Maluku Tengah,2022,14261.41
Maluku Tengah,2023,17534.83
Maluku Tengah,2024,19292.0
Maluku Tenggara,2018,7777.91
Maluku Tenggara,2019,11240.84
Maluku Tenggara,2020,10094.57
Maluku Tenggara,2021,9365.54
Maluku Tenggara,2022,12058.71
Maluku Tenggara,2023,14137.63
Maluku Tenggara,2024,16059.0
Maluku Tenggara Barat,2018,10479.81
Maluku Tenggara Barat,2019,13058.61
Maluku Tenggara Barat,2020,12136.6
Maluku Tenggara Barat,2021,11406.83
Maluku Tenggara Barat,2022,14611.81
Maluku Tenggara Barat,2023,9338.81
Maluku Tenggara Barat,2024,11218.0
Mamasa,2018,10719.36
Mamasa,2019,12219.69
Mamasa,2020,11696.15
Mamasa,2021,11321.82
Mamasa,2022,10664.77
Mamasa,2023,12247.14
Mamasa,2024,12943.0
Mamberamo Raya,2018,11458.19
Mamberamo Raya,2019,11158.96
Mamberamo Raya,2020,12054.0
Mamberamo Raya,2021,19990.6
Mamberamo Raya,2022,21997.23
Mamberamo Raya,2023,24149.71
Mamberamo Raya,2024,7179.0
Mamberamo Tengah,2018,10467.19
Mamberamo Tengah,2019,15603.26
Mamberamo Tengah,2020,11553.71
Mamberamo Tengah,2021,8202.9
Mamberamo Tengah,2022,15461.65
Mamberamo Tengah,2023,13424.38
Mamberamo Tengah,2024,20283.0
Mamuju,2018,14675.92
Mamuju,2019,14706.7
Mamuju,2020,17820.47
Mamuju,2021,19221.49
Mamuju,2022,17733.11
Mamuju,2023,18120.16
Mamuju,2024,20536.0
Mamuju Tengah,2018,15387.61
Mamuju Tengah,2019,16892.68
Mamuju Tengah,2020,18227.77
Mamuju Tengah,2021,20239.85
Mamuju Tengah,2022,22562.43
Mamuju Tengah,2023,23461.92
Mamuju Tengah,2024,21343.0
Mamuju Utara,2018,20295.08
Mamuju Utara,2019,17345.25
Mamuju Utara,2020,20240.65
Mamuju Utara,2021,23289.22
Mamuju Utara,2022,27400.4
Mamuju Utara,2023,29856.12
Mamuju Utara,2024,33473.0
Mandailing Natal,2018,20215.26
Mandailing Natal,2019,25302.3
Mandailing Natal,2020,19952.21
Mandailing Natal,2021,23231.81
Mandailing Natal,2022,26332.59
Mandailing Natal,2023,27695.64
Mandailing Natal,2024,24819.0
Manggarai,2018,10774.04
Manggarai,2019,11663.75
Manggarai,2020,12397.3
Manggarai,2021,14501.05
Manggarai,2022,13922.82
Manggarai,2023,15164.19
Manggarai,2024,16014.0
Manggarai Barat,2018,11511.94
Manggarai Barat,2019,14683.42
Manggarai Barat,2020,14316.39
Manggarai Barat,2021,15082.71
Manggarai Barat,2022,15622.19
Manggarai Barat,2023,19839.22
Manggarai Barat,2024,21024.0
Manggarai Timur,2018,7195.94
Manggarai Timur,2019,10640.13
Manggarai Timur,2020,8700.28
Manggarai Timur,2021,11135.73
Manggarai Timur,2022,15323.78
Manggarai Timur,2023,13569.35
Manggarai Timur,2024,18094.0
Manokwari,2018,15195.54
Manokwari,2019,23065.04
Manokwari,2020,19678.95
Manokwari,2021,23074.81
Manokwari,2022,19738.47
Manokwari,2023,23792.65
Manokwari,2024,30723.0
Manokwari Selatan,2018,17019.53
Manokwari Selatan,2019,19222.3
Manokwari Selatan,2020,22149.45
Manokwari Selatan,2021,17670.27
Manokwari Selatan,2022,20043.54
Manokwari Selatan,2023,30883.12
Manokwari Selatan,2024,28698.0
Mappi,2018,8946.21
Mappi,2019,12306.01
Mappi,2020,18312.43
Mappi,2021,15034.4
Mappi,2022,17303.82
Mappi,2023,10272.44
Mappi,2024,25028.0
Maros,2018,15963.77
Maros,2019,16296.21
Maros,2020,15449.21
Maros,2021,16406.59
Maros,2022,16247.77
Maros,2023,18311.46
Maros,2024,20450.0
Maybrat,2018,12608.5
Maybrat,2019,18223.97
Maybrat,2020,12030.41
Maybrat,2021,21352.12
Maybrat,2022,25219.97
Maybrat,2023,30183.14
Maybrat,2024,20091.0
Melawi,2018,15039.98
Melawi,2019,16611.92
Melawi,2020,17794.89
Melawi,2021,22542.54
Melawi,2022,24792.48
Melawi,2023,25606.43
Melawi,2024,25195.0
Mempawah,2018,17665.9
Mempawah,2019,15115.5
Mempawah,2020,18581.8
Mempawah,2021,17619.5
Mempawah,2022,18816.8
Mempawah,2023,20072.27
Mempawah,2024,21943.0
Merangin,2018,17318.2
Merangin,2019,19748.21
Merangin,2020,20514.93
Merangin,2021,16288.1
Merangin,2022,23908.58
Merangin,2023,24731.02
Merangin,2024,27841.0
Merauke,2018,21513.44
Merauke,2019,25933.08
Merauke,2020,24573.24
Merauke,2021,25409.43
Merauke,2022,24972.13
Merauke,2023,23265.88
Merauke,2024,28593.0
Mesuji,2018,16368.47
Mesuji,2019,20412.47
Mesuji,2020,16339.11
Mesuji,2021,18351.46
Mesuji,2022,24255.05
Mesuji,2023,23232.33
Mesuji,2024,24873.0
Mimika,2018,23179.04
Mimika,2019,21606.17
Mimika,2020,24766.74
Mimika,2021,24040.7
Mimika,2022,22059.76
Mimika,2023,25640.61
Mimika,2024,17412.0
Minahasa,2018,13250.06
Minahasa,2019,14801.49
Minahasa,2020,14854.83
Minahasa,2021,14345.88
Minahasa,2022,16875.12
Minahasa,2023,16356.76
Minahasa,2024,20579.0
Minahasa Selatan,2018,11506.34
Minahasa Selatan,2019,13837.58
Minahasa Selatan,2020,12112.15
Minahasa Selatan,2021,11727.4
Minahasa Selatan,2022,12059.91
Minahasa Selatan,2023,20340.82
Minahasa Selatan,2024,16259.0
Minahasa Tenggara,2018,13700.91
Minahasa Tenggara,2019,13103.02
Minahasa Tenggara,2020,14751.48
Minahasa Tenggara,2021,17420.47
Minahasa Tenggara,2022,18154.07
Minahasa Tenggara,2023,19798.44
Minahasa Tenggara,2024,18989.0
Minahasa Utara,2018,14216.81
Minahasa Utara,2019,15863.71
Minahasa Utara,2020,16694.13
Minahasa Utara,2021,13753.71
Minahasa Utara,2022,13061.11
Minahasa Utara,2023,17224.4
Minahasa Utara,2024,15675.0
Mojokerto,2018,15534.86
Mojokerto,2019,15590.84
Mojokerto,2020,18222.36
Mojokerto,2021,20163.32
Mojokerto,2022,20739.34
Mojokerto,2023,25571.34
Mojokerto,2024,22845.0
Morowali,2018,25546.73
Morowali,2019,25781.26
Morowali,2020,26681.99
Morowali,2021,29180.5
Morowali,2022,34258.24
Morowali,2023,35744.15
Morowali,2024,41904.0
Morowali Utara,2018,16574.61
Morowali Utara,2019,18973.48
Morowali Utara,2020,22776.85
Morowali Utara,2021,23146.99
Morowali Utara,2022,20097.16
Morowali Utara,2023,31057.34
Morowali Utara,2024,33477.0
Muara Enim,2018,16522.17
Muara Enim,2019,18582.33
Muara Enim,2020,16166.16
Muara Enim,2021,19229.6
Muara Enim,2022,18587.07
Muara Enim,2023,20059.03
Muara Enim,2024,23061.0
Muaro Jambi,2018,18883.13
Muaro Jambi,2019,16494.32
Muaro Jambi,2020,19844.12
Muaro Jambi,2021,17889.41
Muaro Jambi,2022,23332.24
Muaro Jambi,2023,31189.39
Muaro Jambi,2024,29796.0
Mukomuko,2018,22256.44
Mukomuko,2019,23470.19
Mukomuko,2020,26538.93
Mukomuko,2021,25460.07
Mukomuko,2022,29988.39
Mukomuko,2023,36057.68
Mukomuko,2024,38567.0
Muna,2018,9040.15
Muna,2019,9798.78
Muna,2020,9204.65
Muna,2021,8965.28
Muna,2022,10268.12
Muna,2023,11457.45
Muna,2024,9923.0
Muna Barat,2018,8020.26
Muna Barat,2019,9304.32
Muna Barat,2020,11110.22
Muna Barat,2021,13046.15
Muna Barat,2022,14357.87
Muna Barat,2023,13206.94
Muna Barat,2024,15170.0
Murung Raya,2018,20330.32
Murung Raya,2019,19107.06
Murung Raya,2020,20366.26
Murung Raya,2021,18875.0
Murung Raya,2022,18939.69
Murung Raya,2023,22001.35
Murung Raya,2024,22106.0
Musi Banyuasin,2018,21289.28
Musi Banyuasin,2019,16972.81
Musi Banyuasin,2020,21593.08
Musi Banyuasin,2021,18739.94
Musi Banyuasin,2022,21932.41
Musi Banyuasin,2023,26894.0
Musi Banyuasin,2024,27069.0
Musi Rawas,2018,14497.45
Musi Rawas,2019,16872.51
Musi Rawas,2020,20868.07
Musi Rawas,2021,17454.34
Musi Rawas,2022,18626.45
Musi Rawas,2023,19732.38
Musi Rawas,2024,22638.0
Musi Rawas Utara,2018,19313.93
Musi Rawas Utara,2019,22936.95
Musi Rawas Utara,2020,15391.95
Musi Rawas Utara,2021,17140.88
Musi Rawas Utara,2022,18654.18
Musi Rawas Utara,2023,23950.91
Musi Rawas Utara,2024,23687.0
Nabire,2018,23015.9
Nabire,2019,19362.19
Nabire,2020,26324.91
Nabire,2021,26972.48
Nabire,2022,27590.47
Nabire,2023,27490.39
Nabire,2024,34043.0
Nagan Raya,2018,20101.97
Nagan Raya,2019,23465.04
Nagan Raya,2020,24690.99
Nagan Raya,2021,32933.81
Nagan Raya,2022,33069.53
Nagan Raya,2023,39619.55
Nagan Raya,2024,27762.0
Nagekeo,2018,9409.12
Nagekeo,2019,10032.03
Nagekeo,2020,10647.57
Nagekeo,2021,11422.48
Nagekeo,2022,10379.63
Nagekeo,2023,14698.27
Nagekeo,2024,13444.0
Natuna,2018,18369.85
Natuna,2019,19698.61
Natuna,2020,22932.88
Natuna,2021,22108.09
Natuna,2022,18636.93
Natuna,2023,21850.51
Natuna,2024,23574.0
Nduga,2018,10416.5
Nduga,2019,10427.63
Nduga,2020,10870.81
Nduga,2021,24785.24
Nduga,2022,18518.34
Nduga,2023,11265.01
Nduga,2024,44834.0
Ngada,2018,8805.92
Ngada,2019,15627.52
Ngada,2020,11229.8
Ngada,2021,13941.95
Ngada,2022,15310.28
Ngada,2023,15024.25
Ngada,2024,12422.0
Nganjuk,2018,10817.04
Nganjuk,2019,12509.24
Nganjuk,2020,14232.43
Nganjuk,2021,14195.32
Nganjuk,2022,17411.48
Nganjuk,2023,17187.03
Nganjuk,2024,16331.0
Ngawi,2018,9114.36
Ngawi,2019,10377.55
Ngawi,2020,12379.28
Ngawi,2021,13176.16
Ngawi,2022,14887.15
Ngawi,2023,16915.72
Ngawi,2024,16559.0
Nias,2018,6522.59
Nias,2019,9900.57
Nias,2020,7262.18
Nias,2021,8273.2
Nias,2022,8252.3
Nias,2023,13014.27
Nias,2024,12743.0
Nias Barat,2018,5867.32
Nias Barat,2019,8218.87
Nias Barat,2020,7888.32
Nias Barat,2021,7478.6
Nias Barat,2022,6668.44
Nias Barat,2023,9534.65
Nias Barat,2024,10269.0
Nias Selatan,2018,8890.75
Nias Selatan,2019,9830.81
Nias Selatan,2020,8991.14
Nias Selatan,2021,8701.5
Nias Selatan,2022,6910.61
Nias Selatan,2023,8564.51
Nias Selatan,2024,10470.0
Nias Utara,2018,7104.04
Nias Utara,2019,9773.75
Nias Utara,2020,8563.59
Nias Utara,2021,7920.99
Nias Utara,2022,10751.84
Nias Utara,2023,12266.74
Nias Utara,2024,11544.0
Nunukan,2018,19649.19
Nunukan,2019,19982.35
Nunukan,2020,20953.98
Nunukan,2021,22685.12
Nunukan,2022,22931.46
Nunukan,2023,22323.37
Nunukan,2024,22420.0
Ogan Ilir,2018,17342.91
Ogan Ilir,2019,18290.02
Ogan Ilir,2020,19395.13
Ogan Ilir,2021,19910.4
Ogan Ilir,2022,20990.88
Ogan Ilir,2023,19226.73
Ogan Ilir,2024,20998.0
Ogan Komering Ilir,2018,18940.03
Ogan Komering Ilir,2019,16247.64
Ogan Komering Ilir,2020,19529.07
Ogan Komering Ilir,2021,19812.65
Ogan Komering Ilir,2022,22142.03
Ogan Komering Ilir,2023,25314.15
Ogan Komering Ilir,2024,22672.0
Ogan Komering Ulu,2018,16744.47
Ogan Komering Ulu,2019,16979.2
Ogan Komering Ulu,2020,17442.15
Ogan Komering Ulu,2021,17998.35
Ogan Komering Ulu,2022,18832.24
Ogan Komering Ulu,2023,20649.23
Ogan Komering Ulu,2024,19668.0
Ogan Komering Ulu Selatan,2018,16321.43
Ogan Komering Ulu Selatan,2019,18918.07
Ogan Komering Ulu Selatan,2020,16577.83
Ogan Komering Ulu Selatan,2021,19147.34
Ogan Komering Ulu Selatan,2022,20631.45
Ogan Komering Ulu Selatan,2023,23404.88
Ogan Komering Ulu Selatan,2024,24045.0
Ogan Komering Ulu Timur,2018,15904.63
Ogan Komering Ulu Timur,2019,18653.93
Ogan Komering Ulu Timur,2020,16872.17
Ogan Komering Ulu Timur,2021,15684.87
