Kabupaten/Kota,Tahun,Pengeluaran Perkapita Rokok dan Tembakau
Jepara,2020,13957.64
Jepara,2021,17825.78
Jepara,2022,20325.73
Jepara,2023,20084.21
Jepara,2024,20262.0
Jombang,2018,12623.44
Jombang,2019,13155.78
Jombang,2020,13626.91
Jombang,2021,15176.52
Jombang,2022,19149.02
Jombang,2023,19977.56
Jombang,2024,19407.0
Kaimana,2018,18530.71
Kaimana,2019,18057.66
Kaimana,2020,23565.88
Kaimana,2021,19849.53
Kaimana,2022,17571.42
Kaimana,2023,22930.04
Kaimana,2024,25682.0
Kampar,2018,16879.63
Kampar,2019,16821.59
Kampar,2020,18766.7
Kampar,2021,21874.54
Kampar,2022,26329.23
Kampar,2023,27079.73
Kampar,2024,29151.0
Kapuas,2018,14103.86
Kapuas,2019,15186.58
Kapuas,2020,15490.0
Kapuas,2021,16141.76
Kapuas,2022,15765.98
Kapuas,2023,18163.39
Kapuas,2024,17930.0
Kapuas Hulu,2018,15694.17
Kapuas Hulu,2019,20953.9
Kapuas Hulu,2020,17962.44
Kapuas Hulu,2021,19520.01
Kapuas Hulu,2022,22530.72
Kapuas Hulu,2023,23733.97
Kapuas Hulu,2024,28532.0
Karanganyar,2018,10837.95
Karanganyar,2019,13707.19
Karanganyar,2020,12293.29
Karanganyar,2021,11911.2
Karanganyar,2022,13987.66
Karanganyar,2023,14649.27
Karanganyar,2024,14637.0
Karangasem,2018,7215.1
Karangasem,2019,8036.57
Karangasem,2020,8360.98
Karangasem,2021,7572.06
Karangasem,2022,7332.32
Karangasem,2023,9540.19
Karangasem,2024,9282.0
Karawang,2018,20501.99
Karawang,2019,19957.36
Karawang,2020,18090.09
Karawang,2021,20165.15
Karawang,2022,22558.62
Karawang,2023,28211.59
Karawang,2024,29837.0
Karimun,2018,15153.17
Karimun,2019,16171.65
Karimun,2020,16913.84
Karimun,2021,18656.31
Karimun,2022,15397.66
Karimun,2023,16901.91
Karimun,2024,22476.0
Karo,2018,30275.16
Karo,2019,31667.43
Karo,2020,31585.71
Karo,2021,31156.46
Karo,2022,29894.13
Karo,2023,36910.04
Karo,2024,40050.0
Katingan,2018,21689.76
Katingan,2019,22841.34
Katingan,2020,20185.93
Katingan,2021,24301.82
Katingan,2022,25410.88
Katingan,2023,24005.1
Katingan,2024,23014.0
Kaur,2018,20532.39
Kaur,2019,20763.12
Kaur,2020,22606.1
Kaur,2021,24259.41
Kaur,2022,25522.39
Kaur,2023,27539.42
Kaur,2024,30197.0
Kayong Utara,2018,19279.05
Kayong Utara,2019,19964.12
Kayong Utara,2020,21283.56
Kayong Utara,2021,19546.11
Kayong Utara,2022,23448.5
Kayong Utara,2023,25992.42
Kayong Utara,2024,25905.0
Kebumen,2018,9307.05
Kebumen,2019,11386.35
Kebumen,2020,11745.31
Kebumen,2021,12322.9
Kebumen,2022,15337.2
Kebumen,2023,15453.45
Kebumen,2024,14081.0
Kediri,2018,9934.77
Kediri,2019,11558.54
Kediri,2020,11771.63
Kediri,2021,14071.64
Kediri,2022,14813.51
Kediri,2023,15565.05
Kediri,2024,18859.0
Keerom,2018,13916.44
Keerom,2019,18502.19
Keerom,2020,19245.37
Keerom,2021,25088.96
Keerom,2022,26885.54
Keerom,2023,30820.12
Keerom,2024,23932.0
Kendal,2018,12913.56
Kendal,2019,12967.01
Kendal,2020,12977.87
Kendal,2021,11849.5
Kendal,2022,15206.34
Kendal,2023,18144.94
Kendal,2024,20417.0
Kep. Seribu,2018,35389.22
Kep. Seribu,2019,23858.04
Kep. Seribu,2020,22953.28
Kep. Seribu,2021,24010.02
Kep. Seribu,2022,23866.11
Kep. Seribu,2023,27556.14
Kep. Seribu,2024,35486.0
Kepahiang,2018,16750.44
Kepahiang,2019,17026.02
Kepahiang,2020,16979.52
Kepahiang,2021,15983.75
Kepahiang,2022,19420.08
Kepahiang,2023,20690.14
Kepahiang,2024,23495.0
Kepulauan Anambas,2018,22996.07
Kepulauan Anambas,2019,26671.19
Kepulauan Anambas,2020,26945.1
Kepulauan Anambas,2021,31544.49
Kepulauan Anambas,2022,26018.77
Kepulauan Anambas,2023,27162.92
Kepulauan Anambas,2024,34353.0
Kepulauan Aru,2018,10239.43
Kepulauan Aru,2019,16334.88
Kepulauan Aru,2020,12783.82
Kepulauan Aru,2021,16895.4
Kepulauan Aru,2022,14892.92
Kepulauan Aru,2023,19063.3
Kepulauan Aru,2024,14554.0
Kepulauan Mentawai,2018,22788.75
Kepulauan Mentawai,2019,19605.79
Kepulauan Mentawai,2020,19295.3
Kepulauan Mentawai,2021,23764.44
Kepulauan Mentawai,2022,21402.34
Kepulauan Mentawai,2023,29865.85
Kepulauan Mentawai,2024,34402.0
Kepulauan Meranti,2018,19434.87
Kepulauan Meranti,2019,20179.27
Kepulauan Meranti,2020,22001.15
Kepulauan Meranti,2021,19534.27
Kepulauan Meranti,2022,19985.72
Kepulauan Meranti,2023,22789.56
Kepulauan Meranti,2024,24898.0
Kepulauan Sangihe,2018,11076.6
Kepulauan Sangihe,2019,13573.01
Kepulauan Sangihe,2020,11115.62
Kepulauan Sangihe,2021,11582.51
Kepulauan Sangihe,2022,15498.89
Kepulauan Sangihe,2023,16852.98
Kepulauan Sangihe,2024,15007.0
Kepulauan Selayar,2018,18945.85
Kepulauan Selayar,2019,20485.69
Kepulauan Selayar,2020,17360.92
Kepulauan Selayar,2021,16049.46
Kepulauan Selayar,2022,19146.4
Kepulauan Selayar,2023,19473.57
Kepulauan Selayar,2024,20710.0
Kepulauan Sula,2018,11883.9
Kepulauan Sula,2019,15388.99
Kepulauan Sula,2020,17475.53
Kepulauan Sula,2021,18664.24
Kepulauan Sula,2022,17532.76
Kepulauan Sula,2023,15220.7
Kepulauan Sula,2024,14162.0
Kepulauan Talaud,2018,9859.32
Kepulauan Talaud,2019,14624.74
Kepulauan Talaud,2020,9984.49
Kepulauan Talaud,2021,14661.9
Kepulauan Talaud,2022,15964.94
Kepulauan Talaud,2023,17672.2
Kepulauan Talaud,2024,14954.0
Kepulauan Yapen,2018,18660.62
Kepulauan Yapen,2019,18281.33
Kepulauan Yapen,2020,14855.81
Kepulauan Yapen,2021,19232.82
Kepulauan Yapen,2022,20689.52
Kepulauan Yapen,2023,17219.49
Kepulauan Yapen,2024,37408.0
Kerinci,2018,19766.9
Kerinci,2019,19438.66
Kerinci,2020,21855.68
Kerinci,2021,22948.36
Kerinci,2022,27467.7
Kerinci,2023,29914.97
Kerinci,2024,27965.0
Ketapang,2018,19061.63
Ketapang,2019,21470.69
Ketapang,2020,22747.77
Ketapang,2021,22800.08
Ketapang,2022,18418.14
Ketapang,2023,23372.79
Ketapang,2024,25417.0
Klaten,2018,9821.48
Klaten,2019,11206.42
Klaten,2020,11537.2
Klaten,2021,11096.6
Klaten,2022,13458.49
Klaten,2023,14649.58
Klaten,2024,17247.0
Klungkung,2018,7406.27
Klungkung,2019,6866.32
Klungkung,2020,8696.83
Klungkung,2021,7588.12
Klungkung,2022,8977.81
Klungkung,2023,9001.11
Klungkung,2024,9896.0
Kolaka,2018,17215.2
Kolaka,2019,19398.17
Kolaka,2020,17914.37
Kolaka,2021,18848.32
Kolaka,2022,16332.35
Kolaka,2023,19598.44
Kolaka,2024,20787.0
Kolaka Timur,2018,20006.51
Kolaka Timur,2019,16495.02
Kolaka Timur,2020,15976.05
Kolaka Timur,2021,17643.83
Kolaka Timur,2022,16562.36
Kolaka Timur,2023,15802.69
Kolaka Timur,2024,20349.0
Kolaka Utara,2018,16571.26
Kolaka Utara,2019,18309.05
Kolaka Utara,2020,17001.21
Kolaka Utara,2021,21332.32
Kolaka Utara,2022,20553.56
Kolaka Utara,2023,20176.23
Kolaka Utara,2024,25319.0
Konawe,2018,16266.85
Konawe,2019,16360.22
Konawe,2020,17311.18
Konawe,2021,17877.38
Konawe,2022,20719.74
Konawe,2023,20556.69
Konawe,2024,23462.0
Konawe Kepulauan,2018,17267.3
Konawe Kepulauan,2019,18170.89
Konawe Kepulauan,2020,14638.37
Konawe Kepulauan,2021,17782.01
Konawe Kepulauan,2022,20801.15
Konawe Kepulauan,2023,24271.48
Konawe Kepulauan,2024,26022.0
Konawe Selatan,2018,14478.71
Konawe Selatan,2019,14257.29
Konawe Selatan,2020,14701.11
Konawe Selatan,2021,16738.45
Konawe Selatan,2022,15879.42
Konawe Selatan,2023,16350.28
Konawe Selatan,2024,18192.0
Konawe Utara,2018,19580.82
Konawe Utara,2019,21886.42
Konawe Utara,2020,24518.12
Konawe Utara,2021,22610.75
Konawe Utara,2022,26558.98
Konawe Utara,2023,29786.66
Konawe Utara,2024,31178.0
Kota Ambon,2018,13615.53
Kota Ambon,2019,14985.25
Kota Ambon,2020,14089.95
Kota Ambon,2021,15040.97
Kota Ambon,2022,16615.35
Kota Ambon,2023,15581.2
Kota Ambon,2024,20799.0
Kota Balikpapan,2018,14600.2
Kota Balikpapan,2019,15952.37
Kota Balikpapan,2020,18402.01
Kota Balikpapan,2021,18391.7
Kota Balikpapan,2022,17387.2
Kota Balikpapan,2023,20114.31
Kota Balikpapan,2024,19961.0
Kota Banda Aceh,2018,19687.49
Kota Banda Aceh,2019,18333.52
Kota Banda Aceh,2020,18120.99
Kota Banda Aceh,2021,19695.6
Kota Banda Aceh,2022,16325.36
Kota Banda Aceh,2023,18462.2
Kota Banda Aceh,2024,23781.0
Kota Bandar Lampung,2018,19604.68
Kota Bandar Lampung,2019,20985.04
Kota Bandar Lampung,2020,18806.45
Kota Bandar Lampung,2021,22858.44
Kota Bandar Lampung,2022,26234.34
Kota Bandar Lampung,2023,23143.41
Kota Bandar Lampung,2024,21751.0
Kota Bandung,2018,17643.81
Kota Bandung,2019,19915.55
Kota Bandung,2020,18215.31
Kota Bandung,2021,21210.87
Kota Bandung,2022,19908.41
Kota Bandung,2023,27121.27
Kota Bandung,2024,29979.0
Kota Banjar,2018,18009.04
Kota Banjar,2019,20742.56
Kota Banjar,2020,19585.3
Kota Banjar,2021,17357.2
Kota Banjar,2022,21813.79
Kota Banjar,2023,23536.25
Kota Banjar,2024,21325.0
Kota Banjar Baru,2018,14523.82
Kota Banjar Baru,2019,17483.44
Kota Banjar Baru,2020,18007.72
Kota Banjar Baru,2021,19092.49
Kota Banjar Baru,2022,19843.4
Kota Banjar Baru,2023,20336.33
Kota Banjar Baru,2024,20549.0
Kota Banjarmasin,2018,11157.01
Kota Banjarmasin,2019,14556.1
Kota Banjarmasin,2020,14922.67
Kota Banjarmasin,2021,17428.63
Kota Banjarmasin,2022,12389.2
Kota Banjarmasin,2023,9518.13
Kota Banjarmasin,2024,13511.0
Kota Baru,2018,21926.24
Kota Baru,2019,19332.0
Kota Baru,2020,21575.6
Kota Baru,2021,22975.62
Kota Baru,2022,23380.6
Kota Baru,2023,21239.72
Kota Baru,2024,24624.0
Kota Batam,2018,15018.55
Kota Batam,2019,17487.66
Kota Batam,2020,18409.53
Kota Batam,2021,18283.26
Kota Batam,2022,17255.51
Kota Batam,2023,18936.51
Kota Batam,2024,21161.0
Kota Batu,2018,15044.76
Kota Batu,2019,15859.56
Kota Batu,2020,18477.72
Kota Batu,2021,16974.82
Kota Batu,2022,19090.34
Kota Batu,2023,23145.51
Kota Batu,2024,22857.0
Kota Baubau,2018,8944.62
Kota Baubau,2019,11582.88
Kota Baubau,2020,9355.24
Kota Baubau,2021,11569.91
Kota Baubau,2022,10489.19
Kota Baubau,2023,12359.97
Kota Baubau,2024,12651.0
Kota Bekasi,2018,14378.83
Kota Bekasi,2019,17557.31
Kota Bekasi,2020,20505.29
Kota Bekasi,2021,17729.78
Kota Bekasi,2022,17258.17
Kota Bekasi,2023,21159.33
Kota Bekasi,2024,27185.0
Kota Bengkulu,2018,17261.6
Kota Bengkulu,2019,18924.95
Kota Bengkulu,2020,18394.26
Kota Bengkulu,2021,21096.5
Kota Bengkulu,2022,22795.36
Kota Bengkulu,2023,23328.14
Kota Bengkulu,2024,24136.0
Kota Bima,2018,14811.14
Kota Bima,2019,20451.15
Kota Bima,2020,18763.47
Kota Bima,2021,21170.62
Kota Bima,2022,18439.83
Kota Bima,2023,20443.49
Kota Bima,2024,22548.0
Kota Binjai,2018,13286.31
Kota Binjai,2019,12275.81
Kota Binjai,2020,13211.19
Kota Binjai,2021,12605.4
Kota Binjai,2022,13648.47
Kota Binjai,2023,16441.98
Kota Binjai,2024,18979.0
Kota Bitung,2018,14453.97
Kota Bitung,2019,17777.55
Kota Bitung,2020,17147.57
Kota Bitung,2021,18591.37
Kota Bitung,2022,19074.67
Kota Bitung,2023,16348.02
Kota Bitung,2024,23412.0
Kota Blitar,2018,13114.43
Kota Blitar,2019,11685.67
Kota Blitar,2020,12938.07
Kota Blitar,2021,13297.19
Kota Blitar,2022,14067.73
Kota Blitar,2023,17123.86
Kota Blitar,2024,18285.0
Kota Bogor,2018,17932.74
Kota Bogor,2019,21907.01
Kota Bogor,2020,19988.05
Kota Bogor,2021,19883.0
Kota Bogor,2022,19255.8
Kota Bogor,2023,24693.06
Kota Bogor,2024,21635.0
Kota Bontang,2018,11658.01
Kota Bontang,2019,14413.72
Kota Bontang,2020,13179.07
Kota Bontang,2021,17189.09
Kota Bontang,2022,14514.8
Kota Bontang,2023,14830.0
Kota Bontang,2024,15466.0
Kota Bukittinggi,2018,17289.33
Kota Bukittinggi,2019,19782.67
Kota Bukittinggi,2020,19218.74
Kota Bukittinggi,2021,22008.91
Kota Bukittinggi,2022,19596.23
Kota Bukittinggi,2023,18502.15
Kota Bukittinggi,2024,20729.0
Kota Cilegon,2018,25075.21
Kota Cilegon,2019,23452.98
Kota Cilegon,2020,22329.17
Kota Cilegon,2021,23898.62
Kota Cilegon,2022,27356.48
Kota Cilegon,2023,29686.64
Kota Cilegon,2024,29817.0
Kota Cimahi,2018,16414.79
Kota Cimahi,2019,18070.84
Kota Cimahi,2020,21412.88
Kota Cimahi,2021,20595.98
Kota Cimahi,2022,18367.75
Kota Cimahi,2023,27575.73
Kota Cimahi,2024,25434.0
Kota Cirebon,2018,11277.08
Kota Cirebon,2019,14048.07
Kota Cirebon,2020,15255.5
Kota Cirebon,2021,13826.39
Kota Cirebon,2022,15859.5
Kota Cirebon,2023,18592.6
Kota Cirebon,2024,18828.0
Kota Denpasar,2018,14458.68
Kota Denpasar,2019,12668.16
Kota Denpasar,2020,15821.35
Kota Denpasar,2021,13296.09
Kota Denpasar,2022,10460.83
Kota Denpasar,2023,12939.65
Kota Denpasar,2024,16343.0
Kota Depok,2018,15615.67
Kota Depok,2019,16372.56
Kota Depok,2020,18862.69
Kota Depok,2021,17200.79
Kota Depok,2022,20210.65
Kota Depok,2023,24114.07
Kota Depok,2024,25098.0
Kota Dumai,2018,18645.43
Kota Dumai,2019,19244.19
Kota Dumai,2020,21017.36
Kota Dumai,2021,24635.6
Kota Dumai,2022,27352.17
Kota Dumai,2023,24319.35
Kota Dumai,2024,28996.0
Kota Gorontalo,2018,14472.96
Kota Gorontalo,2019,13485.81
Kota Gorontalo,2020,15573.18
Kota Gorontalo,2021,17133.29
Kota Gorontalo,2022,14407.21
Kota Gorontalo,2023,19859.24
Kota Gorontalo,2024,19574.0
Kota Gunungsitoli,2018,9347.73
Kota Gunungsitoli,2019,10837.17
Kota Gunungsitoli,2020,12966.61
Kota Gunungsitoli,2021,9396.31
Kota Gunungsitoli,2022,7719.19
Kota Gunungsitoli,2023,10961.73
Kota Gunungsitoli,2024,12521.0
Kota Jakarta Barat,2018,19616.78
Kota Jakarta Barat,2019,20552.27
Kota Jakarta Barat,2020,21292.99
Kota Jakarta Barat,2021,17972.94
Kota Jakarta Barat,2022,16635.12
Kota Jakarta Barat,2023,20987.5
Kota Jakarta Barat,2024,19681.0
Kota Jakarta Pusat,2018,14038.34
Kota Jakarta Pusat,2019,15023.06
Kota Jakarta Pusat,2020,16866.98
Kota Jakarta Pusat,2021,14615.07
Kota Jakarta Pusat,2022,15089.8
Kota Jakarta Pusat,2023,19002.45
Kota Jakarta Pusat,2024,20822.0
Kota Jakarta Selatan,2018,17531.88
Kota Jakarta Selatan,2019,18598.14
Kota Jakarta Selatan,2020,17164.79
Kota Jakarta Selatan,2021,16558.93
Kota Jakarta Selatan,2022,16670.89
Kota Jakarta Selatan,2023,16142.17
Kota Jakarta Selatan,2024,23536.0
Kota Jakarta Timur,2018,17133.66
Kota Jakarta Timur,2019,18229.19
Kota Jakarta Timur,2020,14547.03
Kota Jakarta Timur,2021,16616.21
Kota Jakarta Timur,2022,13603.56
Kota Jakarta Timur,2023,17366.35
Kota Jakarta Timur,2024,16611.0
Kota Jakarta Utara,2018,18051.56
Kota Jakarta Utara,2019,17516.7
Kota Jakarta Utara,2020,19070.56
Kota Jakarta Utara,2021,17373.08
Kota Jakarta Utara,2022,18476.3
Kota Jakarta Utara,2023,21516.46
Kota Jakarta Utara,2024,22720.0
Kota Jambi,2018,15704.68
Kota Jambi,2019,15880.25
Kota Jambi,2020,15219.67
Kota Jambi,2021,18306.25
Kota Jambi,2022,17632.58
Kota Jambi,2023,19608.48
Kota Jambi,2024,20221.0
Kota Jayapura,2018,14799.16
Kota Jayapura,2019,21315.45
Kota Jayapura,2020,21844.6
Kota Jayapura,2021,16686.14
Kota Jayapura,2022,23521.32
Kota Jayapura,2023,20430.65
Kota Jayapura,2024,11990.0
Kota Kediri,2018,10382.1
Kota Kediri,2019,11187.34
Kota Kediri,2020,13038.42
Kota Kediri,2021,13540.86
Kota Kediri,2022,14499.04
Kota Kediri,2023,15967.39
Kota Kediri,2024,14926.0
Kota Kendari,2018,14880.04
Kota Kendari,2019,17838.9
Kota Kendari,2020,15418.98
Kota Kendari,2021,16474.68
Kota Kendari,2022,13193.79
Kota Kendari,2023,14278.65
Kota Kendari,2024,16859.0
Kota Kotamobagu,2018,18758.8
Kota Kotamobagu,2019,22418.19
Kota Kotamobagu,2020,21092.13
Kota Kotamobagu,2021,23086.93
Kota Kotamobagu,2022,17819.97
Kota Kotamobagu,2023,20882.06
Kota Kotamobagu,2024,25857.0
Kota Kupang,2018,10471.82
Kota Kupang,2019,13374.27
Kota Kupang,2020,11348.12
Kota Kupang,2021,11045.3
Kota Kupang,2022,9544.77
Kota Kupang,2023,10305.07
Kota Kupang,2024,10503.0
Kota Langsa,2018,12781.71
Kota Langsa,2019,16291.16
Kota Langsa,2020,15768.75
Kota Langsa,2021,17461.36
Kota Langsa,2022,21513.62
Kota Langsa,2023,19534.23
Kota Langsa,2024,19039.0
Kota Lhokseumawe,2018,18041.53
Kota Lhokseumawe,2019,15812.76
Kota Lhokseumawe,2020,17116.37
Kota Lhokseumawe,2021,17907.87
Kota Lhokseumawe,2022,11338.14
Kota Lhokseumawe,2023,22118.27
Kota Lhokseumawe,2024,17767.0
Kota Lubuklinggau,2018,15457.82
Kota Lubuklinggau,2019,12996.13
Kota Lubuklinggau,2020,12366.39
Kota Lubuklinggau,2021,14193.17
Kota Lubuklinggau,2022,14656.93
Kota Lubuklinggau,2023,16324.78
Kota Lubuklinggau,2024,16059.0
Kota Madiun,2018,9306.91
Kota Madiun,2019,11276.61
Kota Madiun,2020,11194.85
Kota Madiun,2021,12789.03
Kota Madiun,2022,12375.33
Kota Madiun,2023,15341.75
Kota Madiun,2024,15601.0
Kota Magelang,2018,9993.28
Kota Magelang,2019,13878.92
Kota Magelang,2020,13764.87
Kota Magelang,2021,12604.46
Kota Magelang,2022,18000.82
Kota Magelang,2023,14941.98
Kota Magelang,2024,17153.0
Kota Makasar,2018,14458.67
Kota Makasar,2019,13417.49
Kota Makasar,2020,13049.58
Kota Makasar,2021,12862.7
Kota Makasar,2022,12067.71
Kota Makasar,2023,15202.87
Kota Makasar,2024,16864.0
Kota Malang,2018,12752.46
Kota Malang,2019,13168.06
Kota Malang,2020,14062.4
Kota Malang,2021,15291.19
Kota Malang,2022,13924.15
Kota Malang,2023,15951.76
Kota Malang,2024,14324.0
Kota Manado,2018,12118.43
Kota Manado,2019,13926.74
Kota Manado,2020,18892.31
Kota Manado,2021,13382.6
Kota Manado,2022,13244.66
Kota Manado,2023,15631.81
Kota Manado,2024,19981.0
Kota Mataram,2018,15379.44
Kota Mataram,2019,16520.39
Kota Mataram,2020,15152.2
Kota Mataram,2021,17548.84
Kota Mataram,2022,16499.23
Kota Mataram,2023,21524.61
Kota Mataram,2024,18635.0
Kota Medan,2018,13435.01
Kota Medan,2019,14948.25
Kota Medan,2020,16430.13
Kota Medan,2021,13734.49
Kota Medan,2022,15067.55
Kota Medan,2023,19000.97
Kota Medan,2024,17146.0
Kota Metro,2018,17536.12
Kota Metro,2019,17319.67
Kota Metro,2020,19136.8
Kota Metro,2021,20915.27
Kota Metro,2022,20149.67
Kota Metro,2023,20725.48
Kota Metro,2024,22206.0
Kota Mojokerto,2018,12108.31
Kota Mojokerto,2019,13010.58
Kota Mojokerto,2020,13660.55
Kota Mojokerto,2021,12821.87
Kota Mojokerto,2022,14044.42
Kota Mojokerto,2023,17016.25
Kota Mojokerto,2024,14809.0
Kota Padang,2018,20941.33
Kota Padang,2019,18817.09
Kota Padang,2020,19435.94
Kota Padang,2021,19451.88
Kota Padang,2022,21513.77
Kota Padang,2023,25682.67
Kota Padang,2024,24681.0
Kota Padang Panjang,2018,18270.05
Kota Padang Panjang,2019,16195.86
Kota Padang Panjang,2020,19544.05
Kota Padang Panjang,2021,19850.28
Kota Padang Panjang,2022,17840.93
Kota Padang Panjang,2023,21116.28
Kota Padang Panjang,2024,33658.0
Kota Padangsidimpuan,2018,18406.68
Kota Padangsidimpuan,2019,19620.92
Kota Padangsidimpuan,2020,21887.1
Kota Padangsidimpuan,2021,21187.86
Kota Padangsidimpuan,2022,23360.04
Kota Padangsidimpuan,2023,23806.7
Kota Padangsidimpuan,2024,25197.0
Kota Pagar Alam,2018,17170.86
Kota Pagar Alam,2019,15983.89
Kota Pagar Alam,2020,17553.94
Kota Pagar Alam,2021,18315.68
Kota Pagar Alam,2022,18763.1
Kota Pagar Alam,2023,19487.16
Kota Pagar Alam,2024,22736.0
Kota Palangka Raya,2018,13154.61
Kota Palangka Raya,2019,17448.76
Kota Palangka Raya,2020,14718.97
Kota Palangka Raya,2021,14884.65
Kota Palangka Raya,2022,13491.15
Kota Palangka Raya,2023,14240.41
Kota Palangka Raya,2024,17501.0
Kota Palembang,2018,13134.09
Kota Palembang,2019,15431.04
Kota Palembang,2020,14863.21
Kota Palembang,2021,15307.42
Kota Palembang,2022,16295.5
Kota Palembang,2023,16786.6
Kota Palembang,2024,17296.0
Kota Palopo,2018,16010.21
Kota Palopo,2019,18422.27
Kota Palopo,2020,16442.19
Kota Palopo,2021,17848.56
Kota Palopo,2022,19277.78
Kota Palopo,2023,20461.59
Kota Palopo,2024,23658.0
Kota Palu,2018,12150.87
Kota Palu,2019,18622.33
Kota Palu,2020,15680.36
Kota Palu,2021,17966.25
Kota Palu,2022,16750.95
Kota Palu,2023,19846.32
Kota Palu,2024,16326.0
Kota Pangkal Pinang,2018,22841.44
Kota Pangkal Pinang,2019,22956.51
Kota Pangkal Pinang,2020,24271.56
Kota Pangkal Pinang,2021,19007.92
Kota Pangkal Pinang,2022,20796.7
Kota Pangkal Pinang,2023,22980.98
Kota Pangkal Pinang,2024,24347.0
Kota Parepare,2018,11101.84
Kota Parepare,2019,15019.77
Kota Parepare,2020,14656.17
Kota Parepare,2021,16142.48
Kota Parepare,2022,16045.8
Kota Parepare,2023,15714.01
Kota Parepare,2024,15900.0
Kota Pariaman,2018,15861.63
Kota Pariaman,2019,17517.73
Kota Pariaman,2020,21897.91
Kota Pariaman,2021,18575.74
Kota Pariaman,2022,21147.34
Kota Pariaman,2023,20394.46
Kota Pariaman,2024,20263.0
Kota Pasuruan,2018,11126.26
Kota Pasuruan,2019,14159.72
Kota Pasuruan,2020,14715.59
Kota Pasuruan,2021,14977.06
Kota Pasuruan,2022,17286.38
Kota Pasuruan,2023,17192.26
Kota Pasuruan,2024,17855.0
Kota Payakumbuh,2018,18336.84
Kota Payakumbuh,2019,18459.11
Kota Payakumbuh,2020,19441.69
Kota Payakumbuh,2021,21188.54
Kota Payakumbuh,2022,22640.73
Kota Payakumbuh,2023,25648.52
Kota Payakumbuh,2024,24217.0
Kota Pekalongan,2018,14631.96
Kota Pekalongan,2019,10341.77
Kota Pekalongan,2020,14319.44
Kota Pekalongan,2021,14175.15
Kota Pekalongan,2022,14984.15
Kota Pekalongan,2023,17124.43
Kota Pekalongan,2024,18219.0
Kota Pekanbaru,2018,18800.18
Kota Pekanbaru,2019,20869.63
Kota Pekanbaru,2020,17446.73
Kota Pekanbaru,2021,16668.03
Kota Pekanbaru,2022,20186.43
Kota Pekanbaru,2023,21551.23
Kota Pekanbaru,2024,23004.0
Kota Pematang Siantar,2018,16414.58
Kota Pematang Siantar,2019,13891.96
Kota Pematang Siantar,2020,17255.46
Kota Pematang Siantar,2021,15370.6
Kota Pematang Siantar,2022,18039.35
Kota Pematang Siantar,2023,18025.19
Kota Pematang Siantar,2024,22165.0
Kota Pontianak,2018,13789.81
Kota Pontianak,2019,17451.45
Kota Pontianak,2020,17171.01
Kota Pontianak,2021,16401.5
Kota Pontianak,2022,17801.1
Kota Pontianak,2023,18107.61
Kota Pontianak,2024,18520.0
Kota Prabumulih,2018,13752.65
Kota Prabumulih,2019,14182.33
Kota Prabumulih,2020,12401.98
Kota Prabumulih,2021,10520.42
Kota Prabumulih,2022,13514.08
Kota Prabumulih,2023,13551.87
Kota Prabumulih,2024,13145.0
Kota Probolinggo,2018,9837.95
Kota Probolinggo,2019,9750.89
Kota Probolinggo,2020,12153.4
Kota Probolinggo,2021,11654.62
Kota Probolinggo,2022,12338.77
Kota Probolinggo,2023,12655.58
Kota Probolinggo,2024,12535.0
Kota Sabang,2018,14631.91
Kota Sabang,2019,21344.87
Kota Sabang,2020,21316.7
Kota Sabang,2021,25159.52
Kota Sabang,2022,25990.92
Kota Sabang,2023,22996.66
Kota Sabang,2024,25522.0
Kota Salatiga,2018,11950.24
Kota Salatiga,2019,15763.87
Kota Salatiga,2020,15391.19
Kota Salatiga,2021,14671.48
Kota Salatiga,2022,16202.12
Kota Salatiga,2023,18392.05
Kota Salatiga,2024,20207.0
Kota Samarinda,2018,15054.09
Kota Samarinda,2019,16301.0
Kota Samarinda,2020,18324.77
Kota Samarinda,2021,14145.9
Kota Samarinda,2022,13688.12
Kota Samarinda,2023,16848.13
Kota Samarinda,2024,18389.0
Kota Sawah Lunto,2018,17984.2
Kota Sawah Lunto,2019,20179.29
Kota Sawah Lunto,2020,18037.32
Kota Sawah Lunto,2021,18392.93
Kota Sawah Lunto,2022,23859.1
Kota Sawah Lunto,2023,27646.16
Kota Sawah Lunto,2024,27329.0
Kota Semarang,2018,10769.66
Kota Semarang,2019,10309.08
Kota Semarang,2020,12201.36
Kota Semarang,2021,13424.58
Kota Semarang,2022,14948.54
Kota Semarang,2023,15492.79
Kota Semarang,2024,18614.0
Kota Serang,2018,19106.16
Kota Serang,2019,21582.34
Kota Serang,2020,26923.0
Kota Serang,2021,27415.04
Kota Serang,2022,27260.59
Kota Serang,2023,26864.67
Kota Serang,2024,27670.0
Kota Sibolga,2018,16865.28
Kota Sibolga,2019,20227.62
Kota Sibolga,2020,20204.63
Kota Sibolga,2021,22777.55
Kota Sibolga,2022,22885.38
Kota Sibolga,2023,27132.29
Kota Sibolga,2024,29266.0
Kota Singkawang,2018,16653.43
Kota Singkawang,2019,15355.97
Kota Singkawang,2020,15665.05
Kota Singkawang,2021,17613.63
Kota Singkawang,2022,19098.42
Kota Singkawang,2023,17749.91
Kota Singkawang,2024,16471.0
Kota Solok,2018,19619.29
Kota Solok,2019,22623.91
Kota Solok,2020,20715.14
Kota Solok,2021,22949.87
Kota Solok,2022,26112.91
Kota Solok,2023,26558.53
